id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2529030695.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529030691.0,2.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529083323.0,837.0,0.0,0.0,290,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529083327.0,966.0,0.0,0.0,296,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529005729.0,1.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamPlayerFormation', 'TeamFormation', 'PlayerPosition', 'CaptainPlayerId', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529006331.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation', 'CaptainPlayerId', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,Gil Vicente,Sporting,
2529030727.0,3.0,0.0,0.0,290,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,369398.0,36.96000000000001,40.392,,,,,,,,,,,False,Gil Vicente,Sporting,-0.004268819999999998
2529030757.0,4.0,0.0,2.0,290,37.065,42.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,144360.0,41.895,63.444,,,,,,,,,,,False,Gil Vicente,Sporting,-0.0014290699999999993
2529030773.0,6.0,0.0,5.0,290,44.94,49.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'StandingSave']","[91, 118, 120, 29, 36, 38, 216, 218]",True,144360.0,47.88,49.028,,,,,,,,,,,False,Gil Vicente,Sporting,
2529030765.0,5.0,0.0,5.0,290,42.63,61.948,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,243271.0,44.94,49.776,,,,,,,,,,,False,Gil Vicente,Sporting,0.0030286099999999993
