id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
,,0.0,20.0,296,47.88,49.232000000000006,,,Carry,,,,,283978.0,49.035000000000004,52.156000000000006,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Boavista,-0.0004458799999999992
2519526035.0,11.0,0.0,23.0,296,49.035000000000004,52.156000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,69.72000000000001,64.396,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Boavista,0.0073758899999999995
,,0.0,23.0,296,69.72000000000001,64.396,,,Carry,,,,,296364.0,65.31,59.908,,,,,,,,,,,11.0,Nuno Santos,False,Sporting,Boavista,-0.0037706900000000036
2519526047.0,12.0,0.0,26.0,296,65.31,59.908,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,296364.0,43.155,60.79200000000001,,,,,,,,,,,11.0,Nuno Santos,False,Sporting,Boavista,-0.006187929999999996
2519526087.0,13.0,0.0,29.0,296,42.525,59.908,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Longball', 'Angle']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,283978.0,79.38,59.704,,,,,,,,,,,2.0,Matheus Reis,True,Sporting,Boavista,0.01630045
,,0.0,29.0,296,79.38,59.704,,,Carry,,,,,344378.0,90.405,59.636,,,,,,,,,,,28.0,Pote,True,Sporting,Boavista,0.007287600000000002
2519526093.0,14.0,0.0,33.0,296,90.405,59.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[91, 120, 29, 36, 38, 217, 218]",True,344378.0,91.875,51.068,,,,,,,,,,,28.0,Pote,False,Sporting,Boavista,
2519526097.0,3.0,0.0,34.0,122,10.5,17.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,333946.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519526117.0,15.0,0.0,36.0,296,93.24,53.992000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,344378.0,,,,,,,,,,,,,28.0,Pote,,Sporting,Boavista,
2519526159.0,16.0,0.0,38.0,296,95.865,54.53600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Cross', 'LeftFoot', 'StandingSave', 'Zone', 'Angle', 'PassEndY', 'Chipped', 'PassEndX']","[91, 138, 124, 126, 36, 38, 217, 218]",True,409279.0,96.915,52.836000000000006,,,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Boavista,
2519526133.0,4.0,0.0,38.0,122,9.03,13.192,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,422313.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519526161.0,17.0,0.0,40.0,296,102.79500000000002,39.372,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['HighLeft', 'RegularPlay', 'SmallBoxLeft', 'Zone', 'OppositeRelatedEvent', 'GoalMouthZ', 'GoalMouthY', 'BlockedY', 'Head', 'BlockedX']","[91, 9, 10, 0, 3, 14]",True,447229.0,,,99.1,53.2,28.5,53.5,True,,,,,,79.0,Youssef Chermiti,,Sporting,Boavista,
2519526155.0,5.0,0.0,40.0,122,0.525,31.552,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Hands', 'ParriedDanger', 'OppositeRelatedEvent', 'Zone', 'KeeperSaveInSixYard', 'KeeperSaveInTheBox']","[91, 108, 113, 112, 77, 79, 80]",True,35211.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519526183.0,6.0,0.0,42.0,122,4.9350000000000005,39.168000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[91, 94, 95, 215]",True,454408.0,21.315,68.0,,,,,,,,,,,,,,Sporting,Boavista,
2519526449.0,19.0,1.0,14.0,296,70.875,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Longball', 'PassEndY', 'ThrowIn', 'Zone', 'Length']","[91, 212, 35, 37, 216]",True,109474.0,59.745000000000005,16.932,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,-0.005103159999999999
2519526475.0,20.0,1.0,18.0,296,59.745000000000005,16.932,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,71268.0,73.39500000000001,8.364,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Boavista,0.005103159999999999
,,1.0,18.0,296,73.39500000000001,8.364,,,Carry,,,,,109474.0,74.865,3.74,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,0.0
2519526505.0,21.0,1.0,21.0,296,74.865,3.74,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'ShotAssist', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 35, 37, 217, 218]",True,109474.0,74.655,13.056000000000001,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,0.0027939199999999983
,,1.0,21.0,296,74.655,13.056000000000001,,,Carry,,,,,279177.0,83.05499999999999,22.168000000000003,,,,,,,,,,,10.0,Marcus Edwards,True,Sporting,Boavista,0.004536810000000002
2519526509.0,22.0,1.0,24.0,296,83.05499999999999,22.168000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['GoalMouthY', 'RegularPlay', 'Zone', 'LeftFoot', 'Assisted', 'RelatedEventId', 'StandingSave', 'GoalMouthZ', 'OutOfBoxCentre', 'HighLeft']","[91, 7, 10, 2, 3, 13]",True,279177.0,,,,,75.0,58.2,True,21.0,109474.0,,,,10.0,Marcus Edwards,,Sporting,Boavista,
2519526701.0,9.0,1.0,52.0,122,3.57,35.292,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'GoalKick', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,35211.0,6.510000000000001,46.580000000000005,,,,,,,,,,,,,False,Sporting,Boavista,-0.0005306600000000005
2519526725.0,10.0,1.0,54.0,122,8.715000000000002,48.348,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,423077.0,13.440000000000001,62.56,,,,,,,,,,,,,False,Sporting,Boavista,-0.00198129
2519526763.0,11.0,1.0,57.0,122,12.81,64.668,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,454408.0,29.82,64.87200000000001,,,,,,,,,,,,,False,Sporting,Boavista,0.00198043
2519526803.0,12.0,2.0,1.0,122,33.81,53.584,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,91775.0,27.3,23.732,,,,,,,,,,,,,False,Sporting,Boavista,-0.0005818599999999983
2519526817.0,13.0,2.0,5.0,122,27.72,17.952,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,422313.0,21.315,24.548000000000002,,,,,,,,,,,,,False,Sporting,Boavista,-0.00109158
2519526843.0,14.0,2.0,8.0,122,21.630000000000003,24.14,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,333946.0,21.525000000000002,48.21200000000001,,,,,,,,,,,,,False,Sporting,Boavista,0.0
2519526859.0,15.0,2.0,10.0,122,22.47,44.132000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Longball', 'Angle', 'PassEndY', 'Length']","[91, 117, 127, 36, 38, 215, 218]",True,423077.0,22.680000000000003,8.16,,,,,,,,,,,,,False,Sporting,Boavista,-0.0015645000000000017
2519526879.0,16.0,2.0,13.0,122,21.315,5.44,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Length', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,422313.0,32.34,3.604,,,,,,,,,,,,,False,Sporting,Boavista,0.0013280500000000008
2519526883.0,17.0,2.0,16.0,122,46.2,6.0520000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Zone']","[91, 54]",True,423076.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519526873.0,25.0,2.0,16.0,296,58.800000000000004,61.948,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,409279.0,,,,,,,,,,,,,5.0,Hidemasa Morita,,Sporting,Boavista,
2519526885.0,18.0,2.0,19.0,122,52.815,5.644000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,423076.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519526889.0,26.0,2.0,21.0,296,43.785000000000004,57.664,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Sporting,Boavista,
,,2.0,21.0,296,43.785000000000004,57.664,,,Carry,,,,,408962.0,49.245,56.644000000000005,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,0.0
2519526905.0,27.0,2.0,23.0,296,49.245,56.644000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,408962.0,29.715000000000003,45.288,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,-0.00274078
,,2.0,23.0,296,29.715000000000003,45.288,,,Carry,,,,,71268.0,32.550000000000004,46.784,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Boavista,0.0
2519526939.0,28.0,2.0,26.0,296,32.550000000000004,46.784,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,71268.0,33.18,20.672,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Boavista,0.0
,,2.0,26.0,296,33.18,20.672,,,Carry,,,,,443663.0,51.55500000000001,19.992,,,,,,,,,,,26.0,Ousmane Diomande,True,Sporting,Boavista,0.003186659999999999
2519526965.0,29.0,2.0,31.0,296,51.55500000000001,19.992,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,443663.0,71.715,3.3320000000000003,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Boavista,0.00693001
,,2.0,31.0,296,71.715,3.3320000000000003,,,Carry,,,,,109474.0,70.03500000000001,2.924,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,0.0
2519526975.0,30.0,2.0,34.0,296,70.03500000000001,2.924,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Longball', 'Zone']","[91, 120, 128, 36, 37, 217, 218]",True,109474.0,82.425,33.32,,,,,,,,,,,47.0,Ricardo Esgaio,True,Sporting,Boavista,
2519526981.0,19.0,2.0,36.0,122,20.475,33.388000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Longball', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 118, 120, 128, 36, 37, 216, 218]",True,333946.0,37.48500000000001,43.928,,,,,,,,,,,,,False,Sporting,Boavista,
2519527001.0,31.0,2.0,37.0,296,67.30499999999999,17.408,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'HeadPass']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,408962.0,70.455,5.576,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,0.0018699699999999986
2519527011.0,32.0,2.0,39.0,296,70.455,5.576,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,109474.0,68.985,12.444,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,0.0027939199999999983
2519527031.0,33.0,2.0,41.0,296,68.14500000000001,12.376000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,408962.0,50.08500000000001,30.94,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,-0.00385749
2519527057.0,34.0,2.0,43.0,296,50.714999999999996,30.328000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,64.78500000000001,53.992000000000004,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Boavista,0.00385749
,,2.0,43.0,296,64.78500000000001,53.992000000000004,,,Carry,,,,,409279.0,61.53,47.124,,,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Boavista,0.0006478500000000019
2519527107.0,35.0,2.0,48.0,296,61.53,47.124,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Longball', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'Chipped', 'PassEndY']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,409279.0,91.875,9.384,,,,,,,,,,,5.0,Hidemasa Morita,True,Sporting,Boavista,0.021318599999999997
,,2.0,48.0,296,91.875,9.384,,,Carry,,,,,109474.0,86.73,9.792000000000002,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,0.0
2519527125.0,36.0,2.0,54.0,296,86.73,9.792000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,109474.0,83.265,17.34,,,,,,,,,,,47.0,Ricardo Esgaio,False,Sporting,Boavista,-0.0009806999999999975
,,2.0,54.0,296,83.265,17.34,,,Carry,,,,,279177.0,79.065,19.244000000000003,,,,,,,,,,,10.0,Marcus Edwards,False,Sporting,Boavista,0.0
2519527137.0,37.0,2.0,55.0,296,79.065,19.244000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Angle', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,279177.0,89.565,20.468000000000004,,,,,,,,,,,10.0,Marcus Edwards,False,Sporting,Boavista,
2519527149.0,20.0,2.0,56.0,122,12.075000000000001,44.676,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,423077.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519527163.0,21.0,2.0,58.0,122,12.075000000000001,44.676,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,423077.0,29.19,52.97200000000001,,,,,,,,,,,,,False,Sporting,Boavista,0.0008174499999999991
2519527171.0,22.0,2.0,59.0,122,27.825000000000003,52.02,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['LayOff', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,370018.0,22.89,60.248,,,,,,,,,,,,,False,Sporting,Boavista,-0.00214636
2519527179.0,23.0,3.0,0.0,122,22.89,58.412000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 118, 120, 29, 36, 38, 215, 218]",True,91775.0,30.87,50.388,,,,,,,,,,,,,False,Sporting,Boavista,
2519527199.0,38.0,3.0,1.0,296,62.370000000000005,20.060000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Sporting,Boavista,
,,3.0,1.0,296,62.370000000000005,20.060000000000002,,,Carry,,,,,408962.0,67.2,19.652,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,0.0
2519527235.0,40.0,3.0,3.0,296,67.2,19.652,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 63]",True,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Sporting,Boavista,
2519527229.0,24.0,3.0,3.0,122,37.800000000000004,48.348,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'StandingSave', 'OppositeRelatedEvent', 'Defensive']",[64],False,342705.0,,,,,,,,,,,,,,,,Sporting,Boavista,
2519527315.0,41.0,3.0,13.0,296,62.895,26.656000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'FreekickTaken', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 119, 117, 30, 132, 35, 37, 216, 218]",True,408962.0,58.065,48.144,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,-0.0031147400000000013
2519527325.0,42.0,3.0,14.0,296,58.065,48.144,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,66.15,53.38,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Boavista,0.0018475100000000001
2519527347.0,43.0,3.0,18.0,296,66.15,53.38,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,296364.0,59.010000000000005,61.132000000000005,,,,,,,,,,,11.0,Nuno Santos,False,Sporting,Boavista,-0.0039675100000000005
,,3.0,18.0,296,59.010000000000005,61.132000000000005,,,Carry,,,,,283978.0,63.42,51.068,,,,,,,,,,,2.0,Matheus Reis,True,Sporting,Boavista,0.0039675100000000005
2519527385.0,44.0,3.0,24.0,296,63.42,51.068,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,283978.0,58.275000000000006,34.204,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Boavista,-0.0018081900000000012
2519527407.0,45.0,3.0,26.0,296,58.275000000000006,34.204,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,408962.0,46.2,7.276,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Boavista,-0.0044118399999999985
,,3.0,26.0,296,46.2,7.276,,,Carry,,,,,443663.0,56.595,7.48,,,,,,,,,,,26.0,Ousmane Diomande,True,Sporting,Boavista,0.002252519999999999
2519527425.0,46.0,3.0,30.0,296,56.595,7.48,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'Length', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,443663.0,67.62,4.556,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Boavista,0.0027146399999999973
