id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2497852871.0,2.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497852867.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497884977.0,820.0,0.0,0.0,296,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497885249.0,929.0,0.0,0.0,299,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497833337.0,1.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497833773.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,,Benfica,Sporting,
2497852881.0,3.0,0.0,1.0,296,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,135563.0,47.67,37.468,,,,,,,,,,,20.0,Paulinho,False,Benfica,Sporting,-0.0020492999999999987
2497852889.0,4.0,0.0,2.0,296,47.98500000000001,36.652,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,344378.0,45.885000000000005,31.076000000000004,,,,,,,,,,,28.0,Pote,False,Benfica,Sporting,0.0
,,0.0,2.0,296,45.885000000000005,31.076000000000004,,,Carry,,,,,408962.0,43.260000000000005,31.552,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,-0.002219519999999999
2497852899.0,5.0,0.0,4.0,296,43.260000000000005,31.552,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,408962.0,35.595,53.38,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,-0.0004792700000000004
2497852905.0,6.0,0.0,6.0,296,35.7,53.38,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,283978.0,41.265,63.376000000000005,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,-0.0008845199999999998
,,0.0,6.0,296,41.265,63.376000000000005,,,Carry,,,,,296364.0,39.165,63.376000000000005,,,,,,,,,,,11.0,Nuno Santos,False,Benfica,Sporting,0.0
2497852913.0,7.0,0.0,7.0,296,39.165,63.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,296364.0,27.195,57.46,,,,,,,,,,,11.0,Nuno Santos,False,Benfica,Sporting,-0.0006677700000000016
,,0.0,7.0,296,27.195,57.46,,,Carry,,,,,283978.0,26.145,53.516000000000005,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,-0.0011710799999999997
2497852919.0,8.0,0.0,10.0,296,26.145,53.516000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,22.575,43.452000000000005,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,0.0005892200000000014
2497852929.0,9.0,0.0,11.0,296,22.365000000000002,43.112,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,71268.0,5.88,34.884,,,,,,,,,,,4.0,Sebastián Coates,False,Benfica,Sporting,-0.0006024800000000007
2497852939.0,10.0,0.0,13.0,296,5.88,34.884,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Angle', 'Longball', 'Length', 'PassEndX']","[91, 118, 120, 128, 36, 38, 216, 218]",True,23285.0,39.58500000000001,24.956000000000003,,,,,,,,,,,1.0,Antonio Adán,True,Benfica,Sporting,
2497852945.0,3.0,0.0,15.0,299,66.36,43.18,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'PassEndX', 'HeadPass', 'PassEndY']","[91, 120, 29, 139, 36, 37, 217, 218]",True,369430.0,73.815,54.468,,,,,,,,,,,,,False,Benfica,Sporting,
2497852961.0,11.0,0.0,18.0,296,34.545,22.644,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Chipped', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'Longball']","[91, 117, 124, 127, 36, 37, 216, 218]",True,362352.0,35.49,61.81200000000001,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.00015804999999999986
2497852981.0,12.0,0.0,21.0,296,34.44,62.15200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,296364.0,28.035,56.78,,,,,,,,,,,11.0,Nuno Santos,False,Benfica,Sporting,0.0008183099999999992
,,0.0,21.0,296,28.035,56.78,,,Carry,,,,,283978.0,38.010000000000005,47.19200000000001,,,,,,,,,,,2.0,Matheus Reis,True,Benfica,Sporting,0.002096840000000001
2497852997.0,13.0,0.0,25.0,296,38.010000000000005,47.19200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 118, 120, 29, 36, 38, 216, 218]",True,283978.0,45.36000000000001,46.104,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,
2497852999.0,5.0,0.0,28.0,299,65.52,19.448000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,75691.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853007.0,6.0,0.0,29.0,299,67.2,21.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,369712.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853015.0,14.0,0.0,31.0,296,40.11000000000001,49.504000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Offensive', 'Angle', 'OppositeRelatedEvent', 'Length', 'Zone', 'PassEndX']","[91, 118, 120, 29, 35, 37, 216, 218]",True,135563.0,37.38,50.728,,,,,,,,,,,20.0,Paulinho,False,Benfica,Sporting,
2497853799.0,51.0,0.0,31.0,299,66.465,24.412,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 60]",True,369430.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853017.0,7.0,0.0,33.0,299,70.14,20.128000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 53]",True,135127.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853425.0,29.0,0.0,33.0,296,34.86000000000001,47.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 142]",True,344378.0,,,,,,,,,,,,,28.0,Pote,,Benfica,Sporting,
2497854299.0,59.0,0.0,34.0,299,73.5,22.916000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,135127.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497868947.0,449.0,0.0,35.0,299,68.565,11.696,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,125476.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853027.0,8.0,0.0,36.0,299,68.775,10.132000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,125476.0,63.945,4.216,,,,,,,,,,,,,False,Benfica,Sporting,-0.0012528700000000031
2497853039.0,9.0,0.0,37.0,299,63.945,4.216,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,401520.0,73.29,4.148,,,,,,,,,,,,,False,Benfica,Sporting,0.0037706900000000036
2497853043.0,10.0,0.0,39.0,299,75.60000000000001,12.512,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OverRun', 'Zone', 'Offensive']","[91, 204]",True,135127.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853057.0,15.0,0.0,41.0,296,23.625,48.348,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 94, 95, 215]",True,71268.0,33.285000000000004,46.580000000000005,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497853065.0,11.0,0.0,43.0,299,69.09,23.188000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Zone', 'Longball', 'PassEndY', 'Length']","[91, 120, 128, 36, 38, 217, 218]",True,369430.0,71.08500000000001,22.304,,,,,,,,,,,,,False,Benfica,Sporting,
2497853061.0,16.0,0.0,43.0,296,31.185000000000002,46.988,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Benfica,Sporting,
2497853071.0,17.0,0.0,45.0,296,25.095,46.308,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497853073.0,12.0,0.0,45.0,299,75.075,23.596000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[91, 69]",True,369430.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853083.0,18.0,0.0,46.0,296,23.625,44.064,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 94, 95, 217]",True,71268.0,74.44500000000001,53.516000000000005,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497853101.0,13.0,0.0,52.0,299,27.51,18.632,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,110273.0,29.19,45.492000000000004,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497853111.0,14.0,0.0,56.0,299,30.03,47.260000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,75691.0,28.35,30.736000000000004,,,,,,,,,,,,,False,Benfica,Sporting,0.0002191399999999996
2497853113.0,15.0,0.0,57.0,299,28.35,30.736000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,443613.0,31.395,45.696000000000005,,,,,,,,,,,,,False,Benfica,Sporting,-0.0002191399999999996
2497853117.0,16.0,0.0,59.0,299,31.395,45.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,45.045,49.912000000000006,,,,,,,,,,,,,False,Benfica,Sporting,0.003186659999999999
2497853123.0,17.0,1.0,0.0,299,45.885000000000005,50.32,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,303544.0,37.695,63.03600000000001,,,,,,,,,,,,,False,Benfica,Sporting,-0.0030286099999999993
2497853135.0,18.0,1.0,2.0,299,37.695,63.03600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Zone', 'PassEndY', 'Chipped', 'PassEndX']","[91, 120, 29, 124, 36, 38, 216, 218]",True,107252.0,67.515,59.568,,,,,,,,,,,,,True,Benfica,Sporting,
2497853141.0,19.0,1.0,6.0,296,34.964999999999996,9.724000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Length', 'Head', 'PassEndX', 'Zone', 'Angle']","[91, 94, 95, 57, 216]",True,395992.0,49.14,0.0,,,,,,,,,,,25.0,Gonçalo Inácio,,Benfica,Sporting,
2497853157.0,20.0,1.0,9.0,299,59.535000000000004,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'ThrowIn', 'PassEndX', 'Length', 'PassEndY']","[91, 212, 35, 38, 216]",True,107252.0,59.43000000000001,61.948,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497853163.0,21.0,1.0,11.0,299,57.54,60.928,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,369430.0,55.650000000000006,65.48400000000001,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497853185.0,22.0,1.0,12.0,299,55.230000000000004,65.48400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,30.240000000000002,60.31600000000001,,,,,,,,,,,,,False,Benfica,Sporting,-0.004959369999999999
2497853227.0,23.0,1.0,16.0,299,28.56,50.93200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,75691.0,15.015,38.148,,,,,,,,,,,,,False,Benfica,Sporting,-0.00027740000000000056
2497853243.0,24.0,1.0,22.0,299,15.225000000000001,37.06,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Length', 'Zone', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 127, 36, 38, 215, 218]",True,110273.0,26.355000000000004,4.556,,,,,,,,,,,,,False,Benfica,Sporting,-0.002378680000000001
2497853265.0,25.0,1.0,25.0,299,26.565,3.4000000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,401520.0,10.395000000000001,16.388,,,,,,,,,,,,,False,Benfica,Sporting,-0.0009907000000000006
2497853283.0,26.0,1.0,28.0,299,9.870000000000001,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,443613.0,4.9350000000000005,39.168000000000006,,,,,,,,,,,,,False,Benfica,Sporting,-0.0003668899999999999
2497853285.0,27.0,1.0,31.0,299,8.61,40.120000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Length', 'Chipped', 'Zone', 'PassEndY']","[91, 118, 120, 29, 124, 36, 37, 215, 218]",True,110273.0,12.39,41.208000000000006,,,,,,,,,,,,,False,Benfica,Sporting,
2497853291.0,21.0,1.0,33.0,296,96.39,28.900000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,368409.0,,,,,,,,,,,,,17.0,Trincão,,Benfica,Sporting,
2497853295.0,22.0,1.0,34.0,296,74.025,17.544,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,362352.0,,,,,,,,,,,,,24.0,Pedro Porro,,Benfica,Sporting,
2497853303.0,23.0,1.0,34.0,296,74.025,17.544,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Chipped', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,362352.0,78.64500000000001,23.732,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.004429619999999999
2497853307.0,24.0,1.0,35.0,296,79.275,23.8,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 199]",False,135563.0,,,,,,,,,,,,,20.0,Paulinho,,Benfica,Sporting,
2497853311.0,28.0,1.0,35.0,299,25.725,44.2,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,369712.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853315.0,25.0,1.0,36.0,296,79.59,23.732,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'Zone']","[91, 120, 29, 139, 36, 38, 217, 218]",True,135563.0,86.83500000000001,18.02,,,,,,,,,,,20.0,Paulinho,False,Benfica,Sporting,
2497853325.0,29.0,1.0,38.0,299,22.575,46.852000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'HeadPass', 'Angle']","[91, 117, 30, 139, 36, 37, 215, 218]",True,107252.0,29.400000000000002,49.164,,,,,,,,,,,,,False,Benfica,Sporting,0.00109158
2497853331.0,30.0,1.0,39.0,299,29.400000000000002,49.164,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 139, 36, 37, 216, 218]",True,369430.0,36.12,50.184000000000005,,,,,,,,,,,,,False,Benfica,Sporting,0.0015871199999999992
2497853335.0,31.0,1.0,40.0,299,37.17,49.57200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,303544.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853341.0,32.0,1.0,40.0,299,37.17,49.57200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,303544.0,40.845,40.188,,,,,,,,,,,,,False,Benfica,Sporting,-6.527999999999916e-05
2497853343.0,33.0,1.0,42.0,299,40.845,40.188,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,135127.0,58.065,36.244,,,,,,,,,,,,,True,Benfica,Sporting,0.004268819999999998
2497853345.0,34.0,1.0,44.0,299,54.81,37.468,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 53]",True,303544.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853349.0,26.0,1.0,44.0,296,50.19,30.532,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[91, 143]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
,,1.0,44.0,296,50.19,30.532,,,Carry,,,,,71268.0,56.7,29.240000000000002,,,,,,,,,,,4.0,Sebastián Coates,False,Benfica,Sporting,0.0020492999999999987
2497853351.0,27.0,1.0,46.0,296,56.7,29.240000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
,,1.0,46.0,296,56.7,29.240000000000002,,,Carry,,,,,71268.0,74.13,19.992,,,,,,,,,,,4.0,Sebastián Coates,True,Benfica,Sporting,0.0072271200000000035
2497853357.0,28.0,1.0,49.0,296,74.13,19.992,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 53]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497853363.0,35.0,1.0,49.0,299,30.87,48.008,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 143]",True,75691.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853365.0,36.0,1.0,51.0,299,29.82,53.584,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,75691.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497853371.0,37.0,1.0,51.0,299,30.03,54.196000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,75691.0,15.435,50.388,,,,,,,,,,,,,False,Benfica,Sporting,-0.0018090099999999998
2497853377.0,38.0,1.0,53.0,299,15.435,50.388,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,3.8850000000000002,42.772000000000006,,,,,,,,,,,,,False,Benfica,Sporting,-0.0008975500000000004
2497853405.0,39.0,1.0,54.0,299,3.8850000000000002,42.772000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Angle', 'Length', 'Longball']","[91, 117, 127, 36, 37, 216, 218]",True,110273.0,43.260000000000005,62.016000000000005,,,,,,,,,,,,,True,Benfica,Sporting,0.002382770000000001
2497853417.0,40.0,2.0,2.0,299,40.11000000000001,64.396,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,135127.0,27.090000000000003,64.60000000000001,,,,,,,,,,,,,False,Benfica,Sporting,-0.0014860800000000007
2497853433.0,41.0,2.0,4.0,299,27.090000000000003,64.60000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,23.625,54.264,,,,,,,,,,,,,False,Benfica,Sporting,-0.0003527700000000005
2497853449.0,42.0,2.0,8.0,299,23.94,51.952000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,75691.0,27.825000000000003,39.712,,,,,,,,,,,,,False,Benfica,Sporting,0.001899940000000001
2497853453.0,43.0,2.0,10.0,299,27.405,40.120000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,369712.0,30.240000000000002,48.55200000000001,,,,,,,,,,,,,False,Benfica,Sporting,-0.0002191399999999996
2497853457.0,44.0,2.0,12.0,299,30.240000000000002,47.87200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 118, 120, 29, 36, 37, 216, 218]",True,369430.0,42.73500000000001,53.65200000000001,,,,,,,,,,,,,False,Benfica,Sporting,
2497853463.0,30.0,2.0,14.0,296,62.05500000000001,18.224,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Benfica,Sporting,
,,2.0,14.0,296,62.05500000000001,18.224,,,Carry,,,,,408962.0,69.615,10.200000000000001,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,0.004663889999999997
2497853469.0,31.0,2.0,15.0,296,69.615,10.200000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Benfica,Sporting,
,,2.0,15.0,296,69.615,10.200000000000001,,,Carry,,,,,408962.0,73.185,1.088,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,0.0025178200000000005
2497853481.0,32.0,2.0,18.0,296,73.185,1.088,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 35, 37, 216, 218]",True,408962.0,63.42,1.7680000000000002,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,-0.0037706900000000036
,,2.0,18.0,296,63.42,1.7680000000000002,,,Carry,,,,,362352.0,60.900000000000006,1.564,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.0
2497853487.0,33.0,2.0,20.0,296,60.900000000000006,1.564,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,362352.0,49.56,10.608,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,-0.0008905599999999986
,,2.0,20.0,296,49.56,10.608,,,Carry,,,,,395992.0,47.04,10.608,,,,,,,,,,,25.0,Gonçalo Inácio,False,Benfica,Sporting,0.0
