id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2497858441.0,198.0,17.0,54.0,296,41.055,25.568,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,279177.0,28.875,26.180000000000003,,,,,,,,,,,10.0,Marcus Edwards,False,Benfica,Sporting,-0.0013027000000000004
,,17.0,54.0,296,28.875,26.180000000000003,,,Carry,,,,,395992.0,30.345,24.752000000000002,,,,,,,,,,,25.0,Gonçalo Inácio,False,Benfica,Sporting,-0.0002191399999999996
2497858451.0,199.0,17.0,58.0,296,30.345,24.752000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,395992.0,40.32,4.216,,,,,,,,,,,25.0,Gonçalo Inácio,False,Benfica,Sporting,0.00015804999999999986
,,17.0,58.0,296,40.32,4.216,,,Carry,,,,,362352.0,43.365,3.604,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.0
2497858459.0,200.0,18.0,1.0,296,43.365,3.604,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,362352.0,57.75,19.040000000000003,,,,,,,,,,,24.0,Pedro Porro,True,Benfica,Sporting,0.005593289999999999
,,18.0,1.0,296,57.75,19.040000000000003,,,Carry,,,,,279177.0,57.75,20.876,,,,,,,,,,,10.0,Marcus Edwards,False,Benfica,Sporting,0.0
2497858463.0,201.0,18.0,4.0,296,57.75,20.876,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,279177.0,,,,,,,,,,,,,10.0,Marcus Edwards,,Benfica,Sporting,
2497858469.0,215.0,18.0,4.0,299,47.25,47.124,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,369430.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497858471.0,202.0,18.0,5.0,296,56.7,20.264000000000003,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,279177.0,,,,,,,,,,,,,10.0,Marcus Edwards,,Benfica,Sporting,
2497858501.0,203.0,18.0,6.0,296,49.77,27.336000000000006,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone', 'Chipped']","[91, 119, 117, 30, 124, 36, 37, 216, 218]",True,344378.0,59.64,56.03200000000001,,,,,,,,,,,28.0,Pote,False,Benfica,Sporting,0.0012721500000000014
,,18.0,6.0,296,59.64,56.03200000000001,,,Carry,,,,,283978.0,64.78500000000001,56.57600000000001,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,0.0025853399999999985
2497858527.0,204.0,18.0,11.0,296,64.78500000000001,56.57600000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Longball', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 120, 128, 36, 38, 217, 218]",True,283978.0,105.0,53.720000000000006,,,,,,,,,,,2.0,Matheus Reis,True,Benfica,Sporting,
2497858525.0,216.0,18.0,15.0,299,0.0,0.0,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",ShieldBallOpp,Successful,['Zone'],[],False,443613.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497858659.0,218.0,18.0,44.0,299,4.9350000000000005,30.532,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['MissHigh', 'PassEndY', 'PassEndX', 'Length', 'Longball', 'GoalKick', 'Angle', 'Zone']","[91, 120, 128, 36, 37, 216, 218]",True,110273.0,68.04,30.736000000000004,,,,,,,,,,,,,True,Benfica,Sporting,
2497858667.0,206.0,18.0,49.0,296,37.065,38.48800000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,395992.0,36.015,28.288000000000004,,,,,,,,,,,25.0,Gonçalo Inácio,False,Benfica,Sporting,0.0
,,18.0,49.0,296,36.015,28.288000000000004,,,Carry,,,,,362352.0,36.330000000000005,26.656000000000002,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.0
2497858669.0,207.0,18.0,50.0,296,36.330000000000005,26.656000000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,362352.0,,,,,,,,,,,,,24.0,Pedro Porro,,Benfica,Sporting,
,,18.0,50.0,296,36.330000000000005,26.656000000000002,,,Carry,,,,,362352.0,34.545,25.16,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,-0.00152184
2497858703.0,208.0,18.0,52.0,296,34.545,25.16,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,362352.0,12.18,31.552,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,-0.00027740000000000056
2497858713.0,209.0,18.0,55.0,296,11.76,30.328000000000003,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,17.64,53.108,,,,,,,,,,,1.0,Antonio Adán,False,Benfica,Sporting,-0.002041330000000001
,,18.0,55.0,296,17.64,53.108,,,Carry,,,,,283978.0,21.0,52.496,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,0.0
2497858733.0,210.0,18.0,58.0,296,21.0,52.496,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,5.88,33.79600000000001,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,-1.3259999999999314e-05
,,18.0,58.0,296,5.88,33.79600000000001,,,Carry,,,,,23285.0,5.775,37.876000000000005,,,,,,,,,,,1.0,Antonio Adán,False,Benfica,Sporting,0.0
2497858745.0,211.0,19.0,2.0,296,5.775,37.876000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,12.39,52.904,,,,,,,,,,,1.0,Antonio Adán,False,Benfica,Sporting,-0.0006246700000000008
,,19.0,2.0,296,12.39,52.904,,,Carry,,,,,283978.0,13.440000000000001,55.760000000000005,,,,,,,,,,,2.0,Matheus Reis,False,Benfica,Sporting,0.0
2497858757.0,212.0,19.0,4.0,296,13.440000000000001,55.760000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'PassEndY', 'Angle', 'PassEndX', 'Chipped', 'Length', 'Zone']","[91, 117, 124, 127, 36, 38, 216, 218]",True,283978.0,44.94,45.967999999999996,,,,,,,,,,,2.0,Matheus Reis,True,Benfica,Sporting,0.005505390000000001
2497858771.0,213.0,19.0,7.0,296,45.36000000000001,45.696000000000005,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'Length', 'PassEndX', 'HeadPass', 'PassEndY']","[91, 120, 29, 139, 36, 37, 216, 218]",True,135563.0,59.745000000000005,68.0,,,,,,,,,,,20.0,Paulinho,False,Benfica,Sporting,
2497858819.0,220.0,19.0,21.0,299,50.925000000000004,0.0,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'ThrowIn', 'Length', 'PassEndY']","[91, 212, 35, 37, 216]",True,401520.0,48.300000000000004,7.208,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497858823.0,221.0,19.0,23.0,299,48.300000000000004,7.208,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Zone', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,369430.0,49.665,1.7680000000000002,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497858833.0,222.0,19.0,24.0,299,49.665,1.7680000000000002,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,401520.0,60.69,7.616,,,,,,,,,,,,,False,Benfica,Sporting,0.0049671599999999965
2497858839.0,223.0,19.0,26.0,299,60.69,8.5,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'LayOff', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,369712.0,48.089999999999996,10.744000000000002,,,,,,,,,,,,,False,Benfica,Sporting,-0.0008905599999999986
2497858847.0,224.0,19.0,27.0,299,48.72,13.328000000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,369430.0,58.589999999999996,32.300000000000004,,,,,,,,,,,,,False,Benfica,Sporting,0.003049879999999998
2497858865.0,225.0,19.0,29.0,299,60.27,32.504,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,303544.0,67.935,60.99600000000001,,,,,,,,,,,,,False,Benfica,Sporting,0.000555319999999998
2497858873.0,226.0,19.0,32.0,299,68.775,61.404,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,107252.0,61.005,44.608,,,,,,,,,,,,,False,Benfica,Sporting,0.001900720000000005
2497858887.0,227.0,19.0,35.0,299,61.005,44.47200000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'IntentionalAssist', 'ShotAssist', 'Angle', 'Zone', 'PassEndX', 'Chipped', 'PassEndY', 'Throughball', 'Length', 'KeyPass']","[91, 119, 117, 123, 124, 127, 129, 205, 39, 43, 36, 38, 217, 218]",True,369430.0,90.51,21.896000000000004,,,,,,,,,,,,,True,Benfica,Sporting,0.035560060000000004
2497858889.0,228.0,19.0,39.0,299,94.5,22.44,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['BlockedY', 'LowCentre', 'IntentionalAssist', 'BlockedX', 'RelatedEventId', 'Assisted', 'RegularPlay', 'GoalMouthZ', 'OppositeRelatedEvent', 'RightFoot', 'Zone', 'GoalMouthY', 'BoxRight']","[91, 9, 10, 1, 3, 12]",True,125476.0,,,,97.8,45.5,2.5,50.9,True,227.0,369430.0,,,,,,Benfica,Sporting,
2497858891.0,215.0,19.0,39.0,296,2.94,37.604,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OppositeRelatedEvent', 'ParriedDanger', 'Zone', 'Hands', 'KeeperSaveInTheBox']","[91, 108, 113, 112, 77, 79, 81]",True,23285.0,,,,,,,,,,,,,1.0,Antonio Adán,,Benfica,Sporting,
2497858897.0,216.0,19.0,42.0,296,3.7800000000000002,40.25600000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,23285.0,,,,,,,,,,,,,1.0,Antonio Adán,,Benfica,Sporting,
2497858997.0,217.0,20.0,4.0,296,8.715000000000002,34.34,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 120, 128, 36, 38, 216, 218]",True,23285.0,68.67000000000002,29.172,,,,,,,,,,,1.0,Antonio Adán,True,Benfica,Sporting,
2497858987.0,229.0,20.0,6.0,299,35.07,34.612,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,443613.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859001.0,230.0,20.0,6.0,299,34.755,35.496,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,443613.0,10.5,32.708000000000006,,,,,,,,,,,,,False,Benfica,Sporting,-0.0004965400000000002
2497859017.0,231.0,20.0,8.0,299,10.5,31.076000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'Longball']","[91, 117, 127, 36, 38, 216, 218]",True,110273.0,41.055,4.148,,,,,,,,,,,,,False,Benfica,Sporting,0.0004354500000000004
2497859033.0,232.0,20.0,12.0,299,41.055,4.148,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'ShotAssist', 'Zone', 'Longball', 'BigChanceCreated', 'KeyPass']","[91, 119, 117, 123, 127, 203, 205, 39, 46, 36, 37, 217, 218]",True,401520.0,80.53500000000001,15.98,,,,,,,,,,,,,True,Benfica,Sporting,0.018270049999999996
2497859043.0,219.0,20.0,17.0,296,12.705,44.88,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,395992.0,,,,,,,,,,,,,25.0,Gonçalo Inácio,,Benfica,Sporting,
2497859037.0,233.0,20.0,17.0,299,92.29500000000002,23.12,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 54]",True,135127.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859045.0,234.0,20.0,18.0,299,96.17999999999999,26.656000000000002,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['RelatedEventId', 'Zone', 'OppositeRelatedEvent', 'GoalMouthZ', 'BlockedY', 'Assisted', 'LowCentre', 'RegularPlay', 'BigChance', 'BoxCentre', 'GoalMouthY', 'RightFoot', 'BlockedX']","[91, 9, 10, 201, 1, 3, 12]",True,135127.0,,,,96.4,45.1,1.9,51.0,True,232.0,401520.0,,,,,,Benfica,Sporting,
2497859049.0,220.0,20.0,18.0,296,3.57,37.264,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Feet', 'Zone', 'OppositeRelatedEvent', 'ParriedDanger', 'KeeperSaveInTheBox']","[91, 108, 113, 112, 78, 79, 81]",True,23285.0,,,,,,,,,,,,,1.0,Antonio Adán,,Benfica,Sporting,
2497859063.0,221.0,20.0,21.0,296,13.125,34.408,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 54]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497859051.0,235.0,20.0,21.0,299,91.875,33.592,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']",[55],False,303544.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859065.0,222.0,20.0,22.0,296,19.11,29.444,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
,,20.0,22.0,296,19.11,29.444,,,Carry,,,,,71268.0,24.990000000000002,23.392,,,,,,,,,,,4.0,Sebastián Coates,False,Benfica,Sporting,-0.00015244999999999842
2497859081.0,223.0,20.0,24.0,296,24.990000000000002,23.392,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497859089.0,236.0,20.0,24.0,299,80.01,44.608,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 143]",True,125476.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859093.0,237.0,20.0,25.0,299,78.75,47.53200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,369430.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859107.0,239.0,20.0,26.0,299,80.64,48.07600000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 53]",True,395802.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859115.0,224.0,20.0,26.0,296,24.36,19.924000000000003,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Benfica,Sporting,
2497859103.0,238.0,20.0,26.0,299,78.75,47.53200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,369430.0,83.58,49.096000000000004,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497859117.0,240.0,20.0,29.0,299,81.69,49.368,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,395802.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859129.0,226.0,20.0,30.0,296,23.52,21.692,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length']","[91, 118, 120, 29, 36, 38, 215, 218]",True,344378.0,25.095,14.688000000000002,,,,,,,,,,,28.0,Pote,False,Benfica,Sporting,
2497859141.0,241.0,20.0,31.0,299,75.495,59.43200000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,107252.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497859937.0,231.0,20.0,31.0,296,29.505000000000003,8.568,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 143]",True,279177.0,,,,,,,,,,,,,10.0,Marcus Edwards,,Benfica,Sporting,
2497859787.0,246.0,23.0,17.0,299,59.85,68.0,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'ThrowIn', 'Length', 'PassEndX', 'Angle']","[91, 212, 35, 38, 216]",True,107252.0,47.46000000000001,56.1,,,,,,,,,,,,,False,Benfica,Sporting,-0.0008905599999999986
2497859805.0,247.0,23.0,19.0,299,47.355000000000004,55.828,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX', 'Longball']","[91, 119, 117, 127, 36, 38, 216, 218]",True,369430.0,61.11000000000001,12.988000000000001,,,,,,,,,,,,,False,Benfica,Sporting,0.004858069999999999
2497859817.0,248.0,23.0,24.0,299,63.315,8.432,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,125476.0,82.74,3.604,,,,,,,,,,,,,True,Benfica,Sporting,0.010112520000000003
2497859827.0,249.0,23.0,26.0,299,82.53,3.808,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,401520.0,80.85000000000001,11.152,,,,,,,,,,,,,False,Benfica,Sporting,0.0019695999999999984
2497859837.0,250.0,23.0,28.0,299,80.85000000000001,10.472000000000001,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,135127.0,73.185,2.584,,,,,,,,,,,,,False,Benfica,Sporting,-0.008311429999999998
2497859863.0,251.0,23.0,30.0,299,73.185,2.584,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,125476.0,63.315,13.192,,,,,,,,,,,,,False,Benfica,Sporting,-0.0025178200000000005
2497859875.0,252.0,23.0,33.0,299,63.315,13.192,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,369712.0,61.53,22.168000000000003,,,,,,,,,,,,,False,Benfica,Sporting,0.0006478500000000019
2497859893.0,253.0,23.0,36.0,299,62.685,21.76,23.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Chipped', 'PassEndY', 'Angle', 'Longball', 'Zone', 'Length']","[91, 120, 124, 128, 36, 38, 217, 218]",True,369430.0,105.0,17.0,,,,,,,,,,,,,True,Benfica,Sporting,
2497859997.0,233.0,24.0,2.0,296,3.6750000000000003,30.532,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length', 'GoalKick']","[91, 117, 30, 35, 38, 215, 218]",True,23285.0,3.465,21.284000000000002,,,,,,,,,,,1.0,Antonio Adán,False,Benfica,Sporting,-0.0005306600000000005
2497860015.0,234.0,24.0,2.0,296,3.3600000000000003,20.400000000000002,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,395992.0,9.765,5.236000000000001,,,,,,,,,,,25.0,Gonçalo Inácio,False,Benfica,Sporting,-0.00249687
,,24.0,2.0,296,9.765,5.236000000000001,,,Carry,,,,,362352.0,22.680000000000003,4.216,,,,,,,,,,,24.0,Pedro Porro,True,Benfica,Sporting,0.0006523799999999993
2497860025.0,235.0,24.0,6.0,296,22.680000000000003,4.216,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX', 'Longball']","[91, 117, 124, 127, 36, 37, 216, 218]",True,362352.0,46.30500000000001,36.652,,,,,,,,,,,24.0,Pedro Porro,False,Benfica,Sporting,0.006397440000000001
2497860033.0,236.0,24.0,8.0,296,46.30500000000001,36.652,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 118, 120, 29, 35, 38, 216, 218]",True,368409.0,39.69,33.728,,,,,,,,,,,17.0,Trincão,False,Benfica,Sporting,
2497860029.0,255.0,24.0,10.0,299,69.72000000000001,40.324,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,369712.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497860037.0,256.0,24.0,11.0,299,68.67000000000002,36.312000000000005,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,369712.0,,,,,,,,,,,,,,,,Benfica,Sporting,
2497860041.0,257.0,24.0,11.0,299,68.355,35.088,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,369712.0,65.625,29.036000000000005,,,,,,,,,,,,,False,Benfica,Sporting,0.0
2497860051.0,258.0,24.0,12.0,299,64.365,27.812,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,125476.0,74.76,35.224000000000004,,,,,,,,,,,,,True,Benfica,Sporting,
2497860045.0,237.0,24.0,14.0,296,30.03,39.916000000000004,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,71268.0,,,,,,,,,,,,,4.0,Sebastián Coates,,Benfica,Sporting,
2497860053.0,238.0,24.0,16.0,296,30.450000000000003,34.0,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Benfica,Sporting,
2497860085.0,239.0,24.0,16.0,296,30.345,33.592,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,408962.0,40.95,46.104,,,,,,,,,,,15.0,Manuel Ugarte,False,Benfica,Sporting,0.0013679799999999995
,,24.0,16.0,296,40.95,46.104,,,Carry,,,,,368409.0,68.14500000000001,38.556000000000004,,,,,,,,,,,17.0,Trincão,True,Benfica,Sporting,0.007278960000000001
2497860135.0,240.0,24.0,24.0,296,68.14500000000001,38.556000000000004,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,368409.0,79.17000000000002,9.996,,,,,,,,,,,17.0,Trincão,False,Benfica,Sporting,0.009562019999999997
,,24.0,24.0,296,79.17000000000002,9.996,,,Carry,,,,,279177.0,83.05499999999999,12.920000000000002,,,,,,,,,,,10.0,Marcus Edwards,False,Benfica,Sporting,0.0
2497860143.0,241.0,24.0,28.0,296,83.05499999999999,12.920000000000002,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Length', 'PassEndY', 'Cross', 'Angle', 'Zone', 'LeftFoot', 'PassEndX']","[91, 138, 124, 126, 36, 37, 217, 218]",True,279177.0,93.97500000000001,30.872,,,,,,,,,,,10.0,Marcus Edwards,True,Benfica,Sporting,
2497860153.0,260.0,24.0,31.0,299,11.655,38.012,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'PassEndX', 'Head', 'Angle', 'Length', 'PassEndY']","[91, 94, 95, 57, 215]",True,75691.0,29.294999999999998,58.888,,,,,,,,,,,,,,Benfica,Sporting,
