id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2526904149.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526904171.0,3.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526986145.0,1126.0,0.0,0.0,296,0.0,0.0,4.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526986151.0,676.0,0.0,0.0,251,0.0,0.0,4.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526841083.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'TeamFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526846437.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Sporting,Santa Clara,
2526904237.0,3.0,0.0,0.0,296,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,135563.0,47.46000000000001,38.148,,,,,,,,,,20.0,Paulinho,False,Sporting,Santa Clara,0.0
2526904283.0,4.0,0.0,1.0,296,47.46000000000001,38.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,344378.0,46.935,31.144000000000002,,,,,,,,,,28.0,Pote,False,Sporting,Santa Clara,0.0
2526904317.0,5.0,0.0,2.0,296,46.935,31.144000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,408962.0,40.95,51.00000000000001,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Santa Clara,-0.0026987899999999995
,,0.0,2.0,296,40.95,51.00000000000001,,,Carry,,,,,283978.0,45.36000000000001,47.260000000000005,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Santa Clara,0.0021440899999999995
