id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2548177509.0,7.0,0.0,12.0,264,3.57,33.524,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,86730.0,12.39,18.632,,,,,,,,,,,,,False,Sporting,Maritimo,0.0003668899999999999
2548177519.0,8.0,0.0,14.0,264,8.295,16.592,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'StandingSave', 'Longball', 'Angle']","[91, 118, 120, 128, 36, 38, 215, 218]",True,300848.0,26.565,0.0,,,,,,,,,,,,,False,Sporting,Maritimo,
2548177635.0,4.0,0.0,23.0,296,81.79500000000002,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'ThrowIn', 'Length']","[91, 212, 35, 38, 216]",True,329403.0,66.36,66.028,,,,,,,,,,,33.0,Arthur Gomes,False,Sporting,Maritimo,-0.010112520000000003
,,0.0,23.0,296,66.36,66.028,,,Carry,,,,,283978.0,62.475,65.62,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0
2548177667.0,5.0,0.0,26.0,296,62.475,65.62,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,42.21000000000001,48.144,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,-0.004758859999999997
,,0.0,26.0,296,42.21000000000001,48.144,,,Carry,,,,,71268.0,41.79,45.900000000000006,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,0.0
2548177709.0,6.0,0.0,29.0,296,41.79,45.900000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,71268.0,46.2,22.032,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,0.00159954
2548177719.0,7.0,0.0,32.0,296,46.2,22.032,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,443663.0,41.055,32.572,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Maritimo,-0.0016648199999999991
2548177745.0,8.0,0.0,33.0,296,41.055,32.572,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,71268.0,48.405,29.92,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,0.002219519999999999
2548177793.0,9.0,0.0,34.0,296,48.405,29.92,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,408962.0,45.15,46.580000000000005,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Maritimo,-0.0005547
2548177809.0,10.0,0.0,36.0,296,45.15,46.580000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,54.075,52.29200000000001,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0018268500000000014
,,0.0,36.0,296,54.075,52.29200000000001,,,Carry,,,,,368409.0,55.964999999999996,56.03200000000001,,,,,,,,,,,17.0,Trincão,False,Sporting,Maritimo,0.0
2548177899.0,11.0,0.0,37.0,296,55.964999999999996,56.03200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,368409.0,42.945,53.924,,,,,,,,,,,17.0,Trincão,False,Sporting,Maritimo,-0.003970940000000001
,,0.0,37.0,296,42.945,53.924,,,Carry,,,,,283978.0,36.645,67.32000000000001,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,-0.0008845199999999998
2548177929.0,12.0,0.0,47.0,296,36.645,67.32000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,35.595,59.092000000000006,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0
,,0.0,47.0,296,35.595,59.092000000000006,,,Carry,,,,,344378.0,36.225,54.74,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,0.0
2548177955.0,13.0,0.0,49.0,296,36.225,54.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,344378.0,31.290000000000003,32.300000000000004,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,-0.00082343
,,0.0,49.0,296,31.290000000000003,32.300000000000004,,,Carry,,,,,443663.0,34.02,19.176000000000002,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Maritimo,-0.0002191399999999996
2548178025.0,14.0,0.0,55.0,296,34.02,19.176000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,443663.0,33.915,27.608000000000004,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Maritimo,0.0002191399999999996
,,0.0,55.0,296,33.915,27.608000000000004,,,Carry,,,,,408962.0,37.905,26.384,,,,,,,,,,,15.0,Manuel Ugarte,False,Sporting,Maritimo,0.0013027000000000004
2548178027.0,15.0,0.0,57.0,296,37.905,26.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive']","[91, 53]",True,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Sporting,Maritimo,
2548178035.0,10.0,0.0,57.0,264,67.095,41.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 143]",True,412831.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178039.0,11.0,0.0,59.0,264,63.315,38.352000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,412831.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178067.0,12.0,1.0,0.0,264,67.2,39.984,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'Foul']","[91, 63]",True,412831.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178081.0,16.0,1.0,0.0,296,37.800000000000004,28.016000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Foul', 'Defensive']",[64],False,408962.0,,,,,,,,,,,,,15.0,Manuel Ugarte,,Sporting,Maritimo,
2548178285.0,13.0,1.0,24.0,264,66.99,43.452000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'FreekickTaken', 'Angle', 'Length', 'PassEndX', 'Zone']","[91, 119, 117, 30, 132, 35, 38, 216, 218]",True,335707.0,55.33500000000001,29.716000000000005,,,,,,,,,,,,,False,Sporting,Maritimo,-0.002456040000000003
2548178303.0,14.0,1.0,26.0,264,55.33500000000001,29.716000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,137058.0,59.22,7.684000000000001,,,,,,,,,,,,,False,Sporting,Maritimo,-0.0021593199999999993
2548178337.0,15.0,1.0,28.0,264,59.325,7.48,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,300848.0,79.275,6.392,,,,,,,,,,,,,True,Sporting,Maritimo,0.01282716
2548178347.0,16.0,1.0,31.0,264,81.9,3.808,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']","[91, 53]",True,422003.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178373.0,17.0,1.0,31.0,296,23.1,64.19200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,283978.0,,,,,,,,,,,,,2.0,Matheus Reis,,Sporting,Maritimo,
2548217815.0,296.0,1.0,31.0,264,80.22000000000001,2.3800000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,422003.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548218001.0,568.0,1.0,31.0,296,20.580000000000002,66.436,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,283978.0,,,,,,,,,,,,,2.0,Matheus Reis,,Sporting,Maritimo,
2548178489.0,18.0,1.0,45.0,264,81.27000000000001,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'ThrowIn', 'Zone', 'Angle', 'Length']","[91, 212, 36, 37, 217]",True,122089.0,96.075,3.944,,,,,,,,,,,,,True,Sporting,Maritimo,
2548178571.0,22.0,1.0,46.0,296,43.785000000000004,45.967999999999996,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,283978.0,,,,,,,,,,,,,2.0,Matheus Reis,,Sporting,Maritimo,
2548178549.0,20.0,1.0,46.0,296,16.59,62.764,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'Longball', 'Length', 'PassEndY']","[91, 118, 120, 128, 36, 38, 215, 218]",True,283978.0,24.465000000000003,51.068,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,
,,1.0,46.0,296,43.785000000000004,45.967999999999996,,,Carry,,,,,283978.0,16.59,62.764,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,-0.00649512
2548178531.0,19.0,1.0,49.0,264,74.34,19.380000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'HeadPass']","[91, 119, 117, 30, 139, 35, 37, 216, 218]",True,137128.0,57.855000000000004,27.608000000000004,,,,,,,,,,,,,False,Sporting,Maritimo,-0.0072271200000000035
2548178537.0,20.0,1.0,52.0,264,59.115,29.308000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,137058.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178603.0,21.0,1.0,52.0,264,58.17,29.036000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,137058.0,66.99,58.684000000000005,,,,,,,,,,,,,False,Sporting,Maritimo,0.0018081900000000012
2548178629.0,23.0,1.0,54.0,264,63.0,50.388,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[91, 120, 29, 124, 36, 37, 217, 218]",True,335707.0,91.665,61.336000000000006,,,,,,,,,,,,,True,Sporting,Maritimo,
2548178615.0,22.0,1.0,54.0,264,66.57000000000001,58.004000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,329366.0,63.0,50.388,,,,,,,,,,,,,False,Sporting,Maritimo,0.0006478500000000019
2549375991.0,1112.0,1.0,57.0,296,12.915000000000001,8.432,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 94, 95, 215]",True,443663.0,16.485,6.256,,,,,,,,,,,26.0,Ousmane Diomande,,Sporting,Maritimo,
2549375995.0,623.0,1.0,57.0,264,89.98500000000001,60.52,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,412831.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548178635.0,23.0,2.0,1.0,296,7.035,5.44,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,443663.0,,,,,,,,,,,,,26.0,Ousmane Diomande,,Sporting,Maritimo,
,,2.0,1.0,296,7.035,5.44,,,Carry,,,,,443663.0,3.9899999999999998,0.952,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Maritimo,0.0
2548178681.0,24.0,2.0,3.0,296,3.9899999999999998,0.952,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 118, 120, 128, 36, 37, 215, 218]",True,443663.0,16.065,4.42,,,,,,,,,,,26.0,Ousmane Diomande,False,Sporting,Maritimo,
2548178701.0,24.0,2.0,4.0,264,85.995,62.900000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'HeadPass', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 120, 29, 139, 36, 38, 217, 218]",True,329366.0,105.0,46.24,,,,,,,,,,,,,True,Sporting,Maritimo,
2548178865.0,26.0,2.0,15.0,296,5.460000000000001,31.348000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'GoalKick', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,15.120000000000001,59.704,,,,,,,,,,,1.0,Antonio Adán,False,Sporting,Maritimo,-0.0016144000000000002
,,2.0,15.0,296,15.120000000000001,59.704,,,Carry,,,,,283978.0,21.21,61.404,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0006523799999999993
2548178875.0,27.0,2.0,18.0,296,21.21,61.404,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,283978.0,36.855000000000004,63.24,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0028141300000000015
2548178895.0,28.0,2.0,20.0,296,36.855000000000004,63.24,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,368409.0,25.935,64.60000000000001,,,,,,,,,,,17.0,Trincão,False,Sporting,Maritimo,-0.0028141300000000015
2548178909.0,29.0,2.0,22.0,296,26.040000000000003,64.87200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,283978.0,16.065,54.53600000000001,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.00033735000000000015
,,2.0,22.0,296,16.065,54.53600000000001,,,Carry,,,,,71268.0,25.830000000000002,44.268,,,,,,,,,,,4.0,Sebastián Coates,True,Sporting,Maritimo,0.0012271500000000015
2548178975.0,30.0,2.0,29.0,296,25.830000000000002,44.268,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,71268.0,31.815,44.47200000000001,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,0.00109158
,,2.0,29.0,296,31.815,44.47200000000001,,,Carry,,,,,344378.0,29.085,44.064,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,0.0
2548178999.0,31.0,2.0,31.0,296,29.085,44.064,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,344378.0,21.419999999999998,43.656000000000006,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,-0.00109158
2548179019.0,32.0,2.0,33.0,296,22.155,44.268,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,71268.0,21.630000000000003,51.61200000000001,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,-0.0005892200000000014
2548179031.0,33.0,2.0,35.0,296,22.680000000000003,52.156000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,283978.0,28.875,66.028,,,,,,,,,,,2.0,Matheus Reis,False,Sporting,Maritimo,0.0003527700000000005
,,2.0,35.0,296,28.875,66.028,,,Carry,,,,,368409.0,29.61,64.464,,,,,,,,,,,17.0,Trincão,False,Sporting,Maritimo,0.0
2548179035.0,34.0,2.0,37.0,296,29.61,64.464,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 70]",True,368409.0,,,,,,,,,,,,,17.0,Trincão,,Sporting,Maritimo,
2548179063.0,26.0,2.0,38.0,264,75.39,3.5360000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 143]",True,300848.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548179153.0,36.0,2.0,47.0,296,27.615000000000002,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'ThrowIn', 'Zone']","[91, 212, 35, 38, 215]",True,329403.0,21.945,61.540000000000006,,,,,,,,,,,33.0,Arthur Gomes,False,Sporting,Maritimo,-0.0013280500000000008
2549376903.0,1113.0,2.0,50.0,296,21.105000000000004,62.084,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave']","[91, 118, 120, 29, 36, 37, 215, 218]",True,344378.0,23.415000000000003,66.23200000000001,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,
2548179359.0,28.0,2.0,50.0,264,75.81,10.132000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'StandingSave', 'Offensive', 'OppositeRelatedEvent']","[91, 53]",True,422003.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548179189.0,37.0,2.0,51.0,296,29.19,57.868,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[91, 143]",True,329403.0,,,,,,,,,,,,,33.0,Arthur Gomes,,Sporting,Maritimo,
2548179407.0,29.0,2.0,52.0,264,77.07000000000001,1.972,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Longball', 'Angle', 'Length', 'PassEndY', 'PassEndX', 'Offensive', 'Zone']","[91, 120, 128, 36, 37, 217, 218]",True,122089.0,78.12,2.4480000000000004,,,,,,,,,,,,,False,Sporting,Maritimo,
2548218811.0,569.0,2.0,52.0,296,33.915,66.096,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 60]",True,329403.0,,,,,,,,,,,,,33.0,Arthur Gomes,,Sporting,Maritimo,
,,2.0,52.0,296,33.915,66.096,,,Carry,,,,,344378.0,33.495,59.50000000000001,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,0.0
2548219279.0,297.0,2.0,53.0,264,69.3,15.3,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']",[55],False,335707.0,,,,,,,,,,,,,,,,Sporting,Maritimo,
2548219231.0,570.0,2.0,53.0,296,35.7,52.7,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Offensive']","[91, 54]",True,344378.0,,,,,,,,,,,,,28.0,Pote,,Sporting,Maritimo,
2548179247.0,39.0,2.0,55.0,296,33.495,59.50000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,344378.0,37.800000000000004,63.784000000000006,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,0.0014860800000000007
,,2.0,55.0,296,37.800000000000004,63.784000000000006,,,Carry,,,,,329403.0,58.17,64.60000000000001,,,,,,,,,,,33.0,Arthur Gomes,True,Sporting,Maritimo,0.0034732899999999987
2548179265.0,40.0,3.0,1.0,296,58.17,64.60000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,329403.0,48.72,63.24,,,,,,,,,,,33.0,Arthur Gomes,False,Sporting,Maritimo,-0.002252519999999999
2548179297.0,41.0,3.0,3.0,296,48.72,63.24,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,344378.0,36.12,42.908,,,,,,,,,,,28.0,Pote,False,Sporting,Maritimo,0.0002082999999999998
,,3.0,3.0,296,36.12,42.908,,,Carry,,,,,71268.0,41.265,35.428000000000004,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,-6.527999999999916e-05
2548179341.0,42.0,3.0,6.0,296,41.265,35.428000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,71268.0,39.06,19.992,,,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Maritimo,6.527999999999916e-05
