id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2513396565.0,22.0,0.0,56.0,296,60.165,46.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,71268.0,60.480000000000004,24.82,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0
,,0.0,56.0,296,60.480000000000004,24.82,,,Carry,,,,,259929.0,66.36,19.720000000000002,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.002495360000000002
2513396571.0,23.0,0.0,59.0,296,66.36,19.720000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,259929.0,74.025,18.360000000000003,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.0047710800000000005
2513396573.0,24.0,1.0,0.0,296,73.39500000000001,18.904000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
2513396577.0,5.0,1.0,1.0,2188,35.910000000000004,48.688,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 53]",True,142746.0,,,,,,,,,,,,,,Sporting,Estoril,
2513396581.0,25.0,1.0,1.0,296,69.09,19.312,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 143]",True,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
2513396589.0,26.0,1.0,3.0,296,56.28,20.808000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,259929.0,48.825,31.28,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,-0.0020099799999999998
2513396599.0,27.0,1.0,5.0,296,49.245,31.144000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,56.80500000000001,51.204,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0012721500000000014
,,1.0,5.0,296,56.80500000000001,51.204,,,Carry,,,,,283978.0,61.32,53.65200000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0
2513396603.0,28.0,1.0,11.0,296,61.32,53.65200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,283978.0,59.535000000000004,43.996,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,-0.0018475100000000001
2513396621.0,29.0,1.0,13.0,296,58.589999999999996,44.948,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,409279.0,59.115,26.180000000000003,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,3.931999999999894e-05
,,1.0,13.0,296,59.115,26.180000000000003,,,Carry,,,,,259929.0,64.78500000000001,19.108000000000004,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.002456040000000003
2513396631.0,30.0,1.0,16.0,296,64.78500000000001,19.108000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Zone', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,259929.0,86.73,3.944,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.008211799999999998
2513396649.0,31.0,1.0,19.0,296,87.04500000000002,3.944,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,125211.0,74.13,18.088,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,-0.003440719999999998
2513396659.0,32.0,1.0,23.0,296,74.44500000000001,18.156000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,259929.0,86.83500000000001,5.508,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.003440719999999998
2513396663.0,33.0,1.0,25.0,296,87.15,5.508,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'StandingSave', 'Offensive', 'Angle', 'Zone', 'Length', 'OppositeRelatedEvent']","[91, 120, 29, 35, 37, 217, 218]",True,125211.0,86.415,7.276,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,
2513396695.0,6.0,1.0,25.0,2188,17.745,59.50000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone', 'StandingSave']","[91, 60]",True,437687.0,,,,,,,,,,,,,,Sporting,Estoril,
2513396713.0,35.0,1.0,30.0,296,85.67999999999999,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'ThrowIn', 'PassEndX', 'Zone']","[91, 212, 36, 37, 217]",True,125211.0,93.45,7.616,,,,,,,,,19.0,Héctor Bellerín,True,Sporting,Estoril,0.007287600000000002
,,1.0,30.0,296,93.45,7.616,,,Carry,,,,,135563.0,89.67000000000002,7.208,,,,,,,,,20.0,Paulinho,False,Sporting,Estoril,0.0
2513396721.0,36.0,1.0,36.0,296,89.67000000000002,7.208,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'Longball', 'PassEndX']","[91, 120, 128, 35, 37, 217, 218]",True,135563.0,76.02000000000001,43.724000000000004,,,,,,,,,20.0,Paulinho,False,Sporting,Estoril,
2513396735.0,8.0,1.0,38.0,2188,39.06,36.244,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,357533.0,,,,,,,,,,,,,,Sporting,Estoril,
2513396745.0,9.0,1.0,40.0,2188,37.48500000000001,43.724000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone']","[91, 118, 120, 29, 36, 37, 216, 218]",True,357533.0,46.095,47.736000000000004,,,,,,,,,,,False,Sporting,Estoril,
2513396747.0,37.0,1.0,41.0,296,59.115,28.084,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,409279.0,,,,,,,,,,,5.0,Hidemasa Morita,,Sporting,Estoril,
2513396753.0,38.0,1.0,42.0,296,58.065,28.220000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,135563.0,,,,,,,,,,,20.0,Paulinho,,Sporting,Estoril,
2513396767.0,39.0,1.0,42.0,296,64.26,19.312,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,135563.0,57.54,24.82,,,,,,,,,20.0,Paulinho,False,Sporting,Estoril,-0.002495360000000002
,,1.0,42.0,296,57.54,24.82,,,Carry,,,,,283978.0,55.545,32.43600000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,3.931999999999894e-05
,,1.0,42.0,296,58.065,28.220000000000002,,,Carry,,,,,135563.0,64.26,19.312,,,,,,,,,20.0,Paulinho,False,Sporting,Estoril,0.002456040000000003
2513396781.0,40.0,1.0,45.0,296,55.545,32.43600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,62.265,51.952000000000005,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0018081900000000012
,,1.0,45.0,296,62.265,51.952000000000005,,,Carry,,,,,296364.0,68.775,52.29200000000001,,,,,,,,,11.0,Nuno Santos,True,Sporting,Estoril,0.0
2513396797.0,41.0,1.0,50.0,296,68.775,52.29200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,296364.0,75.495,58.888,,,,,,,,,11.0,Nuno Santos,False,Sporting,Estoril,0.0025178200000000005
2513396819.0,42.0,1.0,52.0,296,75.495,58.888,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,368409.0,66.25500000000001,47.056000000000004,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,-0.004663889999999997
,,1.0,52.0,296,66.25500000000001,47.056000000000004,,,Carry,,,,,344378.0,72.55499999999999,43.724000000000004,,,,,,,,,28.0,Pote,True,Sporting,Estoril,0.0047710800000000005
2513396823.0,43.0,1.0,55.0,296,72.55499999999999,43.724000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Chipped', 'Zone']","[91, 120, 29, 124, 36, 38, 217, 218]",True,344378.0,89.88,26.724,,,,,,,,,28.0,Pote,True,Sporting,Estoril,
2513396833.0,10.0,1.0,56.0,2188,14.700000000000001,43.044000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Head', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 94, 95, 57, 215]",True,105928.0,30.66,47.736000000000004,,,,,,,,,,,,Sporting,Estoril,
2513396829.0,44.0,1.0,58.0,296,70.98,19.312,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,409279.0,,,,,,,,,,,5.0,Hidemasa Morita,,Sporting,Estoril,
,,1.0,58.0,296,70.98,19.312,,,Carry,,,,,409279.0,62.475,5.576,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,-0.0066718000000000055
2513396875.0,45.0,2.0,2.0,296,62.475,5.576,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,409279.0,55.33500000000001,28.288000000000004,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,-0.000555319999999998
,,2.0,2.0,296,55.33500000000001,28.288000000000004,,,Carry,,,,,71268.0,60.27,35.496,,,,,,,,,4.0,Sebastián Coates,True,Sporting,Estoril,0.0
2513396887.0,46.0,2.0,7.0,296,60.27,35.496,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,62.370000000000005,49.504000000000005,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.002456040000000003
,,2.0,7.0,296,62.370000000000005,49.504000000000005,,,Carry,,,,,283978.0,64.365,50.79600000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,-0.0006478500000000019
2513396899.0,47.0,2.0,9.0,296,64.365,50.79600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,78.015,66.096,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0018699699999999986
2513396909.0,48.0,2.0,13.0,296,78.855,65.756,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,296364.0,67.935,59.976000000000006,,,,,,,,,11.0,Nuno Santos,False,Sporting,Estoril,-0.010112520000000003
,,2.0,13.0,296,67.935,59.976000000000006,,,Carry,,,,,283978.0,73.92000000000002,51.748,,,,,,,,,2.0,Matheus Reis,True,Sporting,Estoril,0.006564610000000002
2513396911.0,11.0,2.0,14.0,2188,38.64,8.16,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,119543.0,,,,,,,,,,,,,,Sporting,Estoril,
2513396915.0,49.0,2.0,14.0,296,66.36,59.84,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive']","[91, 54]",True,283978.0,,,,,,,,,,,2.0,Matheus Reis,,Sporting,Estoril,
2513396917.0,50.0,2.0,17.0,296,73.92000000000002,51.748,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,283978.0,69.825,43.52,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,-0.004663889999999997
2513396927.0,51.0,2.0,18.0,296,69.405,42.772000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,409279.0,58.589999999999996,42.432,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,-0.002495360000000002
,,2.0,18.0,296,58.589999999999996,42.432,,,Carry,,,,,71268.0,57.54,37.196000000000005,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0
2513396935.0,52.0,2.0,21.0,296,57.54,37.196000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,71268.0,64.575,20.808000000000003,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.002456040000000003
,,2.0,21.0,296,64.575,20.808000000000003,,,Carry,,,,,259929.0,69.19500000000001,16.592,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,-0.0006478500000000019
2513396949.0,53.0,2.0,23.0,296,69.19500000000001,16.592,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,259929.0,90.51,4.216,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.016147250000000002
