id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
,,24.0,31.0,296,85.89,6.12,,,Carry,,,,,125211.0,85.78500000000001,3.468,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,0.0
2513404569.0,289.0,24.0,37.0,296,85.78500000000001,3.468,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,125211.0,80.115,9.520000000000001,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,0.0019695999999999984
,,24.0,37.0,296,80.115,9.520000000000001,,,Carry,,,,,279177.0,76.54500000000002,10.472000000000001,,,,,,,,,10.0,Marcus Edwards,False,Sporting,Estoril,-0.00551751
2513404575.0,290.0,24.0,39.0,296,76.54500000000002,10.472000000000001,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,279177.0,71.82000000000001,17.544,,,,,,,,,10.0,Marcus Edwards,False,Sporting,Estoril,0.00010719000000000353
2513404581.0,291.0,24.0,39.0,296,71.82000000000001,17.544,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,409279.0,61.11000000000001,19.108000000000004,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,-0.0072664400000000025
2513404595.0,292.0,24.0,42.0,296,61.11000000000001,19.312,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,63.105000000000004,40.528000000000006,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0031147400000000013
,,24.0,42.0,296,63.105000000000004,40.528000000000006,,,Carry,,,,,283978.0,63.839999999999996,41.888000000000005,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,-0.0006193799999999992
2513404619.0,293.0,24.0,45.0,296,63.839999999999996,41.888000000000005,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'StandingSave']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,73.39500000000001,60.724000000000004,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0012505899999999993
,,24.0,45.0,296,73.39500000000001,60.724000000000004,,,Carry,,,,,296364.0,75.705,60.384,,,,,,,,,11.0,Nuno Santos,False,Sporting,Estoril,0.0
2513404661.0,294.0,24.0,47.0,296,75.705,60.384,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,296364.0,79.17000000000002,47.6,,,,,,,,,11.0,Nuno Santos,True,Sporting,Estoril,0.007330730000000001
,,24.0,47.0,296,79.17000000000002,47.6,,,Carry,,,,,368409.0,74.865,46.784,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,-0.004429619999999999
2513404677.0,295.0,24.0,52.0,296,74.865,46.784,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,368409.0,66.675,50.388,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,-0.005418930000000002
2513404681.0,296.0,24.0,54.0,296,66.78,50.388,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,283978.0,64.78500000000001,44.744,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0
,,24.0,54.0,296,64.78500000000001,44.744,,,Carry,,,,,71268.0,64.47,42.636,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0
2513404689.0,297.0,24.0,56.0,296,64.47,42.636,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,71268.0,66.25500000000001,52.36000000000001,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,-0.0006478500000000019
2513404721.0,298.0,24.0,57.0,296,66.25500000000001,51.952000000000005,24.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,283978.0,75.17999999999999,64.19200000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0025178200000000005
,,24.0,57.0,296,75.17999999999999,64.19200000000001,,,Carry,,,,,368409.0,75.28500000000001,58.82000000000001,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,0.0
2513404731.0,299.0,25.0,4.0,296,75.28500000000001,58.82000000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,368409.0,89.25,63.24,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,0.010835510000000003
2513404735.0,300.0,25.0,5.0,296,89.88,63.376000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'LeftFoot', 'Length', 'StandingSave', 'PassEndX', 'Cross', 'PassEndY', 'Zone']","[91, 138, 126, 36, 38, 217, 218]",True,283978.0,91.875,59.024,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,
2513404739.0,181.0,25.0,6.0,2188,12.075000000000001,7.956,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,447025.0,,,,,,,,,,,,,,Sporting,Estoril,
2513404811.0,302.0,25.0,17.0,296,86.31,68.0,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'ThrowIn', 'PassEndX', 'Zone']","[91, 212, 35, 38, 217]",True,296364.0,72.87,66.436,,,,,,,,,11.0,Nuno Santos,False,Sporting,Estoril,-0.00634183
,,25.0,17.0,296,72.87,66.436,,,Carry,,,,,283978.0,70.77000000000001,64.05600000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0
2513404817.0,303.0,25.0,21.0,296,70.77000000000001,64.05600000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,283978.0,60.375,51.00000000000001,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,-0.005103159999999999
,,25.0,21.0,296,60.375,51.00000000000001,,,Carry,,,,,71268.0,60.06,48.144,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0007378299999999983
2513404845.0,304.0,25.0,23.0,296,60.06,48.144,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'Length', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,71268.0,59.745000000000005,35.972,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,3.931999999999894e-05
,,25.0,23.0,296,59.745000000000005,35.972,,,Carry,,,,,259929.0,59.535000000000004,32.912,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.0
2513404879.0,305.0,25.0,28.0,296,59.535000000000004,32.912,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,259929.0,59.325,44.676,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,-3.931999999999894e-05
,,25.0,28.0,296,59.325,44.676,,,Carry,,,,,71268.0,63.42,42.976000000000006,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.002495360000000002
2513404901.0,306.0,25.0,32.0,296,63.42,42.976000000000006,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,71268.0,74.13,41.072,,,,,,,,,4.0,Sebastián Coates,True,Sporting,Estoril,0.004500169999999998
2513404903.0,307.0,25.0,33.0,296,74.655,40.868,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,344378.0,,,,,,,,,,,28.0,Pote,,Sporting,Estoril,
2513404931.0,308.0,25.0,35.0,296,74.97000000000001,26.792,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'Length']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,409279.0,94.39500000000001,11.696,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,0.01681843
,,25.0,35.0,296,94.39500000000001,11.696,,,Carry,,,,,279177.0,89.88,15.436,,,,,,,,,10.0,Marcus Edwards,False,Sporting,Estoril,0.0
2513404945.0,309.0,25.0,38.0,296,89.88,15.436,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Cross', 'PassEndY', 'Chipped', 'LeftFoot', 'Length', 'StandingSave', 'Zone', 'PassEndX']","[91, 138, 124, 126, 36, 37, 217, 218]",True,279177.0,95.23500000000001,35.768,,,,,,,,,10.0,Marcus Edwards,True,Sporting,Estoril,
2513404983.0,183.0,25.0,40.0,2188,8.61,34.204,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[91, 94, 95, 215]",True,121720.0,13.545000000000002,29.444,,,,,,,,,,,,Sporting,Estoril,
2513404985.0,184.0,25.0,42.0,2188,14.490000000000002,29.852,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Head', 'Zone', 'StandingSave']",[91],True,447025.0,,,,,,,,,,,,,,Sporting,Estoril,
2513404999.0,310.0,25.0,44.0,296,95.55,46.376000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ShotAssist', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Angle', 'Length', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 35, 37, 217, 218]",True,368409.0,89.88,46.647999999999996,,,,,,,,,17.0,Trincão,False,Sporting,Estoril,0.0
2513405005.0,311.0,25.0,46.0,296,89.565,45.967999999999996,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['BlockedY', 'RegularPlay', 'GoalMouthZ', 'BoxLeft', 'Assisted', 'RelatedEventId', 'OppositeRelatedEvent', 'LeftFoot', 'StandingSave', 'Blocked', 'BlockedX', 'LowCentre', 'Zone', 'GoalMouthY']","[91, 10, 1, 3, 11, 13]",True,296364.0,,,19.0,51.6,True,310.0,368409.0,88.4,64.3,,11.0,Nuno Santos,,Sporting,Estoril,
2513405019.0,185.0,25.0,46.0,2188,12.075000000000001,24.956000000000003,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['OutfielderBlock', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 58]",True,357533.0,,,,,,,,,,,,,,Sporting,Estoril,
2513405023.0,186.0,25.0,47.0,2188,7.14,22.712,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,357533.0,,,,,,,,,,,,,,Sporting,Estoril,
2513405007.0,312.0,25.0,47.0,296,97.86000000000001,45.288,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,296364.0,,,,,,,,,,,11.0,Nuno Santos,,Sporting,Estoril,
2513405797.0,316.0,27.0,52.0,296,104.47500000000001,67.796,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'CornerTaken', 'Angle', 'PassEndX', 'RightFoot', 'Longball', 'Chipped', 'Cross', 'PassEndY', 'Zone']","[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,344378.0,101.955,30.192,,,,,,,,,28.0,Pote,True,Sporting,Estoril,
2513405841.0,189.0,27.0,54.0,2188,3.7800000000000002,38.284,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'Head', 'PassEndX']","[91, 94, 95, 57, 215]",True,105928.0,4.9350000000000005,59.84,,,,,,,,,,,,Sporting,Estoril,
2513405849.0,190.0,27.0,59.0,2188,5.88,64.464,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,357533.0,,,,,,,,,,,,,,Sporting,Estoril,
2513405855.0,317.0,28.0,0.0,296,97.86000000000001,13.736,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
,,28.0,0.0,296,97.86000000000001,13.736,,,Carry,,,,,279177.0,97.65,19.516000000000002,,,,,,,,,10.0,Marcus Edwards,True,Sporting,Estoril,0.017948739999999998
2513405899.0,318.0,28.0,4.0,296,97.65,19.516000000000002,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'OtherBodyPart']","[91, 69]",True,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
2513405901.0,191.0,28.0,5.0,2188,12.285,50.456,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,105928.0,,,,,,,,,,,,,,Sporting,Estoril,
2513405939.0,192.0,28.0,7.0,2188,12.285,50.79600000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'Angle', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,105928.0,18.06,62.35600000000001,,,,,,,,,,,False,Sporting,Estoril,-0.00198129
2513405943.0,193.0,28.0,10.0,2188,22.155,64.736,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY']","[91, 118, 120, 29, 36, 37, 215, 218]",True,142746.0,24.36,65.28,,,,,,,,,,,False,Sporting,Estoril,
2513406619.0,340.0,28.0,10.0,296,77.07000000000001,4.42,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,259929.0,,,,,,,,,,,3.0,Jeremiah St. Juste,,Sporting,Estoril,
2513405969.0,194.0,28.0,12.0,2188,27.72,64.464,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 70]",True,357533.0,,,,,,,,,,,,,,Sporting,Estoril,
2513405951.0,319.0,28.0,12.0,296,77.28,3.5360000000000005,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 143]",True,259929.0,,,,,,,,,,,3.0,Jeremiah St. Juste,,Sporting,Estoril,
2513405953.0,320.0,28.0,13.0,296,75.39,9.316,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,409279.0,,,,,,,,,,,5.0,Hidemasa Morita,,Sporting,Estoril,
2513405977.0,321.0,28.0,13.0,296,75.495,9.384,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,409279.0,65.625,6.460000000000001,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,-0.006564610000000002
,,28.0,13.0,296,65.625,6.460000000000001,,,Carry,,,,,125211.0,60.27,5.712000000000001,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,-0.0027146399999999973
2513405997.0,322.0,28.0,15.0,296,60.27,5.712000000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,125211.0,49.14,20.468000000000004,,,,,,,,,19.0,Héctor Bellerín,False,Sporting,Estoril,-0.0004446799999999994
,,28.0,15.0,296,49.14,20.468000000000004,,,Carry,,,,,71268.0,51.975,22.372,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0
2513406011.0,323.0,28.0,18.0,296,51.975,22.372,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,71268.0,51.24,39.168000000000006,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0005547
,,28.0,18.0,296,51.24,39.168000000000006,,,Carry,,,,,283978.0,56.80500000000001,45.220000000000006,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0020099799999999998
2513406041.0,324.0,28.0,21.0,296,56.80500000000001,45.220000000000006,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,67.62,59.228,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.000594639999999997
,,28.0,21.0,296,67.62,59.228,,,Carry,,,,,296364.0,71.08500000000001,61.540000000000006,,,,,,,,,11.0,Nuno Santos,False,Sporting,Estoril,0.0025178200000000005
2513406103.0,325.0,28.0,25.0,296,71.08500000000001,61.540000000000006,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Chipped', 'StandingSave', 'PassEndX', 'Longball', 'Zone', 'LeftFoot', 'PassEndY', 'Length', 'Cross']","[91, 119, 138, 124, 125, 36, 38, 217, 218]",True,296364.0,104.16000000000001,6.324000000000001,,,,,,,,,11.0,Nuno Santos,True,Sporting,Estoril,0.016704609999999998
2513415485.0,508.0,28.0,29.0,296,104.265,5.848,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,125211.0,,,,,,,,,,,19.0,Héctor Bellerín,,Sporting,Estoril,
2513406317.0,196.0,28.0,55.0,2188,4.2,33.79600000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'Length', 'GoalKick', 'Longball', 'MissHigh', 'PassEndX', 'Zone']","[91, 118, 120, 128, 36, 37, 216, 218]",True,331191.0,50.714999999999996,42.364000000000004,,,,,,,,,,,True,Sporting,Estoril,
2513406305.0,327.0,28.0,58.0,296,54.6,28.424,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,409279.0,,,,,,,,,,,5.0,Hidemasa Morita,,Sporting,Estoril,
,,28.0,58.0,296,54.6,28.424,,,Carry,,,,,409279.0,53.339999999999996,29.444,,,,,,,,,5.0,Hidemasa Morita,False,Sporting,Estoril,0.0
2513406345.0,328.0,29.0,1.0,296,53.339999999999996,29.444,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,409279.0,72.55499999999999,31.144000000000002,,,,,,,,,5.0,Hidemasa Morita,True,Sporting,Estoril,0.006956210000000001
2513406351.0,329.0,29.0,2.0,296,72.66000000000001,31.144000000000002,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Zone']","[91, 120, 29, 36, 37, 217, 218]",True,135563.0,74.44500000000001,33.456,,,,,,,,,20.0,Paulinho,False,Sporting,Estoril,
2513406353.0,198.0,29.0,2.0,2188,34.44,34.068000000000005,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,333315.0,,,,,,,,,,,,,,Sporting,Estoril,
2513406357.0,199.0,29.0,4.0,2188,34.545,41.14,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,255151.0,,,,,,,,,,,,,,Sporting,Estoril,
2513406365.0,200.0,29.0,5.0,2188,31.605000000000004,38.284,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,255151.0,41.160000000000004,44.88,,,,,,,,,,,False,Sporting,Estoril,0.0013679799999999995
2513406393.0,202.0,29.0,6.0,2188,37.589999999999996,46.308,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 216, 218]",True,437687.0,50.400000000000006,45.288,,,,,,,,,,,False,Sporting,Estoril,
2513406395.0,331.0,29.0,7.0,296,60.480000000000004,25.432000000000002,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,259929.0,,,,,,,,,,,3.0,Jeremiah St. Juste,,Sporting,Estoril,
,,29.0,7.0,296,60.480000000000004,25.432000000000002,,,Carry,,,,,259929.0,46.62,28.832,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,-0.0020099799999999998
2513406413.0,332.0,29.0,9.0,296,46.62,28.832,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,259929.0,45.255,32.844,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.0
2513406443.0,333.0,29.0,9.0,296,45.255,32.844,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,71268.0,43.365,47.53200000000001,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,-0.00215424
,,29.0,9.0,296,43.365,47.53200000000001,,,Carry,,,,,283978.0,46.2,46.444,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.00159954
2513406475.0,334.0,29.0,13.0,296,46.2,46.444,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,283978.0,45.255,36.448,,,,,,,,,2.0,Matheus Reis,False,Sporting,Estoril,0.0005547
,,29.0,13.0,296,45.255,36.448,,,Carry,,,,,71268.0,48.615,33.184,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0
2513406493.0,335.0,29.0,17.0,296,48.615,33.184,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,71268.0,54.915,21.216,,,,,,,,,4.0,Sebastián Coates,False,Sporting,Estoril,0.0020099799999999998
,,29.0,17.0,296,54.915,21.216,,,Carry,,,,,259929.0,61.74,17.34,,,,,,,,,3.0,Jeremiah St. Juste,True,Sporting,Estoril,0.002495360000000002
2513406513.0,336.0,29.0,19.0,296,61.74,17.34,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,259929.0,79.59,3.4000000000000004,,,,,,,,,3.0,Jeremiah St. Juste,False,Sporting,Estoril,0.008211799999999998
,,29.0,19.0,296,79.59,3.4000000000000004,,,Carry,,,,,279177.0,90.615,8.364,,,,,,,,,10.0,Marcus Edwards,True,Sporting,Estoril,0.007287600000000002
2513406519.0,337.0,29.0,24.0,296,90.615,8.364,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
2513406541.0,203.0,29.0,24.0,2188,14.385,59.636,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 142]",True,437687.0,,,,,,,,,,,,,,Sporting,Estoril,
2513406531.0,338.0,29.0,24.0,296,89.46000000000001,9.316,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,279177.0,,,,,,,,,,,10.0,Marcus Edwards,,Sporting,Estoril,
2513406551.0,204.0,29.0,24.0,2188,17.955000000000002,62.15200000000001,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,437687.0,,,,,,,,,,,,,,Sporting,Estoril,
2514033649.0,765.0,29.0,27.0,2188,24.465000000000003,59.568,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Defensive', 'StandingSave', 'Zone']","[91, 53]",True,437687.0,,,,,,,,,,,,,,Sporting,Estoril,
2513406565.0,205.0,29.0,28.0,2188,23.94,60.99600000000001,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Defensive', 'OppositeRelatedEvent', 'Foul', 'Zone']","[91, 63]",True,437687.0,,,,,,,,,,,,,,Sporting,Estoril,
2513406567.0,339.0,29.0,28.0,296,81.06,7.004000000000001,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'Offensive', 'StandingSave', 'OppositeRelatedEvent']",[64],False,125211.0,,,,,,,,,,,19.0,Héctor Bellerín,,Sporting,Estoril,
