id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2522646667.0,13.0,0.0,297,120608.0,64.365,29.240000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'HeadPass', 'Zone', 'Length', 'PassEndY']","[91, 120, 29, 139, 36, 37, 217, 218]",True,30.0,73.08,33.932,,,,,,,,,25.0,Otávio,False,Braga,Porto,
2522646655.0,4.0,0.0,288,363935.0,31.185000000000002,32.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,32.0,,,,,,,,,,,,,,Braga,Porto,
2522646671.0,14.0,0.0,297,358801.0,73.815,35.496,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[198, 199]",False,32.0,,,,,,,,,,,9.0,Mehdi Taremi,,Braga,Porto,
2522646663.0,5.0,0.0,288,363935.0,30.555000000000003,31.144000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'HeadPass', 'Length', 'Angle', 'Zone', 'PassEndX']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,32.0,38.325,34.816,,,,,,,,,,,False,Braga,Porto,
2522646703.0,15.0,0.0,297,120608.0,66.57000000000001,39.168000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 63]",True,34.0,,,,,,,,,,,25.0,Otávio,,Braga,Porto,
2522646709.0,6.0,0.0,288,127130.0,38.43,28.832,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']",[64],False,34.0,,,,,,,,,,,,,,Braga,Porto,
2522646843.0,16.0,0.0,297,120608.0,66.25500000000001,42.364000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'FreekickTaken', 'StandingSave', 'Angle', 'Chipped', 'PassEndY']","[91, 119, 117, 30, 124, 132, 205, 36, 37, 217, 218]",True,53.0,93.97500000000001,46.51200000000001,,,,,,,,,25.0,Otávio,True,Braga,Porto,0.03494068
,,0.0,297,358801.0,93.97500000000001,46.51200000000001,,,Carry,,,,,53.0,92.29500000000002,43.384,,,,,,,,,9.0,Mehdi Taremi,False,Braga,Porto,0.0
2522646847.0,17.0,0.0,297,358801.0,92.29500000000002,43.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[197, 199]",False,54.0,,,,,,,,,,,9.0,Mehdi Taremi,,Braga,Porto,
2522646841.0,7.0,0.0,288,363935.0,12.705,24.616000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,54.0,,,,,,,,,,,,,,Braga,Porto,
2522646855.0,18.0,0.0,297,358801.0,90.19500000000001,43.996,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PassEndX', 'PlayerCaughtOffside', 'PassEndY', 'HeadPass', 'Zone']","[91, 217]",True,54.0,91.665,33.11600000000001,,,,,,,,,9.0,Mehdi Taremi,,Braga,Porto,
2522646915.0,10.0,0.0,288,363935.0,14.805,24.276000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,54.0,,,,,,,,,,,,,,Braga,Porto,
2522657855.0,11018.0,0.0,297,384430.0,91.665,33.11600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,,,,,,,,,,,,30.0,Evanilson,,Braga,Porto,
2522647045.0,11.0,1.0,288,296521.0,13.965000000000002,28.900000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'FreekickTaken', 'Zone', 'IndirectFreekickTaken', 'PassEndY']","[91, 117, 30, 132, 36, 38, 215, 218]",True,9.0,31.71,7.072000000000001,,,,,,,,,,,False,Braga,Porto,-0.0010506300000000003
2522647053.0,12.0,1.0,288,384566.0,25.305000000000003,2.3120000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 118, 120, 29, 36, 37, 216, 218]",True,12.0,50.400000000000006,6.188000000000001,,,,,,,,,,,False,Braga,Porto,
2522676757.0,412.0,1.0,297,28521.0,56.49,63.580000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,18.0,,,,,,,,,,,5.0,Iván Marcano,,Braga,Porto,
2522676969.0,413.0,1.0,297,132273.0,58.48500000000001,65.688,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,19.0,50.925000000000004,65.07600000000001,,,,,,,,,22.0,Wendell,False,Braga,Porto,-0.002252519999999999
,,1.0,297,28521.0,50.925000000000004,65.07600000000001,,,Carry,,,,,19.0,49.245,62.900000000000006,,,,,,,,,5.0,Iván Marcano,False,Braga,Porto,0.0
2522647089.0,21.0,1.0,297,28521.0,49.245,62.900000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,21.0,39.165,47.260000000000005,,,,,,,,,5.0,Iván Marcano,False,Braga,Porto,0.0002082999999999998
,,1.0,297,322771.0,39.165,47.260000000000005,,,Carry,,,,,21.0,41.580000000000005,47.260000000000005,,,,,,,,,2.0,Fábio Cardoso,False,Braga,Porto,0.0
2522647063.0,20.0,1.0,297,322771.0,41.580000000000005,47.260000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,23.0,,,,,,,,,,,2.0,Fábio Cardoso,,Braga,Porto,
,,1.0,297,322771.0,41.580000000000005,47.260000000000005,,,Carry,,,,,23.0,36.330000000000005,38.964,,,,,,,,,2.0,Fábio Cardoso,False,Braga,Porto,-6.527999999999916e-05
2522647123.0,22.0,1.0,297,322771.0,36.330000000000005,38.964,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,24.0,39.9,9.724000000000002,,,,,,,,,2.0,Fábio Cardoso,False,Braga,Porto,-0.0004792700000000004
,,1.0,297,422950.0,39.9,9.724000000000002,,,Carry,,,,,24.0,35.28,7.48,,,,,,,,,17.0,Rodrigo Conceição,False,Braga,Porto,-0.0023706000000000005
2522647141.0,23.0,1.0,297,422950.0,35.28,7.48,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,28.0,9.135,21.488000000000003,,,,,,,,,17.0,Rodrigo Conceição,False,Braga,Porto,-0.002382770000000001
,,1.0,297,373842.0,9.135,21.488000000000003,,,Carry,,,,,28.0,8.82,23.868000000000002,,,,,,,,,99.0,Diogo Costa,False,Braga,Porto,-0.0008975500000000004
2522647207.0,24.0,1.0,297,373842.0,8.82,23.868000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Longball', 'Zone', 'StandingSave', 'Length', 'Chipped']","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,33.0,64.05,63.580000000000005,,,,,,,,,99.0,Diogo Costa,True,Braga,Porto,0.007673149999999997
2522647229.0,25.0,1.0,297,358801.0,63.945,62.968,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,42.0,61.11000000000001,52.156000000000006,,,,,,,,,9.0,Mehdi Taremi,False,Braga,Porto,-0.0013324699999999953
2522647241.0,26.0,1.0,297,114301.0,61.11000000000001,52.156000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,43.0,68.985,49.57200000000001,,,,,,,,,8.0,Matheus Uribe,False,Braga,Porto,0.0006478500000000019
,,1.0,297,338791.0,68.985,49.57200000000001,,,Carry,,,,,43.0,58.065,49.368,,,,,,,,,11.0,Pepê Aquino,False,Braga,Porto,-0.002495360000000002
2522647275.0,27.0,1.0,297,338791.0,58.065,49.368,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,44.0,47.355000000000004,47.53200000000001,,,,,,,,,11.0,Pepê Aquino,False,Braga,Porto,-0.0025646799999999997
,,1.0,297,244779.0,47.355000000000004,47.53200000000001,,,Carry,,,,,44.0,53.550000000000004,48.008,,,,,,,,,16.0,Marko Grujic,False,Braga,Porto,0.0025646799999999997
2522647293.0,28.0,1.0,297,244779.0,53.550000000000004,48.008,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,50.0,61.32,65.28,,,,,,,,,16.0,Marko Grujic,False,Braga,Porto,0.000594639999999997
2522647317.0,29.0,1.0,297,132273.0,61.635000000000005,64.668,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,52.0,72.34500000000001,62.35600000000001,,,,,,,,,22.0,Wendell,False,Braga,Porto,0.0037706900000000036
,,1.0,297,114301.0,72.34500000000001,62.35600000000001,,,Carry,,,,,52.0,79.8,58.61600000000001,,,,,,,,,8.0,Matheus Uribe,True,Braga,Porto,0.008311429999999998
2522647331.0,30.0,1.0,297,114301.0,79.8,58.61600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 120, 29, 36, 38, 217, 218]",True,55.0,86.625,45.696000000000005,,,,,,,,,8.0,Matheus Uribe,True,Braga,Porto,
2522647333.0,14.0,1.0,288,422882.0,17.745,24.888,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,56.0,,,,,,,,,,,,,,Braga,Porto,
2522647343.0,15.0,1.0,288,422882.0,17.745,24.888,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 118, 120, 29, 36, 38, 215, 218]",True,56.0,30.765,9.180000000000001,,,,,,,,,,,False,Braga,Porto,
2522647377.0,31.0,1.0,297,358801.0,76.44,58.276,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,58.0,73.815,50.184000000000005,,,,,,,,,9.0,Mehdi Taremi,False,Braga,Porto,0.00010719000000000353
2522647401.0,32.0,1.0,297,338791.0,73.815,50.184000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'PassEndY', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'Zone']","[91, 119, 117, 30, 124, 205, 36, 37, 217, 218]",True,58.0,80.325,52.36000000000001,,,,,,,,,11.0,Pepê Aquino,False,Braga,Porto,0.005410319999999996
,,1.0,297,114301.0,80.325,52.36000000000001,,,Carry,,,,,58.0,80.22000000000001,49.232000000000006,,,,,,,,,8.0,Matheus Uribe,False,Braga,Porto,-0.0009806999999999975
2522647403.0,33.0,2.0,297,114301.0,80.22000000000001,49.232000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,0.0,,,,,,,,,,,8.0,Matheus Uribe,,Braga,Porto,
2522647389.0,16.0,2.0,288,363935.0,24.78,18.768,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[198, 200]",False,0.0,,,,,,,,,,,,,,Braga,Porto,
2522677501.0,414.0,2.0,297,384430.0,80.53500000000001,42.84,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 120, 29, 38, 217, 218]",True,0.0,80.53500000000001,39.78,,,,,,,,,30.0,Evanilson,False,Braga,Porto,
2522647409.0,34.0,2.0,297,114301.0,80.64,52.29200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,0.0,82.11,45.696000000000005,,,,,,,,,8.0,Matheus Uribe,False,Braga,Porto,-0.0009806999999999975
,,2.0,297,384430.0,82.11,45.696000000000005,,,Carry,,,,,0.0,80.53500000000001,42.84,,,,,,,,,30.0,Evanilson,False,Braga,Porto,0.0
2522647405.0,17.0,2.0,288,117980.0,25.830000000000002,30.94,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,1.0,,,,,,,,,,,,,,Braga,Porto,
2522677861.0,416.0,2.0,297,384430.0,78.33,40.596000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,3.0,,,,,,,,,,,30.0,Evanilson,,Braga,Porto,
2522647417.0,18.0,2.0,288,381792.0,30.555000000000003,29.648000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,3.0,,,,,,,,,,,,,,Braga,Porto,
2522647439.0,19.0,2.0,288,381792.0,32.34,28.016000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']","[91, 53]",True,3.0,,,,,,,,,,,,,,Braga,Porto,
2522647449.0,35.0,2.0,297,120608.0,72.66000000000001,39.984,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone', 'StandingSave']","[91, 142]",True,4.0,,,,,,,,,,,25.0,Otávio,,Braga,Porto,
2522647505.0,20.0,2.0,288,127130.0,35.175000000000004,19.040000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,7.0,38.43,12.036,,,,,,,,,,,False,Braga,Porto,-0.0005445499999999995
2522647513.0,21.0,2.0,288,283362.0,38.535000000000004,14.620000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,9.0,57.225,18.428,,,,,,,,,,,True,Braga,Porto,
2522647533.0,36.0,2.0,297,28521.0,48.825,48.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,11.0,,,,,,,,,,,5.0,Iván Marcano,,Braga,Porto,
2522647551.0,37.0,2.0,297,28521.0,48.825,48.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,11.0,57.96000000000001,46.71600000000001,,,,,,,,,5.0,Iván Marcano,False,Braga,Porto,0.0025646799999999997
2522647585.0,38.0,2.0,297,114301.0,58.17,47.804,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'StandingSave', 'Length', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,14.0,59.745000000000005,63.988,,,,,,,,,8.0,Matheus Uribe,False,Braga,Porto,-0.0021200000000000004
2522647625.0,39.0,2.0,297,132273.0,59.64,62.764,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,17.0,47.04,61.336000000000006,,,,,,,,,22.0,Wendell,False,Braga,Porto,-0.002252519999999999
,,2.0,297,28521.0,47.04,61.336000000000006,,,Carry,,,,,17.0,56.07,58.208,,,,,,,,,5.0,Iván Marcano,True,Braga,Porto,0.003634690000000001
2522647659.0,40.0,2.0,297,28521.0,56.07,58.208,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,21.0,55.230000000000004,39.372,,,,,,,,,5.0,Iván Marcano,False,Braga,Porto,0.0007771499999999973
,,2.0,297,244779.0,55.230000000000004,39.372,,,Carry,,,,,21.0,57.015,35.496,,,,,,,,,16.0,Marko Grujic,False,Braga,Porto,0.0
2522647727.0,41.0,2.0,297,244779.0,57.015,35.496,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'StandingSave', 'Longball', 'PassEndX', 'Angle']","[91, 119, 117, 127, 36, 38, 216, 218]",True,24.0,66.045,3.196,,,,,,,,,16.0,Marko Grujic,False,Braga,Porto,0.000555319999999998
,,2.0,297,422950.0,66.045,3.196,,,Carry,,,,,24.0,68.985,3.5360000000000005,,,,,,,,,17.0,Rodrigo Conceição,False,Braga,Porto,0.0
2522647741.0,42.0,2.0,297,422950.0,68.985,3.5360000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 120, 29, 36, 37, 217, 218]",True,28.0,81.69,21.624000000000002,,,,,,,,,17.0,Rodrigo Conceição,True,Braga,Porto,
2522647749.0,22.0,2.0,288,422882.0,24.675,47.53200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,30.0,,,,,,,,,,,,,,Braga,Porto,
2522647761.0,23.0,2.0,288,422882.0,24.675,47.53200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,30.0,31.71,48.75600000000001,,,,,,,,,,,False,Braga,Porto,0.00109158
2522647767.0,24.0,2.0,288,322689.0,31.71,48.75600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,31.0,30.240000000000002,41.14,,,,,,,,,,,False,Braga,Porto,0.0002191399999999996
2522647775.0,25.0,2.0,288,381792.0,30.240000000000002,41.14,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,31.0,21.419999999999998,49.844,,,,,,,,,,,False,Braga,Porto,-0.0013107199999999996
2522647813.0,26.0,2.0,288,422882.0,26.880000000000003,52.496,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,34.0,24.78,64.60000000000001,,,,,,,,,,,False,Braga,Porto,-0.00214636
