id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,isGoal,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2465244867.0,384.0,0.0,9.0,288,19.32,25.840000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,422882.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227125.0,3.0,0.0,9.0,288,18.794999999999998,23.596000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,363935.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227685.0,11.0,0.0,10.0,288,24.990000000000002,18.496000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,381792.0,20.475,14.348000000000003,,,,,,,,,,,,,False,Porto,Braga,-0.0005892200000000014
2465227139.0,4.0,0.0,12.0,288,13.86,10.948000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,395940.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227159.0,5.0,0.0,12.0,288,13.86,10.948000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'Longball']","[91, 117, 127, 36, 38, 216, 218]",True,395940.0,47.355000000000004,10.268,,,,,,,,,,,,,True,Porto,Braga,0.0050595100000000014
2465227181.0,6.0,0.0,13.0,288,47.355000000000004,10.268,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'HeadPass', 'PassEndY', 'PassEndX']","[91, 117, 30, 139, 35, 37, 216, 218]",True,300483.0,41.580000000000005,13.124,,,,,,,,,,,,,False,Porto,Braga,-0.0016982100000000003
2465227183.0,7.0,0.0,17.0,288,43.365,12.58,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,283362.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227211.0,7.0,0.0,17.0,297,59.85,55.89600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'Zone', 'OppositeRelatedEvent']","[91, 63]",True,10105.0,,,,,,,,,,,,,3.0,Pepe,,Porto,Braga,
2465227209.0,8.0,0.0,17.0,288,45.15,12.104000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Defensive', 'Foul', 'OppositeRelatedEvent', 'Zone']",[64],False,283362.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227339.0,8.0,0.0,31.0,297,59.22,55.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'FreekickTaken', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 132, 35, 38, 216, 218]",True,132273.0,43.47,45.696000000000005,,,,,,,,,,,22.0,Wendell,False,Porto,Braga,-0.0034263900000000014
2465227361.0,9.0,0.0,33.0,297,43.47,45.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,374812.0,47.25,34.612,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,0.00215424
2465227405.0,10.0,0.0,37.0,297,47.25,35.02,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,114301.0,46.410000000000004,48.55200000000001,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,-0.0005547
,,0.0,37.0,297,46.410000000000004,48.55200000000001,,,Carry,,,,,374812.0,45.885000000000005,53.38,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,-0.0004458799999999992
2465227433.0,11.0,0.0,41.0,297,45.885000000000005,53.38,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,374812.0,42.42,41.412,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,-0.00121894
,,0.0,41.0,297,42.42,41.412,,,Carry,,,,,114301.0,42.63,37.332,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,0.0
2465227477.0,12.0,0.0,45.0,297,42.63,37.332,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,114301.0,47.67,11.832,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,0.00121894
,,0.0,45.0,297,47.67,11.832,,,Carry,,,,,10105.0,50.400000000000006,8.772,,,,,,,,,,,3.0,Pepe,False,Porto,Braga,-0.0013619600000000006
2465227499.0,13.0,0.0,48.0,297,50.400000000000006,8.772,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Chipped', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,10105.0,79.485,5.644000000000001,,,,,,,,,,,3.0,Pepe,True,Porto,Braga,0.01371772
2465227501.0,14.0,0.0,50.0,297,79.485,5.644000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,384430.0,,,,,,,,,,,,,30.0,Evanilson,,Porto,Braga,
2465227509.0,9.0,0.0,52.0,288,14.28,61.88,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,422882.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227565.0,10.0,0.0,55.0,288,12.600000000000001,63.580000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 63]",True,422882.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227555.0,15.0,0.0,55.0,297,92.4,4.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive', 'Foul']",[64],False,384430.0,,,,,,,,,,,,,30.0,Evanilson,,Porto,Braga,
2465227783.0,12.0,1.0,22.0,288,15.015,62.764,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Chipped', 'FreekickTaken', 'Length', 'Longball', 'PassEndY', 'Angle', 'Zone']","[91, 119, 117, 124, 127, 132, 36, 37, 216, 218]",True,296521.0,65.83500000000001,65.348,,,,,,,,,,,,,True,Porto,Braga,0.00965444
2465227811.0,13.0,1.0,25.0,288,65.83500000000001,65.348,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'HeadPass', 'PassEndY', 'Angle']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,407949.0,69.615,55.35200000000001,,,,,,,,,,,,,False,Porto,Braga,0.0065646099999999985
2465227813.0,14.0,1.0,26.0,288,69.615,55.35200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,300483.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227807.0,16.0,1.0,27.0,297,27.51,16.388,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,114301.0,,,,,,,,,,,,,8.0,Mateus Uribe,,Porto,Braga,
,,1.0,27.0,297,27.51,16.388,,,Carry,,,,,114301.0,27.930000000000003,20.060000000000002,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,0.00050972
2465227877.0,17.0,1.0,30.0,297,27.930000000000003,20.060000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,114301.0,14.490000000000002,33.32,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,-0.00027740000000000056
,,1.0,30.0,297,14.490000000000002,33.32,,,Carry,,,,,373842.0,13.020000000000001,34.476000000000006,,,,,,,,,,,99.0,Diogo Costa,False,Porto,Braga,0.0
2465227887.0,18.0,1.0,34.0,297,13.020000000000001,34.476000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'PassEndY', 'Zone', 'Length', 'Angle', 'Chipped', 'PassEndX']","[91, 118, 120, 124, 128, 36, 37, 216, 218]",True,373842.0,41.580000000000005,53.65200000000001,,,,,,,,,,,99.0,Diogo Costa,False,Porto,Braga,
2465227897.0,15.0,1.0,35.0,288,64.89,8.704,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,283362.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227939.0,16.0,1.0,37.0,288,72.765,5.984000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,283362.0,,,,,,,,,,,,,,,,Porto,Braga,
2465227981.0,19.0,1.0,39.0,297,32.235,62.016000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone', 'StandingSave']","[91, 142]",True,351744.0,,,,,,,,,,,,,46.0,Stephen Eustáquio,,Porto,Braga,
2465227975.0,17.0,1.0,40.0,288,74.235,3.808,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,283362.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228071.0,21.0,1.0,49.0,297,29.294999999999998,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'ThrowIn', 'Angle', 'PassEndX', 'PassEndY']","[91, 212, 36, 38, 215]",True,132273.0,30.240000000000002,61.404,,,,,,,,,,,22.0,Wendell,False,Porto,Braga,0.0
2465228085.0,22.0,1.0,49.0,297,30.240000000000002,61.404,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,114301.0,28.77,66.23200000000001,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,0.0
2465228105.0,23.0,1.0,51.0,297,28.77,66.23200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,132273.0,13.440000000000001,59.29600000000001,,,,,,,,,,,22.0,Wendell,False,Porto,Braga,-0.00198043
,,1.0,51.0,297,13.440000000000001,59.29600000000001,,,Carry,,,,,374812.0,13.125,55.556000000000004,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,0.0
2465228129.0,24.0,1.0,55.0,297,13.125,55.556000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,374812.0,7.5600000000000005,35.904,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,0.0006246700000000008
2465228181.0,25.0,1.0,58.0,297,7.7700000000000005,34.68,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,373842.0,15.855,11.832,,,,,,,,,,,99.0,Diogo Costa,False,Porto,Braga,-0.0006246700000000008
2465228201.0,26.0,2.0,1.0,297,16.485,11.628000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 215, 218]",True,10105.0,19.95,23.12,,,,,,,,,,,3.0,Pepe,False,Porto,Braga,0.0012271500000000015
2465228227.0,27.0,2.0,3.0,297,19.95,23.323999999999998,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,114301.0,5.88,31.756000000000004,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,-0.0006024800000000007
2465228285.0,28.0,2.0,5.0,297,6.09,32.096000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,373842.0,14.175,51.068,,,,,,,,,,,99.0,Diogo Costa,False,Porto,Braga,-0.0006246700000000008
,,2.0,5.0,297,14.175,51.068,,,Carry,,,,,374812.0,35.385000000000005,54.53600000000001,,,,,,,,,,,4.0,David Carmo,True,Porto,Braga,0.0018090100000000015
2465228319.0,29.0,2.0,11.0,297,35.385000000000005,54.53600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Chipped', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 120, 124, 128, 36, 37, 217, 218]",True,374812.0,71.715,55.21600000000001,,,,,,,,,,,4.0,David Carmo,True,Porto,Braga,
2465228343.0,19.0,2.0,14.0,288,30.03,8.16,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 94, 95, 216]",True,363935.0,40.53,0.0,,,,,,,,,,,,,,Porto,Braga,
2465228423.0,31.0,2.0,22.0,297,66.25500000000001,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'ThrowIn', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 212, 36, 38, 216]",True,132273.0,67.41000000000001,54.944,,,,,,,,,,,22.0,Wendell,False,Porto,Braga,0.0012528699999999997
,,2.0,22.0,297,67.41000000000001,54.944,,,Carry,,,,,358801.0,68.46000000000001,51.748,,,,,,,,,,,9.0,Mehdi Taremi,False,Porto,Braga,0.0
2465228453.0,32.0,2.0,25.0,297,68.46000000000001,51.748,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 35, 38, 216, 218]",True,358801.0,63.105000000000004,48.89200000000001,,,,,,,,,,,9.0,Mehdi Taremi,False,Porto,Braga,0.0006478500000000019
,,2.0,25.0,297,63.105000000000004,48.89200000000001,,,Carry,,,,,114301.0,59.955000000000005,44.540000000000006,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,-0.002495360000000002
2465228505.0,33.0,2.0,27.0,297,59.955000000000005,44.540000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 35, 38, 216, 218]",True,114301.0,55.33500000000001,28.900000000000002,,,,,,,,,,,8.0,Mateus Uribe,False,Porto,Braga,3.931999999999894e-05
2465228549.0,34.0,2.0,35.0,297,56.80500000000001,29.104,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,10105.0,49.455000000000005,47.804,,,,,,,,,,,3.0,Pepe,False,Porto,Braga,-0.0026039999999999987
,,2.0,35.0,297,49.455000000000005,47.804,,,Carry,,,,,374812.0,49.875,50.660000000000004,,,,,,,,,,,4.0,David Carmo,False,Porto,Braga,-0.0004458799999999992
2465228573.0,35.0,2.0,38.0,297,49.875,50.660000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[91, 120, 29, 36, 38, 216, 218]",True,374812.0,67.30499999999999,50.184000000000005,,,,,,,,,,,4.0,David Carmo,True,Porto,Braga,
2465228569.0,21.0,2.0,39.0,288,38.010000000000005,17.136,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,381792.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228585.0,22.0,2.0,40.0,288,31.185000000000002,7.48,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,395940.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228619.0,23.0,2.0,41.0,288,32.97,7.412000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Chipped', 'Zone', 'PassEndY', 'Angle', 'Length', 'Longball', 'StandingSave']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,395940.0,72.765,18.496000000000002,,,,,,,,,,,,,True,Porto,Braga,0.014345809999999999
2465228623.0,24.0,2.0,44.0,288,72.97500000000001,18.632,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,300483.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228633.0,36.0,2.0,46.0,297,19.845,48.416000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,10105.0,,,,,,,,,,,,,3.0,Pepe,,Porto,Braga,
,,2.0,46.0,297,19.845,48.416000000000004,,,Carry,,,,,10105.0,11.97,52.29200000000001,,,,,,,,,,,3.0,Pepe,False,Porto,Braga,-0.0012271500000000015
2465228647.0,37.0,2.0,48.0,297,11.97,52.29200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,10105.0,3.7800000000000002,35.7,,,,,,,,,,,3.0,Pepe,False,Porto,Braga,0.0006246700000000008
2465228685.0,38.0,2.0,51.0,297,3.8850000000000002,34.408,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,373842.0,18.794999999999998,6.596,,,,,,,,,,,99.0,Diogo Costa,False,Porto,Braga,-0.0009620200000000009
2465228691.0,39.0,2.0,55.0,297,18.900000000000002,6.392,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'Chipped', 'Offensive']","[91, 118, 120, 29, 124, 36, 215, 218]",True,422950.0,24.675,6.392,,,,,,,,,,,17.0,Rodrigo Conceição,False,Porto,Braga,
2465228707.0,25.0,2.0,55.0,288,83.79,63.988,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 60]",True,127130.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228729.0,40.0,2.0,57.0,297,13.86,7.276,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,422950.0,3.57,20.196,,,,,,,,,,,17.0,Rodrigo Conceição,False,Porto,Braga,0.0010837399999999997
2465228761.0,41.0,2.0,59.0,297,3.57,20.264000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Longball', 'Length', 'PassEndY', 'Zone', 'Angle']","[91, 117, 127, 36, 37, 216, 218]",True,373842.0,45.15,25.772000000000002,,,,,,,,,,,99.0,Diogo Costa,True,Porto,Braga,0.00596608
,,2.0,59.0,297,45.15,25.772000000000002,,,Carry,,,,,384430.0,47.67,26.248,,,,,,,,,,,30.0,Evanilson,False,Porto,Braga,0.0
2465228767.0,42.0,3.0,1.0,297,47.67,26.248,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 200]",False,384430.0,,,,,,,,,,,,,30.0,Evanilson,,Porto,Braga,
2465228755.0,26.0,3.0,1.0,288,57.330000000000005,41.752,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[198, 199]",False,381792.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228809.0,43.0,3.0,1.0,297,45.15,25.772000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'Longball', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 139, 127, 36, 37, 216, 218]",True,384430.0,48.93000000000001,62.56,,,,,,,,,,,30.0,Evanilson,False,Porto,Braga,-0.0023625399999999998
2465228827.0,44.0,3.0,7.0,297,48.93000000000001,62.56,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,132273.0,61.425000000000004,53.924,,,,,,,,,,,22.0,Wendell,True,Porto,Braga,0.00622003
,,3.0,7.0,297,61.425000000000004,53.924,,,Carry,,,,,338791.0,58.589999999999996,32.844,,,,,,,,,,,11.0,Pepê Aquino,False,Porto,Braga,-0.0018081900000000012
2465228835.0,27.0,3.0,9.0,288,44.1,16.728,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[55],False,395940.0,,,,,,,,,,,,,,,,Porto,Braga,
2465228831.0,45.0,3.0,9.0,297,60.900000000000006,51.272000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['StandingSave', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 54]",True,338791.0,,,,,,,,,,,,,11.0,Pepê Aquino,,Porto,Braga,
2465228893.0,46.0,3.0,13.0,297,58.589999999999996,32.844,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'OppositeRelatedEvent', 'Foul', 'Zone']","[91, 63]",True,338791.0,,,,,,,,,,,,,11.0,Pepê Aquino,,Porto,Braga,
2465228895.0,28.0,3.0,13.0,288,46.410000000000004,35.156000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'StandingSave', 'Zone', 'Foul', 'OppositeRelatedEvent']",[64],False,395940.0,,,,,,,,,,,,,,,,Porto,Braga,
