id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2499449371.0,2.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449367.0,2.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499484271.0,980.0,0.0,0.0,297,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499484435.0,704.0,0.0,0.0,107,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499418823.0,1.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499420025.0,1.0,0.0,0.0,107,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber', 'TeamFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449395.0,3.0,0.0,0.0,297,52.29,33.932,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,120608.0,39.9,34.204,,,,,,,,,,25.0,Otávio,False,Vitoria de Guimaraes,Porto,-0.002219519999999999
,,0.0,0.0,297,39.9,34.204,,,Carry,,,,,351744.0,48.510000000000005,35.088,,,,,,,,,,46.0,Stephen Eustáquio,False,Vitoria de Guimaraes,Porto,0.002219519999999999
2499449409.0,4.0,0.0,6.0,297,48.510000000000005,35.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Chipped', 'Zone', 'Longball', 'Length', 'PassEndX', 'PassEndY']","[91, 120, 124, 128, 36, 37, 217, 218]",True,351744.0,89.14500000000001,50.660000000000004,,,,,,,,,,46.0,Stephen Eustáquio,True,Vitoria de Guimaraes,Porto,
2499449421.0,3.0,0.0,8.0,107,14.07,22.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Head', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 94, 95, 57, 215]",True,351604.0,25.200000000000003,35.292,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449429.0,4.0,0.0,11.0,107,26.669999999999998,35.632000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,319796.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449435.0,5.0,0.0,11.0,107,26.985,35.292,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 118, 120, 128, 36, 38, 216, 218]",True,319796.0,45.36000000000001,11.424000000000001,,,,,,,,,,,,False,Vitoria de Guimaraes,Porto,
2499449439.0,5.0,0.0,12.0,297,62.05500000000001,59.636,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY']","[91, 120, 29, 36, 38, 216, 218]",True,132273.0,67.72500000000001,54.67200000000001,,,,,,,,,,22.0,Wendell,False,Vitoria de Guimaraes,Porto,
2499449523.0,6.0,0.0,21.0,107,61.32,4.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,437999.0,62.79,23.12,,,,,,,,,,,,False,Vitoria de Guimaraes,Porto,0.001900720000000005
2499449537.0,7.0,0.0,26.0,107,62.895,25.772000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 119, 117, 30, 35, 37, 216, 218]",True,319796.0,56.07,49.844,,,,,,,,,,,,False,Vitoria de Guimaraes,Porto,-0.0031147400000000013
2499449551.0,8.0,0.0,28.0,107,57.015,50.660000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Longball', 'Angle', 'Length', 'Zone', 'Chipped']","[91, 120, 124, 128, 36, 38, 217, 218]",True,318502.0,89.46000000000001,26.248,,,,,,,,,,,,True,Vitoria de Guimaraes,Porto,
2499449557.0,6.0,0.0,31.0,297,14.490000000000002,43.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Zone', 'Head', 'PassEndY', 'Angle', 'PassEndX']","[91, 94, 95, 57, 215]",True,132273.0,25.41,55.760000000000005,,,,,,,,,,22.0,Wendell,,Vitoria de Guimaraes,Porto,
2499467323.0,326.0,0.0,32.0,107,84.525,9.588000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,431674.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449567.0,7.0,0.0,34.0,297,24.044999999999998,57.120000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,347204.0,,,,,,,,,,,,13.0,Galeno,,Vitoria de Guimaraes,Porto,
2499449595.0,8.0,0.0,35.0,297,23.52,56.03200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[91, 118, 120, 29, 35, 38, 215, 218]",True,347204.0,22.785,44.88,,,,,,,,,,13.0,Galeno,False,Vitoria de Guimaraes,Porto,
2499449603.0,9.0,0.0,36.0,107,80.955,24.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,351703.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449613.0,10.0,0.0,36.0,107,80.955,24.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,351703.0,74.13,17.34,,,,,,,,,,,,False,Vitoria de Guimaraes,Porto,-0.004536810000000002
2499449643.0,11.0,0.0,37.0,107,74.44500000000001,17.544,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,437999.0,94.815,11.968000000000002,,,,,,,,,,,,True,Vitoria de Guimaraes,Porto,0.022354809999999996
2499449653.0,12.0,0.0,41.0,107,100.48500000000001,14.280000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 120, 29, 36, 37, 217, 218]",True,444826.0,100.59,30.668000000000003,,,,,,,,,,,,True,Vitoria de Guimaraes,Porto,
2499449689.0,9.0,0.0,42.0,297,10.709999999999999,32.300000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 94, 95, 215]",True,10105.0,9.870000000000001,41.888000000000005,,,,,,,,,,3.0,Pepe,,Vitoria de Guimaraes,Porto,
2499449691.0,10.0,0.0,45.0,297,9.870000000000001,41.888000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,114301.0,,,,,,,,,,,,8.0,Mateus Uribe,,Vitoria de Guimaraes,Porto,
2499449705.0,11.0,0.0,46.0,297,9.870000000000001,41.888000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 118, 120, 128, 36, 37, 215, 218]",True,114301.0,27.195,53.17600000000001,,,,,,,,,,8.0,Mateus Uribe,False,Vitoria de Guimaraes,Porto,
2499449697.0,13.0,0.0,47.0,107,75.17999999999999,15.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[197, 199]",False,351604.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449707.0,12.0,0.0,47.0,297,29.82,52.564,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,358801.0,,,,,,,,,,,,9.0,Mehdi Taremi,,Vitoria de Guimaraes,Porto,
2499449701.0,14.0,0.0,48.0,107,66.99,17.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,351604.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449735.0,16.0,0.0,48.0,107,64.47,22.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,437999.0,,,,,,,,,,,,,,,Vitoria de Guimaraes,Porto,
2499449721.0,15.0,0.0,49.0,107,68.67000000000002,16.456,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Chipped', 'PassEndX', 'PassEndY', 'Zone', 'Length']","[91, 119, 117, 30, 124, 35, 37, 216, 218]",True,437999.0,56.07,25.976000000000003,,,,,,,,,,,,False,Vitoria de Guimaraes,Porto,-0.0018475100000000001
