id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2469088313.0,2.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469088329.0,2.0,0.0,0.0,1463,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469197543.0,961.0,0.0,0.0,297,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469197571.0,831.0,0.0,0.0,1463,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469043021.0,1.0,0.0,0.0,297,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'CaptainPlayerId', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469043557.0,1.0,0.0,0.0,1463,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Portimonense,Porto,
2469088431.0,3.0,0.0,0.0,1463,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,444818.0,38.85,28.900000000000002,,,,,,,,,,,,False,Portimonense,Porto,-0.004268819999999998
2469088517.0,4.0,0.0,1.0,1463,40.845,36.448,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,391031.0,24.78,14.212,,,,,,,,,,,,False,Portimonense,Porto,-0.0032026400000000014
2469088561.0,5.0,0.0,4.0,1463,22.47,7.684000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,308886.0,9.450000000000001,20.468000000000004,,,,,,,,,,,,False,Portimonense,Porto,0.0004313600000000004
2469088587.0,6.0,0.0,7.0,1463,9.450000000000001,20.468000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,126293.0,22.26,5.78,,,,,,,,,,,,False,Portimonense,Porto,-0.0013289100000000009
2469088595.0,7.0,0.0,11.0,1463,22.26,5.984000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'Longball', 'Length', 'StandingSave', 'PassEndY', 'Angle', 'Chipped']","[91, 120, 124, 128, 36, 37, 216, 218]",True,308886.0,68.88,17.612000000000002,,,,,,,,,,,,True,Portimonense,Porto,
2469088599.0,3.0,0.0,14.0,297,34.44,51.61200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[197, 200]",False,374812.0,,,,,,,,,,,,4.0,David Carmo,,Portimonense,Porto,
2469088601.0,8.0,0.0,14.0,1463,70.56,16.388,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,444818.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469088607.0,4.0,0.0,14.0,297,29.925,52.768,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,374812.0,44.31,49.028,,,,,,,,,,4.0,David Carmo,False,Portimonense,Porto,
2469088621.0,9.0,0.0,15.0,1463,65.83500000000001,18.632,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,381910.0,55.755,16.252,,,,,,,,,,,,False,Portimonense,Porto,-0.0032331900000000004
2469088657.0,10.0,0.0,17.0,1463,55.125,15.98,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,342697.0,41.160000000000004,7.208,,,,,,,,,,,,False,Portimonense,Porto,-0.004855460000000001
2469088717.0,11.0,0.0,20.0,1463,40.425000000000004,5.508,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 118, 120, 29, 36, 38, 216, 218]",True,308886.0,48.300000000000004,0.0,,,,,,,,,,,,False,Portimonense,Porto,
2469088847.0,6.0,0.0,32.0,297,56.910000000000004,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'ThrowIn', 'Length', 'PassEndX']","[91, 212, 35, 38, 216]",True,132273.0,56.49,62.764,,,,,,,,,,22.0,Wendell,False,Portimonense,Porto,0.0
,,0.0,32.0,297,56.49,62.764,,,Carry,,,,,114301.0,55.964999999999996,64.396,,,,,,,,,,8.0,Mateus Uribe,False,Portimonense,Porto,0.0
2469088865.0,7.0,0.0,33.0,297,55.964999999999996,64.396,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,114301.0,60.900000000000006,66.77600000000001,,,,,,,,,,8.0,Mateus Uribe,False,Portimonense,Porto,0.0
,,0.0,33.0,297,60.900000000000006,66.77600000000001,,,Carry,,,,,132273.0,59.43000000000001,66.23200000000001,,,,,,,,,,22.0,Wendell,False,Portimonense,Porto,0.0
2469088907.0,8.0,0.0,34.0,297,59.43000000000001,66.23200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,132273.0,54.285000000000004,63.648,,,,,,,,,,22.0,Wendell,False,Portimonense,Porto,0.0
2469088971.0,9.0,0.0,36.0,297,53.445,63.03600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone', 'Longball', 'Length']","[91, 117, 127, 35, 38, 216, 218]",True,114301.0,39.9,30.328000000000003,,,,,,,,,,8.0,Mateus Uribe,False,Portimonense,Porto,-0.0021094999999999985
,,0.0,36.0,297,39.9,30.328000000000003,,,Carry,,,,,322771.0,47.145,21.828000000000003,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0016648199999999991
2469089007.0,10.0,0.0,40.0,297,47.145,21.828000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322771.0,59.325,6.936,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0004446799999999994
,,0.0,40.0,297,59.325,6.936,,,Carry,,,,,422950.0,57.75,9.384,,,,,,,,,,17.0,Rodrigo Conceição,False,Portimonense,Porto,0.0
2469089043.0,11.0,0.0,42.0,297,57.75,9.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,422950.0,46.515,19.584000000000003,,,,,,,,,,17.0,Rodrigo Conceição,False,Portimonense,Porto,-0.0018268500000000014
,,0.0,42.0,297,46.515,19.584000000000003,,,Carry,,,,,351744.0,43.995,17.476,,,,,,,,,,46.0,Stephen Eustáquio,False,Portimonense,Porto,-0.0004458799999999992
2469089073.0,12.0,0.0,44.0,297,43.995,17.476,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,351744.0,33.18,16.116,,,,,,,,,,46.0,Stephen Eustáquio,False,Portimonense,Porto,-0.003696379999999999
2469089169.0,13.0,0.0,47.0,297,33.705000000000005,15.368000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,322771.0,42.839999999999996,4.692,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0006677699999999998
,,0.0,47.0,297,42.839999999999996,4.692,,,Carry,,,,,422950.0,46.515,4.352,,,,,,,,,,17.0,Rodrigo Conceição,False,Portimonense,Porto,0.0012207699999999995
2469089179.0,14.0,0.0,50.0,297,46.515,4.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,422950.0,72.34500000000001,6.188000000000001,,,,,,,,,,17.0,Rodrigo Conceição,True,Portimonense,Porto,
2469089223.0,13.0,0.0,51.0,1463,25.305000000000003,54.53600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'Angle', 'PassEndX', 'PassEndY']","[91, 94, 95, 215]",True,297006.0,28.665000000000003,68.0,,,,,,,,,,,,,Portimonense,Porto,
2469089323.0,16.0,0.0,58.0,297,68.775,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'ThrowIn', 'Angle']","[91, 212, 35, 37, 216]",True,422950.0,65.415,2.3800000000000003,,,,,,,,,,17.0,Rodrigo Conceição,False,Portimonense,Porto,0.0
2469089327.0,17.0,0.0,59.0,297,65.31,2.3800000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,120608.0,,,,,,,,,,,,25.0,Otávio,,Portimonense,Porto,
2469089343.0,15.0,1.0,2.0,1463,47.355000000000004,61.744,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,444819.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469089459.0,16.0,1.0,7.0,1463,82.32000000000001,52.97200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Cross', 'StandingSave', 'Chipped', 'LeftFoot', 'Angle', 'Length', 'PassEndX']","[91, 138, 124, 126, 36, 38, 217, 218]",True,444819.0,95.655,35.224000000000004,,,,,,,,,,,,True,Portimonense,Porto,
2469089527.0,18.0,1.0,8.0,297,9.555,30.872,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 94, 95, 215]",True,374812.0,0.0,8.908000000000001,,,,,,,,,,4.0,David Carmo,,Portimonense,Porto,
2469089729.0,17.0,1.0,9.0,1463,101.115,47.19200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Successful,"['Zone', 'OppositeRelatedEvent', 'MissLeft']",[122],False,444819.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469089529.0,19.0,1.0,9.0,297,3.8850000000000002,20.808000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,374812.0,,,,,,,,,,,,4.0,David Carmo,,Portimonense,Porto,
2469090051.0,18.0,1.0,42.0,1463,104.47500000000001,67.66000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'CornerTaken', 'PassEndY', 'StandingSave', 'RightFoot', 'Chipped', 'Length', 'Cross', 'Zone', 'Angle']","[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,391031.0,99.54,41.752,,,,,,,,,,,,True,Portimonense,Porto,
2469090101.0,20.0,1.0,42.0,297,6.615,22.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone', 'Head']","[91, 94, 95, 57, 215]",True,422950.0,32.445,0.0,,,,,,,,,,17.0,Rodrigo Conceição,,Portimonense,Porto,
2469090335.0,20.0,1.0,54.0,1463,70.245,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'ThrowIn', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[91, 212, 36, 38, 217]",True,297006.0,80.01,61.540000000000006,,,,,,,,,,,,True,Portimonense,Porto,0.00634183
2469090377.0,21.0,1.0,56.0,1463,79.275,59.50000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive', 'StandingSave']","[91, 54]",True,444819.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469090349.0,22.0,1.0,56.0,297,25.725,8.5,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[55],False,120608.0,,,,,,,,,,,,25.0,Otávio,,Portimonense,Porto,
2469090381.0,22.0,1.0,58.0,1463,78.33,60.724000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,444819.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469090393.0,23.0,1.0,58.0,297,26.669999999999998,7.276,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 142]",True,120608.0,,,,,,,,,,,,25.0,Otávio,,Portimonense,Porto,
2469090403.0,23.0,1.0,58.0,1463,77.59500000000001,59.772000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,444819.0,,,,,,,,,,,,,,,Portimonense,Porto,
2469090483.0,25.0,2.0,2.0,297,30.87,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'ThrowIn', 'Length', 'Angle']","[91, 212, 36, 37, 215]",True,422950.0,31.395,19.312,,,,,,,,,,17.0,Rodrigo Conceição,False,Portimonense,Porto,0.0013280300000000009
2469090495.0,26.0,2.0,5.0,297,30.87,19.924000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,338791.0,22.89,31.076000000000004,,,,,,,,,,11.0,Pepê Aquino,False,Portimonense,Porto,-0.0009391300000000016
2469090571.0,27.0,2.0,8.0,297,22.89,31.552,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,374812.0,30.03,60.31600000000001,,,,,,,,,,4.0,David Carmo,False,Portimonense,Porto,-0.0003888999999999993
,,2.0,8.0,297,30.03,60.31600000000001,,,Carry,,,,,132273.0,27.825000000000003,56.37200000000001,,,,,,,,,,22.0,Wendell,False,Portimonense,Porto,0.0008183100000000009
2469090605.0,28.0,2.0,13.0,297,27.825000000000003,56.37200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,132273.0,8.4,36.312000000000005,,,,,,,,,,22.0,Wendell,False,Portimonense,Porto,-0.0011843400000000007
,,2.0,13.0,297,8.4,36.312000000000005,,,Carry,,,,,373842.0,8.715000000000002,34.204,,,,,,,,,,99.0,Diogo Costa,False,Portimonense,Porto,0.0
2469090633.0,29.0,2.0,17.0,297,8.715000000000002,34.204,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,373842.0,13.545000000000002,21.896000000000004,,,,,,,,,,99.0,Diogo Costa,False,Portimonense,Porto,-0.0010497700000000002
,,2.0,17.0,297,13.545000000000002,21.896000000000004,,,Carry,,,,,322771.0,19.635,23.664,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0002355900000000008
2469090679.0,30.0,2.0,19.0,297,19.635,23.664,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,322771.0,22.575,49.028,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0
,,2.0,19.0,297,22.575,49.028,,,Carry,,,,,374812.0,25.41,50.660000000000004,,,,,,,,,,4.0,David Carmo,False,Portimonense,Porto,-0.0005892200000000014
2469090723.0,31.0,2.0,22.0,297,25.41,50.660000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,374812.0,33.705000000000005,58.956,,,,,,,,,,4.0,David Carmo,False,Portimonense,Porto,-0.0002364500000000009
,,2.0,22.0,297,33.705000000000005,58.956,,,Carry,,,,,351744.0,34.230000000000004,56.71200000000001,,,,,,,,,,46.0,Stephen Eustáquio,False,Portimonense,Porto,0.0
2469090779.0,32.0,2.0,25.0,297,34.230000000000004,56.71200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,351744.0,37.695,45.967999999999996,,,,,,,,,,46.0,Stephen Eustáquio,False,Portimonense,Porto,0.002096839999999999
,,2.0,25.0,297,37.695,45.967999999999996,,,Carry,,,,,338791.0,35.595,41.956,,,,,,,,,,11.0,Pepê Aquino,False,Portimonense,Porto,-6.527999999999916e-05
2469090863.0,33.0,2.0,27.0,297,35.595,41.956,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,338791.0,30.87,28.492,,,,,,,,,,11.0,Pepê Aquino,False,Portimonense,Porto,-0.0013027000000000004
2469090917.0,34.0,2.0,31.0,297,31.395,27.404,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,322771.0,40.11000000000001,28.492,,,,,,,,,,2.0,Fábio Cardoso,False,Portimonense,Porto,0.0013027000000000004
,,2.0,31.0,297,40.11000000000001,28.492,,,Carry,,,,,120608.0,42.63,22.916000000000004,,,,,,,,,,25.0,Otávio,False,Portimonense,Porto,6.527999999999916e-05
2469091007.0,35.0,2.0,34.0,297,42.63,22.916000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'Longball', 'Chipped', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,120608.0,105.0,12.24,,,,,,,,,,25.0,Otávio,True,Portimonense,Porto,
