id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2448135483.0,2.0,0.0,121,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448135491.0,2.0,0.0,2188,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448197505.0,893.0,0.0,121,,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448197541.0,755.0,0.0,2188,,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448098811.0,1.0,0.0,2188,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'PlayerPosition']",[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448099901.0,1.0,0.0,121,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation', 'TeamFormation']",[],False,0.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448135613.0,3.0,0.0,121,444576.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'ShotAssist', 'KeyPass']","[91, 117, 30, 123, 40, 46, 35, 38, 216, 218]",True,1.0,44.1,33.524,,,,,,,,,,77.0,Fábio Ronaldo,False,Estoril,Rio Ave,-0.004268819999999998
2448135619.0,4.0,0.0,121,121776.0,44.1,33.524,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['RelatedEventId', 'LowLeft', 'Zone', 'ThirtyFivePlusCentre', 'OppositeRelatedEvent', 'BlockedY', 'RightFoot', 'Assisted', 'GoalMouthY', 'GoalMouthZ', 'BlockedX', 'RegularPlay']","[91, 9, 10, 2, 3, 12]",True,6.0,,,3.0,444576.0,96.7,52.0,19.0,54.2,True,,,8.0,Vítor Gomes,,Estoril,Rio Ave,
2448135707.0,4.0,0.0,2188,331191.0,3.1500000000000004,31.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Hands', 'Zone', 'OppositeRelatedEvent', 'Collected', 'StandingSave', 'KeeperSaveObox']","[91, 110, 113, 77, 79, 84, 82]",True,6.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448135703.0,3.0,0.0,2188,331191.0,7.875,28.424,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,[],[93],False,10.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448135765.0,5.0,0.0,2188,331191.0,15.120000000000001,36.448,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['KeeperThrow', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[91, 36, 37, 215, 218]",True,15.0,30.345,44.948,,,,,,,,,,,,False,Estoril,Rio Ave,0.00027740000000000056
2448135811.0,6.0,0.0,2188,421890.0,31.395,47.940000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PlayerCaughtOffside', 'Zone', 'Longball', 'PassEndY', 'PassEndX']","[91, 217]",True,18.0,70.77000000000001,48.75600000000001,,,,,,,,,,,,,Estoril,Rio Ave,
2448135881.0,5.0,0.0,121,444575.0,46.095,22.168000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,18.0,,,,,,,,,,,,42.0,Renato Pantalon,,Estoril,Rio Ave,
2448136185.0,6.0,0.0,121,125953.0,25.305000000000003,28.492,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'IndirectFreekickTaken', 'PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 132, 36, 38, 215, 218]",True,46.0,31.080000000000002,11.764000000000001,,,,,,,,,,33.0,Aderllan Santos,False,Estoril,Rio Ave,0.0004294100000000016
,,0.0,121,444575.0,31.080000000000002,11.764000000000001,,,Carry,,,,,46.0,24.990000000000002,11.22,,,,,,,,,,42.0,Renato Pantalon,False,Estoril,Rio Ave,-0.0011710800000000014
2448136205.0,7.0,0.0,121,444575.0,24.990000000000002,11.22,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,49.0,24.255000000000003,30.26,,,,,,,,,,42.0,Renato Pantalon,False,Estoril,Rio Ave,0.0007416699999999998
,,0.0,121,125953.0,24.255000000000003,30.26,,,Carry,,,,,49.0,26.355000000000004,33.660000000000004,,,,,,,,,,33.0,Aderllan Santos,False,Estoril,Rio Ave,0.0
2448136235.0,8.0,0.0,121,125953.0,26.355000000000004,33.660000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Longball', 'Length', 'Zone', 'Angle']","[91, 117, 127, 36, 37, 216, 218]",True,50.0,45.255,66.30000000000001,,,,,,,,,,33.0,Aderllan Santos,False,Estoril,Rio Ave,0.0011596799999999997
2448136293.0,9.0,0.0,121,381521.0,45.255,66.30000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Longball', 'Chipped', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,53.0,74.55,39.712,,,,,,,,,,24.0,Pedro Amaral,True,Estoril,Rio Ave,
2448136329.0,8.0,0.0,2188,105928.0,30.345,34.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'HeadPass']","[91, 117, 30, 139, 36, 38, 216, 218]",True,56.0,41.475,33.592,,,,,,,,,,,,False,Estoril,Rio Ave,0.0013027000000000004
2448136337.0,9.0,0.0,2188,142746.0,41.475,33.592,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,57.0,,,,,,,,,,,,,,,Estoril,Rio Ave,
2448136435.0,10.0,0.0,2188,142746.0,41.475,33.592,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'Length', 'Chipped']","[91, 119, 117, 30, 124, 36, 38, 216, 218]",True,58.0,61.214999999999996,21.012,,,,,,,,,,,,True,Estoril,Rio Ave,0.004229499999999999
2448146811.0,11006.0,0.0,2188,444630.0,70.77000000000001,48.75600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,,,,,,,,,,,,,,,,Estoril,Rio Ave,
