id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2507531103.0,2.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531099.0,2.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507574083.0,813.0,0.0,0.0,2188,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507574097.0,826.0,0.0,0.0,121,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507521889.0,1.0,0.0,0.0,2188,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507522045.0,1.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531109.0,3.0,0.0,0.0,2188,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,142746.0,42.839999999999996,23.936000000000003,,,,,,,,,,,,False,Rio Ave,Estoril,-0.00215424
2507531115.0,4.0,0.0,3.0,2188,43.995,21.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,255151.0,43.575,5.032000000000001,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0030286099999999993
2507531127.0,5.0,0.0,7.0,2188,43.050000000000004,5.032000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,455488.0,27.615000000000002,18.564,,,,,,,,,,,,False,Rio Ave,Estoril,-0.00015804999999999986
2507531137.0,6.0,0.0,10.0,2188,26.880000000000003,23.256000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,121720.0,24.465000000000003,52.428,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0016808000000000014
2507531165.0,7.0,0.0,12.0,2188,23.835,51.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,436897.0,7.5600000000000005,35.768,,,,,,,,,,,,False,Rio Ave,Estoril,-1.3259999999999314e-05
2507531189.0,8.0,0.0,17.0,2188,7.875,30.872,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Angle', 'Longball', 'Zone', 'PassEndX', 'Chipped']","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,331191.0,44.83500000000001,10.404000000000002,,,,,,,,,,,,True,Rio Ave,Estoril,
2507531187.0,3.0,0.0,20.0,121,59.85,57.120000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,356232.0,,,,,,,,,,,,4.0,Patrick William,,Rio Ave,Estoril,
2507531193.0,9.0,0.0,20.0,2188,45.15,10.88,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[198, 200]",False,437687.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531199.0,4.0,0.0,20.0,121,58.065,56.03200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'HeadPass']","[91, 120, 29, 139, 36, 37, 217, 218]",True,356232.0,75.39,56.168,,,,,,,,,,4.0,Patrick William,True,Rio Ave,Estoril,
2507531221.0,5.0,0.0,23.0,121,76.44,52.428,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,243572.0,,,,,,,,,,,,22.0,Emmanuel Boateng,,Rio Ave,Estoril,
2507531223.0,10.0,0.0,23.0,2188,28.56,15.572000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Foul', 'Zone']",[64],False,121720.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531379.0,6.0,1.0,6.0,121,73.815,54.400000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'Length', 'Angle', 'Cross', 'PassEndY', 'FreekickTaken', 'PassEndX']","[91, 124, 126, 36, 38, 217, 218]",True,380617.0,92.4,32.708000000000006,,,,,,,,,,6.0,Guga,True,Rio Ave,Estoril,
2507531383.0,11.0,1.0,9.0,2188,14.490000000000002,34.816,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Defensive', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,255151.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531393.0,7.0,1.0,9.0,121,90.51,33.184,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'Foul']",[64],False,395954.0,,,,,,,,,,,,20.0,Costinha,,Rio Ave,Estoril,
2507531445.0,12.0,1.0,29.0,2188,12.600000000000001,34.34,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'PassEndY', 'FreekickTaken']","[91, 117, 30, 132, 35, 37, 215, 218]",True,331191.0,8.295,53.244,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0033265000000000005
2507531449.0,13.0,1.0,30.0,2188,8.295,53.244,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 215, 218]",True,436897.0,16.485,66.096,,,,,,,,,,,,False,Rio Ave,Estoril,0.0002954400000000001
2507531467.0,14.0,1.0,32.0,2188,16.485,66.096,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Chipped', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 124, 36, 38, 216, 218]",True,105928.0,45.464999999999996,62.968,,,,,,,,,,,,False,Rio Ave,Estoril,0.00468728
2507531471.0,15.0,1.0,34.0,2188,45.464999999999996,62.968,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'HeadPass', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,142746.0,58.065,59.704,,,,,,,,,,,,False,Rio Ave,Estoril,0.002252519999999999
2507531483.0,16.0,1.0,37.0,2188,58.38,62.35600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'OppositeRelatedEvent', 'Foul', 'Zone']","[91, 63]",True,119543.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531485.0,8.0,1.0,37.0,121,46.62,5.644000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Foul', 'Zone']",[64],False,96243.0,,,,,,,,,,,,23.0,Josué Sá,,Rio Ave,Estoril,
2507531569.0,17.0,1.0,50.0,2188,59.325,64.94,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'FreekickTaken', 'Angle']","[91, 117, 30, 132, 35, 38, 216, 218]",True,105928.0,49.245,56.168,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0008905599999999986
2507531583.0,18.0,1.0,55.0,2188,49.455000000000005,53.720000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,142746.0,35.595,42.976000000000006,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0011536600000000008
2507531603.0,19.0,1.0,57.0,2188,35.595,42.976000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,436897.0,32.025,24.208000000000002,,,,,,,,,,,,False,Rio Ave,Estoril,-0.0015871199999999992
2507531611.0,20.0,1.0,58.0,2188,32.025,24.208000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,121720.0,14.805,32.164,,,,,,,,,,,,False,Rio Ave,Estoril,-0.00027740000000000056
2507531633.0,21.0,2.0,2.0,2188,15.435,32.028000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Angle', 'Zone', 'Chipped', 'Length', 'PassEndY', 'PassEndX']","[91, 120, 124, 128, 36, 37, 216, 218]",True,331191.0,55.125,34.34,,,,,,,,,,,,True,Rio Ave,Estoril,
2507531641.0,9.0,2.0,6.0,121,48.510000000000005,32.912,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,96243.0,,,,,,,,,,,,23.0,Josué Sá,,Rio Ave,Estoril,
2507531635.0,22.0,2.0,6.0,2188,56.49,35.088,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,119543.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531657.0,10.0,2.0,6.0,121,45.78,30.736000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'HeadPass', 'PassEndX', 'Angle', 'Zone']","[91, 119, 117, 30, 139, 36, 37, 216, 218]",True,96243.0,59.745000000000005,31.28,,,,,,,,,,23.0,Josué Sá,False,Rio Ave,Estoril,0.0020492999999999987
2507531659.0,11.0,2.0,9.0,121,59.85,30.464,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,83798.0,,,,,,,,,,,,30.0,Andreas Samaris,,Rio Ave,Estoril,
2507531663.0,12.0,2.0,10.0,121,60.06,31.28,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Offensive']","[91, 63]",True,83798.0,,,,,,,,,,,,30.0,Andreas Samaris,,Rio Ave,Estoril,
2507531673.0,23.0,2.0,10.0,2188,44.94,36.720000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Foul', 'Zone']",[64],False,119543.0,,,,,,,,,,,,,,,Rio Ave,Estoril,
2507531775.0,13.0,2.0,25.0,121,60.480000000000004,28.696000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'FreekickTaken', 'PassEndY', 'PassEndX']","[91, 117, 30, 132, 35, 38, 216, 218]",True,83798.0,46.62,7.684000000000001,,,,,,,,,,30.0,Andreas Samaris,False,Rio Ave,Estoril,-0.0044118399999999985
2507531785.0,14.0,2.0,27.0,121,46.62,7.684000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,444575.0,60.69,2.176,,,,,,,,,,42.0,Renato Pantalon,False,Rio Ave,Estoril,0.0049671599999999965
