id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2552619119.0,6.0,0.0,6.0,786,67.83,18.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,427566.0,69.92999999999999,5.984000000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.001900720000000005
2552619135.0,7.0,0.0,9.0,786,69.92999999999999,5.984000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'PassEndX', 'StandingSave', 'PassEndY', 'Offensive', 'Angle', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,408941.0,72.03,6.188000000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,
2552619103.0,4.0,0.0,9.0,121,26.775000000000002,65.07600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 60]",True,337885.0,,,,,,,,,,,,,93.0,Paulo Vitor,,Pacos de Ferreira,Rio Ave,
2552619185.0,9.0,0.0,15.0,786,71.505,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'ThrowIn', 'PassEndX']","[91, 212, 35, 37, 216]",True,110341.0,53.13,4.828,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.006485330000000001
2552619207.0,10.0,0.0,18.0,786,55.755,7.072000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,423078.0,40.11000000000001,32.980000000000004,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.0021094999999999985
2552619235.0,11.0,0.0,21.0,786,36.54,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,380682.0,47.04,63.376000000000005,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.00014302000000000065
2552619267.0,12.0,0.0,24.0,786,47.25,63.85200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,23621.0,68.25,63.648,,,,,,,,,,,,,True,Pacos de Ferreira,Rio Ave,0.0049671599999999965
2552619281.0,13.0,0.0,25.0,786,68.25,63.648,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['LayOff', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,380685.0,61.845,58.07200000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0012528700000000031
2552619293.0,14.0,0.0,26.0,786,56.07,55.080000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,23621.0,65.625,48.07600000000001,,,,,,,,,,,,,True,Pacos de Ferreira,Rio Ave,0.0032331900000000004
2552619307.0,15.0,0.0,26.0,786,74.865,50.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,70735.0,90.19500000000001,57.05200000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.016547519999999996
2552619325.0,16.0,0.0,32.0,786,99.33,50.048,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Cross', 'IntentionalAssist', 'LeftFoot', 'RegularPlay', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'ShotAssist', 'BigChanceCreated', 'IntentionalGoalAssist', 'KeyPass']","[91, 92, 100, 119, 123, 138, 125, 203, 40, 41, 47, 36, 38, 217, 218]",True,380685.0,100.80000000000001,31.552,,,,,,,,,,,,,True,Pacos de Ferreira,Rio Ave,0.19302766999999998
2552619357.0,17.0,0.0,33.0,786,99.855,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['RelatedEventId', 'SmallBoxCentre', 'IntentionalAssist', 'RightFoot', 'RegularPlay', 'GoalMouthY', 'Assisted', 'Zone', 'StandingSave', 'GoalMouthZ', 'LowCentre', 'BigChance']","[91, 24, 9, 10, 202, 0, 3, 12, 16, 19, 25]",True,444941.0,,,16.0,380685.0,8.9,51.1,True,True,,,,,,,,Pacos de Ferreira,Rio Ave,
2552619961.0,6.0,1.0,47.0,121,52.605000000000004,34.204,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,342704.0,39.27,36.652,,,,,,,,,,,9.0,Leonardo Ruiz,False,Pacos de Ferreira,Rio Ave,-0.004268819999999998
2552619987.0,7.0,1.0,48.0,121,39.27,36.652,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,121776.0,31.919999999999998,49.300000000000004,,,,,,,,,,,8.0,Vítor Gomes,False,Pacos de Ferreira,Rio Ave,-0.00152184
2552620065.0,8.0,1.0,51.0,121,32.655,48.28,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,356232.0,33.18,19.720000000000002,,,,,,,,,,,4.0,Patrick William,False,Pacos de Ferreira,Rio Ave,0.0
,,1.0,51.0,121,33.18,19.720000000000002,,,Carry,,,,,444575.0,45.885000000000005,23.12,,,,,,,,,,,42.0,Renato Pantalon,True,Pacos de Ferreira,Rio Ave,0.003186659999999999
2552620143.0,9.0,1.0,59.0,121,45.885000000000005,23.12,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,444575.0,41.685,50.592000000000006,,,,,,,,,,,42.0,Renato Pantalon,False,Pacos de Ferreira,Rio Ave,-0.00159954
,,1.0,59.0,121,41.685,50.592000000000006,,,Carry,,,,,356232.0,44.205000000000005,49.776,,,,,,,,,,,4.0,Patrick William,False,Pacos de Ferreira,Rio Ave,0.0
2552620163.0,10.0,2.0,6.0,121,44.205000000000005,49.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,356232.0,43.89,33.728,,,,,,,,,,,4.0,Patrick William,False,Pacos de Ferreira,Rio Ave,-0.0016648199999999991
2552620187.0,11.0,2.0,10.0,121,43.89,33.728,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,125953.0,50.925000000000004,14.144000000000002,,,,,,,,,,,33.0,Aderllan Santos,False,Pacos de Ferreira,Rio Ave,-0.0010005799999999992
,,2.0,10.0,121,50.925000000000004,14.144000000000002,,,Carry,,,,,444575.0,57.54,10.336,,,,,,,,,,,42.0,Renato Pantalon,False,Pacos de Ferreira,Rio Ave,0.0022727300000000006
2552620213.0,12.0,2.0,13.0,121,57.54,10.336,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,444575.0,68.775,3.808,,,,,,,,,,,42.0,Renato Pantalon,False,Pacos de Ferreira,Rio Ave,0.0013324699999999953
,,2.0,13.0,121,68.775,3.808,,,Carry,,,,,395954.0,68.67000000000002,5.44,,,,,,,,,,,20.0,Costinha,False,Pacos de Ferreira,Rio Ave,0.0
2552620243.0,13.0,2.0,16.0,121,68.67000000000002,5.44,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,395954.0,69.92999999999999,19.244000000000003,,,,,,,,,,,20.0,Costinha,False,Pacos de Ferreira,Rio Ave,0.001900720000000005
2552620275.0,14.0,2.0,17.0,121,69.92999999999999,19.244000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,121776.0,51.45,7.888,,,,,,,,,,,8.0,Vítor Gomes,False,Pacos de Ferreira,Rio Ave,-0.011638960000000002
,,2.0,17.0,121,51.45,7.888,,,Carry,,,,,444575.0,53.445,13.940000000000001,,,,,,,,,,,42.0,Renato Pantalon,False,Pacos de Ferreira,Rio Ave,0.003634690000000001
2552620333.0,15.0,2.0,20.0,121,53.445,13.940000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 127, 35, 37, 216, 218]",True,444575.0,48.72,51.748,,,,,,,,,,,42.0,Renato Pantalon,False,Pacos de Ferreira,Rio Ave,-0.0022727300000000006
,,2.0,20.0,121,48.72,51.748,,,Carry,,,,,356232.0,69.825,33.184,,,,,,,,,,,4.0,Patrick William,True,Pacos de Ferreira,Rio Ave,0.0061253
2552620359.0,16.0,2.0,27.0,121,69.825,33.184,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,356232.0,81.27000000000001,7.412000000000001,,,,,,,,,,,4.0,Patrick William,False,Pacos de Ferreira,Rio Ave,0.007592419999999999
,,2.0,27.0,121,81.27000000000001,7.412000000000001,,,Carry,,,,,395954.0,84.94500000000001,6.800000000000001,,,,,,,,,,,20.0,Costinha,False,Pacos de Ferreira,Rio Ave,0.0
2552620367.0,17.0,2.0,30.0,121,84.94500000000001,6.800000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'RightFoot', 'PassEndX', 'Length', 'PassEndY', 'Cross', 'Zone']","[91, 137, 126, 36, 37, 217, 218]",True,395954.0,90.825,25.636000000000003,,,,,,,,,,,20.0,Costinha,True,Pacos de Ferreira,Rio Ave,
2552620695.0,18.0,2.0,31.0,786,13.020000000000001,45.628,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 94, 95, 215]",True,23621.0,20.895,58.07200000000001,,,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552620423.0,18.0,2.0,33.0,121,83.05499999999999,7.684000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,395954.0,75.075,21.148000000000003,,,,,,,,,,,20.0,Costinha,False,Pacos de Ferreira,Rio Ave,-0.003440719999999998
2552620429.0,19.0,2.0,34.0,121,75.075,21.148000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Chipped', 'Zone', 'StandingSave']","[91, 119, 117, 30, 124, 205, 36, 38, 217, 218]",True,121776.0,95.44500000000001,12.172,,,,,,,,,,,8.0,Vítor Gomes,False,Pacos de Ferreira,Rio Ave,0.016547519999999996
2552620441.0,20.0,2.0,36.0,121,95.44500000000001,12.172,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['RegularPlay', 'Angle', 'ShotAssist', 'Cross', 'IntentionalAssist', 'Length', 'PassEndY', 'PassEndX', 'RightFoot', 'StandingSave', 'Zone', 'BigChanceCreated', 'IntentionalGoalAssist', 'KeyPass']","[91, 92, 100, 119, 123, 137, 125, 203, 40, 41, 47, 35, 37, 217, 218]",True,395954.0,94.5,33.388000000000005,,,,,,,,,,,20.0,Costinha,True,Pacos de Ferreira,Rio Ave,0.0673811
,,2.0,36.0,121,94.5,33.388000000000005,,,Carry,,,,,356232.0,92.61000000000001,32.232,,,,,,,,,,,4.0,Patrick William,False,Pacos de Ferreira,Rio Ave,0.0
2552620539.0,21.0,2.0,38.0,121,92.61000000000001,32.232,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['Zone', 'BoxCentre', 'GoalMouthY', 'RegularPlay', 'GoalMouthZ', 'BigChance', 'LowLeft', 'StandingSave', 'RightFoot', 'IntentionalAssist', 'Assisted', 'RelatedEventId']","[91, 24, 9, 10, 202, 1, 3, 12, 17, 19, 25]",True,356232.0,,,20.0,395954.0,0.6,53.2,True,True,,,,,4.0,Patrick William,,Pacos de Ferreira,Rio Ave,
2552621145.0,21.0,4.0,0.0,786,0.0,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",SubstitutionOff,Successful,"['JerseyNumber', 'PlayerPosition', 'RelatedEventId']",[214],False,380685.0,,,22.0,405351.0,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552621151.0,22.0,4.0,0.0,786,0.0,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",SubstitutionOn,Successful,"['JerseyNumber', 'FormationSlot', 'PlayerPosition', 'RelatedEventId']",[213],False,405351.0,,,21.0,380685.0,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552621567.0,23.0,4.0,12.0,786,0.0,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",FormationChange,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552621877.0,24.0,5.0,30.0,786,52.395,33.932,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 215, 218]",True,408941.0,34.65,33.932,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.005571519999999998
2552621891.0,25.0,5.0,33.0,786,34.65,34.0,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,380682.0,39.795,55.42,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.00082343
2552621901.0,26.0,5.0,36.0,786,40.635000000000005,56.1,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Longball', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'Chipped']","[91, 120, 124, 128, 36, 37, 217, 218]",True,23621.0,73.815,57.120000000000005,,,,,,,,,,,,,True,Pacos de Ferreira,Rio Ave,
2552621921.0,24.0,5.0,38.0,121,29.82,7.412000000000001,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Head', 'Angle']","[91, 94, 95, 57, 215]",True,444575.0,32.550000000000004,0.0,,,,,,,,,,,42.0,Renato Pantalon,,Pacos de Ferreira,Rio Ave,
2552622009.0,28.0,5.0,47.0,786,74.865,68.0,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Longball', 'PassEndY', 'PassEndX', 'ThrowIn', 'Zone']","[91, 212, 35, 38, 216]",True,23621.0,41.580000000000005,55.21600000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.0090741
2552622023.0,29.0,5.0,50.0,786,41.79,50.388,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,380682.0,46.830000000000005,28.900000000000002,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.00215424
2552622057.0,30.0,5.0,53.0,786,47.775,23.528000000000002,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,423078.0,55.650000000000006,4.42,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0004446799999999994
2552622081.0,31.0,5.0,56.0,786,55.650000000000006,4.148,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 119, 117, 30, 36, 37, 216, 218]",True,110341.0,56.910000000000004,17.068,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.001382170000000002
2552622097.0,32.0,5.0,58.0,786,57.12,17.408,5.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,422245.0,41.580000000000005,14.416,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.004708769999999999
2552622111.0,33.0,6.0,0.0,786,41.580000000000005,14.416,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,423078.0,36.435,38.080000000000005,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0004792700000000004
2552622135.0,34.0,6.0,2.0,786,36.435,38.148,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,380682.0,40.635000000000005,63.85200000000001,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.0013637900000000001
2552622165.0,35.0,6.0,6.0,786,39.27,64.464,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 36, 216, 218]",True,23621.0,48.72,64.464,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0012207699999999995
2552622189.0,36.0,6.0,7.0,786,48.72,64.464,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,444941.0,46.62,56.440000000000005,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0013619600000000006
2553027103.0,737.0,6.0,8.0,786,55.44,54.876000000000005,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'Zone']","[91, 53]",True,23621.0,,,,,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552622191.0,37.0,6.0,9.0,786,65.31,58.82000000000001,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 63]",True,23621.0,,,,,,,,,,,,,,,,Pacos de Ferreira,Rio Ave,
2552622205.0,26.0,6.0,9.0,121,39.69,9.180000000000001,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Foul', 'StandingSave', 'Zone', 'Defensive']",[64],False,399951.0,,,,,,,,,,,,,15.0,Miguel Baeza,,Pacos de Ferreira,Rio Ave,
2552622433.0,38.0,6.0,32.0,786,66.885,56.508,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 132, 35, 38, 216, 218]",True,23621.0,40.635000000000005,42.976000000000006,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,-0.00601173
2552622449.0,39.0,6.0,32.0,786,40.635000000000005,42.976000000000006,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,380682.0,43.47,22.1,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0
2552622467.0,40.0,6.0,33.0,786,43.47,21.556,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,423078.0,61.214999999999996,7.888,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0020442199999999994
2552622477.0,41.0,6.0,34.0,786,62.05500000000001,7.684000000000001,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,110341.0,68.25,14.212,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0012528700000000031
2552622479.0,42.0,6.0,36.0,786,68.355,14.348000000000003,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,408941.0,64.05,10.268,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,0.0
2552622485.0,43.0,6.0,38.0,786,65.52,10.268,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[91, 120, 29, 35, 37, 216, 218]",True,110341.0,62.265,14.144000000000002,,,,,,,,,,,,,False,Pacos de Ferreira,Rio Ave,
2552622481.0,27.0,6.0,38.0,121,49.980000000000004,45.56,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,342704.0,,,,,,,,,,,,,9.0,Leonardo Ruiz,,Pacos de Ferreira,Rio Ave,
2552622497.0,28.0,6.0,39.0,121,39.27,50.93200000000001,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,121776.0,,,,,,,,,,,,,8.0,Vítor Gomes,,Pacos de Ferreira,Rio Ave,
,,6.0,39.0,121,39.27,50.93200000000001,,,Carry,,,,,121776.0,41.580000000000005,51.408,,,,,,,,,,,8.0,Vítor Gomes,False,Pacos de Ferreira,Rio Ave,-0.0005445499999999995
2552622547.0,29.0,6.0,41.0,121,41.580000000000005,51.408,6.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,121776.0,56.28,64.60000000000001,,,,,,,,,,,8.0,Vítor Gomes,False,Pacos de Ferreira,Rio Ave,0.002588769999999999
,,6.0,41.0,121,56.28,64.60000000000001,,,Carry,,,,,337885.0,65.31,61.948,,,,,,,,,,,93.0,Paulo Vitor,True,Pacos de Ferreira,Rio Ave,0.0027146399999999973
