id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2456426407.0,2.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456426405.0,2.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456444199.0,735.0,0.0,0.0,2008,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456444205.0,804.0,0.0,0.0,121,0.0,0.0,12.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456409603.0,1.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456410481.0,1.0,0.0,0.0,121,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456426415.0,3.0,0.0,0.0,121,52.080000000000005,33.660000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,444576.0,43.050000000000004,25.976000000000003,,,,,,,,,,77.0,Fábio Ronaldo,False,Chaves,Rio Ave,-0.002219519999999999
2456426431.0,4.0,0.0,2.0,121,41.895,26.384,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,149468.0,29.294999999999998,32.300000000000004,,,,,,,,,,10.0,Amine Oudrhiri,False,Chaves,Rio Ave,-0.0013027000000000004
,,0.0,2.0,121,29.294999999999998,32.300000000000004,,,Carry,,,,,125953.0,32.235,29.240000000000002,,,,,,,,,,33.0,Aderllan Santos,False,Chaves,Rio Ave,0.0
2456426461.0,5.0,0.0,5.0,121,32.235,29.240000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndX', 'Chipped', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 120, 124, 128, 36, 38, 217, 218]",True,125953.0,77.175,11.491999999999999,,,,,,,,,,33.0,Aderllan Santos,True,Chaves,Rio Ave,
2456437689.0,360.0,0.0,6.0,2008,30.03,50.25200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,390741.0,,,,,,,,,,,,,,,Chaves,Rio Ave,
2456437691.0,417.0,0.0,7.0,121,74.97000000000001,17.748,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[198, 199]",False,395954.0,,,,,,,,,,,,20.0,Costinha,,Chaves,Rio Ave,
2456426473.0,3.0,0.0,8.0,2008,29.085,61.336000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone', 'HeadPass']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,390741.0,39.165,59.43200000000001,,,,,,,,,,,,False,Chaves,Rio Ave,
2456426487.0,6.0,0.0,10.0,121,71.505,18.224,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,315474.0,,,,,,,,,,,,14.0,Joca,,Chaves,Rio Ave,
2456426503.0,4.0,0.0,11.0,2008,42.945,40.800000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 118, 120, 29, 36, 37, 216, 218]",True,444824.0,48.089999999999996,50.184000000000005,,,,,,,,,,,,False,Chaves,Rio Ave,
2456426525.0,7.0,0.0,14.0,121,63.525000000000006,17.408,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,149468.0,,,,,,,,,,,,10.0,Amine Oudrhiri,,Chaves,Rio Ave,
2456426535.0,8.0,0.0,14.0,121,63.525000000000006,17.408,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,149468.0,45.675000000000004,14.212,,,,,,,,,,10.0,Amine Oudrhiri,False,Chaves,Rio Ave,-0.005505920000000001
,,0.0,14.0,121,45.675000000000004,14.212,,,Carry,,,,,444575.0,43.995,14.756,,,,,,,,,,42.0,Renato Pantalon,False,Chaves,Rio Ave,0.0
2456426545.0,9.0,0.0,16.0,121,43.995,14.756,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,444575.0,32.235,44.064,,,,,,,,,,42.0,Renato Pantalon,False,Chaves,Rio Ave,-0.00274078
,,0.0,16.0,121,32.235,44.064,,,Carry,,,,,444574.0,34.33500000000001,43.18,,,,,,,,,,3.0,Miguel Nóbrega,False,Chaves,Rio Ave,0.0
