name,team,shirtNo,photo,playerId,fotmob_player_id,Assists,xA,key_passes,final_third_passes,penalty_box_passes,prog_passes,xG,Goals,Shots,SCA,GCA,defensive_actions,final_third_entries,penalty_box_entries,prog_carries,minutes
Yony González,Portimonense,15.0,https://static-img.zz.pt/jogadores/26/983926__20230222074922_yony_gonzalez.jpg,373524.0,496944.0,1.0,1.0,13.0,9.0,8.0,21.0,0.6,0.0,11.0,23.0,0.0,80.0,10.0,7.0,12.0,969.0
Miguel Baeza,Rio-Ave,15.0,https://static-img.zz.pt/jogadores/58/593758_20220918011945_miguel_baeza.png,399951.0,1088053.0,1.0,1.1,12.0,34.0,7.0,42.0,0.8,0.0,14.0,31.0,4.0,88.0,17.0,2.0,26.0,1077.0
Manuel Ugarte,Sporting,15.0,https://static-img.zz.pt/jogadores/14/544014_20220907200536_manuel_ugarte.png,408962.0,1035614.0,0.0,0.6,15.0,110.0,7.0,120.0,0.7,0.0,19.0,54.0,4.0,483.0,36.0,1.0,32.0,2352.0
Monsuru Opeyemi,Vizela,15.0,https://static-img.zz.pt/jogadores/04/762404_20220813001006_monsuru_opeyemi.png,444577.0,1393417.0,,,,,,,,,,,,,,,,
Thiago Rodrigues,Arouca,16.0,https://static-img.zz.pt/jogadores/44/135844_20220803213730_thiago_rodrigues_.png,349664.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0
Joel Silva,Boavista,16.0,https://static-img.zz.pt/jogadores/67/919067__20220805143221_joel_silva.png,444820.0,1393748.0,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,9.0,0.0,0.0,0.0,101.0
Cuca,Casa-Pia,16.0,https://static-img.zz.pt/jogadores/39/158639_20220913170453_cuca.png,444773.0,955781.0,0.0,0.0,1.0,22.0,0.0,29.0,0.1,0.0,3.0,12.0,1.0,84.0,5.0,1.0,3.0,391.0
Euller Silva,Chaves,16.0,https://static-img.zz.pt/jogadores/14/269014_20220812234559_euller.png,132504.0,477362.0,0.0,1.1,18.0,17.0,14.0,28.0,2.6,1.0,18.0,51.0,5.0,107.0,12.0,10.0,26.0,1065.0
André Simões,Gil-Vicente,16.0,https://static-img.zz.pt/jogadores/15/534215_20230227191019_andre_simoes.png,449330.0,1395223.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0
Diogo Mendes,Maritimo,16.0,https://static-img.zz.pt/jogadores/13/164913_20220810203547_diogo_mendes.png,422003.0,824661.0,0.0,0.6,8.0,50.0,7.0,54.0,0.3,0.0,5.0,20.0,0.0,140.0,9.0,4.0,13.0,1229.0
Matchoi Djaló,Pacos-de-Ferreira,16.0,https://static-img.zz.pt/jogadores/52/624952_20220808235701_matchoi_djalo.jpg,380686.0,1069628.0,0.0,1.1,19.0,30.0,7.0,39.0,1.5,1.0,37.0,56.0,1.0,129.0,18.0,4.0,22.0,1301.0
Marko Grujic,Porto,16.0,https://static-img.zz.pt/jogadores/94/348694_20220817115159_marko_grujic.png,244779.0,463284.0,0.0,1.2,10.0,74.0,6.0,103.0,1.2,1.0,17.0,31.0,2.0,201.0,18.0,2.0,21.0,1126.0
Sávio,Rio-Ave,16.0,https://static-img.zz.pt/jogadores/10/444110_20220803171618_savio.jpg,410287.0,1043436.0,1.0,0.5,6.0,18.0,4.0,26.0,0.0,0.0,0.0,11.0,1.0,59.0,9.0,0.0,14.0,322.0
Paulo Henrique,Santa-Clara,16.0,https://static-img.zz.pt/jogadores/08/364308_20220803225638_paulo_henrique.png,143035.0,522771.0,1.0,1.0,10.0,50.0,11.0,61.0,0.6,0.0,8.0,16.0,0.0,157.0,8.0,1.0,18.0,1427.0
Rochinha,Sporting,16.0,https://static-img.zz.pt/jogadores/97/218297_20220907200753_rochinha.png,260785.0,554285.0,2.0,1.1,7.0,16.0,12.0,26.0,1.7,1.0,16.0,14.0,3.0,28.0,11.0,7.0,14.0,432.0
Matheus Pereira,Vizela,16.0,https://static-img.zz.pt/jogadores/77/627277_20220813002758_matheus_pereira.png,447246.0,1187623.0,2.0,1.0,7.0,24.0,10.0,34.0,0.2,1.0,2.0,16.0,2.0,114.0,14.0,2.0,23.0,808.0
Yaw Moses,Arouca,17.0,https://static-img.zz.pt/jogadores/34/582534_20220806112929_yaw_moses.png,444507.0,866504.0,0.0,0.2,1.0,11.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,44.0,2.0,0.0,0.0,311.0
Joe Mendes,Braga,17.0,https://static-img.zz.pt/jogadores/15/881615_20220412094738_joe_mendes.jpg,439440.0,1284496.0,0.0,0.1,1.0,4.0,1.0,7.0,0.1,1.0,1.0,2.0,0.0,23.0,6.0,2.0,7.0,186.0
Romário Baró,Casa-Pia,17.0,https://static-img.zz.pt/jogadores/70/371770_20220913170847_romario_baro.png,380656.0,917008.0,1.0,1.7,12.0,23.0,6.0,38.0,0.6,0.0,12.0,31.0,3.0,112.0,12.0,3.0,15.0,933.0
Issah Abass,Chaves,17.0,https://static-img.zz.pt/jogadores/71/555871_20221029230351_issah_abass.png,364014.0,825965.0,0.0,0.9,9.0,17.0,15.0,31.0,3.5,4.0,35.0,36.0,4.0,108.0,20.0,15.0,31.0,1372.0
Rui Fonte,Famalicao,17.0,https://static-img.zz.pt/jogadores/57/10657_20220803213553_rui_fonte.png,69742.0,159598.0,0.0,0.1,3.0,4.0,2.0,12.0,0.7,1.0,7.0,8.0,0.0,30.0,7.0,0.0,2.0,460.0
Kevin Medina,Gil-Vicente,17.0,https://static-img.zz.pt/jogadores/62/842362_20220803185642_kevin_villodres_.png,444939.0,1213117.0,0.0,0.7,13.0,17.0,14.0,30.0,1.1,0.0,25.0,37.0,2.0,97.0,32.0,13.0,39.0,735.0
Félix Correia,Maritimo,17.0,https://static-img.zz.pt/jogadores/91/132191_20220417133104_felix_correia.jpg,412831.0,942358.0,3.0,2.0,23.0,30.0,14.0,45.0,1.9,2.0,17.0,39.0,5.0,57.0,9.0,15.0,28.0,757.0
Adrián Butzke,Pacos-de-Ferreira,17.0,https://static-img.zz.pt/jogadores/74/649974_20220514123247_adrian_butzke.jpg,427566.0,1102246.0,1.0,1.6,21.0,23.0,10.0,28.0,6.3,6.0,54.0,29.0,2.0,66.0,13.0,6.0,13.0,1335.0
Ricardo Matos,Portimonense,17.0,https://static-img.zz.pt/jogadores/52/166252_20220808161152_ricardo_matos_1659971512.jpg,432109.0,1084018.0,0.0,0.2,2.0,2.0,1.0,3.0,2.0,1.0,9.0,7.0,1.0,17.0,4.0,2.0,5.0,295.0
Rodrigo Conceição,Porto,17.0,https://static-img.zz.pt/jogadores/26/376426_20220817115002_rodrigo_conceicao.png,422950.0,980264.0,0.0,1.3,9.0,8.0,15.0,15.0,0.0,0.0,1.0,14.0,0.0,83.0,16.0,5.0,29.0,547.0
Ukra,Rio-Ave,17.0,https://static-img.zz.pt/jogadores/91/37091_20220803215711_ukra.png,57553.0,40955.0,2.0,1.0,7.0,16.0,6.0,21.0,0.1,0.0,2.0,16.0,3.0,37.0,8.0,2.0,9.0,367.0
Francisco Trincão,Sporting,17.0,https://static-img.zz.pt/jogadores/56/500256_20220907200643_francisco_trincao.png,368409.0,732282.0,2.0,3.8,46.0,78.0,27.0,110.0,8.6,10.0,63.0,94.0,13.0,157.0,59.0,34.0,89.0,2206.0
André Silva,Vitoria-de-Guimaraes,17.0,https://static-img.zz.pt/jogadores/33/599033_20220729164828_andre_silva_1659109708.jpg,351703.0,919919.0,1.0,2.8,21.0,32.0,5.0,43.0,4.8,6.0,51.0,41.0,1.0,120.0,19.0,14.0,39.0,1749.0
Matías Lacava,Vizela,17.0,https://static-img.zz.pt/jogadores/90/642190_20230214183847_matias_lacava.png,426885.0,1083325.0,0.0,0.1,1.0,8.0,1.0,6.0,1.7,1.0,10.0,5.0,0.0,43.0,6.0,3.0,17.0,353.0
Matías Lacava,Vizela,17.0,https://static-img.zz.pt/jogadores/90/642190_20230214183847_matias_lacava.png,426885.0,1083325.0,0.0,0.3,3.0,9.0,0.0,5.0,0.2,0.0,6.0,3.0,0.0,47.0,1.0,1.0,4.0,257.0
Benji Michel,Arouca,18.0,https://static-img.zz.pt/jogadores/26/710026_20230227185936_benji_michel.png,371972.0,1026086.0,1.0,1.0,2.0,4.0,0.0,4.0,0.4,1.0,4.0,5.0,3.0,27.0,5.0,0.0,4.0,282.0
Ilija Vukotic,Boavista,18.0,https://static-img.zz.pt/jogadores/68/919068__20220805143222_ilija_vukotic.png,423602.0,625337.0,0.0,0.1,3.0,9.0,2.0,18.0,0.1,0.0,2.0,8.0,2.0,58.0,5.0,0.0,5.0,404.0
David Tavares,Famalicao,18.0,https://static-img.zz.pt/jogadores/02/377102_20230210135426_david_tavares.png,383692.0,824665.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,47.0
Tiago Ribeiro,Pacos-de-Ferreira,18.0,https://static-img.zz.pt/jogadores/12/528212_20230227190206_tiago_ribeiro.png,,1331118.0,0.0,0.1,2.0,8.0,4.0,9.0,0.1,0.0,3.0,5.0,1.0,21.0,2.0,0.0,1.0,176.0
Fahd Moufi,Portimonense,18.0,https://static-img.zz.pt/jogadores/73/375173_20220808160942_fahd_moufi_1659971382.jpg,308886.0,561199.0,2.0,2.8,33.0,65.0,31.0,78.0,1.3,1.0,17.0,69.0,5.0,343.0,35.0,9.0,57.0,2635.0
Wilson Manafá,Porto,18.0,https://static-img.zz.pt/jogadores/42/241542_20220817115002_wilson_manafa.png,342701.0,522643.0,0.0,0.1,1.0,13.0,9.0,15.0,0.0,0.0,0.0,7.0,2.0,40.0,7.0,2.0,10.0,308.0
Jhonatan Luiz,Rio-Ave,18.0,https://static-img.zz.pt/jogadores/30/264030_20220803215014_jhonatan_luiz.png,284656.0,,0.0,0.1,1.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,46.0,0.0,0.0,0.0,2880.0
Fatawu Issahaku,Sporting,18.0,https://static-img.zz.pt/jogadores/44/852744_20220907200655_fatawu_issahaku.png,430985.0,1265626.0,0.0,0.1,1.0,1.0,2.0,4.0,0.4,0.0,4.0,6.0,2.0,11.0,3.0,4.0,8.0,118.0
Rafa Mujica,Arouca,19.0,https://static-img.zz.pt/jogadores/04/502904_20220806113820_rafa_mujica.png,315692.0,741103.0,0.0,1.0,12.0,5.0,3.0,11.0,8.0,8.0,57.0,31.0,3.0,97.0,16.0,9.0,18.0,1633.0
Casper Tengstedt,Benfica,19.0,https://static-img.zz.pt/jogadores/75/544075_20230201135300_casper_tengstedt.jpg,426271.0,1102240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,24.0
Ricardo Mangas,Boavista,19.0,https://static-img.zz.pt/jogadores/09/164909_20220819203526_ricardo_mangas.png,389108.0,824655.0,1.0,3.2,20.0,29.0,17.0,53.0,5.1,4.0,27.0,42.0,5.0,153.0,30.0,11.0,40.0,1854.0
Uros Racic,Braga,19.0,https://static-img.zz.pt/jogadores/18/933718__20220916093534_uros_racic.png,346183.0,764624.0,0.0,0.3,8.0,74.0,3.0,75.0,2.2,1.0,26.0,29.0,0.0,180.0,8.0,2.0,16.0,1120.0
Nermin Zolotic,Casa-Pia,19.0,https://static-img.zz.pt/jogadores/09/212409_20220913170145_nermin_zolotic.png,105686.0,280443.0,0.0,0.6,14.0,93.0,9.0,114.0,0.2,0.0,6.0,25.0,1.0,347.0,12.0,0.0,19.0,2186.0
Steven Vitória,Chaves,19.0,https://static-img.zz.pt/jogadores/02/38502_20220812231754_steven_vitoria.png,121484.0,163994.0,0.0,0.7,4.0,39.0,2.0,61.0,6.1,7.0,24.0,18.0,0.0,335.0,3.0,0.0,4.0,2643.0
Puma Rodríguez,Famalicao,19.0,https://static-img.zz.pt/jogadores/51/476551_20220927150743_puma_rodriguez.png,358868.0,940333.0,3.0,0.5,7.0,3.0,5.0,10.0,1.3,1.0,14.0,16.0,3.0,33.0,13.0,3.0,16.0,504.0
Adrián Marín,Gil-Vicente,19.0,https://static-img.zz.pt/jogadores/31/420531_20230227191104_adrian_marin.png,243271.0,571685.0,0.0,2.4,26.0,123.0,38.0,177.0,0.4,0.0,7.0,61.0,2.0,366.0,34.0,4.0,60.0,2570.0
Gonçalo Costa,Portimonense,19.0,https://static-img.zz.pt/jogadores/23/115423_20220808160610_goncalo_costa_1659971170.jpg,447210.0,1354243.0,0.0,0.4,5.0,9.0,3.0,12.0,0.0,0.0,0.0,6.0,0.0,39.0,2.0,2.0,4.0,230.0
Danny Namaso,Porto,19.0,https://static-img.zz.pt/jogadores/17/480217_20220817115420_danny_loader.png,342857.0,817724.0,2.0,2.6,12.0,11.0,6.0,18.0,2.2,3.0,15.0,22.0,4.0,47.0,9.0,5.0,17.0,453.0
Bruno Almeida,Santa-Clara,19.0,https://static-img.zz.pt/jogadores/46/306246_20220814212135_bruno_almeida.png,449875.0,1285527.0,3.0,3.1,20.0,39.0,12.0,47.0,1.6,1.0,31.0,44.0,5.0,129.0,16.0,5.0,26.0,1259.0
Héctor Bellerín,Sporting,19.0,https://static-img.zz.pt/jogadores/19/288219_20230208173128_hector_bellerin.png,125211.0,427438.0,0.0,0.8,6.0,20.0,8.0,31.0,0.5,1.0,4.0,12.0,1.0,47.0,8.0,2.0,9.0,443.0
Alex Méndez,Vizela,19.0,https://static-img.zz.pt/jogadores/40/586040_20220813000515_alex_mendez.png,421844.0,936528.0,2.0,2.0,19.0,75.0,17.0,79.0,1.5,1.0,28.0,46.0,4.0,185.0,12.0,1.0,14.0,1418.0
Pedro Moreira,Arouca,20.0,https://static-img.zz.pt/jogadores/98/51298_20220806113022_pedro_moreira.png,243573.0,11849.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,2.0,75.0
João Mário,Benfica,20.0,https://static-img.zz.pt/jogadores/60/56560_20220916101820_joao_mario.jpg,125476.0,300916.0,7.0,7.4,54.0,87.0,63.0,179.0,18.5,17.0,66.0,135.0,16.0,301.0,63.0,14.0,81.0,2643.0
Filipe Ferreira,Boavista,20.0,https://static-img.zz.pt/jogadores/62/919062__20220805143130_filipe_ferreira.png,135635.0,476766.0,1.0,0.6,3.0,16.0,5.0,15.0,0.0,0.0,0.0,8.0,2.0,46.0,3.0,0.0,3.0,306.0
Kiki Silva,Casa-Pia,20.0,https://static-img.zz.pt/jogadores/33/474233_20230314224957_kiki_silva.png,472909.0,867818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0
Juninho Vieira,Chaves,20.0,https://static-img.zz.pt/jogadores/43/408943_20220812234746_juninho_vieira.png,320350.0,728409.0,0.0,2.4,19.0,19.0,4.0,21.0,5.8,4.0,45.0,50.0,5.0,103.0,23.0,16.0,34.0,1806.0
Duarte Carvalho,Estoril,20.0,https://static-img.zz.pt/jogadores/39/978939__20230207152402_duarte_carvalho.jpg,255151.0,603808.0,2.0,2.7,29.0,100.0,19.0,127.0,1.4,1.0,29.0,65.0,6.0,280.0,24.0,3.0,26.0,2308.0
João Carvalho,Estoril,20.0,https://static-img.zz.pt/jogadores/34/970334__20230116083300_joao_carvalho.jpg,255151.0,603808.0,2.0,2.7,29.0,100.0,19.0,127.0,1.4,1.0,29.0,65.0,6.0,280.0,24.0,3.0,26.0,2308.0
Gustavo Sá,Famalicao,20.0,https://static-img.zz.pt/jogadores/32/537332_20220927150617_gustavo_sa.png,449369.0,1395482.0,0.0,0.1,3.0,15.0,1.0,20.0,0.2,0.0,6.0,10.0,0.0,51.0,8.0,0.0,5.0,384.0
Juan Manuel Boselli,Gil-Vicente,20.0,https://static-img.zz.pt/jogadores/24/553224_20220803185608_juan_manuel_boselli.png,425187.0,848051.0,1.0,1.3,17.0,21.0,10.0,35.0,3.1,1.0,39.0,45.0,4.0,142.0,27.0,13.0,39.0,1246.0
Luís Bastos,Pacos-de-Ferreira,20.0,https://static-img.zz.pt/jogadores/96/560696_20220809000442_luis_bastos.jpg,423594.0,1289378.0,0.0,0.0,1.0,11.0,3.0,11.0,0.0,0.0,1.0,4.0,0.0,47.0,6.0,0.0,8.0,367.0
Luquinha,Portimonense,20.0,https://static-img.zz.pt/jogadores/64/621164_20220808160943_luquinha_1659971383.jpg,381910.0,1079486.0,1.0,1.8,28.0,54.0,16.0,68.0,1.9,2.0,16.0,57.0,3.0,116.0,22.0,3.0,20.0,1170.0
André Franco,Porto,20.0,https://static-img.zz.pt/jogadores/55/88255_20220817115204_andre_franco.png,421893.0,1080684.0,0.0,0.7,12.0,35.0,8.0,48.0,2.1,2.0,11.0,24.0,2.0,54.0,15.0,1.0,20.0,697.0
Costinha,Rio-Ave,20.0,https://static-img.zz.pt/jogadores/31/529031_20220803215328_costinha.png,395954.0,1079456.0,3.0,3.0,24.0,76.0,27.0,106.0,3.5,3.0,26.0,60.0,5.0,485.0,64.0,7.0,74.0,2797.0
Adriano Firmino,Santa-Clara,20.0,https://static-img.zz.pt/jogadores/64/583664_20221008153324_adriano_firmino.jpg,378828.0,1071102.0,1.0,0.9,14.0,85.0,7.0,83.0,0.9,1.0,9.0,40.0,3.0,363.0,19.0,1.0,16.0,2205.0
Paulinho,Sporting,20.0,https://static-img.zz.pt/jogadores/04/189004_20220907200704_paulinho.png,135563.0,361377.0,4.0,3.1,14.0,20.0,7.0,24.0,8.2,5.0,44.0,37.0,8.0,90.0,14.0,11.0,26.0,1359.0
Nélson da Luz,Vitoria-de-Guimaraes,20.0,https://static-img.zz.pt/jogadores/59/507459_20220729164827_nelson_da_luz_1659109707.jpg,430413.0,854081.0,0.0,0.3,5.0,17.0,6.0,33.0,1.7,3.0,25.0,33.0,1.0,136.0,27.0,11.0,40.0,1158.0
Samu Silva,Vizela,20.0,https://static-img.zz.pt/jogadores/63/218663_20220813000549_samu_silva.png,322742.0,667952.0,4.0,4.6,39.0,154.0,39.0,187.0,5.4,3.0,47.0,95.0,9.0,365.0,28.0,8.0,46.0,2685.0
Bogdan Milovanov,Arouca,21.0,https://static-img.zz.pt/jogadores/37/475037_20220806112134_bogdan_milovanov.png,409375.0,900559.0,0.0,0.1,3.0,19.0,3.0,19.0,0.1,0.0,2.0,11.0,0.0,189.0,6.0,3.0,15.0,987.0
Andreas Schjelderup,Benfica,21.0,https://static-img.zz.pt/jogadores/85/741885_20230201135244_andreas_schjelderup.jpg,424588.0,1228558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0
Salvador Agra,Boavista,21.0,https://static-img.zz.pt/jogadores/40/123840_20220817192424_salvador_agra.jpg,91775.0,214449.0,4.0,3.6,30.0,47.0,25.0,60.0,1.4,3.0,17.0,56.0,6.0,117.0,26.0,9.0,46.0,1651.0
Ricardo Horta,Braga,21.0,https://static-img.zz.pt/jogadores/52/74952_20220803192636_ricardo_horta.jpg,127130.0,432591.0,8.0,5.8,69.0,107.0,51.0,185.0,12.9,14.0,91.0,153.0,18.0,236.0,71.0,11.0,56.0,2611.0
Ricardo Guima,Chaves,21.0,https://static-img.zz.pt/jogadores/13/368213_20220812234028_ricardo_guima.png,438899.0,526653.0,0.0,1.5,26.0,79.0,7.0,90.0,0.7,0.0,19.0,47.0,4.0,313.0,14.0,4.0,32.0,1966.0
Tiago Gouveia,Estoril,21.0,https://static-img.zz.pt/jogadores/79/155479_20220803213912_tiago_gouveia.png,437687.0,1072317.0,6.0,5.4,39.0,29.0,32.0,68.0,3.2,5.0,44.0,68.0,12.0,202.0,42.0,34.0,61.0,2382.0
Vitor Carvalho,Gil-Vicente,21.0,https://static-img.zz.pt/jogadores/70/544570_20220803185105_vitor_carvalho.png,331609.0,816001.0,0.0,1.8,22.0,141.0,15.0,192.0,3.2,3.0,33.0,58.0,1.0,411.0,30.0,1.0,32.0,2701.0
João Afonso,Maritimo,21.0,https://static-img.zz.pt/jogadores/28/374828_20220810205421_joao_afonso.png,137128.0,495028.0,0.0,0.2,7.0,47.0,1.0,63.0,0.2,0.0,1.0,17.0,1.0,239.0,5.0,0.0,3.0,1465.0
Jorge Silva,Pacos-de-Ferreira,21.0,https://static-img.zz.pt/jogadores/17/217217_20220514130238_jorge_silva.jpg,380688.0,603609.0,0.0,0.9,5.0,10.0,4.0,20.0,0.0,0.0,1.0,13.0,0.0,62.0,10.0,1.0,16.0,470.0
Pedro Sá,Portimonense,21.0,https://static-img.zz.pt/jogadores/95/187995_20220808161152_pedro_sa_1659971512.jpg,342698.0,666952.0,1.0,0.4,4.0,22.0,3.0,33.0,0.1,0.0,2.0,11.0,1.0,81.0,3.0,0.0,1.0,740.0
João Graça,Rio-Ave,21.0,https://static-img.zz.pt/jogadores/69/160869_20220803215838_joao_graca.png,143635.0,488540.0,1.0,0.7,11.0,32.0,11.0,65.0,0.9,1.0,13.0,25.0,2.0,123.0,25.0,1.0,27.0,1152.0
Andrezinho,Santa-Clara,21.0,https://static-img.zz.pt/jogadores/18/476518_20220803225927_andrezinho.png,,1185183.0,0.0,1.1,12.0,11.0,9.0,24.0,2.0,1.0,9.0,29.0,1.0,56.0,12.0,3.0,17.0,539.0
André André,Vitoria-de-Guimaraes,21.0,https://static-img.zz.pt/jogadores/73/31173_20221117111636_andre_andre_1668683796.jpg,70967.0,164333.0,0.0,1.5,15.0,73.0,14.0,97.0,0.8,1.0,7.0,43.0,4.0,170.0,12.0,4.0,24.0,1353.0
Chiquinho,Benfica,22.0,https://static-img.zz.pt/jogadores/94/209094_20220916101750_chiquinho.jpg,361961.0,566644.0,0.0,2.1,17.0,131.0,14.0,134.0,1.2,1.0,13.0,50.0,5.0,192.0,24.0,1.0,23.0,1371.0
Pizzi,Braga,22.0,https://static-img.zz.pt/jogadores/04/51004_20230227190548_pizzi.png,81928.0,186748.0,1.0,0.9,12.0,22.0,11.0,35.0,1.1,2.0,11.0,26.0,3.0,49.0,6.0,3.0,8.0,490.0
Shaquil Delos,Estoril,22.0,https://static-img.zz.pt/jogadores/58/970358__20230116083916_shaquil_delos.jpg,455488.0,1072860.0,0.0,0.2,3.0,9.0,2.0,10.0,0.1,0.0,2.0,7.0,1.0,49.0,12.0,0.0,11.0,410.0
Luiz Carlos,Pacos-de-Ferreira,22.0,https://static-img.zz.pt/jogadores/78/112378_20220808234855_luiz_carlos.jpg,121675.0,185591.0,1.0,0.5,8.0,44.0,5.0,59.0,0.3,0.0,8.0,31.0,2.0,142.0,15.0,2.0,12.0,1136.0
Filipe Relvas,Portimonense,22.0,https://static-img.zz.pt/jogadores/89/594089_20220808161155_filipe_relvas_1659971515.jpg,422207.0,1285815.0,1.0,0.8,13.0,110.0,14.0,110.0,2.0,0.0,17.0,41.0,3.0,445.0,7.0,2.0,15.0,2867.0
Wendell,Porto,22.0,https://static-img.zz.pt/jogadores/64/274164_20220817115015_wendell.png,132273.0,487867.0,2.0,1.8,18.0,71.0,21.0,78.0,0.6,1.0,12.0,38.0,2.0,228.0,63.0,4.0,80.0,1965.0
Emmanuel Boateng,Rio-Ave,22.0,https://static-img.zz.pt/jogadores/27/415927_20220911222826_emmanuel_boateng.png,243572.0,561219.0,0.0,1.5,14.0,9.0,6.0,16.0,6.6,6.0,46.0,40.0,3.0,92.0,13.0,6.0,15.0,1862.0
Filip Stevanovic,Santa-Clara,22.0,https://static-img.zz.pt/jogadores/51/687351_20221002175845_filip_stevanovic.png,383865.0,1072997.0,1.0,0.1,3.0,0.0,0.0,4.0,0.2,0.0,4.0,4.0,1.0,12.0,2.0,1.0,3.0,151.0
Ibrahima Bamba,Vitoria-de-Guimaraes,22.0,https://static-img.zz.pt/jogadores/63/824863_20220729164830_ibrahima_bamba_1659109710.jpg,432629.0,1282446.0,0.0,0.2,4.0,51.0,1.0,48.0,0.8,0.0,15.0,17.0,2.0,442.0,7.0,0.0,5.0,2324.0
Kévin Zohi,Vizela,22.0,https://static-img.zz.pt/jogadores/32/588732_20220813001227_kevin_zohi_.png,344143.0,865040.0,3.0,1.9,15.0,15.0,10.0,32.0,2.6,2.0,26.0,31.0,4.0,92.0,10.0,6.0,23.0,900.0
Ismaila Soro,Arouca,23.0,https://static-img.zz.pt/jogadores/38/535738_20220806113105_ismaila_soro.png,397094.0,896481.0,0.0,0.9,8.0,47.0,2.0,58.0,0.1,0.0,4.0,20.0,0.0,233.0,11.0,0.0,7.0,1521.0
Mihailo Ristic,Benfica,23.0,https://static-img.zz.pt/jogadores/82/414482_20220916101642_mihailo_ristic.jpg,244778.0,588562.0,1.0,0.6,3.0,3.0,3.0,4.0,0.2,1.0,4.0,4.0,1.0,16.0,8.0,1.0,10.0,117.0
Vincent Sasso,Boavista,23.0,https://static-img.zz.pt/jogadores/73/81373_20220819203732_vincent_sasso.png,120590.0,210443.0,0.0,0.0,2.0,27.0,0.0,36.0,1.8,4.0,12.0,14.0,1.0,271.0,5.0,0.0,3.0,1971.0
Simon Banza,Braga,23.0,https://static-img.zz.pt/jogadores/56/473356_20220803192719_simon_banza.jpg,300483.0,696932.0,2.0,1.2,15.0,13.0,6.0,21.0,8.5,11.0,47.0,35.0,5.0,87.0,11.0,10.0,20.0,1449.0
Léo Natel,Casa-Pia,23.0,https://static-img.zz.pt/jogadores/98/440498_20220913170738_leo_natel.png,338724.0,844434.0,0.0,0.1,2.0,2.0,0.0,3.0,0.3,0.0,3.0,3.0,0.0,4.0,2.0,2.0,4.0,57.0
Héctor Hernández,Chaves,23.0,https://static-img.zz.pt/jogadores/93/355293_20220812232507_hector_hernandez.png,141293.0,575229.0,0.0,0.3,8.0,22.0,0.0,24.0,5.9,7.0,40.0,15.0,1.0,65.0,7.0,4.0,9.0,1480.0
Pedro Álvaro,Estoril,23.0,https://static-img.zz.pt/jogadores/35/372435_20220803214825_pedro_alvaro.png,436897.0,822258.0,0.0,0.3,5.0,64.0,3.0,81.0,0.9,1.0,11.0,17.0,0.0,307.0,10.0,4.0,14.0,2577.0
Alex Dobre,Famalicao,23.0,https://static-img.zz.pt/jogadores/18/526018_20230109232457_alex_dobre.png,362805.0,790727.0,3.0,1.9,18.0,7.0,10.0,14.0,3.0,2.0,25.0,35.0,6.0,90.0,16.0,10.0,33.0,939.0
Bruno Xadas,Maritimo,23.0,https://static-img.zz.pt/jogadores/48/422048_20220810203937_bruno_xadas.png,335707.0,737814.0,6.0,7.7,62.0,108.0,27.0,143.0,4.2,3.0,74.0,119.0,8.0,228.0,45.0,8.0,46.0,2369.0
Erick Ferigra,Pacos-de-Ferreira,23.0,https://static-img.zz.pt/jogadores/08/548908_20220909143521_erick_ferigra.jpg,356753.0,937502.0,0.0,0.0,2.0,27.0,1.0,24.0,0.3,0.0,3.0,6.0,2.0,145.0,2.0,0.0,0.0,1158.0
Park Ji-soo,Portimonense,23.0,https://static-img.zz.pt/jogadores/20/983920__20230222074921_park_ji_soo.jpg,373777.0,468826.0,1.0,0.6,2.0,28.0,2.0,33.0,0.1,0.0,2.0,10.0,1.0,166.0,4.0,0.0,2.0,1200.0
João Mário,Porto,23.0,https://static-img.zz.pt/jogadores/83/421283_20220817115005_joao_mario.png,395173.0,958421.0,4.0,3.1,23.0,29.0,23.0,49.0,0.7,1.0,11.0,45.0,6.0,121.0,28.0,14.0,47.0,1190.0
Josué Sá,Rio-Ave,23.0,https://static-img.zz.pt/jogadores/30/56530_20220918011904_josue_sa.png,96243.0,242872.0,1.0,0.4,6.0,70.0,0.0,68.0,0.1,0.0,1.0,16.0,1.0,195.0,17.0,0.0,22.0,1348.0
