name,team,shirtNo,photo,playerId,fotmob_player_id,Assists,xA,key_passes,final_third_passes,penalty_box_passes,prog_passes,xG,Goals,Shots,SCA,GCA,defensive_actions,final_third_entries,penalty_box_entries,prog_carries,minutes
Allano,Santa-Clara,7.0,https://static-img.zz.pt/jogadores/30/396230_20220803225817_allano.png,281935.0,646517.0,0.0,0.9,11.0,32.0,15.0,41.0,1.5,1.0,10.0,25.0,0.0,123.0,34.0,9.0,37.0,1132.0
Rúben Lameiras,Vitoria-de-Guimaraes,7.0,https://static-img.zz.pt/jogadores/66/275666_20220729164523_ruben_lameiras_1659109523.jpg,276037.0,627599.0,2.0,1.8,22.0,30.0,24.0,50.0,2.2,1.0,32.0,46.0,3.0,79.0,28.0,18.0,49.0,1131.0
Arsénio Nunes,Arouca,8.0,https://static-img.zz.pt/jogadores/13/98013_20220806113336_arsenio_nunes.png,96271.0,242904.0,2.0,2.2,17.0,13.0,10.0,31.0,0.6,0.0,10.0,31.0,2.0,77.0,15.0,6.0,26.0,975.0
Fredrik Aursnes,Benfica,8.0,https://static-img.zz.pt/jogadores/99/256199_20220916101715_fredrik_aursnes.jpg,303544.0,310768.0,4.0,3.1,27.0,161.0,34.0,202.0,4.2,2.0,22.0,75.0,9.0,262.0,39.0,7.0,48.0,2155.0
Bruno Lourenço,Boavista,8.0,https://static-img.zz.pt/jogadores/10/164910_20220819203831_bruno_lourenco.png,374830.0,1052464.0,1.0,2.7,29.0,52.0,14.0,83.0,3.3,4.0,27.0,57.0,5.0,178.0,26.0,6.0,30.0,1880.0
Al Musrati,Braga,8.0,https://static-img.zz.pt/jogadores/81/391681_20220803190842_al_musrati.jpg,381792.0,649945.0,2.0,2.9,22.0,174.0,12.0,193.0,1.5,3.0,27.0,51.0,5.0,399.0,21.0,0.0,12.0,2309.0
Ângelo Neto,Casa-Pia,8.0,https://static-img.zz.pt/jogadores/07/138107_20220913171048_angelo_neto.png,322631.0,304615.0,2.0,1.9,24.0,65.0,11.0,89.0,0.7,2.0,14.0,48.0,3.0,231.0,18.0,2.0,25.0,1534.0
João Mendes,Chaves,8.0,https://static-img.zz.pt/jogadores/95/209495_20220812232010_joao_mendes.png,362386.0,874318.0,1.0,2.8,41.0,104.0,25.0,165.0,4.5,2.0,45.0,103.0,6.0,219.0,36.0,6.0,58.0,2335.0
André Simões,Famalicao,8.0,https://static-img.zz.pt/jogadores/11/98011_20220803213144_andre_simoes.png,57579.0,97509.0,0.0,0.0,1.0,8.0,0.0,12.0,0.4,0.0,4.0,5.0,0.0,35.0,4.0,0.0,5.0,175.0
Giorgi Aburjania,Gil-Vicente,8.0,https://static-img.zz.pt/jogadores/00/205400_20220803185305_giorgi_aburjania.png,144360.0,463963.0,1.0,1.5,17.0,102.0,16.0,113.0,0.5,0.0,13.0,40.0,1.0,192.0,30.0,3.0,33.0,1608.0
Val Soares ,Maritimo,8.0,https://static-img.zz.pt/jogadores/02/547802_20230122195032_val_soares_.png,436558.0,845987.0,0.0,1.1,15.0,106.0,11.0,99.0,0.6,1.0,19.0,44.0,0.0,177.0,14.0,0.0,14.0,1216.0
Maurício,Portimonense,8.0,https://static-img.zz.pt/jogadores/23/983923__20230222074922_mauricio.jpg,36375.0,114860.0,1.0,0.3,5.0,15.0,4.0,21.0,1.0,1.0,9.0,13.0,1.0,66.0,7.0,0.0,2.0,582.0
Maurício,Portimonense,8.0,https://static-img.zz.pt/jogadores/23/983923__20230222074922_mauricio.jpg,36375.0,114860.0,0.0,0.2,6.0,41.0,4.0,51.0,0.6,3.0,8.0,21.0,1.0,149.0,6.0,0.0,2.0,993.0
Matheus Uribe,Porto,8.0,https://static-img.zz.pt/jogadores/65/252065_20220817115208_matheus_uribe.png,114301.0,320618.0,0.0,1.2,18.0,182.0,27.0,221.0,4.7,4.0,29.0,62.0,8.0,461.0,26.0,4.0,16.0,2455.0
Vítor Gomes,Rio-Ave,8.0,https://static-img.zz.pt/jogadores/06/25606_vitor_gomes.jpg,121776.0,112397.0,1.0,0.7,7.0,49.0,5.0,63.0,0.7,0.0,4.0,19.0,2.0,97.0,4.0,0.0,5.0,760.0
Tomás Händel,Vitoria-de-Guimaraes,8.0,https://static-img.zz.pt/jogadores/98/419398_20220729164523_tomas_handel_1659109523.jpg,422205.0,1125750.0,1.0,0.1,3.0,21.0,0.0,20.0,0.6,1.0,5.0,13.0,1.0,67.0,1.0,1.0,7.0,433.0
Raphael Guzzo,Vizela,8.0,https://static-img.zz.pt/jogadores/20/143920_20220813000424_raphael_guzzo.png,143050.0,500934.0,3.0,2.5,23.0,120.0,20.0,148.0,2.9,2.0,25.0,46.0,4.0,332.0,15.0,5.0,27.0,2355.0
Bruno Marques,Arouca,9.0,https://static-img.zz.pt/jogadores/36/628336_20220806113740_bruno_marques.png,406253.0,1206580.0,0.0,0.1,2.0,2.0,0.0,4.0,1.3,1.0,14.0,7.0,0.0,28.0,5.0,2.0,5.0,225.0
Róbert Bozeník,Boavista,9.0,https://static-img.zz.pt/jogadores/13/611213_20220817190828_robert_bozenik.jpg,376967.0,922622.0,1.0,0.4,12.0,7.0,1.0,13.0,3.4,4.0,35.0,27.0,3.0,34.0,5.0,6.0,9.0,969.0
Abel Ruiz,Braga,9.0,https://static-img.zz.pt/jogadores/29/511829_20220803192312_abel_ruiz.jpg,372828.0,748380.0,6.0,3.2,31.0,6.0,15.0,28.0,7.6,8.0,50.0,64.0,14.0,101.0,24.0,30.0,51.0,2074.0
Alejandro Marqués,Estoril,9.0,https://static-img.zz.pt/jogadores/22/584222_20220803214308_alejandro_marques.png,411017.0,929835.0,0.0,0.0,1.0,4.0,0.0,8.0,2.2,3.0,10.0,7.0,1.0,34.0,5.0,1.0,2.0,655.0
Leandro Sanca,Famalicao,9.0,https://static-img.zz.pt/jogadores/83/520183_20230210135459_leandro_sanca.png,395939.0,1165261.0,0.0,1.3,12.0,5.0,8.0,15.0,2.8,2.0,10.0,22.0,2.0,36.0,7.0,5.0,9.0,772.0
Leandro Sanca,Famalicao,9.0,https://static-img.zz.pt/jogadores/83/520183_20230210135459_leandro_sanca.png,395939.0,1165261.0,0.0,1.3,7.0,4.0,7.0,10.0,0.7,2.0,16.0,16.0,1.0,70.0,6.0,2.0,6.0,443.0
Fran Navarro,Gil-Vicente,9.0,https://static-img.zz.pt/jogadores/86/458086_20220803185535_fran_navarro.png,369398.0,671855.0,3.0,1.7,15.0,14.0,3.0,30.0,20.8,17.0,89.0,51.0,9.0,108.0,15.0,11.0,19.0,3031.0
Pablo Moreno,Maritimo,9.0,https://static-img.zz.pt/jogadores/98/486598_20220810205045_pablo_moreno.png,371582.0,1031050.0,2.0,1.2,15.0,8.0,3.0,18.0,0.5,0.0,8.0,27.0,6.0,57.0,20.0,3.0,23.0,891.0
Uilton Silva,Pacos-de-Ferreira,9.0,https://static-img.zz.pt/jogadores/80/267280_20220808234801_uilton_silva.jpg,380685.0,952234.0,1.0,2.3,18.0,15.0,16.0,32.0,1.5,1.0,18.0,37.0,2.0,124.0,21.0,5.0,40.0,1378.0
Mehdi Taremi,Porto,9.0,https://static-img.zz.pt/jogadores/31/408631_20220817115419_mehdi_taremi.png,358801.0,619506.0,7.0,6.4,46.0,52.0,32.0,87.0,20.0,22.0,88.0,92.0,18.0,149.0,43.0,29.0,65.0,2610.0
Leonardo Ruiz,Rio-Ave,9.0,https://static-img.zz.pt/jogadores/92/414392_20220813004714_leonardo_ruiz.png,342704.0,643447.0,0.0,0.4,8.0,12.0,2.0,18.0,2.0,4.0,22.0,20.0,1.0,48.0,7.0,1.0,8.0,929.0
Kyosuke Tagawa,Santa-Clara,9.0,https://static-img.zz.pt/jogadores/39/536739_20220803230134_kyosuke_tagawa.png,431984.0,802134.0,1.0,1.4,8.0,6.0,2.0,7.0,1.6,2.0,13.0,18.0,1.0,45.0,5.0,4.0,7.0,1192.0
Alisson Safira,Vitoria-de-Guimaraes,9.0,https://static-img.zz.pt/jogadores/57/494657_20221117111636_alisson_safira_1668683796.jpg,383185.0,793924.0,1.0,0.5,6.0,10.0,0.0,9.0,2.6,5.0,24.0,20.0,3.0,43.0,5.0,2.0,6.0,815.0
Milutin Osmajic,Vizela,9.0,https://static-img.zz.pt/jogadores/06/597106_20220813002907_milutin_osmajic.png,422766.0,936603.0,0.0,1.5,14.0,10.0,7.0,20.0,9.1,8.0,46.0,42.0,4.0,70.0,17.0,15.0,27.0,2041.0
Alan Ruiz,Arouca,10.0,https://static-img.zz.pt/jogadores/24/199524_20220806112631_alan_ruiz.png,125452.0,263707.0,2.0,4.4,39.0,126.0,29.0,174.0,2.8,3.0,67.0,86.0,8.0,224.0,45.0,4.0,39.0,2490.0
Miguel Reisinho,Boavista,10.0,https://static-img.zz.pt/jogadores/17/823917__20210920194041_miguel_reisinho.png,389065.0,872405.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,20.0
André Horta,Braga,10.0,https://static-img.zz.pt/jogadores/60/84960_20220803190732_andre_horta.jpg,322689.0,605507.0,4.0,2.9,37.0,178.0,33.0,196.0,1.9,1.0,40.0,109.0,12.0,241.0,59.0,8.0,66.0,2075.0
Diogo Pinto,Casa-Pia,10.0,https://static-img.zz.pt/jogadores/83/75383_20220913170342_diogo_pinto.png,444769.0,1080682.0,2.0,0.4,7.0,12.0,2.0,15.0,0.7,0.0,4.0,16.0,3.0,37.0,5.0,0.0,4.0,459.0
João Teixeira,Chaves,10.0,https://static-img.zz.pt/jogadores/47/74947_20220812232050_joao_teixeira.png,255627.0,488140.0,4.0,4.4,64.0,163.0,39.0,214.0,6.7,5.0,75.0,145.0,7.0,311.0,72.0,11.0,75.0,2733.0
Francisco Geraldes,Estoril,10.0,https://static-img.zz.pt/jogadores/19/80619_20220803214706_francisco_geraldes.png,142746.0,522640.0,4.0,2.0,37.0,79.0,21.0,103.0,5.4,4.0,35.0,84.0,8.0,186.0,44.0,2.0,39.0,1829.0
Iván Jaime,Famalicao,10.0,https://static-img.zz.pt/jogadores/53/657353_20220803213155_ivan_jaime.png,402892.0,1009832.0,3.0,3.0,33.0,48.0,23.0,100.0,5.8,9.0,71.0,96.0,7.0,144.0,45.0,15.0,72.0,1869.0
Kanya Fujimoto,Gil-Vicente,10.0,https://static-img.zz.pt/jogadores/90/624590_20220803185223_kanya_fujimoto.png,402797.0,924315.0,3.0,4.2,51.0,97.0,36.0,139.0,1.6,0.0,24.0,91.0,3.0,186.0,29.0,13.0,46.0,2619.0
Stefano Beltrame,Maritimo,10.0,https://static-img.zz.pt/jogadores/26/194126_20220810203719_stefano_beltrame.png,123359.0,421148.0,0.0,0.8,17.0,29.0,6.0,49.0,0.5,0.0,17.0,41.0,1.0,101.0,16.0,4.0,15.0,1056.0
Nico Gaitán,Pacos-de-Ferreira,10.0,https://static-img.zz.pt/jogadores/66/67466_20220808235109_nico_gaitan.jpg,70735.0,164031.0,3.0,3.4,43.0,59.0,31.0,81.0,3.3,3.0,36.0,75.0,6.0,146.0,38.0,3.0,32.0,1794.0
Amine Oudrhiri,Rio-Ave,10.0,https://static-img.zz.pt/jogadores/05/280505_20220803215749_amine_oudrhiri.png,149468.0,492157.0,0.0,0.1,6.0,40.0,1.0,47.0,0.1,0.0,2.0,14.0,1.0,81.0,7.0,0.0,12.0,781.0
Ricardinho,Santa-Clara,10.0,https://static-img.zz.pt/jogadores/22/284422_20220803230007_ricardinho.png,422200.0,1195451.0,3.0,2.3,21.0,33.0,22.0,60.0,1.3,0.0,20.0,52.0,9.0,169.0,31.0,11.0,45.0,1803.0
Marcus Edwards,Sporting,10.0,https://static-img.zz.pt/jogadores/96/429596_20220907200635_marcus_edwards.png,279177.0,637744.0,5.0,8.0,56.0,60.0,51.0,141.0,6.5,7.0,52.0,127.0,18.0,131.0,75.0,51.0,110.0,2252.0
Tiago Silva,Vitoria-de-Guimaraes,10.0,https://static-img.zz.pt/jogadores/09/143909_20220729164522_tiago_silva_1659109522.jpg,135638.0,422812.0,1.0,2.7,36.0,125.0,15.0,160.0,4.2,5.0,25.0,69.0,5.0,260.0,22.0,3.0,21.0,2097.0
Kiko Bondoso,Vizela,10.0,https://static-img.zz.pt/jogadores/64/370064_20220813001134_kiko_bondoso.png,421843.0,1150871.0,3.0,4.5,50.0,76.0,37.0,117.0,3.1,2.0,34.0,95.0,7.0,237.0,52.0,20.0,73.0,2842.0
Antony Alves,Arouca,11.0,https://static-img.zz.pt/jogadores/91/652791_20220806113657_antony_alves.png,428999.0,1248736.0,1.0,2.6,29.0,31.0,16.0,57.0,9.0,6.0,52.0,65.0,9.0,263.0,50.0,16.0,52.0,2375.0
Yusupha Njie,Boavista,11.0,https://static-img.zz.pt/jogadores/73/919073__20220805143311_yusupha_njie.png,342705.0,618933.0,2.0,2.0,18.0,23.0,15.0,45.0,13.1,13.0,71.0,47.0,3.0,134.0,18.0,14.0,36.0,2124.0
Rafael Martins,Casa-Pia,11.0,https://static-img.zz.pt/jogadores/33/152533_20220913170358_rafael_martins.png,135347.0,211118.0,1.0,0.8,12.0,22.0,1.0,24.0,5.0,6.0,37.0,27.0,3.0,89.0,9.0,3.0,13.0,1431.0
Cassiano,Estoril,11.0,https://static-img.zz.pt/jogadores/51/976651__20230131161051_cassiano.jpg,119543.0,387525.0,0.0,0.2,4.0,2.0,2.0,8.0,2.7,2.0,13.0,9.0,0.0,48.0,4.0,2.0,7.0,898.0
Dele Yusuf ,Estoril,11.0,https://static-img.zz.pt/jogadores/68/970368__20230116084807_dele_yusuf.jpg,119543.0,387525.0,0.0,0.2,4.0,2.0,2.0,8.0,2.7,2.0,13.0,9.0,0.0,48.0,4.0,2.0,7.0,898.0
Pedro Brazão,Famalicao,11.0,https://static-img.zz.pt/jogadores/51/632951_20211006171737_pedro_brazao.png,373108.0,1042074.0,0.0,0.4,4.0,9.0,7.0,18.0,0.2,0.0,7.0,15.0,0.0,33.0,9.0,3.0,8.0,304.0
Marlon Douglas,Gil-Vicente,11.0,https://static-img.zz.pt/jogadores/04/447604_20230227191247_marlon_douglas.png,367012.0,989457.0,0.0,0.4,6.0,4.0,6.0,17.0,1.0,0.0,7.0,10.0,0.0,41.0,10.0,1.0,12.0,375.0
Marlon Douglas,Gil-Vicente,11.0,https://static-img.zz.pt/jogadores/04/447604_20230227191247_marlon_douglas.png,367012.0,989457.0,0.0,0.0,0.0,2.0,0.0,5.0,0.1,0.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,33.0
Jesús Ramírez,Maritimo,11.0,https://static-img.zz.pt/jogadores/36/503436_20220810204911_jesus_ramirez.png,444682.0,1075457.0,0.0,0.1,3.0,4.0,2.0,7.0,1.8,1.0,21.0,12.0,0.0,33.0,7.0,5.0,7.0,583.0
Fábio Gomes,Pacos-de-Ferreira,11.0,https://static-img.zz.pt/jogadores/88/456188_20230214184054_fabio_gomes.png,413728.0,1033153.0,0.0,0.1,3.0,4.0,1.0,6.0,0.5,0.0,5.0,3.0,0.0,28.0,4.0,7.0,8.0,273.0
Fábio Gomes,Pacos-de-Ferreira,11.0,https://static-img.zz.pt/jogadores/88/456188_20230214184054_fabio_gomes.png,413728.0,1033153.0,1.0,0.4,4.0,2.0,1.0,6.0,1.2,0.0,8.0,6.0,0.0,18.0,4.0,3.0,4.0,271.0
Anderson Oliveira,Portimonense,11.0,https://static-img.zz.pt/jogadores/51/560651_20220808160213_anderson_oliveira_1659970933.jpg,383619.0,1047931.0,0.0,1.0,8.0,10.0,6.0,16.0,0.5,0.0,9.0,19.0,0.0,31.0,12.0,2.0,11.0,376.0
Pepê,Porto,11.0,https://static-img.zz.pt/jogadores/58/474258_20220817115427_pepe.png,338791.0,850356.0,7.0,4.5,36.0,93.0,40.0,136.0,5.1,4.0,34.0,94.0,16.0,329.0,77.0,28.0,101.0,2642.0
Bruno Ventura,Rio-Ave,11.0,https://static-img.zz.pt/jogadores/73/166273_20220803220209_bruno_ventura.png,447218.0,1355755.0,0.0,0.0,1.0,2.0,1.0,2.0,0.1,0.0,2.0,4.0,0.0,3.0,5.0,0.0,2.0,96.0
João Costinha,Santa-Clara,11.0,https://static-img.zz.pt/jogadores/53/74753_20220728173241_joao_costinha.png,322764.0,362661.0,0.0,0.4,7.0,17.0,4.0,22.0,0.8,0.0,14.0,18.0,1.0,56.0,9.0,3.0,7.0,676.0
Nuno Santos,Sporting,11.0,https://static-img.zz.pt/jogadores/73/160873_20220907200736_nuno_santos.png,296364.0,554283.0,5.0,7.5,53.0,75.0,51.0,143.0,4.7,8.0,50.0,91.0,7.0,219.0,61.0,28.0,93.0,2267.0
Jota Silva,Vitoria-de-Guimaraes,11.0,https://static-img.zz.pt/jogadores/62/564162_20220729164828_jota_silva_1659109708.jpg,444826.0,1114798.0,2.0,2.3,25.0,15.0,14.0,31.0,4.3,2.0,42.0,45.0,5.0,183.0,45.0,20.0,55.0,1599.0
Alexander Schmidt,Vizela,11.0,https://static-img.zz.pt/jogadores/21/491421_20230227190730_alexander_schmidt.png,320157.0,768375.0,0.0,0.7,5.0,5.0,3.0,7.0,1.3,0.0,14.0,11.0,0.0,22.0,5.0,1.0,1.0,321.0
de Arruabarrena,Arouca,12.0,https://static-img.zz.pt/jogadores/35/456135_20220806110915_de_arruabarrena.png,444506.0,,1.0,0.4,3.0,16.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,44.0,0.0,0.0,0.0,2699.0
César,Boavista,12.0,https://static-img.zz.pt/jogadores/60/132360_20220819203618_cesar.png,101341.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,450.0
Tiago Sá,Braga,12.0,https://static-img.zz.pt/jogadores/98/167098_20220803190203_tiago_sa.jpg,143021.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,167.0
Duplexe Tchamba,Casa-Pia,12.0,https://static-img.zz.pt/jogadores/37/637237_20220913170751_duplexe_tchamba.png,,834641.0,0.0,0.0,1.0,10.0,1.0,16.0,0.2,0.0,5.0,3.0,0.0,66.0,1.0,0.0,4.0,388.0
Sandro Cruz,Chaves,12.0,https://static-img.zz.pt/jogadores/79/423979_20220812233019_sandro_cruz.png,437686.0,1045565.0,1.0,0.2,3.0,17.0,4.0,22.0,0.8,0.0,3.0,13.0,3.0,86.0,5.0,1.0,8.0,532.0
Gustavo Assunção,Famalicao,12.0,https://static-img.zz.pt/jogadores/95/518495_20220803213125_gustavo_assuncao.png,372842.0,1039551.0,1.0,0.8,8.0,36.0,3.0,42.0,0.1,1.0,3.0,15.0,1.0,139.0,10.0,1.0,14.0,954.0
Brian Araújo,Gil-Vicente,12.0,https://static-img.zz.pt/jogadores/46/474446_20220803183758_brian_araujo.png,408589.0,,,,,,,,,,,,,,,,,
Edgar Costa,Maritimo,12.0,https://static-img.zz.pt/jogadores/09/110909_20220810204607_edgar_costa.png,121726.0,184590.0,1.0,1.6,10.0,25.0,4.0,32.0,1.0,0.0,11.0,17.0,3.0,49.0,6.0,0.0,7.0,475.0
Zaidu Sanusi,Porto,12.0,https://static-img.zz.pt/jogadores/53/526053_20220817115014_zaidu_sanusi.png,381717.0,1079056.0,0.0,1.2,12.0,22.0,14.0,52.0,0.3,0.0,6.0,23.0,0.0,124.0,21.0,2.0,27.0,1049.0
Gabriel Batista,Santa-Clara,12.0,https://static-img.zz.pt/jogadores/34/484834_20221008152529_gabriel_batista.jpg,337629.0,,0.0,0.1,1.0,28.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,47.0,0.0,0.0,0.0,2340.0
Franco Israel,Sporting,12.0,https://static-img.zz.pt/jogadores/67/556067_20220907200202_franco_israel.png,406957.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,270.0
João Basso,Arouca,13.0,https://static-img.zz.pt/jogadores/50/491950_20220806111926_joao_basso.png,326486.0,793033.0,1.0,0.5,5.0,78.0,4.0,81.0,3.6,3.0,11.0,21.0,1.0,490.0,7.0,0.0,9.0,2845.0
Masaki Watai,Boavista,13.0,https://static-img.zz.pt/jogadores/31/624731_20220817195852_masaki_watai.jpg,446996.0,924305.0,1.0,1.0,11.0,10.0,11.0,26.0,0.3,1.0,4.0,19.0,2.0,37.0,5.0,2.0,13.0,519.0
Vasco Fernandes,Casa-Pia,13.0,https://static-img.zz.pt/jogadores/60/8760_20220913171132_vasco_fernandes.png,120734.0,102626.0,0.0,0.4,6.0,58.0,2.0,52.0,0.5,0.0,5.0,20.0,0.0,359.0,2.0,1.0,4.0,2471.0
Pedro Silva,Estoril,13.0,https://static-img.zz.pt/jogadores/29/970329__20230116083258_pedro_silva.png,361808.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,203.0
Otávio,Famalicao,13.0,https://static-img.zz.pt/jogadores/56/687156_20230210135354_otavio.png,402207.0,,0.0,0.1,3.0,22.0,1.0,21.0,0.4,0.0,7.0,10.0,1.0,105.0,0.0,0.0,2.0,707.0
Gabriel Pereira,Gil-Vicente,13.0,https://static-img.zz.pt/jogadores/08/693308_20230227190920_gabriel_pereira.png,,1288187.0,0.0,0.3,1.0,12.0,1.0,10.0,0.1,0.0,2.0,5.0,1.0,73.0,1.0,0.0,0.0,415.0
Wenderson Galeno,Porto,13.0,https://static-img.zz.pt/jogadores/90/505790_20220817115429_wenderson_galeno.png,347204.0,776972.0,3.0,4.7,42.0,16.0,40.0,54.0,9.2,8.0,71.0,105.0,12.0,208.0,61.0,63.0,128.0,1998.0
Diogo Calila,Santa-Clara,13.0,https://static-img.zz.pt/jogadores/03/164903_20221002175242_diogo_calila.png,369083.0,1014983.0,0.0,0.2,3.0,13.0,2.0,14.0,0.1,0.0,2.0,6.0,0.0,89.0,16.0,1.0,18.0,652.0
Luís Neto,Sporting,13.0,https://static-img.zz.pt/jogadores/25/28825_20220907200353_luis_neto.png,70953.0,164319.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,1.0,1.0,0.0,34.0,1.0,0.0,3.0,274.0
André Amaro,Vitoria-de-Guimaraes,13.0,https://static-img.zz.pt/jogadores/70/602170_20220729164828_andre_amaro_1659109708.jpg,408432.0,1218555.0,1.0,0.2,5.0,61.0,2.0,77.0,1.9,1.0,13.0,18.0,2.0,372.0,14.0,0.0,22.0,2361.0
Luiz Felipe,Vizela,13.0,https://static-img.zz.pt/jogadores/11/632611_20220813002620_luiz_felipe.png,422229.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0
Uri Busquets ,Arouca,14.0,https://static-img.zz.pt/jogadores/62/478262_20220806112513_uri_busquets_.png,347640.0,873294.0,0.0,0.1,5.0,49.0,4.0,38.0,0.1,0.0,2.0,20.0,1.0,158.0,11.0,0.0,2.0,1160.0
Álvaro Djaló,Braga,14.0,https://static-img.zz.pt/jogadores/01/585801_20220803192341_alvaro_djalo.jpg,444806.0,1355668.0,4.0,2.0,15.0,15.0,10.0,22.0,1.7,2.0,28.0,33.0,6.0,88.0,17.0,15.0,28.0,638.0
Takahiro Kunimoto,Casa-Pia,14.0,https://static-img.zz.pt/jogadores/58/385758_20220913170034_takahiro_kunimoto.png,444767.0,648371.0,2.0,2.1,24.0,43.0,8.0,58.0,1.2,1.0,15.0,44.0,5.0,120.0,15.0,3.0,16.0,1269.0
Sidy Sarr,Chaves,14.0,https://static-img.zz.pt/jogadores/01/462101_20220916080558_sidy_sarr.png,381662.0,643664.0,0.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,0.0,1.0,118.0
Junior Kadile,Famalicao,14.0,https://static-img.zz.pt/jogadores/11/754011_20220803213418_junior_kadile.png,432217.0,1334534.0,0.0,0.5,6.0,6.0,6.0,11.0,1.5,1.0,17.0,15.0,2.0,64.0,22.0,8.0,33.0,662.0
Roan Wilson ,Gil-Vicente,14.0,https://static-img.zz.pt/jogadores/58/987358_20230227190955_roan_wilson_.jpg,457068.0,1084254.0,0.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,2.0,117.0
Moustapha Seck,Portimonense,14.0,https://static-img.zz.pt/jogadores/84/364884_20220808161153_moustapha_seck_1659971513.jpg,297006.0,662588.0,1.0,2.6,20.0,45.0,24.0,62.0,0.5,0.0,13.0,49.0,3.0,275.0,44.0,4.0,54.0,2243.0
Cláudio Ramos,Porto,14.0,https://static-img.zz.pt/jogadores/26/97926_20220817114953_claudio_ramos.png,322683.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,90.0
Joca,Rio-Ave,14.0,https://static-img.zz.pt/jogadores/47/74647_20220803215847_joca.png,315474.0,566470.0,1.0,0.2,2.0,7.0,5.0,19.0,0.3,0.0,8.0,8.0,1.0,30.0,12.0,2.0,8.0,416.0
Bruno Varela,Vitoria-de-Guimaraes,14.0,https://static-img.zz.pt/jogadores/38/74938_20220729164522_bruno_varela_1659109522.jpg,107158.0,,1.0,0.9,2.0,14.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,53.0,0.0,0.0,0.0,2430.0
Igor Julião,Vizela,14.0,https://static-img.zz.pt/jogadores/27/264027_20220813002655_igor_juliao_.png,118380.0,363485.0,1.0,0.8,13.0,37.0,13.0,44.0,0.3,1.0,7.0,22.0,1.0,194.0,27.0,1.0,28.0,1614.0
Oday Dabbagh,Arouca,15.0,https://static-img.zz.pt/jogadores/14/560114_20220515210637_oday_dabbagh.jpg,423912.0,855623.0,0.0,1.0,10.0,7.0,5.0,16.0,5.7,7.0,23.0,28.0,2.0,45.0,7.0,8.0,16.0,915.0
Gonçalo Guedes,Benfica,15.0,https://static-img.zz.pt/jogadores/80/977380__20230202130924_goncalo_guedes.png,247995.0,536455.0,1.0,1.3,9.0,3.0,11.0,20.0,0.9,1.0,15.0,20.0,4.0,32.0,7.0,8.0,21.0,409.0
Paulo Oliveira,Braga,15.0,https://static-img.zz.pt/jogadores/11/950211__20221027122227_paulo_oliveira.jpg,83475.0,193927.0,0.0,0.2,1.0,46.0,0.0,47.0,0.3,0.0,4.0,6.0,0.0,244.0,4.0,0.0,2.0,1479.0
Fernando Varela,Casa-Pia,15.0,https://static-img.zz.pt/jogadores/45/76645_20220913170520_fernando_varela.png,136355.0,163665.0,0.0,0.2,2.0,56.0,4.0,49.0,1.6,1.0,15.0,15.0,1.0,290.0,6.0,0.0,8.0,2030.0
Riccieli,Famalicao,15.0,https://static-img.zz.pt/jogadores/35/487235_20220803213603_riccieli.png,380619.0,1033147.0,0.0,0.7,5.0,27.0,2.0,45.0,0.5,0.0,12.0,14.0,2.0,374.0,2.0,1.0,4.0,2586.0
Carraça,Gil-Vicente,15.0,https://static-img.zz.pt/jogadores/97/220497_20220803184442_carraca.png,322735.0,569037.0,2.0,2.6,29.0,67.0,20.0,91.0,0.5,0.0,19.0,71.0,4.0,216.0,18.0,1.0,29.0,1856.0
Renê Santos,Maritimo,15.0,https://static-img.zz.pt/jogadores/68/146368_20230214183732_rene_santos.png,300848.0,312199.0,1.0,0.5,6.0,31.0,0.0,31.0,0.5,1.0,7.0,11.0,0.0,172.0,3.0,0.0,1.0,1091.0
Juan Delgado,Pacos-de-Ferreira,15.0,https://static-img.zz.pt/jogadores/12/245612_20220808234709_juan_delgado.jpg,110341.0,304625.0,1.0,3.4,28.0,94.0,41.0,120.0,0.7,0.0,14.0,74.0,7.0,324.0,55.0,8.0,101.0,2690.0
