id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2478998661.0,2.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2478998649.0,2.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2479059303.0,972.0,0.0,0.0,299,0.0,0.0,3.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2479059363.0,677.0,0.0,0.0,2008,0.0,0.0,3.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2478957599.0,1.0,0.0,0.0,299,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'PlayerPosition', 'InvolvedPlayers', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2478959579.0,1.0,0.0,0.0,2008,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Benfica,Chaves,
2478998683.0,3.0,0.0,0.0,299,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,395802.0,33.39,26.248,,,,,,,,,,,,False,Benfica,Chaves,-0.005571519999999998
2478998703.0,4.0,0.0,2.0,299,32.34,24.344,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 30, 36, 38, 216, 218]",True,443613.0,39.480000000000004,8.024000000000001,,,,,,,,,,,,False,Benfica,Chaves,0.00015804999999999986
2478998729.0,5.0,0.0,5.0,299,39.9,9.452000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,401520.0,27.51,21.352,,,,,,,,,,,,False,Benfica,Chaves,-0.0010425699999999996
2478998765.0,6.0,0.0,9.0,299,27.825000000000003,25.228,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,443613.0,27.195,43.656000000000006,,,,,,,,,,,,False,Benfica,Chaves,0.0
2478998809.0,7.0,0.0,12.0,299,28.980000000000004,46.24,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,41.37,65.212,,,,,,,,,,,,False,Benfica,Chaves,0.00015804999999999986
2478998873.0,8.0,0.0,15.0,299,29.925,55.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Longball', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[91, 117, 127, 35, 38, 215, 218]",True,107252.0,10.290000000000001,23.323999999999998,,,,,,,,,,,,False,Benfica,Chaves,-0.0008174500000000008
2478998893.0,9.0,0.0,21.0,299,17.85,21.896000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 127, 36, 37, 215, 218]",True,443613.0,30.450000000000003,58.888,,,,,,,,,,,,False,Benfica,Chaves,-0.0002364500000000009
