id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2352510103.0,7.0,0.0,8.0,1463.0,13.545000000000003,17.476,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,360107.0,20.055000000000003,36.856,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0003880399999999992
2352510123.0,8.0,0.0,11.0,1463.0,18.795,40.324,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,342696.0,26.25,62.016000000000005,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.00171695
2352510133.0,9.0,0.0,14.0,1463.0,26.25,62.016000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Length']","[90, 117, 119, 28, 35, 37, 215, 217]",True,373033.0,40.95000000000001,58.68400000000001,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0036986500000000012
2352510179.0,3.0,0.0,15.0,292.0,58.38,6.0520000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,322735.0,,,,,,,,,,,,17.0,Carraça,,Portimonense,Belenenses SAD,
2352555707.0,400.0,0.0,15.0,292.0,56.38500000000001,14.756,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle']","[90, 118, 116, 29, 35, 37, 215, 217]",True,292068.0,59.430000000000014,5.508,,,,,,,,,,21.0,Cafu,False,Portimonense,Belenenses SAD,-0.001382170000000002
2352510215.0,4.0,0.0,16.0,292.0,59.22,4.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[90, 116, 29, 34, 36, 215, 217]",True,322735.0,46.83000000000001,6.732000000000002,,,,,,,,,,17.0,Carraça,False,Portimonense,Belenenses SAD,-0.002252519999999999
2352510227.0,5.0,0.0,17.0,292.0,47.460000000000015,7.072000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,70884.0,70.56,24.956000000000003,,,,,,,,,,32.0,Yohan Tavares,True,Portimonense,Belenenses SAD,0.011638959999999999
,,0.0,17.0,,70.56,24.956000000000003,,,Carry,,,,,120594.0,70.35000000000002,33.592,,,,,,,,,,29.0,Abel Camará,False,Portimonense,Belenenses SAD,-0.0002709099999999992
2352510237.0,6.0,0.0,20.0,292.0,70.35000000000001,33.592,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,120594.0,,,,,,,,,,,,29.0,Abel Camará,,Portimonense,Belenenses SAD,
2352510257.0,11.0,0.0,21.0,1463.0,32.13,32.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,81959.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352510289.0,12.0,0.0,24.0,1463.0,32.13000000000001,32.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Angle', 'PassEndX', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,81959.0,15.645000000000001,36.92400000000001,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.0004965400000000002
2352510341.0,13.0,0.0,26.0,1463.0,15.645000000000001,36.92400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[90, 116, 29, 35, 37, 214, 217]",True,342696.0,19.635000000000005,20.876,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.0008141799999999994
2352510363.0,14.0,0.0,29.0,1463.0,20.895,15.98,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[90, 116, 29, 35, 37, 214, 217]",True,360107.0,29.19,4.148,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0003527700000000005
2352510407.0,15.0,0.0,32.0,1463.0,29.19,4.148,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone']","[90, 116, 29, 35, 36, 215, 217]",True,308886.0,35.70000000000001,12.784,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0023706000000000005
2352510433.0,16.0,0.0,33.0,1463.0,35.70000000000001,12.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,81959.0,19.74,13.532000000000002,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.0011710800000000014
2352510481.0,17.0,0.0,36.0,1463.0,20.16,14.756,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,360107.0,14.385,38.964,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0014034000000000008
2352510545.0,18.0,0.0,40.0,1463.0,20.685,37.876000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY']","[90, 116, 29, 35, 37, 214, 217]",True,342696.0,25.305000000000007,21.896000000000004,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.00015244999999999842
2352510663.0,19.0,0.0,43.0,1463.0,29.085,20.332000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,360107.0,39.48,4.148,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.00015804999999999986
2352556533.0,408.0,0.0,45.0,1463.0,34.230000000000004,4.08,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,308886.0,47.460000000000015,5.372000000000001,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0027068500000000002
2352510723.0,20.0,0.0,50.0,1463.0,69.3,4.352,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'StandingSave', 'Longball', 'Length', 'Zone', 'PassEndX']","[90, 119, 127, 35, 36, 216, 217]",True,345275.0,100.275,21.964,,,,,,,,,,,,True,Portimonense,Belenenses SAD,0.04697535
2353657775.0,837.0,0.0,53.0,292.0,5.670000000000001,48.416,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Smother,Successful,[],"[90, 113]",True,422229.0,,,,,,,,,,,,1.0,Luiz Felipe,,Portimonense,Belenenses SAD,
2352510751.0,7.0,0.0,53.0,292.0,8.61,47.056,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,422229.0,,,,,,,,,,,,1.0,Luiz Felipe,,Portimonense,Belenenses SAD,
2352510967.0,8.0,1.0,4.0,292.0,7.14,36.448,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'KeeperThrow', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[90, 35, 36, 214, 217]",True,422229.0,12.285,50.32,,,,,,,,,,1.0,Luiz Felipe,False,Portimonense,Belenenses SAD,0.0003668899999999999
,,1.0,4.0,,12.285,50.32,,,Carry,,,,,383607.0,13.23,48.144,,,,,,,,,,4.0,Tomás Ribeiro,False,Portimonense,Belenenses SAD,0.0
2352511001.0,9.0,1.0,8.0,292.0,13.23,48.144,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[90, 116, 29, 35, 37, 214, 217]",True,383607.0,24.57,30.736000000000004,,,,,,,,,,4.0,Tomás Ribeiro,False,Portimonense,Belenenses SAD,0.0003880399999999992
2352511035.0,10.0,1.0,10.0,292.0,24.57,30.736000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'PassEndY', 'Zone']","[90, 116, 29, 34, 37, 214, 217]",True,292068.0,10.605,20.128000000000004,,,,,,,,,,21.0,Cafu,False,Portimonense,Belenenses SAD,-0.0003880399999999992
2352511059.0,11.0,1.0,12.0,292.0,10.605,20.264000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,70884.0,4.515,28.084000000000003,,,,,,,,,,32.0,Yohan Tavares,False,Portimonense,Belenenses SAD,-0.0003668899999999999
2352511105.0,12.0,1.0,13.0,292.0,4.515,28.084000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Longball', 'Zone']","[90, 117, 119, 127, 35, 37, 215, 217]",True,422229.0,38.535,3.196,,,,,,,,,,1.0,Luiz Felipe,False,Portimonense,Belenenses SAD,0.0018521100000000006
2352511111.0,21.0,1.0,18.0,1463.0,71.08500000000001,63.85200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,373033.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352511133.0,22.0,1.0,19.0,1463.0,70.875,64.05600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,373033.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352511289.0,14.0,1.0,26.0,292.0,37.275,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'ThrowIn', 'PassEndX', 'Longball', 'Length']","[90, 211, 34, 36, 214]",True,322735.0,11.655,8.704,,,,,,,,,,17.0,Carraça,False,Portimonense,Belenenses SAD,-0.0024767800000000013
,,1.0,26.0,,11.655,8.704,,,Carry,,,,,70884.0,9.765,10.88,,,,,,,,,,32.0,Yohan Tavares,False,Portimonense,Belenenses SAD,0.0
2352511329.0,15.0,1.0,29.0,292.0,9.765,10.88,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'StandingSave', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,70884.0,5.565,34.816,,,,,,,,,,32.0,Yohan Tavares,False,Portimonense,Belenenses SAD,0.0019098400000000003
,,1.0,29.0,,5.565,34.816,,,Carry,,,,,422229.0,4.305,38.760000000000005,,,,,,,,,,1.0,Luiz Felipe,False,Portimonense,Belenenses SAD,0.0
2352511367.0,16.0,1.0,33.0,292.0,4.305,38.760000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Chipped', 'Longball', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[90, 117, 119, 123, 127, 35, 36, 215, 217]",True,422229.0,46.515,59.976000000000006,,,,,,,,,,1.0,Luiz Felipe,True,Portimonense,Belenenses SAD,0.00307288
2352511437.0,24.0,1.0,36.0,1463.0,55.44,17.408,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Zone', 'PassEndY', 'Length', 'HeadPass']","[90, 119, 28, 138, 35, 36, 216, 217]",True,360107.0,71.82000000000001,29.036000000000005,,,,,,,,,,,,True,Portimonense,Belenenses SAD,0.00699553
2352511477.0,17.0,1.0,40.0,292.0,34.965,38.89600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,292068.0,22.365000000000002,25.976000000000003,,,,,,,,,,21.0,Cafu,False,Portimonense,Belenenses SAD,-0.0011582700000000012
2352511509.0,18.0,1.0,41.0,292.0,22.365000000000002,25.976000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone']","[90, 116, 29, 35, 37, 214, 217]",True,70884.0,33.915,9.656,,,,,,,,,,32.0,Yohan Tavares,False,Portimonense,Belenenses SAD,0.0004294100000000016
,,1.0,41.0,,33.915,9.656,,,Carry,,,,,322735.0,45.15,7.208000000000001,,,,,,,,,,17.0,Carraça,False,Portimonense,Belenenses SAD,0.0018885399999999993
2352511541.0,19.0,1.0,45.0,292.0,45.15,7.208000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[90, 118, 116, 29, 35, 36, 215, 217]",True,322735.0,61.32,21.76,,,,,,,,,,17.0,Carraça,True,Portimonense,Belenenses SAD,0.0068678800000000016
2352511555.0,20.0,1.0,47.0,292.0,61.845,22.984,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'StandingSave', 'OverRun', 'Zone']","[90, 203]",True,400848.0,,,,,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
2352511613.0,26.0,1.0,49.0,1463.0,41.79,35.36,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'Foul', 'OppositeRelatedEvent']","[90, 62]",True,425384.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352511591.0,21.0,1.0,49.0,292.0,63.21000000000001,32.64,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent', 'Foul']",[63],False,400848.0,,,,,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
2352511643.0,22.0,1.0,56.0,292.0,0.0,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Foul', 'Yellow']",[64],False,400848.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
2352512299.0,27.0,2.0,29.0,1463.0,38.32500000000001,29.988000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'FreekickTaken', 'PassEndX', 'Length', 'StandingSave']","[90, 116, 29, 131, 34, 37, 214, 217]",True,342698.0,31.605000000000008,17.0,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.00203156
2352557747.0,409.0,2.0,31.0,1463.0,40.425,29.104000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'Angle']","[90, 116, 29, 35, 37, 215, 217]",True,360107.0,43.89,8.84,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.00121894
2352512311.0,28.0,2.0,33.0,1463.0,40.95000000000001,3.400000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,308886.0,27.615000000000002,18.632,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-0.00015804999999999986
2352512415.0,29.0,2.0,37.0,1463.0,27.72,18.496000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'PassEndY', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,360107.0,26.985,44.064,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0
2352558219.0,410.0,2.0,39.0,1463.0,27.3,41.004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[90, 116, 29, 35, 36, 215, 217]",True,342696.0,38.745,63.24,,,,,,,,,,,,False,Portimonense,Belenenses SAD,-6.108999999999976e-05
2352512411.0,23.0,2.0,43.0,292.0,64.26,7.48,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']",[54],False,400848.0,,,,,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
2352512497.0,31.0,2.0,43.0,1463.0,40.74,60.52,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Offensive', 'Zone']","[90, 53]",True,373033.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352512503.0,32.0,2.0,45.0,1463.0,63.42,60.588,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,423988.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352557297.0,401.0,2.0,45.0,292.0,36.435,9.316,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[90],True,70884.0,,,,,,,,,,,,32.0,Yohan Tavares,,Portimonense,Belenenses SAD,
2352558761.0,411.0,2.0,45.0,1463.0,50.19,62.22000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'PassEndX']","[90, 118, 116, 29, 35, 37, 215, 217]",True,373033.0,69.19500000000001,61.40400000000001,,,,,,,,,,,,True,Portimonense,Belenenses SAD,0.00496716
2352512467.0,24.0,2.0,46.0,292.0,42.945,10.88,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[90, 116, 29, 35, 37, 215, 217]",True,292068.0,43.995,4.760000000000001,,,,,,,,,,21.0,Cafu,False,Portimonense,Belenenses SAD,0.00033624999999999974
2352512471.0,25.0,2.0,48.0,292.0,43.155,4.760000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,400848.0,,,,,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
,,2.0,48.0,,43.155,4.760000000000001,,,Carry,,,,,400848.0,41.58000000000001,4.6240000000000006,,,,,,,,,,10.0,Afonso Sousa,False,Portimonense,Belenenses SAD,0.0
2352512537.0,26.0,2.0,50.0,292.0,41.58000000000001,4.6240000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone']","[90, 116, 29, 34, 37, 214, 217]",True,400848.0,32.655,4.556,,,,,,,,,,10.0,Afonso Sousa,False,Portimonense,Belenenses SAD,-0.0014860800000000007
2352512593.0,27.0,2.0,52.0,292.0,32.655,4.556,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,322735.0,20.790000000000006,18.292000000000005,,,,,,,,,,17.0,Carraça,False,Portimonense,Belenenses SAD,0.0002364500000000009
,,2.0,52.0,,20.790000000000006,18.292000000000005,,,Carry,,,,,391491.0,21.630000000000006,19.924000000000003,,,,,,,,,,14.0,Danny Henriques,False,Portimonense,Belenenses SAD,0.0
2352512639.0,28.0,2.0,56.0,292.0,21.630000000000006,19.924000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Angle', 'Zone', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,391491.0,20.37,45.288,,,,,,,,,,14.0,Danny Henriques,False,Portimonense,Belenenses SAD,0.0
,,2.0,56.0,,20.37,45.288,,,Carry,,,,,383607.0,25.725,45.22000000000001,,,,,,,,,,4.0,Tomás Ribeiro,False,Portimonense,Belenenses SAD,0.0
2352512693.0,29.0,3.0,1.0,292.0,25.725,45.22000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,383607.0,20.37,35.02000000000001,,,,,,,,,,4.0,Tomás Ribeiro,False,Portimonense,Belenenses SAD,0.00015244999999999842
2352512717.0,30.0,3.0,2.0,292.0,21.105000000000008,35.02000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,391491.0,22.680000000000007,49.70800000000001,,,,,,,,,,14.0,Danny Henriques,False,Portimonense,Belenenses SAD,-0.00015244999999999842
2352512769.0,31.0,3.0,5.0,292.0,22.680000000000007,49.70800000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Zone', 'Longball', 'Chipped']","[90, 119, 123, 127, 35, 37, 215, 217]",True,383607.0,65.10000000000001,10.336000000000002,,,,,,,,,,4.0,Tomás Ribeiro,True,Portimonense,Belenenses SAD,0.008690429999999999
2352512785.0,33.0,3.0,8.0,1463.0,39.48,59.704,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[196, 199]",False,373033.0,,,,,,,,,,,,,,,Portimonense,Belenenses SAD,
2352512779.0,32.0,3.0,8.0,292.0,65.52,8.296,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 198]",False,400848.0,,,,,,,,,,,,10.0,Afonso Sousa,,Portimonense,Belenenses SAD,
2352512799.0,34.0,3.0,8.0,1463.0,39.165,61.744,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndY', 'Angle', 'HeadPass', 'Length', 'PassEndX']","[90, 117, 119, 28, 138, 34, 36, 215, 217]",True,373033.0,36.64500000000001,68.0,,,,,,,,,,,,False,Portimonense,Belenenses SAD,0.0
2352512909.0,34.0,3.0,14.0,292.0,75.705,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['ThrowIn', 'Zone', 'Length', 'PassEndY', 'Longball', 'PassEndX', 'Angle']","[90, 211, 35, 36, 216]",True,322735.0,82.005,21.080000000000002,,,,,,,,,,17.0,Carraça,True,Portimonense,Belenenses SAD,0.007330730000000001
2352512953.0,36.0,3.0,17.0,1463.0,23.730000000000004,43.18,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle']","[90, 93, 94, 214]",True,360107.0,34.44,68.0,,,,,,,,,,,,,Portimonense,Belenenses SAD,
