id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2347121073.0,253.0,25.0,122.0,337756.0,71.19,57.868,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[90, 100, 55]",True,22.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121077.0,279.0,25.0,292.0,322735.0,35.805,7.956,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[90],True,22.0,,,,,,,,,,,17.0,Carraça,,Boavista,Belenenses SAD,
2347121079.0,254.0,25.0,122.0,280768.0,62.895,61.81200000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,23.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121091.0,255.0,25.0,122.0,280768.0,61.005,61.94800000000001,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'Length']","[90, 116, 29, 34, 37, 215, 217]",True,24.0,40.845,48.824,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0020442199999999994
2347121099.0,256.0,25.0,122.0,423077.0,40.53,48.96,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,26.0,47.355000000000004,33.184,,,,,,,,,,,False,Boavista,Belenenses SAD,0.00215424
2347121107.0,257.0,25.0,122.0,12378.0,57.33000000000001,23.324000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,32.0,59.430000000000014,3.5360000000000005,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0021200000000000004
2347121123.0,258.0,25.0,122.0,400993.0,59.430000000000014,3.5360000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[90, 118, 116, 29, 34, 36, 215, 217]",True,34.0,57.225,13.600000000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.001382170000000002
2347121131.0,259.0,25.0,122.0,12378.0,59.430000000000014,17.952000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Length', 'Chipped', 'Zone', 'Longball', 'PassEndY']","[90, 118, 116, 123, 126, 204, 35, 36, 216, 217]",True,38.0,71.61,60.044000000000004,,,,,,,,,,,False,Boavista,Belenenses SAD,0.004365330000000001
2347121141.0,260.0,25.0,122.0,400992.0,67.41000000000001,57.324000000000005,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PlayerCaughtOffside', 'PassEndY', 'Zone', 'PassEndX', 'Longball', 'StandingSave']","[90, 216]",True,44.0,84.84,26.928000000000004,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121139.0,280.0,25.0,292.0,383607.0,14.490000000000002,35.496,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,44.0,,,,,,,,,,,4.0,Tomás Ribeiro,,Boavista,Belenenses SAD,
2347132141.0,11260.0,25.0,122.0,404198.0,84.84,26.928000000000004,25.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121217.0,281.0,26.0,292.0,422229.0,11.655,32.912,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'FreekickTaken', 'IndirectFreekickTaken', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length']","[90, 116, 29, 131, 35, 37, 214, 217]",True,12.0,26.25,19.992000000000004,,,,,,,,,1.0,Luiz Felipe,False,Boavista,Belenenses SAD,-0.0008141799999999994
2347121225.0,282.0,26.0,292.0,70884.0,26.669999999999998,20.4,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[90, 116, 29, 35, 36, 214, 217]",True,17.0,27.825000000000006,45.356,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,-0.00109158
,,26.0,,391491.0,27.825000000000006,45.356,,,Carry,,,,,17.0,29.294999999999998,46.784,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0
2347121227.0,283.0,26.0,292.0,391491.0,29.294999999999998,46.784,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[90, 116, 29, 35, 36, 214, 217]",True,23.0,32.445,61.81200000000001,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,-0.0013280300000000009
2347121233.0,284.0,26.0,292.0,383607.0,32.445,61.81200000000001,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndX', 'Zone', 'Longball', 'PassEndY', 'StandingSave']","[90, 119, 127, 35, 37, 215, 217]",True,25.0,64.575,57.596,,,,,,,,,4.0,Tomás Ribeiro,True,Boavista,Belenenses SAD,0.00892688
2347121241.0,261.0,26.0,122.0,400993.0,40.74,18.564,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,27.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121251.0,262.0,26.0,122.0,400993.0,67.62,8.772,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[90, 62]",True,29.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121253.0,285.0,26.0,292.0,383185.0,37.38,59.228,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Zone']",[63],False,29.0,,,,,,,,,,,25.0,Safira,,Boavista,Belenenses SAD,
2347121273.0,263.0,26.0,122.0,400993.0,59.535000000000004,8.568,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'FreekickTaken', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 131, 34, 36, 215, 217]",True,44.0,39.585000000000015,23.256000000000004,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0034263900000000014
2347121279.0,264.0,26.0,122.0,12378.0,40.215,20.332000000000004,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[90, 116, 29, 34, 36, 215, 217]",True,46.0,36.54,41.208000000000006,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0013679799999999995
2347121287.0,265.0,26.0,122.0,423077.0,39.06,47.668000000000006,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[90, 118, 116, 29, 35, 36, 215, 217]",True,48.0,59.115,48.07600000000001,,,,,,,,,,,True,Boavista,Belenenses SAD,0.00416422
2347121289.0,266.0,26.0,122.0,280768.0,60.165,46.648,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[90, 62]",True,50.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121285.0,286.0,26.0,292.0,292068.0,44.83500000000001,21.352,26.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Foul', 'Zone']",[63],False,50.0,,,,,,,,,,,21.0,Cafu,,Boavista,Belenenses SAD,
2347121309.0,267.0,27.0,122.0,400992.0,60.795,52.29200000000001,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'FreekickTaken', 'PassEndX', 'PassEndY', 'Length', 'StandingSave']","[90, 116, 29, 131, 34, 37, 215, 217]",True,3.0,45.360000000000014,43.52,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0018268500000000014
2347121327.0,268.0,27.0,122.0,423077.0,45.360000000000014,43.52,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[90, 116, 29, 35, 37, 215, 217]",True,5.0,45.99,23.12,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0
2347121345.0,269.0,27.0,122.0,12378.0,56.910000000000004,20.4,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[90, 118, 116, 29, 35, 37, 215, 217]",True,9.0,67.515,3.400000000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0005946400000000004
2347121351.0,287.0,27.0,292.0,384385.0,28.14,63.17200000000001,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive', 'StandingSave']","[90, 59]",True,12.0,,,,,,,,,,,5.0,Nilton Varela,,Boavista,Belenenses SAD,
2347121347.0,270.0,27.0,122.0,400993.0,69.51,3.6040000000000005,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Offensive', 'OppositeRelatedEvent', 'Zone', 'PassEndY', 'StandingSave', 'Length']","[90, 119, 28, 35, 216, 217]",True,12.0,72.03,3.6040000000000005,,,,,,,,,,,False,Boavista,Belenenses SAD,0.00377069
2347121383.0,272.0,27.0,122.0,400993.0,69.51,0.0,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'ThrowIn', 'Zone', 'PassEndY', 'PassEndX', 'Longball', 'Angle']","[90, 211, 34, 36, 215]",True,19.0,48.195,6.596000000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.00496716
2347121385.0,273.0,27.0,122.0,12378.0,49.245,6.868000000000001,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY']","[90, 118, 116, 29, 35, 36, 215, 217]",True,22.0,59.95500000000001,17.204,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0043725199999999995
2347121403.0,274.0,27.0,122.0,337756.0,59.95500000000001,17.204,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Longball', 'StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[90, 116, 126, 34, 36, 214, 217]",True,24.0,26.669999999999998,23.12,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.006842919999999999
2347121405.0,275.0,27.0,122.0,259313.0,28.455000000000002,23.12,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,28.0,36.015,11.56,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.00050972
2347121431.0,276.0,27.0,122.0,12378.0,47.145,15.028000000000002,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[90, 118, 116, 29, 35, 37, 215, 217]",True,33.0,58.17,1.904,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0008905599999999986
2347121433.0,277.0,27.0,122.0,400993.0,58.905,1.7680000000000002,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'Length', 'StandingSave']","[90, 118, 116, 29, 35, 36, 215, 217]",True,35.0,68.67000000000003,9.384,,,,,,,,,,,True,Boavista,Belenenses SAD,0.0039675100000000005
2347121443.0,289.0,27.0,292.0,384385.0,26.46,54.944,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,37.0,,,,,,,,,,,5.0,Nilton Varela,,Boavista,Belenenses SAD,
2347121437.0,278.0,27.0,122.0,400990.0,68.67000000000003,9.384,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[90, 119, 28, 35, 37, 216, 217]",True,37.0,71.505,8.364,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0025178200000000005
2347121453.0,290.0,27.0,292.0,400848.0,31.08,33.524,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,39.0,,,,,,,,,,,10.0,Afonso Sousa,,Boavista,Belenenses SAD,
2347121463.0,291.0,27.0,292.0,400848.0,31.080000000000002,33.52400000000001,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,40.0,23.625,11.016,,,,,,,,,10.0,Afonso Sousa,False,Boavista,Belenenses SAD,-0.001899940000000001
,,27.0,,322735.0,23.625,11.016,,,Carry,,,,,40.0,30.03,3.1280000000000006,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,0.0003527700000000005
2347121473.0,292.0,27.0,292.0,322735.0,30.03,3.1280000000000006,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[90, 118, 116, 29, 35, 36, 215, 217]",True,45.0,57.12,16.932,,,,,,,,,17.0,Carraça,True,Boavista,Belenenses SAD,0.006341540000000001
2347121475.0,293.0,27.0,292.0,383185.0,58.48500000000001,17.408,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[90, 69]",True,47.0,,,,,,,,,,,25.0,Safira,,Boavista,Belenenses SAD,
2347121477.0,279.0,27.0,122.0,423077.0,46.515,50.592000000000006,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'StandingSave', 'Defensive', 'OppositeRelatedEvent']","[90, 142]",True,47.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121479.0,280.0,27.0,122.0,423076.0,49.245,49.43600000000001,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,47.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121483.0,281.0,27.0,122.0,423076.0,64.155,48.348,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,49.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121487.0,294.0,27.0,292.0,70884.0,26.565,18.428,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,51.0,,,,,,,,,,,32.0,Yohan Tavares,,Boavista,Belenenses SAD,
2347121491.0,295.0,27.0,292.0,70884.0,26.565,18.428,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'StandingSave', 'Angle', 'PassEndX']","[90, 116, 29, 35, 36, 214, 217]",True,52.0,34.86000000000001,21.488000000000003,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.00109158
2347121499.0,296.0,27.0,292.0,400848.0,34.86000000000001,21.488000000000003,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,53.0,26.46,34.68,,,,,,,,,10.0,Afonso Sousa,False,Boavista,Belenenses SAD,-0.0009391300000000016
2347121501.0,297.0,27.0,292.0,391491.0,26.46,34.68,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[90, 116, 29, 35, 36, 214, 217]",True,55.0,29.085,51.952000000000005,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0004294100000000016
2347121507.0,298.0,27.0,292.0,383607.0,29.085,51.952000000000005,27.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,59.0,24.465000000000007,20.672000000000004,,,,,,,,,4.0,Tomás Ribeiro,False,Boavista,Belenenses SAD,-0.00058186
,,27.0,,70884.0,24.465000000000007,20.672000000000004,,,Carry,,,,,59.0,25.725,19.584000000000003,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0
2347121515.0,299.0,28.0,292.0,70884.0,25.725,19.584000000000003,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Angle', 'Length']","[90, 116, 29, 35, 37, 214, 217]",True,1.0,28.35,9.316,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.00058186
,,28.0,,322735.0,28.35,9.316,,,Carry,,,,,1.0,28.77,7.004000000000001,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,-0.0008183100000000009
2347121535.0,300.0,28.0,292.0,322735.0,28.77,7.004000000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,4.0,35.805,27.404000000000003,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,0.0015471700000000005
,,28.0,,292068.0,35.805,27.404000000000003,,,Carry,,,,,4.0,41.37,25.976000000000003,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,0.0
2347121547.0,302.0,28.0,292.0,292068.0,41.37,25.976000000000003,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'Zone', 'OppositeRelatedEvent']","[90, 62]",True,6.0,,,,,,,,,,,21.0,Cafu,,Boavista,Belenenses SAD,
2347121545.0,282.0,28.0,122.0,404198.0,63.63,42.024,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive', 'StandingSave', 'Foul']",[63],False,6.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121571.0,303.0,28.0,292.0,292068.0,43.365,26.860000000000007,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'FreekickTaken', 'Zone', 'PassEndX', 'Angle']","[90, 116, 29, 131, 35, 36, 215, 217]",True,16.0,46.935,48.144,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,0.0016648199999999991
2347121575.0,304.0,28.0,292.0,402366.0,46.935,48.144,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[90, 118, 116, 29, 35, 36, 215, 217]",True,18.0,60.06,64.05600000000001,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,0.0004446799999999994
2347121577.0,305.0,28.0,292.0,383607.0,60.06,64.05600000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle']","[90, 116, 29, 34, 37, 215, 217]",True,20.0,40.53,41.412,,,,,,,,,4.0,Tomás Ribeiro,False,Boavista,Belenenses SAD,-0.0021094999999999985
2347121581.0,306.0,28.0,292.0,391491.0,40.635000000000005,40.188,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Length']","[90, 116, 29, 35, 36, 215, 217]",True,25.0,42.945,48.620000000000005,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,6.527999999999916e-05
,,28.0,,402366.0,42.945,48.620000000000005,,,Carry,,,,,25.0,57.12,49.028000000000006,,,,,,,,,11.0,Andrijia Lukovic,True,Boavista,Belenenses SAD,0.00416422
2347121583.0,307.0,28.0,292.0,402366.0,57.12,49.028000000000006,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,29.0,63.839999999999996,42.568000000000005,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,0.002495360000000002
2347121585.0,308.0,28.0,292.0,422230.0,63.84,42.568000000000005,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,31.0,,,,,,,,,,,18.0,Alioune Ndour,,Boavista,Belenenses SAD,
2347121587.0,283.0,28.0,122.0,12378.0,31.815,24.344,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,32.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121589.0,284.0,28.0,122.0,12378.0,31.815,24.344000000000005,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,32.0,32.76,34.88400000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0002191399999999996
2347121599.0,285.0,28.0,122.0,423076.0,32.76,34.88400000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 35, 37, 215, 217]",True,33.0,45.88500000000001,25.432000000000002,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0029675199999999995
2347121601.0,286.0,28.0,122.0,404198.0,46.935,25.16,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Offensive', 'Zone']","[90, 62]",True,34.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347121603.0,309.0,28.0,292.0,391491.0,58.065,42.84,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'Defensive', 'Zone', 'StandingSave']",[63],False,34.0,,,,,,,,,,,14.0,Danny Henriques,,Boavista,Belenenses SAD,
2347121623.0,287.0,28.0,122.0,12378.0,47.775,23.732,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave']","[90, 118, 116, 29, 131, 35, 37, 215, 217]",True,52.0,54.285000000000004,9.180000000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0018268500000000014
2347121627.0,288.0,28.0,122.0,400993.0,56.49,7.956000000000001,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length']","[90, 118, 116, 29, 35, 36, 215, 217]",True,55.0,58.695,13.872000000000002,,,,,,,,,,,False,Boavista,Belenenses SAD,0.001382170000000002
2347121631.0,289.0,28.0,122.0,337756.0,58.695,13.872000000000002,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[90, 118, 116, 29, 35, 37, 215, 217]",True,56.0,69.72000000000001,12.784,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0025853399999999985
2347121635.0,290.0,28.0,122.0,400990.0,69.72000000000001,12.784,28.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Zone']","[90, 118, 116, 29, 34, 37, 215, 217]",True,57.0,61.425000000000004,2.788,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0039675100000000005
2347121641.0,291.0,29.0,122.0,400993.0,61.74,2.788,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,0.0,84.105,8.364,,,,,,,,,,,True,Boavista,Belenenses SAD,0.01011252
2347121647.0,292.0,29.0,122.0,400990.0,90.92999999999999,12.376000000000001,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[90, 119, 28, 34, 36, 216, 217]",True,3.0,84.94500000000001,32.16400000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.005556659999999998
2347121649.0,310.0,29.0,292.0,322735.0,19.74,31.348000000000003,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 55]",True,4.0,,,,,,,,,,,17.0,Carraça,,Boavista,Belenenses SAD,
2347121659.0,293.0,29.0,122.0,337756.0,81.58500000000001,25.568,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['MissRight', 'GoalMouthZ', 'GoalMouthY', 'Zone', 'OutOfBoxCentre', 'StandingSave', 'RegularPlay', 'RightFoot']","[90, 6, 9, 2, 3, 11]",True,6.0,,,,,8.3,34.6,True,,,,,,,Boavista,Belenenses SAD,
2347121711.0,312.0,29.0,292.0,422229.0,3.9899999999999998,39.508,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'GoalKick', 'Zone', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,27.0,13.965000000000003,53.788,,,,,,,,,1.0,Luiz Felipe,False,Boavista,Belenenses SAD,-0.0006246700000000008
,,29.0,,391491.0,13.965000000000003,53.788,,,Carry,,,,,27.0,14.91,55.82800000000001,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0
2347121725.0,313.0,29.0,292.0,391491.0,14.91,55.82800000000001,29.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[90, 116, 29, 35, 37, 214, 217]",True,30.0,24.990000000000002,45.356,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0012271500000000015
,,29.0,,292068.0,24.990000000000002,45.356,,,Carry,,,,,30.0,19.215,31.688,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,0.0008141799999999994
