id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2347115195.0,7.0,0.0,122.0,337756.0,39.585000000000015,46.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Longball', 'Zone', 'StandingSave', 'Length', 'Angle']","[90, 116, 126, 35, 37, 215, 217]",True,9.0,41.475,12.036,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0005445499999999995
2347115201.0,8.0,0.0,122.0,400993.0,41.79,13.192000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Length', 'PassEndY', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,12.0,30.975,25.092000000000002,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0010425699999999996
2347115215.0,9.0,0.0,122.0,12378.0,30.975,25.092000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'StandingSave', 'Zone', 'PassEndX', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,15.0,30.555000000000007,44.676,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0
2347115221.0,10.0,0.0,122.0,423077.0,31.290000000000006,45.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,17.0,43.785000000000004,63.036000000000016,,,,,,,,,,,False,Boavista,Belenenses SAD,0.00015804999999999986
2347115229.0,11.0,0.0,122.0,400992.0,54.180000000000014,62.83200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,20.0,63.52500000000001,54.40000000000001,,,,,,,,,,,True,Boavista,Belenenses SAD,0.0039675100000000005
2347115245.0,12.0,0.0,122.0,280768.0,63.52500000000001,54.40000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,21.0,49.45500000000001,57.800000000000004,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.004858069999999999
2347115253.0,13.0,0.0,122.0,423076.0,57.960000000000015,51.476000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Length', 'PassEndY', 'Longball', 'Zone']","[90, 118, 116, 126, 34, 37, 215, 217]",True,25.0,56.805000000000014,13.396000000000003,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0
2347115255.0,14.0,0.0,122.0,400993.0,57.645,14.280000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,30.0,49.14,18.632,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0018268500000000014
2347115257.0,15.0,0.0,122.0,337756.0,56.175000000000004,17.612000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'Length', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 37, 215, 217]",True,32.0,46.515,7.888,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0043725199999999995
2347115267.0,16.0,0.0,122.0,400993.0,46.515,7.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'StandingSave', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,33.0,30.765,17.204,,,,,,,,,,,False,Boavista,Belenenses SAD,-0.0013788199999999994
2347115297.0,17.0,0.0,122.0,12378.0,33.81,17.816000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,36.0,31.185000000000002,42.024,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0002191399999999996
2347115307.0,18.0,0.0,122.0,423077.0,40.95000000000001,47.94000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY', 'StandingSave']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,42.0,71.82000000000001,42.228,,,,,,,,,,,True,Boavista,Belenenses SAD,0.01115975
2347115333.0,19.0,0.0,122.0,404198.0,71.61,41.208000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PlayerCaughtOffside', 'PassEndY']","[90, 216]",True,43.0,76.54500000000002,50.32,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115345.0,3.0,0.0,292.0,391491.0,25.83,32.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,43.0,,,,,,,,,,,14.0,Danny Henriques,,Boavista,Belenenses SAD,
2347115363.0,4.0,0.0,292.0,422229.0,8.925000000000002,27.064000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'IndirectFreekickTaken', 'StandingSave', 'Angle', 'Zone', 'Length', 'PassEndX', 'FreekickTaken']","[90, 116, 29, 131, 35, 37, 214, 217]",True,51.0,21.630000000000006,14.484000000000002,,,,,,,,,1.0,Luiz Felipe,False,Boavista,Belenenses SAD,1.3259999999999314e-05
2347115367.0,5.0,0.0,292.0,70884.0,21.630000000000006,14.484000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[90, 116, 29, 35, 37, 214, 217]",True,54.0,25.305000000000007,2.3120000000000003,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,-0.0009752800000000002
2347115387.0,6.0,0.0,292.0,322735.0,25.305000000000007,2.3120000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,56.0,19.32,15.708000000000002,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,0.00033735000000000015
,,0.0,,70884.0,19.32,15.708000000000002,,,Carry,,,,,56.0,22.89,20.604000000000003,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0005892200000000014
2347126333.0,11019.0,0.0,122.0,280768.0,76.54500000000002,50.32,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115405.0,7.0,1.0,292.0,70884.0,22.89,20.604000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,1.0,26.46,36.108,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.00015244999999999842
2347115421.0,8.0,1.0,292.0,391491.0,26.46,36.108,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Angle']","[90, 116, 29, 35, 36, 214, 217]",True,4.0,30.765,60.11200000000001,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,-0.0003888999999999993
2347115427.0,9.0,1.0,292.0,383607.0,30.135,59.29600000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Length', 'PassEndX', 'Zone']","[90, 116, 29, 34, 37, 214, 217]",True,6.0,25.935,47.6,,,,,,,,,4.0,Tomás Ribeiro,False,Boavista,Belenenses SAD,-0.00058186
2347115437.0,10.0,1.0,292.0,391491.0,26.145,47.12400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length']","[90, 116, 29, 37, 214, 217]",True,9.0,26.145,19.448000000000004,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0
,,1.0,,70884.0,26.145,19.448000000000004,,,Carry,,,,,9.0,23.415000000000006,19.244000000000003,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0
2347115445.0,11.0,1.0,292.0,70884.0,23.415000000000006,19.244000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[90, 117, 119, 28, 35, 37, 215, 217]",True,11.0,43.365,18.972,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.002678699999999999
2347115447.0,21.0,1.0,122.0,423076.0,62.16,53.924,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,12.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115449.0,22.0,1.0,122.0,423076.0,61.425,56.236,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,13.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115455.0,23.0,1.0,122.0,423076.0,61.425000000000004,56.236,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,13.0,70.56,58.61600000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0
2347115457.0,24.0,1.0,122.0,280768.0,71.925,58.684000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,14.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115459.0,12.0,1.0,292.0,70884.0,18.585,4.148,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,17.0,,,,,,,,,,,32.0,Yohan Tavares,,Boavista,Belenenses SAD,
,,1.0,,70884.0,18.585,4.148,,,Carry,,,,,17.0,13.020000000000001,3.944,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,-0.0006523799999999993
2347115469.0,13.0,1.0,292.0,70884.0,13.020000000000001,3.944,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'PassEndX', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,18.0,4.095,23.868,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0010837399999999997
2347115477.0,14.0,1.0,292.0,422229.0,4.095,23.868,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Longball', 'Length', 'PassEndY']","[90, 116, 126, 35, 37, 214, 217]",True,20.0,28.980000000000008,15.844,,,,,,,,,1.0,Luiz Felipe,False,Boavista,Belenenses SAD,0.0017150000000000012
2347115493.0,15.0,1.0,292.0,292068.0,28.980000000000008,15.844,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,21.0,20.055000000000003,7.276000000000002,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,-0.0021463600000000017
2347115503.0,16.0,1.0,292.0,400848.0,20.055000000000003,7.276000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,24.0,8.4,8.976000000000003,,,,,,,,,10.0,Afonso Sousa,False,Boavista,Belenenses SAD,-0.0009478199999999994
,,1.0,,70884.0,8.4,8.976000000000003,,,Carry,,,,,24.0,9.240000000000004,7.48,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,-0.0011176900000000002
2347115509.0,17.0,1.0,292.0,70884.0,9.240000000000004,7.48,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Chipped', 'Angle']","[90, 117, 119, 28, 123, 35, 37, 215, 217]",True,26.0,36.54,4.42,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0033935600000000003
2347115513.0,25.0,1.0,122.0,337756.0,66.88500000000002,62.62800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[90, 119, 28, 35, 37, 216, 217]",True,28.0,72.97500000000002,57.18800000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0065646099999999985
2347115533.0,18.0,1.0,292.0,322735.0,30.555000000000007,12.58,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,30.0,22.47,24.344000000000005,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,-0.00058186
,,1.0,,391491.0,22.47,24.344000000000005,,,Carry,,,,,30.0,25.305000000000007,25.364000000000004,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0
2347115565.0,19.0,1.0,292.0,391491.0,25.305000000000007,25.364000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Angle', 'Zone', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,33.0,36.330000000000005,34.476000000000006,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0013107199999999996
,,1.0,,402366.0,36.330000000000005,34.476000000000006,,,Carry,,,,,33.0,39.165,44.064,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,6.527999999999916e-05
2347115571.0,20.0,1.0,292.0,402366.0,39.165,44.064,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,41.0,31.185000000000002,60.724000000000004,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,-0.00291515
2347115587.0,21.0,1.0,292.0,383607.0,31.185000000000002,60.724000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,43.0,25.200000000000006,40.596,,,,,,,,,4.0,Tomás Ribeiro,False,Boavista,Belenenses SAD,0.0003888999999999993
,,1.0,,391491.0,25.200000000000006,40.596,,,Carry,,,,,43.0,27.51,37.944,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,0.0
2347115603.0,22.0,1.0,292.0,391491.0,27.51,37.944,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[90, 116, 29, 35, 37, 214, 217]",True,45.0,33.6,11.016,,,,,,,,,14.0,Danny Henriques,False,Boavista,Belenenses SAD,-0.0007288599999999996
,,1.0,,70884.0,33.6,11.016,,,Carry,,,,,45.0,38.115,9.384,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0015522899999999996
2347115609.0,23.0,1.0,292.0,70884.0,38.115,9.384,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[90, 118, 116, 29, 35, 37, 215, 217]",True,48.0,60.375,2.5840000000000005,,,,,,,,,32.0,Yohan Tavares,True,Boavista,Belenenses SAD,0.002588769999999999
2347115615.0,24.0,1.0,292.0,322735.0,60.375,2.5840000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Zone', 'Length', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,50.0,48.615,14.688000000000002,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,-0.0008905599999999986
2347115619.0,25.0,1.0,292.0,400848.0,48.615,14.688000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Zone', 'Length', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,51.0,45.78,7.412000000000001,,,,,,,,,10.0,Afonso Sousa,False,Boavista,Belenenses SAD,-0.0013619600000000006
2347115629.0,26.0,1.0,292.0,322735.0,45.78,7.412000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'StandingSave', 'Angle', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,52.0,34.965,14.008000000000004,,,,,,,,,17.0,Carraça,False,Boavista,Belenenses SAD,-0.0018885399999999993
2347115647.0,27.0,1.0,292.0,70884.0,33.915,14.008000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,54.0,47.04,5.576,,,,,,,,,32.0,Yohan Tavares,False,Boavista,Belenenses SAD,0.0018885399999999993
,,1.0,,400848.0,47.04,5.576,,,Carry,,,,,54.0,55.335000000000015,13.804000000000002,,,,,,,,,10.0,Afonso Sousa,True,Boavista,Belenenses SAD,0.003634690000000001
2347115661.0,28.0,1.0,292.0,400848.0,55.335000000000015,13.804000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Longball', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[90, 118, 116, 126, 34, 36, 215, 217]",True,58.0,54.81,51.06800000000001,,,,,,,,,10.0,Afonso Sousa,False,Boavista,Belenenses SAD,0.0
2347115671.0,29.0,2.0,292.0,383607.0,55.230000000000004,51.000000000000014,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'Angle']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,2.0,73.71000000000001,63.17200000000001,,,,,,,,,4.0,Tomás Ribeiro,False,Boavista,Belenenses SAD,0.005103159999999999
,,2.0,,384385.0,73.71000000000001,63.17200000000001,,,Carry,,,,,2.0,78.33,62.08400000000001,,,,,,,,,5.0,Nilton Varela,False,Boavista,Belenenses SAD,0.0
2347115673.0,30.0,2.0,292.0,384385.0,78.33,62.084,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent', 'StandingSave']","[90, 52]",True,5.0,,,,,,,,,,,5.0,Nilton Varela,,Boavista,Belenenses SAD,
2347115677.0,26.0,2.0,122.0,333946.0,26.67,5.916,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'Zone', 'StandingSave', 'OppositeRelatedEvent']","[90, 142]",True,5.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115701.0,32.0,2.0,292.0,384385.0,78.12,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Longball', 'Angle', 'Zone', 'ThrowIn', 'PassEndY']","[90, 211, 35, 37, 216]",True,24.0,91.245,48.416,,,,,,,,,5.0,Nilton Varela,True,Boavista,Belenenses SAD,0.033690090000000006
,,2.0,,383185.0,91.245,48.416,,,Carry,,,,,24.0,87.99,55.89600000000001,,,,,,,,,25.0,Safira,False,Boavista,Belenenses SAD,-0.014241460000000004
2347115719.0,34.0,2.0,292.0,383185.0,87.99,55.89600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'StandingSave', 'OtherBodyPart', 'Length', 'Zone']","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,25.0,84.94500000000001,61.54000000000001,,,,,,,,,25.0,Safira,False,Boavista,Belenenses SAD,-0.013106799999999998
,,2.0,,292068.0,84.94500000000001,61.54000000000001,,,Carry,,,,,25.0,83.79,58.88800000000001,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,0.0019695999999999984
2347115717.0,33.0,2.0,292.0,292068.0,83.79,58.88800000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,27.0,91.245,63.64800000000001,,,,,,,,,21.0,Cafu,False,Boavista,Belenenses SAD,0.005318000000000003
2347120731.0,252.0,2.0,292.0,402366.0,87.885,59.29600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[90, 118, 116, 29, 204, 34, 36, 216, 217]",True,27.0,87.04500000000003,65.28,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,-0.013106799999999998
,,2.0,,402366.0,91.245,63.64800000000001,,,Carry,,,,,27.0,87.885,59.29600000000001,,,,,,,,,11.0,Andrijia Lukovic,False,Boavista,Belenenses SAD,-0.005318000000000003
,,2.0,,384385.0,87.04500000000003,65.28,,,Carry,,,,,27.0,93.66000000000001,62.96800000000001,,,,,,,,,5.0,Nilton Varela,False,Boavista,Belenenses SAD,0.007287600000000002
2347115741.0,35.0,2.0,292.0,384385.0,93.66,62.968,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'Zone', 'OppositeRelatedEvent']","[90, 52]",True,29.0,,,,,,,,,,,5.0,Nilton Varela,,Boavista,Belenenses SAD,
2347115727.0,28.0,2.0,122.0,333946.0,11.340000000000002,5.032000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[90, 141]",True,29.0,,,,,,,,,,,,,,Boavista,Belenenses SAD,
2347115745.0,36.0,2.0,292.0,384385.0,92.925,62.968,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[90],True,29.0,,,,,,,,,,,5.0,Nilton Varela,,Boavista,Belenenses SAD,
2347115775.0,30.0,2.0,122.0,259313.0,5.25,25.16,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'GoalKick', 'Zone', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,44.0,11.445,50.25200000000001,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0008975500000000004
2347115783.0,31.0,2.0,122.0,423077.0,12.18,51.000000000000014,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 214, 217]",True,47.0,30.66,36.312000000000005,,,,,,,,,,,False,Boavista,Belenenses SAD,0.002537870000000001
2347115785.0,32.0,2.0,122.0,337756.0,30.66,36.312000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'Angle']","[90, 116, 29, 35, 37, 215, 217]",True,49.0,45.464999999999996,34.272,,,,,,,,,,,False,Boavista,Belenenses SAD,0.0035222199999999995
