id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2338827063.0,127.0,12.0,8071.0,394932.0,7.455,27.472,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 199]",False,28.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338827117.0,125.0,12.0,292.0,422230.0,98.80499999999999,38.964,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['HeadPass', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[90, 118, 116, 29, 138, 204, 35, 37, 216, 217]",True,28.0,99.015,31.076000000000004,,,,,,,,,,18.0,Alioune Ndour,False,Belenenses SAD,Tondela,0.0
2338827123.0,126.0,12.0,292.0,235920.0,99.12,31.688,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[90, 68]",True,29.0,,,,,,,,,,,,7.0,Pedro Nuno,,Belenenses SAD,Tondela,
2338827167.0,128.0,12.0,8071.0,369863.0,4.9350000000000005,35.904,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[90, 93, 94, 214]",True,29.0,15.855,23.868,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338827183.0,127.0,12.0,292.0,355358.0,87.78,35.904,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'OtherBodyPart', 'StandingSave']","[90, 68]",True,31.0,,,,,,,,,,,,64.0,Rafael Camacho,,Belenenses SAD,Tondela,
2338827359.0,129.0,12.0,8071.0,119089.0,15.435,25.092,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX', 'Zone']","[90, 93, 94, 215]",True,31.0,37.905,43.044,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338827319.0,128.0,12.0,292.0,322735.0,59.64,23.12,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Chipped', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Longball']","[90, 119, 123, 127, 35, 36, 216, 217]",True,37.0,90.825,49.16400000000001,,,,,,,,,,17.0,Carraça,True,Belenenses SAD,Tondela,0.038055420000000006
2338827371.0,130.0,12.0,8071.0,394930.0,16.17,16.728,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'Head']","[90, 100, 101, 55]",True,39.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338827949.0,130.0,13.0,292.0,381650.0,98.59500000000001,68.0,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['ThrowIn', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'Longball']","[90, 211, 34, 37, 216]",True,4.0,97.86000000000001,41.752,,,,,,,,,,27.0,Chima Akas,True,Belenenses SAD,Tondela,0.21952771999999998
2338827993.0,132.0,13.0,8071.0,394930.0,10.29,22.44,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Head', 'Angle']","[90, 93, 94, 56, 214]",True,5.0,30.24,19.856,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338828139.0,131.0,13.0,292.0,411937.0,77.59500000000001,41.548,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave']","[90, 118, 116, 29, 34, 37, 215, 217]",True,8.0,66.99,21.012,,,,,,,,,,16.0,César Sousa,False,Belenenses SAD,Tondela,-0.004500169999999998
,,13.0,,322735.0,66.99,21.012,,,Carry,,,,,8.0,66.99,17.136,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Tondela,0.0
2338828203.0,132.0,13.0,292.0,322735.0,66.99,17.136,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Chipped', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'Longball']","[90, 119, 123, 127, 35, 36, 216, 217]",True,12.0,94.5,34.61200000000001,,,,,,,,,,17.0,Carraça,True,Belenenses SAD,Tondela,0.08869969999999999
2338828261.0,133.0,13.0,8071.0,322763.0,11.76,35.36,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[196, 199]",False,15.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338828213.0,133.0,13.0,292.0,422230.0,93.24,32.64,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 198]",False,15.0,,,,,,,,,,,,18.0,Alioune Ndour,,Belenenses SAD,Tondela,
2338828267.0,134.0,13.0,8071.0,322763.0,12.18,36.720000000000006,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Claim,Unsuccessful,"['HighClaim', 'Zone']",[90],True,15.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338828325.0,135.0,13.0,8071.0,,11.340000000000002,35.904,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['IndirectFreekickTaken', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[90, 62]",True,18.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338828429.0,135.0,13.0,292.0,422230.0,93.66,32.096000000000004,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Zone']",[63],False,18.0,,,,,,,,,,,,18.0,Alioune Ndour,,Belenenses SAD,Tondela,
2338828869.0,136.0,13.0,8071.0,322763.0,11.655,34.61200000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'IndirectFreekickTaken', 'FreekickTaken', 'Length', 'PassEndX', 'PassEndY']","[90, 116, 29, 131, 35, 37, 214, 217]",True,40.0,15.015,18.972,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.0010497700000000002
2338828919.0,137.0,13.0,8071.0,394932.0,15.120000000000001,17.952000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,41.0,11.97,38.692,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0010497700000000002
2338828955.0,138.0,13.0,8071.0,322763.0,11.76,37.944,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Longball', 'Angle', 'Chipped', 'Zone', 'PassEndX', 'PassEndY']","[90, 117, 119, 123, 127, 35, 36, 215, 217]",True,47.0,41.475,66.30000000000001,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0004354500000000004
2338828989.0,136.0,13.0,292.0,235920.0,63.0,2.108,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Angle', 'Zone', 'HeadPass', 'PassEndX']","[90, 119, 28, 138, 35, 36, 216, 217]",True,50.0,70.455,6.664000000000001,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Tondela,0.00377069
2338829081.0,137.0,13.0,292.0,235920.0,58.695,1.4960000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,53.0,,,,,,,,,,,,7.0,Pedro Nuno,,Belenenses SAD,Tondela,
2338829125.0,139.0,13.0,292.0,411937.0,62.370000000000005,1.4960000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[90],True,53.0,,,,,,,,,,,,16.0,César Sousa,,Belenenses SAD,Tondela,
2338829043.0,139.0,13.0,8071.0,380894.0,37.38,65.68800000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 117, 119, 28, 35, 37, 215, 217]",True,53.0,47.67,64.60000000000001,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0012207699999999995
2338829115.0,138.0,13.0,292.0,235920.0,58.695,1.4960000000000002,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[90, 118, 116, 29, 35, 37, 215, 217]",True,53.0,63.42,1.36,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Tondela,0.002714640000000001
2338829207.0,140.0,13.0,292.0,235920.0,57.855000000000004,2.176,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,56.0,43.89,20.196000000000005,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Tondela,-0.0004446799999999994
,,13.0,,383607.0,43.89,20.196000000000005,,,Carry,,,,,56.0,42.42,23.256000000000004,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,0.0
2338829305.0,141.0,13.0,292.0,383607.0,42.42,23.256000000000004,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,59.0,41.58000000000001,44.47200000000001,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,0.0
,,13.0,,381650.0,41.58000000000001,44.47200000000001,,,Carry,,,,,59.0,47.145,49.16400000000001,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Tondela,0.00159954
2338829377.0,142.0,14.0,292.0,381650.0,47.145,49.16400000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[90, 116, 29, 34, 37, 215, 217]",True,4.0,37.8,40.188,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Tondela,-0.0016648199999999991
,,14.0,,383607.0,37.8,40.188,,,Carry,,,,,4.0,38.22,37.536,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,0.0
2338829447.0,143.0,14.0,292.0,383607.0,38.22,37.536,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone']","[90, 116, 29, 35, 37, 215, 217]",True,6.0,43.785000000000004,18.836000000000002,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,0.0016648199999999991
,,14.0,,70884.0,43.785000000000004,18.836000000000002,,,Carry,,,,,6.0,46.515,19.176000000000002,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,0.00159954
2338829489.0,144.0,14.0,292.0,70884.0,46.515,19.176000000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone', 'StandingSave']","[90, 118, 116, 29, 35, 37, 215, 217]",True,10.0,64.995,1.1560000000000001,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,0.00315932
2338829505.0,140.0,14.0,8071.0,369863.0,33.81,65.07600000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,12.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338829499.0,145.0,14.0,292.0,235920.0,65.83500000000001,1.4960000000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'Angle']","[90, 119, 28, 35, 36, 215, 217]",True,12.0,69.19500000000001,2.5840000000000005,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Tondela,0.0
2338829877.0,147.0,14.0,292.0,322735.0,59.64,0.0,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'PassEndY', 'ThrowIn', 'Zone', 'Angle']","[90, 211, 35, 36, 216]",True,28.0,71.925,1.972,,,,,,,,,,17.0,Carraça,True,Belenenses SAD,Tondela,0.006485330000000001
2338829891.0,142.0,14.0,8071.0,116223.0,26.565,60.452000000000005,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Head', 'Zone']","[90, 100, 55]",True,29.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338829929.0,143.0,14.0,8071.0,375327.0,27.51,47.19200000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,31.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338829993.0,144.0,14.0,8071.0,375327.0,27.3,46.98800000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'Longball']","[90, 117, 119, 127, 35, 37, 215, 217]",True,31.0,41.37,17.748,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0015871199999999992
2338830051.0,148.0,14.0,292.0,381650.0,63.839999999999996,56.44000000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'HeadPass', 'Angle', 'Length']","[90, 118, 116, 29, 138, 204, 35, 36, 216, 217]",True,35.0,75.91500000000002,63.988000000000014,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Tondela,0.0025178200000000005
,,14.0,,355358.0,75.91500000000002,63.988000000000014,,,Carry,,,,,35.0,73.185,66.436,,,,,,,,,,64.0,Rafael Camacho,False,Belenenses SAD,Tondela,0.0
2338830059.0,149.0,14.0,292.0,355358.0,73.185,66.436,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,37.0,,,,,,,,,,,,64.0,Rafael Camacho,,Belenenses SAD,Tondela,
,,14.0,,355358.0,73.185,66.436,,,Carry,,,,,37.0,71.61,65.62,,,,,,,,,,64.0,Rafael Camacho,False,Belenenses SAD,Tondela,0.0
2338830167.0,150.0,14.0,292.0,355358.0,71.61,65.62,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY']","[90, 118, 116, 29, 34, 37, 215, 217]",True,38.0,57.435,63.036000000000016,,,,,,,,,,64.0,Rafael Camacho,False,Belenenses SAD,Tondela,-0.006485330000000001
,,14.0,,381650.0,57.435,63.036000000000016,,,Carry,,,,,38.0,50.82,55.35200000000001,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Tondela,-0.0008905599999999986
2338830283.0,151.0,14.0,292.0,381650.0,50.82,55.35200000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'Angle', 'Length', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,42.0,46.725,29.716000000000005,,,,,,,,,,27.0,Chima Akas,False,Belenenses SAD,Tondela,0.0010005799999999992
,,14.0,,70884.0,46.725,29.716000000000005,,,Carry,,,,,42.0,47.985000000000014,24.888,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,-0.0005547
2338830335.0,152.0,14.0,292.0,70884.0,47.985000000000014,24.888,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[90, 116, 29, 35, 37, 215, 217]",True,46.0,48.405,15.64,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,-0.0004458799999999992
,,14.0,,322735.0,48.405,15.64,,,Carry,,,,,46.0,48.300000000000004,12.172000000000002,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Tondela,0.0
2338830429.0,153.0,14.0,292.0,322735.0,48.300000000000004,12.172000000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Length']","[90, 118, 116, 29, 35, 37, 215, 217]",True,48.0,61.53,0.68,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Tondela,0.0036051999999999994
2338830473.0,154.0,14.0,292.0,235920.0,60.480000000000004,1.7000000000000004,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,49.0,51.03,6.596000000000001,,,,,,,,,,7.0,Pedro Nuno,False,Belenenses SAD,Tondela,-0.002252519999999999
,,14.0,,322735.0,51.03,6.596000000000001,,,Carry,,,,,49.0,56.910000000000004,7.956000000000001,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Tondela,0.002252519999999999
2338830543.0,155.0,14.0,292.0,322735.0,56.910000000000004,7.956000000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'Longball', 'PassEndX', 'Zone', 'StandingSave']","[90, 116, 126, 34, 36, 215, 217]",True,52.0,44.625,40.8,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Tondela,0.0001100200000000006
,,14.0,,383607.0,44.625,40.8,,,Carry,,,,,52.0,43.365,39.372,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,-0.002219519999999999
2338830621.0,156.0,14.0,292.0,383607.0,43.365,39.372,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndX', 'Zone', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,56.0,42.735000000000014,22.1,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,6.527999999999916e-05
,,14.0,,70884.0,42.735000000000014,22.1,,,Carry,,,,,56.0,43.26000000000001,20.06,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,0.0
2338830707.0,157.0,14.0,292.0,70884.0,43.26000000000001,20.06,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Chipped', 'Longball']","[90, 119, 123, 127, 35, 36, 216, 217]",True,58.0,90.72000000000001,28.628000000000004,,,,,,,,,,32.0,Yohan Tavares,True,Belenenses SAD,Tondela,0.09535927999999999
2338830859.0,146.0,15.0,8071.0,322763.0,14.28,38.760000000000005,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,5.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338831061.0,148.0,15.0,8071.0,322763.0,15.855,39.1,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'Longball', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[90, 119, 127, 35, 36, 215, 217]",True,14.0,62.79,48.416,,,,,,,,,,,,True,Belenenses SAD,Tondela,0.008524100000000001
2338831121.0,158.0,15.0,292.0,70884.0,43.365,16.252,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'HeadPass', 'PassEndX', 'PassEndY', 'Length']","[90, 117, 119, 28, 138, 35, 36, 215, 217]",True,17.0,49.77,21.624000000000002,,,,,,,,,,32.0,Yohan Tavares,False,Belenenses SAD,Tondela,0.0021440899999999995
2338831131.0,149.0,15.0,8071.0,380894.0,54.075,44.88,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 55]",True,19.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338831239.0,151.0,15.0,8071.0,375327.0,37.17,45.288,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'HeadPass', 'Zone', 'Length', 'StandingSave']","[90, 116, 29, 138, 35, 36, 215, 217]",True,21.0,43.89,45.76400000000001,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.00159954
2338831431.0,152.0,15.0,8071.0,380894.0,58.065,46.71600000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Longball', 'Zone', 'ShotAssist', 'KeyPass']","[90, 118, 116, 122, 126, 204, 38, 45, 35, 36, 216, 217]",True,23.0,86.73,64.80400000000002,,,,,,,,,,,,True,Belenenses SAD,Tondela,0.01070716
2338831433.0,153.0,15.0,8071.0,91775.0,89.355,49.43600000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['BoxLeft', 'Assisted', 'RelatedEventId', 'GoalMouthY', 'StandingSave', 'Zone', 'RightFoot', 'GoalMouthZ', 'RegularPlay']","[90, 6, 89, 9, 86, 1, 3, 11]",True,30.0,,,152.0,380894.0,58.3,41.7,,True,,,,,,,Belenenses SAD,Tondela,
2338831941.0,160.0,15.0,292.0,422229.0,5.1450000000000005,34.408,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['GoalKick', 'PassEndY', 'PassEndX', 'Angle', 'Length', 'Longball', 'Zone', 'MissHigh']","[90, 119, 127, 35, 36, 215, 217]",True,53.0,67.83,54.12800000000001,,,,,,,,,,1.0,Luiz Felipe,True,Belenenses SAD,Tondela,0.00929291
2338831981.0,155.0,15.0,8071.0,394932.0,48.405,10.540000000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[90, 119, 28, 138, 35, 37, 215, 217]",True,56.0,66.15,8.092,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0036051999999999994
2338832059.0,161.0,15.0,292.0,383607.0,40.425,56.57600000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'HeadPass', 'PassEndY', 'PassEndX', 'Length']","[90, 119, 28, 138, 35, 36, 215, 217]",True,58.0,60.375,68.0,,,,,,,,,,4.0,Tomás Ribeiro,False,Belenenses SAD,Tondela,0.002588769999999999
2338832233.0,157.0,16.0,8071.0,119089.0,57.33000000000001,0.0,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'ThrowIn', 'Length', 'Angle', 'Longball']","[90, 211, 34, 36, 214]",True,7.0,33.285000000000004,6.256000000000001,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.004959369999999999
2338832361.0,158.0,16.0,8071.0,394932.0,33.495,7.412000000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Longball', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[90, 116, 126, 34, 36, 214, 217]",True,10.0,30.240000000000002,45.56,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0013280300000000009
2338832567.0,159.0,16.0,8071.0,375327.0,29.925,46.30800000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[90, 116, 29, 35, 37, 214, 217]",True,16.0,33.705000000000005,21.828000000000003,,,,,,,,,,,,False,Belenenses SAD,Tondela,0.0
2338832601.0,160.0,16.0,8071.0,394932.0,49.035000000000004,18.02,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,23.0,50.40000000000001,7.752000000000001,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.0018078399999999998
2338832715.0,161.0,16.0,8071.0,394930.0,49.245,8.092,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,24.0,19.005000000000003,16.932,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.0030596200000000007
2338832785.0,162.0,16.0,8071.0,322763.0,19.005000000000003,16.048000000000002,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'StandingSave', 'Longball', 'Zone']","[90, 119, 127, 35, 37, 215, 217]",True,29.0,68.46000000000001,11.628000000000002,,,,,,,,,,,,True,Belenenses SAD,Tondela,0.00927965
2338832853.0,163.0,16.0,292.0,381650.0,41.79,57.596,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle', 'HeadPass']","[90, 119, 28, 138, 35, 36, 215, 217]",True,32.0,66.045,58.412000000000006,,,,,,,,,,27.0,Chima Akas,True,Belenenses SAD,Tondela,0.006556279999999999
2338832925.0,163.0,16.0,8071.0,394932.0,34.125,14.484000000000002,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Chipped', 'Angle', 'Zone', 'StandingSave', 'PassEndX']","[90, 118, 116, 29, 123, 35, 36, 215, 217]",True,34.0,57.75,17.34,,,,,,,,,,,,True,Belenenses SAD,Tondela,0.006261059999999999
2338833017.0,164.0,16.0,8071.0,119089.0,55.44,17.136,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['LayOff', 'Angle', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX', 'Length']","[90, 118, 116, 29, 34, 37, 215, 217]",True,35.0,54.6,5.576,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.0021200000000000004
2338833023.0,165.0,16.0,8071.0,283364.0,54.6,3.5360000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'Foul']","[90, 62]",True,38.0,,,,,,,,,,,,,,,Belenenses SAD,Tondela,
2338833019.0,164.0,16.0,292.0,381650.0,50.400000000000006,64.464,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive', 'Foul', 'StandingSave']",[63],False,38.0,,,,,,,,,,,,27.0,Chima Akas,,Belenenses SAD,Tondela,
2338833365.0,166.0,16.0,8071.0,394930.0,57.435,5.032000000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'FreekickTaken', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[90, 116, 29, 131, 34, 36, 215, 217]",True,51.0,45.78,24.344000000000005,,,,,,,,,,,,False,Belenenses SAD,Tondela,-0.0004446799999999994
