name,minutes,playerId,team
Luiz Felipe,1530,422229.0,Belenenses-SAD
Tomás Ribeiro,1530,383607.0,Belenenses-SAD
Yohan Tavares,1170,70884.0,Belenenses-SAD
Cafu,1123,292068.0,Belenenses-SAD
Yaya,527,386978.0,Belenenses-SAD
Andrijia Lukovic,681,402366.0,Belenenses-SAD
Chima Akas,992,381650.0,Belenenses-SAD
Abel Camará,649,120594.0,Belenenses-SAD
Afonso Sousa,1075,400848.0,Belenenses-SAD
Diogo Calila,906,369083.0,Belenenses-SAD
Safira,692,383185.0,Belenenses-SAD
Pedro Nuno,903,235920.0,Belenenses-SAD
Nilton Varela,639,384385.0,Belenenses-SAD
Danny Henriques,798,391491.0,Belenenses-SAD
Alioune Ndour,732,422230.0,Belenenses-SAD
Álvaro Ramalho,180,423460.0,Belenenses-SAD
Eduardo Kau,90,380548.0,Belenenses-SAD
João Monteiro,90,387751.0,Belenenses-SAD
Rafa Santos,90,423114.0,Belenenses-SAD
Dopanga Loockman Trova Boni,465,404907.0,Belenenses-SAD
André Lopes,90,411126.0,Belenenses-SAD
Henrique Pires,90,423461.0,Belenenses-SAD
António Montez,90,429005.0,Belenenses-SAD
Carraça,1004,322735.0,Belenenses-SAD
Rafael Camacho,328,355358.0,Belenenses-SAD
César Sousa,484,411937.0,Belenenses-SAD
Jójó,47,422232.0,Belenenses-SAD
Chico Teixeira,388,400849.0,Belenenses-SAD
Mateo Cassierra,171,322162.0,Belenenses-SAD
Luís Mota,78,422231.0,Belenenses-SAD
Tomás Castro,51,390248.0,Belenenses-SAD
Braima,18,429691.0,Belenenses-SAD
Jordan van der Gaag,11,361901.0,Belenenses-SAD
Afonso Taira,18,105745.0,Belenenses-SAD
