id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,goalMouthZ,goalMouthY,isGoal,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2400467865.0,5.0,0.0,5.0,292.0,65.52,62.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[197, 199]",False,383185.0,,,,,,,,,,,,25.0,Safira,,Belenenses SAD,Portimonense,
2400467821.0,3.0,0.0,5.0,1463.0,39.48,5.916,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,308886.0,,,,,,,,,,,,,,,Belenenses SAD,Portimonense,
2400467893.0,6.0,0.0,5.0,292.0,64.365,63.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'HeadPass', 'Angle', 'PassEndY', 'PassEndX', 'Zone']","[91, 120, 29, 139, 36, 38, 217, 218]",True,383185.0,70.455,54.12800000000001,,,,,,,,,,25.0,Safira,True,Belenenses SAD,Portimonense,0.0065646099999999985
2400468093.0,4.0,0.0,7.0,1463.0,25.200000000000006,21.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'PassEndY', 'HeadPass', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 139, 36, 37, 216, 218]",True,342696.0,43.47,36.856,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.00261342
2400468107.0,5.0,0.0,10.0,1463.0,42.525,36.92400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'HeadPass', 'Zone', 'Angle', 'Length']","[91, 120, 29, 139, 36, 38, 216, 218]",True,116103.0,60.795,32.912,,,,,,,,,,,,True,Belenenses SAD,Portimonense,0.004268819999999998
2400468081.0,7.0,0.0,11.0,292.0,65.83500000000001,41.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,429691.0,59.01000000000001,64.05600000000001,,,,,,,,,,45.0,Braima,False,Belenenses SAD,Portimonense,-0.005234740000000002
2400468191.0,8.0,0.0,13.0,292.0,59.01000000000001,64.05600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,369083.0,62.370000000000005,54.80800000000001,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Portimonense,0.0039675100000000005
,,0.0,13.0,,62.370000000000005,54.80800000000001,,,Carry,,,,,386978.0,56.910000000000004,56.236,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,-0.0025853399999999985
2400468273.0,9.0,0.0,17.0,292.0,56.910000000000004,56.236,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,386978.0,42.945,29.240000000000002,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,-0.0034916700000000005
2400468363.0,10.0,0.0,20.0,292.0,42.0,28.288000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,292068.0,45.15,6.664000000000001,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Portimonense,-0.00014302000000000065
2400468455.0,11.0,0.0,22.0,292.0,44.52,6.0520000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322735.0,63.42,5.644000000000001,,,,,,,,,,17.0,Carraça,True,Belenenses SAD,Portimonense,0.00496716
2400468525.0,12.0,0.0,24.0,292.0,63.0,5.644000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,355358.0,59.325,11.764,,,,,,,,,,64.0,Rafael Camacho,False,Belenenses SAD,Portimonense,-0.0013324699999999988
,,0.0,24.0,,59.325,11.764,,,Carry,,,,,322735.0,58.485000000000014,10.2,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.0
2400468605.0,13.0,0.0,25.0,292.0,58.485000000000014,10.2,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,322735.0,67.30499999999999,12.172000000000002,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.0025853399999999985
2400468643.0,14.0,0.0,25.0,292.0,67.2,12.376000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 119, 117, 30, 35, 37, 216, 218]",True,400848.0,60.90000000000001,18.768,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Portimonense,-0.0018475100000000001
2400468687.0,15.0,0.0,27.0,292.0,60.90000000000001,18.768,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Angle', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,322735.0,47.985000000000014,37.468,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,-0.0020099799999999998
2400468793.0,16.0,0.0,30.0,292.0,47.985000000000014,37.468,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Length']","[91, 119, 117, 30, 36, 37, 216, 218]",True,391491.0,56.595,63.58000000000001,,,,,,,,,,14.0,Danny Henriques,False,Belenenses SAD,Portimonense,-0.0001100200000000006
2400468913.0,17.0,0.0,33.0,292.0,57.015,63.64800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,369083.0,64.68,51.61200000000001,,,,,,,,,,2.0,Diogo Calila,True,Belenenses SAD,Portimonense,0.0039675100000000005
,,0.0,33.0,,64.68,51.61200000000001,,,Carry,,,,,369410.0,62.265,48.824,,,,,,,,,,77.0,Bertrand Yves Baraye,False,Belenenses SAD,Portimonense,0.0006478500000000019
2400469085.0,18.0,0.0,37.0,292.0,62.265,48.824,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,369410.0,44.52,22.712,,,,,,,,,,77.0,Bertrand Yves Baraye,False,Belenenses SAD,Portimonense,-0.005060040000000002
2400469295.0,19.0,0.0,39.0,292.0,44.625,22.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322735.0,63.315,8.16,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.00315932
,,0.0,39.0,,63.315,8.16,,,Carry,,,,,400848.0,60.06,12.988,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Portimonense,-0.0013324699999999988
2400469333.0,20.0,0.0,44.0,292.0,60.06,12.988,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,400848.0,42.735000000000014,7.412000000000001,,,,,,,,,,10.0,Afonso Sousa,False,Belenenses SAD,Portimonense,-0.004855460000000001
2400469495.0,21.0,0.0,47.0,292.0,42.735000000000014,7.412000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Longball', 'Angle', 'StandingSave', 'PassEndX']","[91, 117, 127, 36, 37, 216, 218]",True,322735.0,45.88500000000001,46.784,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.0030286099999999993
2400469613.0,22.0,0.0,51.0,292.0,46.410000000000004,46.98800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,391491.0,61.425000000000004,63.85200000000001,,,,,,,,,,14.0,Danny Henriques,False,Belenenses SAD,Portimonense,0.0004446799999999994
,,0.0,51.0,,61.425000000000004,63.85200000000001,,,Carry,,,,,369083.0,60.90000000000001,60.79200000000001,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Portimonense,0.0
2400469757.0,23.0,0.0,55.0,292.0,60.90000000000001,60.79200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 35, 38, 216, 218]",True,369083.0,57.855000000000004,49.57200000000001,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Portimonense,0.0021200000000000004
,,0.0,55.0,,57.855000000000004,49.57200000000001,,,Carry,,,,,386978.0,54.70500000000001,42.908,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,0.0
2400469837.0,24.0,0.0,58.0,292.0,54.70500000000001,42.908,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,386978.0,45.99,30.736000000000004,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,-0.0020099799999999998
2400470007.0,25.0,0.0,59.0,292.0,45.464999999999996,30.124000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,292068.0,50.714999999999996,37.33200000000001,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Portimonense,0.0
,,0.0,59.0,,50.714999999999996,37.33200000000001,,,Carry,,,,,386978.0,48.72,31.688,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,0.0
2400470115.0,26.0,1.0,4.0,292.0,48.72,31.688,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,386978.0,35.70000000000001,26.452000000000005,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,-0.002219519999999999
,,1.0,4.0,,35.70000000000001,26.452000000000005,,,Carry,,,,,292068.0,34.65,24.072,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Portimonense,-0.0002191399999999996
2400470259.0,27.0,1.0,7.0,292.0,34.65,24.072,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,292068.0,36.75,12.376000000000001,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Portimonense,0.0010425699999999996
,,1.0,7.0,,36.75,12.376000000000001,,,Carry,,,,,322735.0,41.265,21.216,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.0005445499999999995
2400470401.0,28.0,1.0,11.0,292.0,41.265,21.216,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,322735.0,53.235000000000014,27.268000000000008,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,0.004203539999999999
2400470411.0,29.0,1.0,12.0,292.0,53.025000000000006,27.676000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,429691.0,,,,,,,,,,,,45.0,Braima,,Belenenses SAD,Portimonense,
2400470373.0,6.0,1.0,13.0,1463.0,53.97,43.86000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,345275.0,,,,,,,,,,,,,,,Belenenses SAD,Portimonense,
2400470461.0,7.0,1.0,14.0,1463.0,53.97,40.8,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Chipped', 'StandingSave', 'Length', 'Angle', 'Zone']","[91, 120, 29, 124, 36, 38, 216, 218]",True,345275.0,68.77500000000002,27.880000000000006,,,,,,,,,,,,True,Belenenses SAD,Portimonense,0.0030754200000000023
2400470525.0,30.0,1.0,16.0,292.0,31.290000000000003,29.648000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,391491.0,,,,,,,,,,,,14.0,Danny Henriques,,Belenenses SAD,Portimonense,
,,1.0,16.0,,31.290000000000006,29.648000000000003,,,Carry,,,,,391491.0,31.605000000000008,27.812000000000005,,,,,,,,,,14.0,Danny Henriques,False,Belenenses SAD,Portimonense,0.0
2400470701.0,31.0,1.0,19.0,292.0,31.605000000000008,27.812000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,391491.0,38.22,33.79600000000001,,,,,,,,,,14.0,Danny Henriques,False,Belenenses SAD,Portimonense,0.0013027000000000004
,,1.0,19.0,,38.22,33.79600000000001,,,Carry,,,,,386978.0,40.53,36.312000000000005,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,0.0
2400470817.0,32.0,1.0,22.0,292.0,40.53,36.312000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle']","[91, 120, 128, 36, 37, 216, 218]",True,386978.0,59.430000000000014,68.0,,,,,,,,,,8.0,Yaya,False,Belenenses SAD,Portimonense,0.0021094999999999985
2400471611.0,9.0,1.0,45.0,1463.0,47.565,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'ThrowIn', 'Angle', 'PassEndY', 'Zone']","[91, 212, 36, 37, 216]",True,308886.0,68.04000000000002,2.5840000000000005,,,,,,,,,,,,True,Belenenses SAD,Portimonense,0.00496716
2400471637.0,34.0,1.0,46.0,292.0,32.97,65.89200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 94, 95, 216]",True,369083.0,42.0,68.0,,,,,,,,,,2.0,Diogo Calila,,Belenenses SAD,Portimonense,
2400472035.0,11.0,1.0,57.0,1463.0,60.27,0.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'ThrowIn', 'PassEndY']","[91, 212, 35, 37, 216]",True,308886.0,56.595,8.364,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.0
2400472099.0,12.0,1.0,58.0,1463.0,56.595,8.364,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,380545.0,60.480000000000004,1.36,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.0
2400472263.0,37.0,2.0,0.0,292.0,35.7,63.648,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,369410.0,,,,,,,,,,,,77.0,Bertrand Yves Baraye,,Belenenses SAD,Portimonense,
2400472119.0,13.0,2.0,0.0,1463.0,60.480000000000004,1.36,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,308886.0,65.94,3.1280000000000006,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.002714640000000001
2400472371.0,15.0,2.0,5.0,1463.0,73.92000000000003,9.112,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Angle', 'Length', 'Chipped', 'PassEndY', 'Zone']","[91, 120, 29, 124, 36, 37, 217, 218]",True,380545.0,90.825,27.268000000000008,,,,,,,,,,,,True,Belenenses SAD,Portimonense,0.08403581
2400472361.0,38.0,2.0,6.0,292.0,13.125,40.25600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,292068.0,,,,,,,,,,,,21.0,Cafu,,Belenenses SAD,Portimonense,
2400472383.0,16.0,2.0,6.0,1463.0,91.875,27.744,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[198, 199]",False,130506.0,,,,,,,,,,,,,,,Belenenses SAD,Portimonense,
2400472425.0,39.0,2.0,6.0,292.0,11.55,39.372,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'HeadPass']","[91, 117, 30, 139, 36, 38, 215, 218]",True,292068.0,18.165000000000003,39.30400000000001,,,,,,,,,,21.0,Cafu,False,Belenenses SAD,Portimonense,0.0
,,2.0,6.0,,18.165000000000003,39.30400000000001,,,Carry,,,,,429691.0,14.805,41.208000000000006,,,,,,,,,,45.0,Braima,False,Belenenses SAD,Portimonense,0.0
2400472455.0,40.0,2.0,8.0,292.0,14.805,41.208000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,429691.0,,,,,,,,,,,,45.0,Braima,,Belenenses SAD,Portimonense,
2400472461.0,41.0,2.0,8.0,292.0,14.805,41.208000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'Length', 'HeadPass', 'Angle']","[91, 117, 30, 139, 35, 37, 215, 218]",True,429691.0,13.334999999999999,52.97200000000001,,,,,,,,,,45.0,Braima,False,Belenenses SAD,Portimonense,-0.002041330000000001
2400472473.0,42.0,2.0,9.0,292.0,13.86,53.312000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone']","[91, 118, 120, 29, 36, 38, 215, 218]",True,369083.0,25.935,43.928,,,,,,,,,,2.0,Diogo Calila,False,Belenenses SAD,Portimonense,0.0012271500000000015
2400472609.0,17.0,2.0,11.0,1463.0,74.44500000000001,24.072,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,380545.0,71.40000000000002,32.708000000000006,,,,,,,,,,,,False,Belenenses SAD,Portimonense,-0.0002709099999999992
2400472639.0,18.0,2.0,12.0,1463.0,71.4,32.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,116103.0,,,,,,,,,,,,,,,Belenenses SAD,Portimonense,
2400472567.0,43.0,2.0,12.0,292.0,28.455,45.288,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[91, 101, 56]",True,386978.0,,,,,,,,,,,,8.0,Yaya,,Belenenses SAD,Portimonense,
2400472707.0,19.0,2.0,12.0,1463.0,71.40000000000002,32.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length']","[91, 120, 29, 36, 38, 217, 218]",True,116103.0,78.12,24.888,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.0002709099999999992
2400472651.0,44.0,2.0,14.0,292.0,16.485,28.22,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,322735.0,,,,,,,,,,,,17.0,Carraça,,Belenenses SAD,Portimonense,
2400472687.0,45.0,2.0,14.0,292.0,16.485,28.220000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,322735.0,5.25,32.300000000000004,,,,,,,,,,17.0,Carraça,False,Belenenses SAD,Portimonense,-0.0014166600000000001
2400472755.0,46.0,2.0,16.0,292.0,5.04,32.300000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'PassEndX', 'Chipped', 'Length', 'Longball', 'PassEndY', 'Zone']","[91, 118, 120, 124, 128, 36, 38, 215, 218]",True,422229.0,23.730000000000008,0.0,,,,,,,,,,1.0,Luiz Felipe,False,Belenenses SAD,Portimonense,-0.0009620200000000009
2400473401.0,22.0,2.0,29.0,1463.0,79.38,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle']","[91, 212, 35, 38, 217]",True,422207.0,76.23,56.78,,,,,,,,,,,,False,Belenenses SAD,Portimonense,-0.0035479100000000013
2400473525.0,23.0,2.0,34.0,1463.0,58.695,64.80400000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'Zone', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,317741.0,38.535,58.68400000000001,,,,,,,,,,,,False,Belenenses SAD,Portimonense,-0.002588769999999999
2400473649.0,24.0,2.0,38.0,1463.0,40.425,56.30400000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,342696.0,43.995,58.54800000000001,,,,,,,,,,,,False,Belenenses SAD,Portimonense,0.0
2400473781.0,25.0,2.0,43.0,1463.0,45.464999999999996,44.94800000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,317741.0,42.735000000000014,16.388,,,,,,,,,,,,False,Belenenses SAD,Portimonense,-0.0021440899999999995
2400473915.0,26.0,2.0,46.0,1463.0,41.79,17.612000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,360107.0,61.63500000000001,16.728,,,,,,,,,,,,True,Belenenses SAD,Portimonense,0.00601173
2400473921.0,27.0,2.0,48.0,1463.0,60.48,14.416,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 63]",True,381687.0,,,,,,,,,,,,,,,Belenenses SAD,Portimonense,
2400473877.0,48.0,2.0,48.0,292.0,44.52,53.584,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Defensive', 'Zone', 'OppositeRelatedEvent', 'Foul']",[64],False,369083.0,,,,,,,,,,,,2.0,Diogo Calila,,Belenenses SAD,Portimonense,
