id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2316950167.0,2.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2316950189.0,2.0,0.0,0.0,292.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2317018187.0,657.0,0.0,0.0,292.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2317018199.0,1113.0,0.0,0.0,297.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2316907247.0,1.0,0.0,0.0,297.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2316908539.0,1.0,0.0,0.0,292.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2316950219.0,3.0,0.0,0.0,297.0,52.605000000000004,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Angle', 'Zone', 'StandingSave']","[90, 116, 29, 34, 36, 215, 217]",True,70614.0,39.585000000000015,38.48800000000001,,,,,,,,,,,,False,Porto,Belenenses SAD,-0.002219519999999999
2316950287.0,4.0,0.0,2.0,297.0,40.005,35.29200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'Longball', 'Length', 'Zone', 'StandingSave', 'Chipped']","[90, 118, 116, 123, 126, 204, 35, 37, 216, 217]",True,354146.0,74.235,9.520000000000001,,,,,,,,,,,,True,Porto,Belenenses SAD,0.011388749999999998
2316950293.0,5.0,0.0,5.0,297.0,74.235,9.52,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['OtherBodyPart', 'Zone']","[90, 68]",True,280060.0,,,,,,,,,,,,,,,Porto,Belenenses SAD,
2316950269.0,3.0,0.0,6.0,292.0,32.445,48.688,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,386978.0,,,,,,,,,,,,8.0,Yaya,,Porto,Belenenses SAD,
