name,minutes,playerId,team
André Clóvis,550,354446.0,Estoril
João Gamboa,964,333315.0,Estoril
Carles Soria Grau,1231,421891.0,Estoril
Bernardo Vital,353,421890.0,Estoril
Daniel Figueira,1080,331191.0,Estoril
Chiquinho,844,361961.0,Estoril
Chiquinho,844,421894.0,Estoril
Lucas Áfrico,968,361912.0,Estoril
André Franco,1250,421893.0,Estoril
Bruno Lourenço,851,374830.0,Estoril
Loreintz Rosier,1292,421892.0,Estoril
Joãozinho,1450,105928.0,Estoril
Francisco Geraldes,809,142746.0,Estoril
Ryotaro Meshino,66,401185.0,Estoril
Luciano Vega,7,421896.0,Estoril
Leonardo Ruiz,329,342704.0,Estoril
Patrick Willian,720,356232.0,Estoril
António Xavier,345,322665.0,Estoril
Arthur Gomes,847,329403.0,Estoril
Nahuel Ferraresi,1012,402736.0,Estoril
Thiago Rodrigues,450,349664.0,Estoril
Rui Fonte,625,69742.0,Estoril
Romário Baró,121,380656.0,Estoril
David Bruno,291,322685.0,Estoril
Miguel Silva,264,322791.0,Estoril
Miguel Silva,264,422663.0,Estoril
Racine Coly,80,147810.0,Estoril
Rodrigo Valente,31,426923.0,Estoril
