id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2367871805.0,2.0,0.0,0.0,2188.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367871809.0,2.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367880691.0,860.0,0.0,0.0,2188.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367880695.0,680.0,0.0,0.0,935.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367851809.0,1.0,0.0,0.0,2188.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367853635.0,1.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'PlayerPosition', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,,Estoril,Famalicao,
2367871825.0,3.0,0.0,0.0,2188.0,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,142746.0,39.375,25.84000000000001,,,,,,,,,,,6.0,Francisco Geraldes,False,Estoril,Famalicao,-0.002219519999999999
,,0.0,0.0,,39.375,25.84000000000001,,,Carry,,,,,421893.0,39.165,27.608000000000004,,,,,,,,,,,10.0,André Franco,False,Estoril,Famalicao,0.0
2367871853.0,4.0,0.0,2.0,2188.0,39.165,27.608000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,421893.0,29.085,43.248000000000005,,,,,,,,,,,10.0,André Franco,False,Estoril,Famalicao,-0.00152184
,,0.0,2.0,,29.085,43.248000000000005,,,Carry,,,,,402736.0,29.71500000000001,36.924000000000014,,,,,,,,,,,28.0,Nahuel Ferraresi,False,Estoril,Famalicao,0.0002191399999999996
