id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2316152521.0,3.0,0.0,0.0,2188.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316152523.0,3.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316185109.0,892.0,0.0,0.0,5948.0,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316185127.0,771.0,0.0,0.0,2188.0,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316143341.0,1.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316143445.0,1.0,0.0,0.0,2188.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Arouca,Estoril,
2316152527.0,4.0,0.0,0.0,2188.0,52.605000000000004,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,354446.0,36.330000000000005,31.89200000000001,,,,,,,,,,9.0,André Clóvis,False,Arouca,Estoril,-0.0035222199999999995
2316152533.0,5.0,0.0,2.0,2188.0,36.330000000000005,31.89200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,333315.0,32.34,7.208000000000001,,,,,,,,,,21.0,João Gamboa,False,Arouca,Estoril,-0.0015471700000000005
2316152575.0,6.0,0.0,5.0,2188.0,32.34,7.208000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,421891.0,26.25,23.528,,,,,,,,,,2.0,Carles Soria Grau,False,Arouca,Estoril,0.0002364500000000009
,,0.0,5.0,,26.25,23.528,,,Carry,,,,,421890.0,35.49,25.092000000000002,,,,,,,,,,3.0,Bernardo Vital,False,Arouca,Estoril,0.00109158
