name,minutes,playerId,team
Bruno Rodrigues,828,297245.0,Famalicao
Pêpê,1433,344716.0,Famalicao
Diogo Figueiras,1103,96207.0,Famalicao
Riccieli,835,380619.0,Famalicao
Dylan Batubinsika,855,400243.0,Famalicao
Rúben Lima,550,136435.0,Famalicao
David Tavares,448,383692.0,Famalicao
Ivo Rodrigues,1258,119622.0,Famalicao
Iván Jaime,1111,402892.0,Famalicao
Luiz Júnior,1440,400826.0,Famalicao
Pablo,177,409654.0,Famalicao
Gustavo Assunção,135,372842.0,Famalicao
André Ricardo,70,408341.0,Famalicao
Simon Banza,1205,300483.0,Famalicao
Alexandre Penetra,1336,422248.0,Famalicao
Alex,697,365413.0,Famalicao
Charles Pickel,1161,316532.0,Famalicao
Heriberto Tavares,335,361962.0,Famalicao
Pedro Brazão,422,373108.0,Famalicao
Adrián Marín,1036,243271.0,Famalicao
Marcos Paulo,591,365414.0,Famalicao
Lawrence Ofori,142,369715.0,Famalicao
Hernán De La Fuente,293,348742.0,Famalicao
Pedro Marques,118,367813.0,Famalicao
Dalberson,180,422247.0,Famalicao
Geovani,74,422246.0,Famalicao
João Neto,63,395166.0,Famalicao
Calvin Verdonk,14,271086.0,Famalicao
