id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2406827423.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406827413.0,2.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406884859.0,724.0,0.0,0.0,935.0,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406884873.0,912.0,0.0,0.0,290.0,0.0,0.0,13.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406816251.0,1.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406816631.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'JerseyNumber', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406827441.0,3.0,0.0,0.0,935.0,52.5,34.20400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,300483.0,39.9,35.768,,,,,,,,,,17.0,Simon Banza,False,Famalicao,Gil Vicente,-0.002219519999999999
,,0.0,0.0,,39.9,35.768,,,Carry,,,,,344716.0,42.945,36.720000000000006,,,,,,,,,,88.0,Pêpê,False,Famalicao,Gil Vicente,0.0
2406827453.0,4.0,0.0,2.0,935.0,42.945,36.720000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Zone', 'Angle', 'PassEndX', 'Chipped', 'PassEndY', 'Length', 'StandingSave']","[91, 120, 124, 128, 36, 37, 217, 218]",True,344716.0,70.35000000000002,64.32800000000002,,,,,,,,,,88.0,Pêpê,True,Famalicao,Gil Vicente,0.00859483
2406827455.0,3.0,0.0,4.0,290.0,36.96000000000001,7.548,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,345380.0,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406827459.0,5.0,0.0,4.0,935.0,68.04,60.452000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[198, 199]",False,401738.0,,,,,,,,,,,,21.0,Ivan Dolcek,,Famalicao,Gil Vicente,
2406827467.0,4.0,0.0,4.0,290.0,37.38,9.248000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'HeadPass', 'Length', 'PassEndY']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,345380.0,42.945,10.676,,,,,,,,,,,,False,Famalicao,Gil Vicente,0.0
2406827473.0,6.0,0.0,6.0,935.0,59.535000000000004,60.996000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'Chipped', 'PassEndY', 'Length']","[91, 120, 29, 124, 36, 37, 216, 218]",True,372842.0,65.94,63.44400000000001,,,,,,,,,,12.0,Gustavo Assunção,False,Famalicao,Gil Vicente,0.002714640000000001
2406827479.0,5.0,0.0,7.0,290.0,35.910000000000004,6.12,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'HeadPass', 'Length', 'Zone', 'PassEndY']","[91, 118, 120, 29, 139, 36, 37, 216, 218]",True,345380.0,40.11000000000001,17.884,,,,,,,,,,,,False,Famalicao,Gil Vicente,0.00291515
2406827493.0,7.0,0.0,8.0,935.0,63.105000000000004,56.71200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,344716.0,73.29000000000002,60.18000000000002,,,,,,,,,,88.0,Pêpê,False,Famalicao,Gil Vicente,0.0025178200000000005
2406827511.0,8.0,0.0,10.0,935.0,73.29000000000002,60.18000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,142819.0,71.505,64.05600000000001,,,,,,,,,,29.0,Jhonder Cádiz,False,Famalicao,Gil Vicente,0.0
,,0.0,10.0,,71.505,64.05600000000001,,,Carry,,,,,401738.0,73.815,63.85200000000001,,,,,,,,,,21.0,Ivan Dolcek,False,Famalicao,Gil Vicente,0.0
2406827517.0,9.0,0.0,12.0,935.0,73.815,63.85200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Cross', 'PassEndX', 'Chipped', 'StandingSave', 'Angle', 'LeftFoot', 'PassEndY', 'Length']","[91, 138, 124, 126, 36, 38, 217, 218]",True,401738.0,88.41000000000003,39.57600000000001,,,,,,,,,,21.0,Ivan Dolcek,True,Famalicao,Gil Vicente,0.08682973
2406827519.0,6.0,0.0,13.0,290.0,17.01,32.164,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'PassEndY', 'Head', 'Zone', 'Angle', 'Length']","[91, 94, 95, 57, 215]",True,135962.0,24.675,36.516000000000005,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406827529.0,7.0,0.0,15.0,290.0,25.62,37.536,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'Angle', 'Longball', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 118, 120, 128, 36, 38, 216, 218]",True,381594.0,41.37,30.056000000000004,,,,,,,,,,,,False,Famalicao,Gil Vicente,0.0024609700000000016
2406827545.0,10.0,0.0,17.0,935.0,58.695,45.90000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndY', 'Angle', 'PassEndX', 'HeadPass', 'StandingSave', 'Length', 'Zone']","[91, 120, 139, 128, 36, 37, 217, 218]",True,400243.0,96.495,64.87200000000001,,,,,,,,,,19.0,Dylan Batubinsika,True,Famalicao,Gil Vicente,0.02106994
2406827541.0,8.0,0.0,21.0,290.0,10.5,3.196,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,404281.0,,,,,,,,,,,,,,,Famalicao,Gil Vicente,
2406827561.0,9.0,0.0,23.0,290.0,10.08,3.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Longball', 'Angle', 'PassEndX', 'Length', 'StandingSave', 'Chipped', 'Zone']","[91, 117, 124, 127, 36, 37, 216, 218]",True,404281.0,45.255,6.460000000000003,,,,,,,,,,,,True,Famalicao,Gil Vicente,0.0061004100000000006
