id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2324566927.0,114.0,11.0,16.0,296.0,79.69500000000001,21.488000000000003,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'Foul', 'OppositeRelatedEvent']","[90, 62]",True,135563.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324567027.0,85.0,11.0,16.0,935.0,25.305000000000003,46.51200000000001,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Defensive', 'Foul', 'StandingSave']",[63],False,316532.0,,,,,,,,,,,,,6.0,Charles Pickel,,Famalicao,Sporting,
2324567061.0,86.0,11.0,21.0,935.0,0.0,0.0,11.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Foul', 'Yellow']",[64],False,316532.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,6.0,Charles Pickel,,Famalicao,Sporting,
2324567425.0,115.0,12.0,12.0,296.0,76.44,21.284000000000002,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Chipped', 'Length', 'FreekickTaken', 'Zone', 'ShotAssist', 'IntentionalAssist', 'Angle', 'StandingSave', 'KeyPass']","[90, 118, 116, 29, 122, 123, 131, 204, 39, 43, 35, 36, 216, 217]",True,344378.0,93.55499999999999,30.736000000000004,,,,,,,,,,,,,True,Famalicao,Sporting,0.08392862
2324567451.0,117.0,12.0,13.0,296.0,92.4,31.552,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['RelatedEventId', 'Assisted', 'MissLeft', 'IntentionalAssist', 'BoxCentre', 'GoalMouthZ', 'GoalMouthY', 'SetPiece', 'Zone', 'Head']","[90, 6, 89, 9, 87, 1, 5, 13]",True,135563.0,,,,115.0,344378.0,13.9,59.3,True,,,,,,,,Famalicao,Sporting,
2324567613.0,88.0,12.0,32.0,935.0,5.04,32.572,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'Length', 'MissHigh', 'PassEndY', 'PassEndX', 'GoalKick', 'Chipped']","[90, 117, 119, 28, 123, 35, 36, 214, 217]",True,400826.0,26.040000000000006,53.788,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,1.3259999999999314e-05
2324567609.0,119.0,12.0,36.0,296.0,78.75,14.96,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[196, 198]",False,109474.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324567617.0,89.0,12.0,36.0,935.0,26.25,53.040000000000006,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[197, 199]",False,136435.0,,,,,,,,,,,,,3.0,Rúben Lima,,Famalicao,Sporting,
2324567639.0,120.0,12.0,36.0,296.0,78.12,17.204,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'Length', 'PassEndX', 'HeadPass', 'PassEndY']","[90, 119, 28, 138, 35, 36, 216, 217]",True,109474.0,103.95,18.428,,,,,,,,,,,,,True,Famalicao,Sporting,0.040303549999999994
2324567679.0,90.0,12.0,40.0,935.0,8.715000000000002,37.74,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,400826.0,,,,,,,,,,,,,31.0,Luiz Júnior,,Famalicao,Sporting,
2324567697.0,91.0,12.0,44.0,935.0,8.715000000000002,37.74,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'KeeperThrow', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'Longball']","[90, 35, 37, 214, 217]",True,400826.0,33.6,2.3800000000000003,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,0.00036602999999999983
2324567729.0,92.0,12.0,47.0,935.0,32.97,1.36,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Zone', 'Angle', 'PassEndX', 'HeadPass', 'Length']","[90, 117, 119, 28, 138, 34, 37, 214, 217]",True,96207.0,17.745,0.0,,,,,,,,,,,90.0,Diogo Figueiras,False,Famalicao,Sporting,-0.00198043
2324567747.0,122.0,12.0,50.0,296.0,77.49,68.0,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'Angle']","[90, 211, 34, 37, 216]",True,361964.0,74.02500000000002,62.016000000000005,,,,,,,,,,,,,False,Famalicao,Sporting,0.0
2324567775.0,123.0,12.0,52.0,296.0,74.02500000000002,62.016000000000005,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'PassEndY', 'StandingSave', 'Length']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,394933.0,80.01,63.58000000000001,,,,,,,,,,,,,False,Famalicao,Sporting,0.00634183
2324567797.0,124.0,12.0,54.0,296.0,81.06,63.58000000000001,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'PassEndX', 'Angle', 'StandingSave']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,361964.0,97.54500000000004,66.028,,,,,,,,,,,,,False,Famalicao,Sporting,0.010362779999999999
2324567841.0,125.0,12.0,56.0,296.0,98.49,66.028,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Longball', 'PassEndX', 'Cross', 'Zone', 'PassEndY', 'Length', 'Angle', 'StandingSave', 'LeftFoot']","[90, 137, 123, 125, 35, 37, 216, 217]",True,394933.0,99.015,17.544,,,,,,,,,,,,,True,Famalicao,Sporting,0.026500049999999997
2324567851.0,94.0,12.0,59.0,935.0,3.255000000000001,47.056,12.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'PassEndY', 'PassEndX', 'Length', 'Angle']","[90, 116, 29, 138, 35, 36, 214, 217]",True,136435.0,10.815000000000001,58.68400000000002,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,-9.401000000000027e-05
,,12.0,59.0,,10.815000000000001,58.68400000000002,,,Carry,,,,,297245.0,15.540000000000001,60.79200000000001,,,,,,,,,,,11.0,Bruno Rodrigues,False,Famalicao,Sporting,-0.0009897299999999994
2324567853.0,95.0,13.0,1.0,935.0,15.54,60.79200000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,297245.0,,,,,,,,,,,,,11.0,Bruno Rodrigues,,Famalicao,Sporting,
,,13.0,1.0,,15.540000000000001,60.79200000000001,,,Carry,,,,,297245.0,18.69,62.016000000000005,,,,,,,,,,,11.0,Bruno Rodrigues,False,Famalicao,Sporting,0.0
2324567863.0,96.0,13.0,2.0,935.0,18.69,62.016000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[90, 69]",True,297245.0,,,,,,,,,,,,,11.0,Bruno Rodrigues,,Famalicao,Sporting,
2324567897.0,126.0,13.0,2.0,296.0,86.31,5.984000000000001,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Offensive', 'Zone']","[90, 142]",True,344378.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324567905.0,127.0,13.0,3.0,296.0,78.96000000000001,12.988,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,109474.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324567935.0,128.0,13.0,5.0,296.0,78.96000000000001,13.872000000000005,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX', 'StandingSave']","[90, 118, 116, 29, 34, 36, 215, 217]",True,109474.0,64.995,25.16,,,,,,,,,,,,,False,Famalicao,Sporting,-0.010181399999999997
2324567941.0,129.0,13.0,8.0,296.0,67.095,24.072,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Angle', 'Zone']","[90, 119, 28, 35, 37, 216, 217]",True,71268.0,72.45,17.952000000000005,,,,,,,,,,,,,False,Famalicao,Sporting,0.004771079999999997
2324567963.0,97.0,13.0,9.0,935.0,38.535,57.868,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,297245.0,,,,,,,,,,,,,11.0,Bruno Rodrigues,,Famalicao,Sporting,
,,13.0,9.0,,38.535,57.868000000000016,,,Carry,,,,,297245.0,40.32,58.88800000000002,,,,,,,,,,,11.0,Bruno Rodrigues,False,Famalicao,Sporting,0.0
2324568005.0,99.0,13.0,11.0,935.0,40.32,58.888,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'Foul']","[90, 62]",True,297245.0,,,,,,,,,,,,,11.0,Bruno Rodrigues,,Famalicao,Sporting,
2324568037.0,131.0,13.0,11.0,296.0,64.68,9.112,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Foul', 'Defensive']",[63],False,322774.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324568367.0,132.0,13.0,18.0,296.0,0.0,0.0,13.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[64],False,322774.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,,,,Famalicao,Sporting,
2324568721.0,100.0,14.0,8.0,935.0,39.27000000000001,59.160000000000004,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length', 'StandingSave']","[90, 116, 29, 131, 34, 37, 215, 217]",True,136435.0,35.910000000000004,32.368,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,-0.00082343
2324568735.0,101.0,14.0,16.0,935.0,35.910000000000004,32.368,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Length']","[90, 116, 29, 35, 36, 215, 217]",True,316532.0,42.315,45.288,,,,,,,,,,,6.0,Charles Pickel,False,Famalicao,Sporting,0.0013679799999999995
2324568767.0,102.0,14.0,18.0,935.0,43.26000000000001,45.62800000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length']","[90, 118, 116, 29, 35, 36, 215, 217]",True,344716.0,54.70500000000001,61.94800000000002,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,0.0020442199999999994
2324568819.0,103.0,14.0,20.0,935.0,55.33500000000002,62.356000000000016,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'StandingSave', 'Angle']","[90, 118, 116, 29, 123, 204, 35, 37, 216, 217]",True,136435.0,82.11,49.980000000000004,,,,,,,,,,,3.0,Rúben Lima,True,Famalicao,Sporting,0.013816060000000002
,,14.0,20.0,,82.11,49.980000000000004,,,Carry,,,,,365414.0,87.78,51.816,,,,,,,,,,,9.0,Marcos Paulo,False,Famalicao,Sporting,0.0009806999999999975
2324568843.0,104.0,14.0,24.0,935.0,87.78,51.816,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'PassEndX', 'StandingSave', 'Angle']","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,365414.0,87.36000000000004,37.33200000000001,,,,,,,,,,,9.0,Marcos Paulo,False,Famalicao,Sporting,-0.005556659999999998
2324568849.0,105.0,14.0,25.0,935.0,87.36000000000001,37.332,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,402892.0,,,,,,,,,,,,,10.0,Iván Jaime,,Famalicao,Sporting,
2324568889.0,133.0,14.0,26.0,296.0,12.81,31.552,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Zone', 'Length']","[90, 93, 94, 214]",True,106597.0,22.26,21.828000000000003,,,,,,,,,,,,,,Famalicao,Sporting,
2324568885.0,106.0,14.0,28.0,935.0,79.38,55.35200000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[90, 69]",True,297245.0,,,,,,,,,,,,,11.0,Bruno Rodrigues,,Famalicao,Sporting,
2324568907.0,134.0,14.0,30.0,296.0,25.62,12.648,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']","[90, 142]",True,109474.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324568915.0,135.0,14.0,30.0,296.0,28.455,12.036,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,322774.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324568941.0,107.0,14.0,33.0,935.0,64.05,51.136,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[90, 100, 55]",True,344716.0,,,,,,,,,,,,,88.0,Pêpê,,Famalicao,Sporting,
2324568933.0,136.0,14.0,33.0,296.0,30.975,11.22,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[90, 117, 119, 28, 35, 36, 214, 217]",True,322774.0,33.39,12.444,,,,,,,,,,,,,False,Famalicao,Sporting,0.0
,,14.0,33.0,,64.05,51.136,,,Carry,,,,,344716.0,61.95,51.40800000000002,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,-0.0025853399999999985
2324568953.0,108.0,14.0,34.0,935.0,61.95,51.408,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,344716.0,,,,,,,,,,,,,88.0,Pêpê,,Famalicao,Sporting,
2324568997.0,109.0,14.0,34.0,935.0,61.95,51.40800000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[90, 116, 126, 34, 37, 214, 217]",True,344716.0,19.005000000000003,43.79200000000001,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,-0.00892602
,,14.0,34.0,,19.005000000000003,43.79200000000001,,,Carry,,,,,400826.0,22.365000000000002,41.34400000000001,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,0.00015244999999999842
2324569031.0,110.0,14.0,40.0,935.0,22.365000000000002,41.34400000000001,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,400826.0,24.46500000000001,43.656000000000006,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,-0.00015244999999999842
2324569053.0,111.0,14.0,43.0,935.0,24.885,44.26800000000002,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'PassEndX', 'Length', 'Longball', 'Zone', 'Chipped', 'PassEndY', 'StandingSave']","[90, 119, 123, 127, 35, 36, 215, 217]",True,422248.0,68.77500000000002,49.70800000000002,,,,,,,,,,,43.0,Alexandre Penetra,True,Famalicao,Sporting,0.009338280000000001
2324569085.0,137.0,14.0,44.0,296.0,38.955000000000005,16.252,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[90, 119, 28, 138, 35, 36, 215, 217]",True,395992.0,59.64,24.14,,,,,,,,,,,,,True,Famalicao,Sporting,0.004708769999999999
2324569205.0,112.0,14.0,48.0,935.0,48.615,36.720000000000006,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave']","[90, 118, 116, 29, 35, 37, 215, 217]",True,316532.0,58.695,15.368000000000002,,,,,,,,,,,6.0,Charles Pickel,False,Famalicao,Sporting,0.0012721500000000014
2324569211.0,138.0,14.0,50.0,296.0,38.64,47.464,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[90, 62]",True,,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324569223.0,113.0,14.0,50.0,935.0,66.36,20.536,14.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[63],False,119622.0,,,,,,,,,,,,,7.0,Ivo Rodrigues,,Famalicao,Sporting,
2324569337.0,139.0,15.0,6.0,296.0,38.22,39.98400000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'Zone', 'FreekickTaken', 'PassEndY', 'Angle']","[90, 116, 29, 131, 34, 37, 215, 217]",True,106597.0,35.70000000000001,36.108,,,,,,,,,,,,,False,Famalicao,Sporting,-0.0013027000000000004
2324569383.0,140.0,15.0,7.0,296.0,35.49,35.90400000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,71268.0,34.65,21.284000000000002,,,,,,,,,,,,,False,Famalicao,Sporting,-0.0002191399999999996
2324569469.0,141.0,15.0,11.0,296.0,37.48500000000001,25.568,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'Zone']","[90, 116, 29, 34, 36, 215, 217]",True,395992.0,36.54,46.172,,,,,,,,,,,,,False,Famalicao,Sporting,6.527999999999916e-05
2324569501.0,142.0,15.0,18.0,296.0,47.67,44.132000000000005,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,106597.0,57.645,39.30400000000001,,,,,,,,,,,,,False,Famalicao,Sporting,0.0026039999999999987
2324569535.0,143.0,15.0,20.0,296.0,57.855000000000004,39.1,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[90, 118, 116, 29, 35, 37, 215, 217]",True,344378.0,69.3,12.172000000000004,,,,,,,,,,,,,False,Famalicao,Sporting,0.0018081900000000012
2324569581.0,144.0,15.0,23.0,296.0,69.09,14.892000000000005,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Zone', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Throughball']","[90, 119, 28, 129, 35, 36, 216, 217]",True,109474.0,91.03500000000001,29.44400000000001,,,,,,,,,,,,,True,Famalicao,Sporting,0.08934755
2324569573.0,114.0,15.0,26.0,935.0,10.920000000000002,36.856,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,400826.0,,,,,,,,,,,,,31.0,Luiz Júnior,,Famalicao,Sporting,
2324569745.0,115.0,15.0,29.0,935.0,11.655,31.552,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'KeeperThrow', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY']","[90, 35, 37, 214, 217]",True,400826.0,21.10500000000001,3.5360000000000005,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,-0.002378680000000001
,,15.0,29.0,,21.10500000000001,3.5360000000000005,,,Carry,,,,,96207.0,33.81,3.6040000000000014,,,,,,,,,,,90.0,Diogo Figueiras,True,Famalicao,Sporting,0.0013280500000000008
2324569765.0,116.0,15.0,37.0,935.0,33.81,3.6040000000000014,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[90, 116, 29, 34, 36, 214, 217]",True,96207.0,27.09000000000001,9.248000000000001,,,,,,,,,,,90.0,Diogo Figueiras,False,Famalicao,Sporting,-0.0003527700000000005
2324569801.0,117.0,15.0,40.0,935.0,27.3,9.656,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'PassEndY', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,380619.0,8.61,29.44400000000001,,,,,,,,,,,15.0,Riccieli,False,Famalicao,Sporting,-1.3259999999999314e-05
,,15.0,40.0,,8.61,29.44400000000001,,,Carry,,,,,400826.0,12.075000000000001,36.24400000000001,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,0.0014166600000000001
2324569823.0,118.0,15.0,44.0,935.0,12.075000000000001,36.24400000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Longball', 'Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle']","[90, 116, 126, 35, 36, 214, 217]",True,400826.0,32.655,63.64800000000002,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,-0.0010506300000000003
,,15.0,44.0,,32.655,63.64800000000002,,,Carry,,,,,136435.0,34.545,64.736,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.0
2324569829.0,119.0,15.0,46.0,935.0,34.545,64.736,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[196, 199]",False,136435.0,,,,,,,,,,,,,3.0,Rúben Lima,,Famalicao,Sporting,
2324569833.0,145.0,15.0,46.0,296.0,70.455,3.264,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[197, 198]",False,109474.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324569843.0,120.0,15.0,46.0,935.0,34.230000000000004,64.05600000000001,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'HeadPass']","[90, 117, 119, 28, 138, 35, 36, 215, 217]",True,136435.0,44.31,68.0,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.0014860800000000007
2324569983.0,147.0,15.0,55.0,296.0,66.99,0.0,15.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'ThrowIn', 'Zone', 'Longball', 'Length', 'Angle', 'PassEndX']","[90, 211, 34, 36, 214]",True,109474.0,25.725,4.216,,,,,,,,,,,,,False,Famalicao,Sporting,-0.009002060000000001
2324570075.0,148.0,16.0,2.0,296.0,29.085,12.852000000000006,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,395992.0,32.13000000000001,23.12,,,,,,,,,,,,,False,Famalicao,Sporting,0.00050972
2324570119.0,149.0,16.0,8.0,296.0,35.17500000000001,34.068000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[90, 116, 29, 35, 36, 215, 217]",True,71268.0,35.595,50.048000000000016,,,,,,,,,,,,,False,Famalicao,Sporting,-0.0002191399999999996
2324570141.0,150.0,16.0,13.0,296.0,43.365,48.75600000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[90, 116, 29, 35, 37, 215, 217]",True,106597.0,49.245,40.596,,,,,,,,,,,,,False,Famalicao,Sporting,0.00215424
2324570165.0,122.0,16.0,14.0,935.0,49.56,23.868,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'OtherBodyPart', 'Zone']",[90],True,402892.0,,,,,,,,,,,,,10.0,Iván Jaime,,Famalicao,Sporting,
2324570173.0,151.0,16.0,14.0,296.0,50.82,40.8,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'StandingSave', 'PassEndX', 'PassEndY']","[90, 119, 28, 35, 36, 215, 217]",True,135563.0,54.285000000000004,43.18,,,,,,,,,,,,,False,Famalicao,Sporting,0.0020099799999999998
2324570183.0,123.0,16.0,17.0,935.0,27.195,16.796,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,380619.0,,,,,,,,,,,,,15.0,Riccieli,,Famalicao,Sporting,
2324570223.0,124.0,16.0,17.0,935.0,27.195,16.796,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'PassEndY', 'PassEndX', 'Length']","[90, 116, 29, 35, 37, 214, 217]",True,380619.0,31.395,5.44,,,,,,,,,,,15.0,Riccieli,False,Famalicao,Sporting,0.0003527700000000005
,,16.0,17.0,,31.395,5.44,,,Carry,,,,,96207.0,37.38,5.984000000000001,,,,,,,,,,,90.0,Diogo Figueiras,False,Famalicao,Sporting,0.0014860800000000007
2324570229.0,125.0,16.0,20.0,935.0,37.38,5.984000000000001,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'Zone', 'OppositeRelatedEvent']","[90, 52]",True,96207.0,,,,,,,,,,,,,90.0,Diogo Figueiras,,Famalicao,Sporting,
2324570247.0,152.0,16.0,21.0,296.0,67.62,62.016000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[90, 142]",True,395221.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324570253.0,153.0,16.0,22.0,296.0,66.885,60.52,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,395221.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
