id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2324559017.0,9.0,0.0,40.0,935.0,84.73500000000004,65.008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone', 'Angle']","[90, 118, 116, 29, 34, 36, 215, 217]",True,297245.0,64.05,66.096,,,,,,,,,,,11.0,Bruno Rodrigues,False,Famalicao,Sporting,-0.01011252
2324559067.0,10.0,0.0,41.0,935.0,63.945,66.23200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,136435.0,41.475,58.276,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,-0.00530341
,,0.0,41.0,,41.475,58.276,,,Carry,,,,,422248.0,40.74,56.916,,,,,,,,,,,43.0,Alexandre Penetra,False,Famalicao,Sporting,0.0
2324559139.0,11.0,0.0,45.0,935.0,40.74,56.916,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX', 'Longball', 'StandingSave']","[90, 116, 126, 34, 37, 214, 217]",True,422248.0,19.635000000000005,31.28,,,,,,,,,,,43.0,Alexandre Penetra,False,Famalicao,Sporting,-0.001981700000000001
,,0.0,45.0,,19.635000000000005,31.28,,,Carry,,,,,400826.0,23.94,29.036000000000005,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,0.0
2324559167.0,12.0,0.0,51.0,935.0,23.94,29.036000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'Zone', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,400826.0,25.515,47.12400000000001,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,-0.00015244999999999842
2324559203.0,13.0,0.0,54.0,935.0,25.725,48.28,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone']","[90, 116, 29, 35, 36, 215, 217]",True,422248.0,49.665,51.544000000000004,,,,,,,,,,,43.0,Alexandre Penetra,False,Famalicao,Sporting,0.00383236
,,0.0,54.0,,49.665,51.544000000000004,,,Carry,,,,,402892.0,47.46000000000002,51.74800000000002,,,,,,,,,,,10.0,Iván Jaime,False,Famalicao,Sporting,0.0
2324559219.0,14.0,0.0,56.0,935.0,47.46000000000002,51.74800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'StandingSave', 'Angle']","[90, 116, 29, 34, 37, 215, 217]",True,402892.0,42.63,45.08400000000002,,,,,,,,,,,10.0,Iván Jaime,False,Famalicao,Sporting,-0.0011536600000000008
2324559229.0,15.0,0.0,57.0,935.0,42.63,45.016000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,344716.0,36.960000000000015,55.42,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,-0.0005445499999999995
2324559241.0,16.0,0.0,58.0,935.0,36.960000000000015,55.42,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,136435.0,41.58000000000001,46.44400000000001,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.0005445499999999995
2324559259.0,17.0,0.0,59.0,935.0,41.58000000000001,46.44400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[90, 116, 29, 34, 36, 215, 217]",True,344716.0,37.275,55.21600000000001,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,-0.0005445499999999995
,,0.0,59.0,,37.275,55.21600000000001,,,Carry,,,,,136435.0,40.74,57.120000000000005,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.0
2324559309.0,18.0,1.0,1.0,935.0,40.74,57.120000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,136435.0,54.81,52.97200000000001,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.003970940000000001
,,1.0,1.0,,54.81,52.97200000000001,,,Carry,,,,,402892.0,61.425000000000004,52.156000000000006,,,,,,,,,,,10.0,Iván Jaime,True,Famalicao,Sporting,0.0
2324559319.0,19.0,1.0,3.0,935.0,61.425000000000004,52.156000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[90, 119, 28, 35, 37, 215, 217]",True,402892.0,68.14500000000001,31.076000000000004,,,,,,,,,,,10.0,Iván Jaime,True,Famalicao,Sporting,0.0038525699999999996
2324559333.0,13.0,1.0,6.0,296.0,33.81,43.724,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,395221.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324559391.0,14.0,1.0,7.0,296.0,40.95000000000001,43.248000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[90, 118, 116, 126, 35, 37, 215, 217]",True,395221.0,67.2,24.14,,,,,,,,,,,,,True,Famalicao,Sporting,0.006659580000000002
2324559407.0,15.0,1.0,10.0,296.0,67.2,24.14,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Throughball', 'Angle', 'Length', 'PassEndX', 'StandingSave']","[90, 118, 116, 29, 128, 204, 35, 36, 216, 217]",True,344378.0,78.75,35.088,,,,,,,,,,,,,True,Famalicao,Sporting,0.004500169999999998
2324559413.0,16.0,1.0,11.0,296.0,78.75,35.088,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,361964.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324559439.0,20.0,1.0,13.0,935.0,13.86,35.496,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[92],False,400826.0,,,,,,,,,,,,,31.0,Luiz Júnior,,Famalicao,Sporting,
2324559539.0,21.0,1.0,17.0,935.0,13.755,35.088,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'KeeperThrow', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone']","[90, 35, 36, 214, 217]",True,400826.0,25.515,55.69200000000001,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,-0.0014034000000000008
,,1.0,17.0,,25.515,55.69200000000001,,,Carry,,,,,136435.0,33.6,61.81200000000001,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.0003527700000000005
2324559575.0,22.0,1.0,22.0,935.0,33.6,61.81200000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,136435.0,40.635000000000005,48.348000000000006,,,,,,,,,,,3.0,Rúben Lima,False,Famalicao,Sporting,0.00291515
2324559589.0,23.0,1.0,23.0,935.0,40.635000000000005,48.348000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[90, 117, 119, 28, 35, 36, 215, 217]",True,344716.0,48.825,55.08000000000001,,,,,,,,,,,88.0,Pêpê,False,Famalicao,Sporting,0.0011536600000000008
2324559605.0,17.0,1.0,24.0,296.0,59.010000000000005,12.036,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,109474.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324559625.0,18.0,1.0,24.0,296.0,59.01000000000001,12.036,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[90, 118, 116, 29, 35, 36, 215, 217]",True,109474.0,62.58000000000001,13.056000000000001,,,,,,,,,,,,,False,Famalicao,Sporting,0.0025853399999999985
2324559645.0,19.0,1.0,25.0,296.0,65.10000000000001,13.056,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['Zone', 'Offensive', 'StandingSave', 'OppositeRelatedEvent']","[90, 53]",True,344378.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324559629.0,25.0,1.0,25.0,935.0,39.9,54.944,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[54],False,136435.0,,,,,,,,,,,,,3.0,Rúben Lima,,Famalicao,Sporting,
2324559717.0,20.0,1.0,28.0,296.0,66.045,7.072000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'Length', 'PassEndY', 'PassEndX']","[90, 118, 116, 29, 34, 36, 215, 217]",True,344378.0,64.78500000000001,14.008000000000004,,,,,,,,,,,,,False,Famalicao,Sporting,0.0012528699999999997
2324559739.0,21.0,1.0,34.0,296.0,57.015,23.32400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[90, 118, 116, 29, 35, 37, 215, 217]",True,322774.0,69.72000000000001,3.944,,,,,,,,,,,,,False,Famalicao,Sporting,0.0005946400000000004
2324559769.0,22.0,1.0,37.0,296.0,69.615,4.0120000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,109474.0,43.785000000000004,9.996000000000002,,,,,,,,,,,,,False,Famalicao,Sporting,-0.00530341
2324559827.0,23.0,1.0,40.0,296.0,43.785000000000004,9.996000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'Length']","[90, 116, 29, 34, 36, 215, 217]",True,395992.0,37.905,33.184,,,,,,,,,,,,,False,Famalicao,Sporting,0.0004792700000000004
2324559889.0,24.0,1.0,45.0,296.0,47.88,38.556,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[90, 116, 29, 34, 36, 215, 217]",True,106597.0,44.625,51.272000000000006,,,,,,,,,,,,,False,Famalicao,Sporting,-0.0026987899999999995
2324559941.0,25.0,1.0,49.0,296.0,43.89,49.64,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle']","[90, 116, 29, 34, 37, 215, 217]",True,71268.0,40.95000000000001,40.324,,,,,,,,,,,,,False,Famalicao,Sporting,-6.527999999999916e-05
2324559971.0,26.0,1.0,53.0,296.0,40.32,39.98400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[90, 118, 116, 29, 35, 36, 215, 217]",True,106597.0,58.589999999999996,65.48400000000001,,,,,,,,,,,,,False,Famalicao,Sporting,0.0021094999999999985
2324559979.0,27.0,1.0,55.0,296.0,60.375,63.784000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[90, 69]",True,395221.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324560007.0,26.0,1.0,56.0,935.0,44.625,4.216,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[90, 141]",True,96207.0,,,,,,,,,,,,,90.0,Diogo Figueiras,,Famalicao,Sporting,
2324560063.0,27.0,2.0,0.0,935.0,60.06,9.792000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[54],False,119622.0,,,,,,,,,,,,,7.0,Ivo Rodrigues,,Famalicao,Sporting,
2324560079.0,28.0,2.0,0.0,296.0,44.94,58.208,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Zone']","[90, 53]",True,71268.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324560103.0,29.0,2.0,4.0,296.0,44.730000000000004,53.312000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'Angle']","[90, 119, 28, 123, 35, 37, 216, 217]",True,71268.0,72.87,40.596,,,,,,,,,,,,,True,Famalicao,Sporting,0.010006089999999999
2324560119.0,28.0,2.0,6.0,935.0,32.865,35.90400000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[90, 117, 119, 28, 138, 35, 37, 215, 217]",True,422248.0,40.425,30.872,,,,,,,,,,,43.0,Alexandre Penetra,False,Famalicao,Sporting,0.0013027000000000004
2324560189.0,30.0,2.0,9.0,296.0,70.14,38.352,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'OppositeRelatedEvent', 'Zone']","[90, 62]",True,135563.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324560185.0,29.0,2.0,9.0,935.0,34.86000000000001,29.648000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'Foul', 'StandingSave']",[63],False,344716.0,,,,,,,,,,,,,88.0,Pêpê,,Famalicao,Sporting,
2324560217.0,30.0,2.0,14.0,935.0,0.0,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[64],False,344716.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,,88.0,Pêpê,,Famalicao,Sporting,
2324561191.0,31.0,3.0,23.0,296.0,71.61,40.120000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave']","[90, 118, 116, 29, 131, 204, 35, 36, 216, 217]",True,109474.0,81.90000000000002,64.80400000000002,,,,,,,,,,,,,False,Famalicao,Sporting,0.0037116300000000005
2324561245.0,32.0,3.0,26.0,296.0,82.005,64.26000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle']","[90, 118, 116, 29, 204, 34, 37, 216, 217]",True,395221.0,73.29000000000002,55.01200000000001,,,,,,,,,,,,,False,Famalicao,Sporting,-0.0035479100000000013
2324561283.0,33.0,3.0,29.0,296.0,77.28,55.82800000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['LeftFoot', 'PassEndY', 'Angle', 'Zone', 'Length', 'Chipped', 'PassEndX', 'StandingSave', 'Cross']","[90, 137, 123, 125, 35, 37, 216, 217]",True,344378.0,95.34,37.876000000000005,,,,,,,,,,,,,True,Famalicao,Sporting,0.08403581
2324561343.0,31.0,3.0,31.0,935.0,12.075,30.464,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Angle', 'PassEndY', 'PassEndX', 'Head', 'Length']","[90, 93, 94, 56, 214]",True,380619.0,22.680000000000003,14.348000000000004,,,,,,,,,,,15.0,Riccieli,,Famalicao,Sporting,
2324561371.0,32.0,3.0,33.0,935.0,24.78,12.24,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[196, 199]",False,402892.0,,,,,,,,,,,,,10.0,Iván Jaime,,Famalicao,Sporting,
2324561315.0,34.0,3.0,33.0,296.0,80.22000000000001,55.760000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 198]",False,344378.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324561375.0,33.0,3.0,33.0,935.0,18.69,13.056,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'Zone', 'PassEndY', 'PassEndX', 'Angle', 'Head']","[90, 93, 94, 56, 214]",True,402892.0,28.665000000000003,10.132,,,,,,,,,,,10.0,Iván Jaime,,Famalicao,Sporting,
2324561411.0,35.0,3.0,37.0,296.0,78.33,52.08800000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Cross', 'Length', 'Chipped', 'Angle', 'RightFoot', 'PassEndX', 'Zone', 'PassEndY', 'Longball', 'StandingSave']","[90, 118, 136, 123, 124, 35, 37, 216, 217]",True,395221.0,101.22000000000001,15.436,,,,,,,,,,,,,True,Famalicao,Sporting,0.022462
2324561415.0,36.0,3.0,39.0,296.0,101.22,15.436,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[90, 68]",True,322774.0,,,,,,,,,,,,,,,,Famalicao,Sporting,
2324561751.0,35.0,3.0,52.0,935.0,4.83,36.58400000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'MissHigh', 'Length', 'Longball', 'Zone', 'GoalKick', 'Chipped']","[90, 116, 123, 126, 35, 36, 214, 217]",True,400826.0,34.125,63.036000000000016,,,,,,,,,,,31.0,Luiz Júnior,False,Famalicao,Sporting,0.00036602999999999983
