id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2405033643.0,2.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2405033655.0,2.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2405097277.0,889.0,0.0,0.0,2899.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2405097401.0,934.0,0.0,0.0,288.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2404997395.0,1.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2404997629.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Vizela,Braga,
2405033663.0,3.0,0.0,0.0,2899.0,52.71000000000002,34.816,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,322742.0,34.125,23.528,,,,,,,,,,20.0,Samu,False,Vizela,Braga,-0.003741359999999999
2405033753.0,4.0,0.0,2.0,2899.0,34.125,23.528,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone']","[91, 120, 128, 36, 37, 217, 218]",True,361919.0,73.185,68.0,,,,,,,,,,7.0,Osama Rashid,True,Vizela,Braga,0.01011667
2405033833.0,4.0,0.0,15.0,288.0,20.16,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'Length', 'Zone', 'PassEndX', 'PassEndY']","[91, 212, 36, 37, 215]",True,421975.0,26.985,14.96,,,,,,,,,,,,False,Vizela,Braga,0.0009752800000000002
2405033889.0,6.0,0.0,18.0,2899.0,61.74,59.50000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,361919.0,,,,,,,,,,,,7.0,Osama Rashid,,Vizela,Braga,
2405033843.0,5.0,0.0,18.0,288.0,26.985,14.96,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX']","[91, 118, 120, 29, 36, 38, 215, 218]",True,322689.0,30.240000000000002,12.988,,,,,,,,,,,,False,Vizela,Braga,0.0011710800000000014
2405033905.0,7.0,0.0,21.0,2899.0,62.265,65.212,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,421843.0,,,,,,,,,,,,10.0,Kiko Bondoso,,Vizela,Braga,
2405033913.0,8.0,0.0,21.0,2899.0,68.355,66.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,421843.0,61.95,63.51200000000001,,,,,,,,,,10.0,Kiko Bondoso,False,Vizela,Braga,0.0
,,0.0,21.0,,61.95,63.51200000000001,,,Carry,,,,,124107.0,59.535000000000004,64.736,,,,,,,,,,37.0,Richard Ofori,False,Vizela,Braga,-0.002714640000000001
,,0.0,21.0,,62.265,65.212,,,Carry,,,,,421843.0,68.355,66.436,,,,,,,,,,10.0,Kiko Bondoso,False,Vizela,Braga,0.0
2405033907.0,6.0,0.0,22.0,288.0,38.64,2.584,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,421975.0,,,,,,,,,,,,,,,Vizela,Braga,
