id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2384297555.0,2.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384297545.0,2.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384380941.0,880.0,0.0,0.0,786.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384386543.0,563.0,0.0,0.0,2899.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384256625.0,1.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384257549.0,1.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'JerseyNumber', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384297631.0,3.0,0.0,0.0,2899.0,52.395,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,119543.0,38.85,30.872,,,,,,,,,,9.0,Cassiano,False,Pacos de Ferreira,Vizela,-0.002219519999999999
2384297649.0,4.0,0.0,3.0,2899.0,38.32500000000001,30.532,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'Zone', 'Chipped', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 120, 124, 128, 36, 37, 217, 218]",True,36137.0,80.85000000000002,52.564,,,,,,,,,,6.0,Claudemir,True,Pacos de Ferreira,Vizela,0.01690626
2384297665.0,3.0,0.0,6.0,786.0,32.550000000000004,15.232,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'HeadPass', 'Angle']","[91, 117, 30, 139, 36, 38, 216, 218]",True,110341.0,36.960000000000015,8.228,,,,,,,,,,,,False,Pacos de Ferreira,Vizela,0.0006677699999999998
2384297695.0,4.0,0.0,7.0,786.0,36.96000000000001,5.44,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,384889.0,,,,,,,,,,,,,,,Pacos de Ferreira,Vizela,
2384297751.0,5.0,0.0,10.0,786.0,27.51,9.928,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,384889.0,28.35,25.228,,,,,,,,,,,,False,Pacos de Ferreira,Vizela,0.0016808000000000014
2384297777.0,6.0,0.0,12.0,786.0,27.825000000000006,22.372,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,422245.0,4.83,23.596000000000004,,,,,,,,,,,,False,Pacos de Ferreira,Vizela,-0.0011331400000000012
2384297813.0,7.0,0.0,15.0,786.0,6.195,22.712,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Longball', 'Chipped', 'StandingSave', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,364187.0,45.57,15.028000000000002,,,,,,,,,,,,True,Pacos de Ferreira,Vizela,0.004965500000000001
2384297829.0,5.0,0.0,18.0,2899.0,63.105000000000004,54.33200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'HeadPass', 'PassEndY', 'Zone']","[91, 120, 29, 139, 36, 38, 216, 218]",True,129360.0,68.88,51.476000000000006,,,,,,,,,,24.0,Kiki,False,Pacos de Ferreira,Vizela,0.0
