id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,relatedEventId,relatedPlayerId,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2377933219.0,2.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377933221.0,2.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377974207.0,836.0,0.0,0.0,107.0,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377974213.0,802.0,0.0,0.0,2899.0,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377907965.0,1.0,0.0,0.0,2899.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377907989.0,1.0,0.0,0.0,107.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Vizela,Vitoria de Guimaraes,
2377933253.0,3.0,0.0,0.0,2899.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,143050.0,34.965,25.16,,,,,,,,,,8.0,Raphael Guzzo,False,Vizela,Vitoria de Guimaraes,-0.003741359999999999
2377933271.0,4.0,0.0,2.0,2899.0,34.965,25.16,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Longball', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'Chipped', 'PassEndY']","[91, 120, 124, 128, 36, 37, 216, 218]",True,36137.0,67.30499999999999,62.56,,,,,,,,,,6.0,Claudemir,True,Vizela,Vitoria de Guimaraes,0.006345979999999999
2377933275.0,3.0,0.0,4.0,107.0,39.27000000000001,11.152,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'Angle', 'HeadPass', 'PassEndX', 'PassEndY']","[91, 120, 29, 139, 36, 38, 216, 218]",True,380681.0,64.68,0.0,,,,,,,,,,,,True,Vizela,Vitoria de Guimaraes,0.00530341
2377933345.0,6.0,0.0,13.0,2899.0,43.575,68.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'ThrowIn']","[91, 212, 36, 38, 216]",True,124107.0,55.02,62.90000000000001,,,,,,,,,,37.0,Richard Ofori,False,Vizela,Vitoria de Guimaraes,0.0034732899999999987
