id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,isOwnGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2397303899.0,2.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397303895.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397355359.0,920.0,0.0,0.0,1463.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397355371.0,810.0,0.0,0.0,288.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397273735.0,1.0,0.0,0.0,288.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'JerseyNumber', 'TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397274381.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'TeamFormation', 'TeamPlayerFormation', 'CaptainPlayerId', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,,Portimonense,Braga,
2397303921.0,3.0,0.0,0.0,1463.0,52.605000000000004,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,345275.0,39.27000000000001,40.596,,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Braga,-0.002219519999999999
2397303931.0,4.0,0.0,2.0,1463.0,39.27000000000001,41.34400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,317741.0,31.5,53.244,,,,,,,,,,,8.0,Lucas Fernandes,False,Portimonense,Braga,-0.00203156
2397303949.0,5.0,0.0,4.0,1463.0,31.5,53.38,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,422207.0,23.1,29.104000000000006,,,,,,,,,,,22.0,Filipe Relvas,False,Portimonense,Braga,-0.0004294100000000016
,,0.0,4.0,,23.1,29.104000000000006,,,Carry,,,,,342696.0,22.155,27.268000000000008,,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Braga,0.0
2397303971.0,6.0,0.0,7.0,1463.0,22.155,27.268000000000008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Chipped', 'StandingSave', 'Angle', 'Longball', 'Length', 'PassEndY', 'Zone']","[91, 120, 124, 128, 36, 38, 217, 218]",True,342696.0,96.075,3.3320000000000003,,,,,,,,,,,3.0,Lucas Possignolo,True,Portimonense,Braga,0.024685230000000002
2397303977.0,3.0,0.0,13.0,288.0,12.6,62.15200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,361852.0,,,,,,,,,,,,,,,,Portimonense,Braga,
2397303987.0,4.0,0.0,13.0,288.0,12.39,62.22000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,361852.0,3.7800000000000002,50.93200000000001,,,,,,,,,,,,,False,Portimonense,Braga,0.0010837399999999997
2397303997.0,5.0,0.0,14.0,288.0,3.7800000000000002,50.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'Chipped', 'Angle', 'Longball', 'Zone', 'StandingSave', 'PassEndY']","[91, 118, 120, 124, 128, 36, 37, 215, 218]",True,296521.0,33.075,64.396,,,,,,,,,,,,,False,Portimonense,Braga,0.0008966900000000003
2397304013.0,7.0,0.0,16.0,1463.0,68.25,9.656,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,116103.0,,,,,,,,,,,,,76.0,Carlinhos,,Portimonense,Braga,
,,0.0,16.0,,68.25,9.656,,,Carry,,,,,116103.0,70.245,14.552000000000003,,,,,,,,,,,76.0,Carlinhos,False,Portimonense,Braga,0.0
2397304049.0,8.0,0.0,18.0,1463.0,70.245,14.552000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,116103.0,75.39,10.336000000000002,,,,,,,,,,,76.0,Carlinhos,False,Portimonense,Braga,0.005311739999999999
,,0.0,18.0,,75.39,10.336000000000002,,,Carry,,,,,345275.0,69.825,15.844,,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Braga,-0.005311739999999999
2397304069.0,9.0,0.0,23.0,1463.0,69.825,15.844,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,345275.0,40.845,14.824000000000002,,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Braga,-0.006556279999999999
,,0.0,23.0,,40.845,14.824000000000002,,,Carry,,,,,360107.0,41.37,16.796,,,,,,,,,,,44.0,Pedrão,False,Portimonense,Braga,0.0
