id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,cardType,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2322151501.0,10.0,0.0,1463.0,308886.0,52.395,3.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[90, 116, 29, 34, 36, 215, 217]",True,18.0,38.115,11.696,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,-0.00033624999999999974
2322151541.0,11.0,0.0,1463.0,342696.0,37.38,12.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'PassEndY', 'Zone']","[90, 116, 29, 35, 36, 215, 217]",True,21.0,37.8,32.980000000000004,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,0.0004792700000000004
2322151603.0,12.0,0.0,1463.0,380545.0,37.8,34.20400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,24.0,43.26000000000001,61.336000000000006,,,,,,,,,,4.0,Willyan,False,Tondela,Portimonense,-0.0013637900000000001
,,0.0,,360107.0,43.26000000000001,61.336000000000006,,,Carry,,,,,24.0,45.78,63.988000000000014,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,0.0012207699999999995
2322151657.0,13.0,0.0,1463.0,360107.0,45.78,63.988000000000014,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[90, 118, 116, 29, 35, 37, 215, 217]",True,28.0,57.54,59.56800000000001,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,0.002252519999999999
,,0.0,,383619.0,57.54,59.56800000000001,,,Carry,,,,,28.0,47.04,45.492,,,,,,,,,,11.0,Anderson Oliveira,False,Tondela,Portimonense,-0.0004446799999999994
2322151767.0,14.0,0.0,1463.0,383619.0,47.04,45.492,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Length', 'Zone', 'PassEndY']","[90, 116, 29, 34, 37, 215, 217]",True,33.0,38.22,21.284000000000002,,,,,,,,,,11.0,Anderson Oliveira,False,Tondela,Portimonense,-0.00159954
,,0.0,,342696.0,38.22,21.284000000000002,,,Carry,,,,,33.0,57.75,13.124,,,,,,,,,,3.0,Lucas Possignolo,True,Tondela,Portimonense,0.0034263900000000014
2322151781.0,15.0,0.0,1463.0,342696.0,57.75,13.124,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'PassEndY']","[90, 118, 116, 29, 35, 37, 215, 217]",True,39.0,62.685,3.808,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,0.0013324699999999988
2322151807.0,16.0,0.0,1463.0,308886.0,62.685,3.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'StandingSave', 'Zone', 'Length']","[90, 116, 29, 34, 36, 215, 217]",True,40.0,52.395,6.664000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,-0.00496716
,,0.0,,342696.0,52.395,6.664000000000001,,,Carry,,,,,40.0,50.82,7.82,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,0.0
2322151843.0,17.0,0.0,1463.0,342696.0,50.82,7.82,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[90, 116, 29, 34, 36, 215, 217]",True,43.0,39.795,30.328000000000003,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,0.00014302000000000065
,,0.0,,380545.0,39.795,30.328000000000003,,,Carry,,,,,43.0,39.06,34.068000000000005,,,,,,,,,,4.0,Willyan,False,Tondela,Portimonense,0.0
2322151879.0,18.0,0.0,1463.0,380545.0,39.06,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,46.0,45.99,55.89600000000001,,,,,,,,,,4.0,Willyan,False,Tondela,Portimonense,0.00121894
,,0.0,,360107.0,45.99,55.89600000000001,,,Carry,,,,,46.0,46.725,58.956,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,0.0
2322151929.0,19.0,0.0,1463.0,360107.0,46.725,58.956,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX']","[90, 116, 29, 35, 37, 215, 217]",True,50.0,49.980000000000004,42.160000000000004,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,0.0010005799999999992
,,0.0,,317741.0,49.980000000000004,42.160000000000004,,,Carry,,,,,50.0,53.865,51.816,,,,,,,,,,8.0,Lucas Fernandes,False,Tondela,Portimonense,-0.0010005799999999992
2322152007.0,20.0,0.0,1463.0,317741.0,53.865,51.816,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[90, 118, 116, 29, 35, 36, 215, 217]",True,53.0,57.855000000000004,65.62,,,,,,,,,,8.0,Lucas Fernandes,False,Tondela,Portimonense,-0.001382170000000002
,,0.0,,373033.0,57.855000000000004,65.62,,,Carry,,,,,53.0,62.055000000000014,51.40800000000001,,,,,,,,,,5.0,Fali Candé,True,Tondela,Portimonense,0.001382170000000002
2322152041.0,21.0,0.0,1463.0,373033.0,62.05500000000001,51.408,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['PlayerCaughtOffside', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX']","[90, 216]",True,58.0,73.92000000000002,43.724,,,,,,,,,,5.0,Fali Candé,,Tondela,Portimonense,
2322152085.0,3.0,0.0,8071.0,392017.0,37.38,17.544,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,58.0,,,,,,,,,,,,,,,Tondela,Portimonense,
2322163041.0,11021.0,0.0,1463.0,342996.0,73.92000000000002,43.724,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,77.0,Aylton Boa Morte,,Tondela,Portimonense,
2322152303.0,4.0,1.0,8071.0,382161.0,23.625,20.876,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'IndirectFreekickTaken', 'PassEndX', 'PassEndY', 'Zone', 'FreekickTaken', 'Length']","[90, 116, 29, 131, 35, 36, 215, 217]",True,23.0,49.035000000000004,22.032,,,,,,,,,,,,False,Tondela,Portimonense,0.004278239999999999
2322152337.0,5.0,1.0,8071.0,307550.0,47.775,18.632,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[90, 116, 29, 34, 37, 214, 217]",True,26.0,32.865,3.5360000000000005,,,,,,,,,,,,False,Tondela,Portimonense,-0.00451469
2322152405.0,6.0,1.0,8071.0,342768.0,32.865,3.5360000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,29.0,13.755,21.692,,,,,,,,,,,,False,Tondela,Portimonense,8.600000000000968e-07
2322152455.0,7.0,1.0,8071.0,382161.0,9.765,26.792000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[90, 116, 29, 35, 36, 214, 217]",True,33.0,17.955000000000002,45.492,,,,,,,,,,,,False,Tondela,Portimonense,0.0003668899999999999
2322152541.0,8.0,1.0,8071.0,394932.0,20.790000000000006,46.852,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'Length', 'PassEndX']","[90, 116, 29, 35, 37, 214, 217]",True,36.0,28.455000000000002,45.424,,,,,,,,,,,,False,Tondela,Portimonense,0.00109158
2322152643.0,9.0,1.0,8071.0,408824.0,28.455000000000002,45.424,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'Zone', 'PassEndY', 'Length', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,37.0,8.295,30.736000000000004,,,,,,,,,,,,False,Tondela,Portimonense,-0.0016940600000000007
2322152661.0,10.0,1.0,8071.0,382161.0,8.295,30.736000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[90, 116, 29, 35, 37, 214, 217]",True,42.0,29.61,25.636000000000003,,,,,,,,,,,,False,Tondela,Portimonense,0.0019132000000000003
2322152673.0,11.0,1.0,8071.0,408824.0,29.61,25.636000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'Angle', 'Zone', 'PassEndX']","[90, 116, 29, 34, 37, 214, 217]",True,43.0,22.785,8.296,,,,,,,,,,,,False,Tondela,Portimonense,-0.0028752200000000012
2322152697.0,12.0,1.0,8071.0,392017.0,22.785,8.296,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Chipped', 'Longball', 'StandingSave']","[90, 116, 123, 126, 35, 36, 215, 217]",True,46.0,43.26000000000001,60.52,,,,,,,,,,,,False,Tondela,Portimonense,0.0028141300000000015
2322152713.0,13.0,1.0,8071.0,402065.0,43.89,60.58800000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[90, 119, 28, 35, 37, 215, 217]",True,51.0,64.89,52.564,,,,,,,,,,,,True,Tondela,Portimonense,0.007440799999999999
2322152737.0,22.0,1.0,1463.0,308886.0,36.12,12.308000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY', 'StandingSave']","[90, 116, 29, 35, 36, 215, 217]",True,52.0,44.94,18.292000000000005,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,0.002096839999999999
2322152743.0,23.0,1.0,1463.0,380546.0,45.885000000000005,18.292,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,55.0,,,,,,,,,,,,14.0,Beto,,Tondela,Portimonense,
2322152775.0,24.0,1.0,1463.0,380546.0,45.99,17.068,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone']","[90, 116, 29, 35, 37, 215, 217]",True,55.0,46.305000000000014,7.072000000000001,,,,,,,,,,14.0,Beto,False,Tondela,Portimonense,-0.0018078399999999998
2322152795.0,25.0,1.0,1463.0,380545.0,46.305000000000014,6.800000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,57.0,35.910000000000004,8.908000000000003,,,,,,,,,,4.0,Willyan,False,Tondela,Portimonense,-0.0018885399999999993
,,1.0,,308886.0,35.910000000000004,8.908000000000003,,,Carry,,,,,57.0,36.12,7.072000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,-0.0008183100000000009
2322152817.0,26.0,1.0,1463.0,308886.0,36.12,7.072000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,59.0,24.675,12.308000000000002,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,-0.0003527700000000005
2322152877.0,27.0,2.0,1463.0,342696.0,24.675,12.308000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[90, 116, 29, 34, 36, 214, 217]",True,1.0,5.565,23.936000000000003,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,-0.0005439199999999998
,,2.0,,310029.0,5.565,23.936000000000003,,,Carry,,,,,1.0,7.3500000000000005,21.692,,,,,,,,,,94.0,Samuel,False,Tondela,Portimonense,0.0
2322152923.0,28.0,2.0,1463.0,310029.0,7.3500000000000005,21.692,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Length', 'Angle', 'PassEndY', 'Chipped', 'Zone']","[90, 116, 29, 123, 35, 37, 214, 217]",True,5.0,23.52,2.176,,,,,,,,,,94.0,Samuel,False,Tondela,Portimonense,-0.0004313600000000004
,,2.0,,308886.0,23.52,2.176,,,Carry,,,,,5.0,22.89,3.6040000000000005,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,0.0
2322152935.0,29.0,2.0,1463.0,308886.0,22.89,3.6040000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length']","[90, 116, 29, 34, 36, 214, 217]",True,8.0,11.13,4.0120000000000005,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,-0.0020655099999999996
2322152949.0,30.0,2.0,1463.0,342696.0,11.13,4.0120000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Zone', 'StandingSave', 'Longball', 'Length', 'PassEndX']","[90, 117, 119, 127, 35, 37, 214, 217]",True,10.0,27.195,0.0,,,,,,,,,,3.0,Lucas Possignolo,False,Tondela,Portimonense,0.0020655099999999996
2322153109.0,15.0,2.0,8071.0,402065.0,74.655,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'ThrowIn', 'PassEndY', 'Zone']","[90, 211, 35, 37, 216]",True,21.0,75.81,53.58400000000001,,,,,,,,,,,,True,Tondela,Portimonense,0.0027939199999999983
2322153121.0,16.0,2.0,8071.0,91775.0,75.81,53.584,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[90, 68]",True,22.0,,,,,,,,,,,,,,,Tondela,Portimonense,
2322153113.0,32.0,2.0,1463.0,308886.0,26.775,15.368000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,24.0,,,,,,,,,,,,18.0,Fahd Moufi,,Tondela,Portimonense,
2322153143.0,33.0,2.0,1463.0,308886.0,26.040000000000006,19.788000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave', 'PassEndY']","[90, 116, 29, 34, 36, 214, 217]",True,24.0,19.32,32.64,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,0.0008141799999999994
,,2.0,,360107.0,19.32,32.64,,,Carry,,,,,24.0,21.630000000000006,33.728,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,-0.000661730000000001
,,2.0,,308886.0,26.775000000000002,15.368000000000002,,,Carry,,,,,24.0,26.040000000000006,19.788000000000004,,,,,,,,,,18.0,Fahd Moufi,False,Tondela,Portimonense,0.0005892200000000014
2322153189.0,34.0,2.0,1463.0,360107.0,21.630000000000006,33.728,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,27.0,37.695,49.300000000000004,,,,,,,,,,44.0,Pedrão,False,Tondela,Portimonense,0.0025262500000000007
2322153193.0,35.0,2.0,1463.0,383619.0,37.8,49.3,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,29.0,,,,,,,,,,,,11.0,Anderson Oliveira,,Tondela,Portimonense,
2322190875.0,360.0,2.0,8071.0,119089.0,69.3,22.712,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,29.0,70.66500000000002,19.244000000000003,,,,,,,,,,,,False,Tondela,Portimonense,0.0
2322153207.0,17.0,2.0,8071.0,283364.0,72.135,16.252,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,30.0,,,,,,,,,,,,,,,Tondela,Portimonense,
2322153233.0,18.0,2.0,8071.0,283364.0,72.135,16.252,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'Length']","[90, 118, 116, 29, 34, 37, 215, 217]",True,31.0,66.15,10.948000000000002,,,,,,,,,,,,False,Tondela,Portimonense,-0.005311739999999999
2322153267.0,19.0,2.0,8071.0,342768.0,66.15,10.268000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,33.0,75.81,3.196,,,,,,,,,,,,False,Tondela,Portimonense,0.0025178200000000005
2322153309.0,20.0,2.0,8071.0,283364.0,86.73,2.5160000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Angle', 'PassEndY', 'PassEndX', 'Length']","[90, 119, 28, 35, 36, 216, 217]",True,35.0,105.0,15.776,,,,,,,,,,,,True,Tondela,Portimonense,0.018914089999999998
2322153675.0,37.0,3.0,1463.0,310029.0,5.04,35.42800000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'MissHigh', 'Length', 'PassEndX', 'Longball', 'GoalKick', 'PassEndY', 'Angle']","[90, 119, 127, 35, 36, 215, 217]",True,4.0,55.860000000000014,59.704,,,,,,,,,,94.0,Samuel,True,Tondela,Portimonense,0.005325399999999999
2322153713.0,23.0,3.0,8071.0,283364.0,54.285000000000004,5.644000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'HeadPass', 'PassEndX', 'Zone']","[90, 118, 116, 29, 138, 35, 36, 215, 217]",True,7.0,62.79,14.008000000000004,,,,,,,,,,,,True,Tondela,Portimonense,0.0039675100000000005
2322153813.0,25.0,3.0,8071.0,408824.0,63.84,18.224,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Foul', 'Offensive']","[90, 62]",True,8.0,,,,,,,,,,,,,,,Tondela,Portimonense,
2322153817.0,38.0,3.0,1463.0,380545.0,41.16,49.776,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive', 'Foul']",[63],False,8.0,,,,,,,,,,,,4.0,Willyan,,Tondela,Portimonense,
2322153969.0,39.0,3.0,1463.0,380545.0,0.0,0.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Card,Successful,"['Yellow', 'Foul']",[64],False,17.0,,,"{'value': 31, 'displayName': 'Yellow'}",,,,,,,,,4.0,Willyan,,Tondela,Portimonense,
2322154431.0,26.0,3.0,8071.0,119089.0,65.41500000000002,16.116,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'Length', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[90, 116, 29, 131, 34, 36, 215, 217]",True,58.0,47.67,26.384000000000004,,,,,,,,,,,,False,Tondela,Portimonense,-0.00385749
2322154467.0,27.0,4.0,8071.0,392017.0,47.460000000000015,28.016000000000005,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle', 'PassEndY']","[90, 116, 29, 35, 36, 215, 217]",True,0.0,47.67,49.028000000000006,,,,,,,,,,,,False,Tondela,Portimonense,-0.0005547
2322154501.0,28.0,4.0,8071.0,394932.0,57.435,47.26000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX', 'Length']","[90, 118, 116, 29, 204, 35, 36, 216, 217]",True,4.0,70.35000000000002,48.07600000000001,,,,,,,,,,,,True,Tondela,Portimonense,0.002495360000000002
2322154543.0,29.0,4.0,8071.0,91775.0,67.72500000000002,47.80400000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'Length']","[90, 116, 29, 34, 37, 215, 217]",True,5.0,45.464999999999996,30.6,,,,,,,,,,,,False,Tondela,Portimonense,-0.004505340000000002
2322154583.0,30.0,4.0,8071.0,392017.0,46.62,30.26,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[90, 116, 29, 35, 37, 215, 217]",True,8.0,47.04,20.740000000000002,,,,,,,,,,,,False,Tondela,Portimonense,-0.0005547
