id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isOwnGoal,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2362015505.0,29.0,2.0,12.0,297.0,47.355000000000004,23.528,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,114301.0,46.095,31.96,,,,,,,,,,,,,False,Portimonense,Porto,0.0005547
2362015527.0,30.0,2.0,14.0,297.0,45.88500000000001,37.128,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,384887.0,34.335000000000015,40.120000000000005,,,,,,,,,,,,,False,Portimonense,Porto,-0.0035222199999999995
2362015563.0,31.0,2.0,16.0,297.0,34.65,38.89600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,322771.0,28.77,25.840000000000007,,,,,,,,,,,,,False,Portimonense,Porto,0.0
2362015647.0,32.0,2.0,20.0,297.0,28.14,23.052,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,104368.0,14.07,36.448,,,,,,,,,,,,,False,Portimonense,Porto,0.0008141799999999994
2362015697.0,33.0,2.0,26.0,297.0,16.695,34.476000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Longball', 'Angle', 'PassEndY', 'Length', 'Chipped', 'PassEndX']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,373842.0,70.14,49.16400000000001,,,,,,,,,,,,,True,Portimonense,Porto,0.013295179999999998
2362015737.0,34.0,2.0,29.0,297.0,68.67000000000002,53.65200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,377168.0,,,,,,,,,,,,,,,,Portimonense,Porto,
2362015715.0,19.0,2.0,29.0,1463.0,36.330000000000005,14.348000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,308886.0,,,,,,,,,,,,,18.0,Fahd Moufi,,Portimonense,Porto,
2362015777.0,35.0,2.0,29.0,297.0,68.14500000000001,48.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX']","[91, 120, 29, 139, 36, 38, 217, 218]",True,377168.0,92.925,46.92,,,,,,,,,,,,,True,Portimonense,Porto,0.035560060000000004
2362015731.0,20.0,2.0,33.0,1463.0,11.13,19.72,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,310029.0,,,,,,,,,,,,,94.0,Samuel,,Portimonense,Porto,
,,2.0,33.0,,11.13,19.720000000000002,,,Carry,,,,,310029.0,9.03,27.404000000000003,,,,,,,,,,,94.0,Samuel,False,Portimonense,Porto,0.0019473200000000006
2362015839.0,21.0,2.0,37.0,1463.0,9.03,27.404000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,310029.0,24.990000000000002,51.272000000000006,,,,,,,,,,,94.0,Samuel,False,Portimonense,Porto,1.3259999999999314e-05
,,2.0,37.0,,24.990000000000002,51.272000000000006,,,Carry,,,,,342696.0,23.31,52.97200000000001,,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Porto,0.0
2362015871.0,22.0,2.0,42.0,1463.0,23.31,52.97200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,342696.0,6.615,34.74800000000001,,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Porto,-1.3259999999999314e-05
,,2.0,42.0,,6.615,34.74800000000001,,,Carry,,,,,310029.0,7.455,30.6,,,,,,,,,,,94.0,Samuel,False,Portimonense,Porto,0.0
2362015881.0,23.0,2.0,44.0,1463.0,7.455,30.6,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'PassEndY', 'Zone', 'Longball', 'Length', 'Angle', 'Chipped']","[91, 118, 120, 124, 128, 36, 38, 216, 218]",True,310029.0,48.615,13.872000000000002,,,,,,,,,,,94.0,Samuel,True,Portimonense,Porto,0.004434840000000001
2362015909.0,36.0,2.0,46.0,297.0,57.435,52.428,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'HeadPass', 'PassEndX']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,381717.0,69.51,45.696000000000005,,,,,,,,,,,,,True,Portimonense,Porto,0.0032331900000000004
2362015911.0,37.0,2.0,48.0,297.0,69.615,46.172,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,358801.0,,,,,,,,,,,,,,,,Portimonense,Porto,
2362015925.0,38.0,2.0,48.0,297.0,69.615,46.30800000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'LayOff', 'PassEndY', 'Angle', 'PassEndX', 'Length']","[91, 119, 117, 30, 35, 37, 216, 218]",True,358801.0,61.63500000000001,59.84,,,,,,,,,,,,,False,Portimonense,Porto,-0.0019007200000000016
2362015939.0,39.0,2.0,50.0,297.0,62.055000000000014,62.22000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,381717.0,72.87,66.028,,,,,,,,,,,,,False,Portimonense,Porto,0.006485330000000001
2362015957.0,40.0,2.0,52.0,297.0,76.23,65.008,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 120, 29, 36, 38, 217, 218]",True,377168.0,96.17999999999999,63.64800000000001,,,,,,,,,,,,,True,Portimonense,Porto,0.013629430000000001
2362015963.0,24.0,2.0,54.0,1463.0,9.45,7.82,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,['Zone'],"[91, 101, 56]",True,308886.0,,,,,,,,,,,,,18.0,Fahd Moufi,,Portimonense,Porto,
,,2.0,54.0,,9.45,7.82,,,Carry,,,,,308886.0,5.88,4.828,,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Porto,0.0
2362015983.0,25.0,2.0,56.0,1463.0,5.88,4.828,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,308886.0,,,,,,,,,,,,,18.0,Fahd Moufi,,Portimonense,Porto,
,,2.0,56.0,,5.88,4.828,,,Carry,,,,,308886.0,9.45,5.168000000000001,,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Porto,0.0014131300000000003
2362016009.0,26.0,2.0,58.0,1463.0,9.45,5.168,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'Foul']","[91, 63]",True,308886.0,,,,,,,,,,,,,18.0,Fahd Moufi,,Portimonense,Porto,
2362016013.0,41.0,2.0,58.0,297.0,95.55,62.83200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'StandingSave', 'Zone', 'Foul']",[64],False,381717.0,,,,,,,,,,,,,,,,Portimonense,Porto,
2362016239.0,27.0,3.0,16.0,1463.0,10.815000000000001,5.916000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Longball', 'PassEndX', 'Angle', 'Zone', 'FreekickTaken', 'Length', 'PassEndY', 'Chipped']","[91, 117, 124, 127, 132, 36, 37, 216, 218]",True,308886.0,37.275,58.88800000000001,,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Porto,0.005764160000000001
,,3.0,16.0,,37.275,58.88800000000001,,,Carry,,,,,373033.0,39.165,59.56800000000001,,,,,,,,,,,5.0,Fali Candé,False,Portimonense,Porto,-0.0008845199999999998
2362016247.0,28.0,3.0,21.0,1463.0,39.165,59.568,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,373033.0,,,,,,,,,,,,,5.0,Fali Candé,,Portimonense,Porto,
2362016243.0,42.0,3.0,21.0,297.0,65.83500000000001,8.432,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[198, 199]",False,120608.0,,,,,,,,,,,,,,,,Portimonense,Porto,
2362016263.0,29.0,3.0,21.0,1463.0,39.165,59.704,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'HeadPass', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,373033.0,54.915,45.56,,,,,,,,,,,5.0,Fali Candé,True,Portimonense,Porto,0.005593289999999999
