id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2404781639.0,2.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404781621.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404877141.0,874.0,0.0,0.0,1463.0,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404877193.0,815.0,0.0,0.0,935.0,0.0,0.0,11.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404733505.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404735527.0,1.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404781701.0,3.0,0.0,0.0,1463.0,52.395,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,345275.0,26.355000000000008,42.636,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Famalicao,-0.004832939999999999
,,0.0,0.0,,26.355000000000008,42.636,,,Carry,,,,,342696.0,23.205000000000002,42.29600000000001,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Famalicao,0.00015244999999999842
2404781725.0,4.0,0.0,2.0,1463.0,23.205000000000002,42.29600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 117, 30, 36, 37, 215, 218]",True,342696.0,34.545,44.132000000000005,,,,,,,,,,3.0,Lucas Possignolo,False,Portimonense,Famalicao,0.0009391300000000016
2404781755.0,5.0,0.0,3.0,1463.0,34.545,44.132000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'Length', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,116103.0,23.205000000000002,24.004000000000005,,,,,,,,,,76.0,Carlinhos,False,Portimonense,Famalicao,-0.00109158
2404781787.0,6.0,0.0,6.0,1463.0,23.52,23.528,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Angle', 'Length', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,360107.0,32.235,5.236000000000001,,,,,,,,,,44.0,Pedrão,False,Portimonense,Famalicao,-0.0002364500000000009
2404781805.0,7.0,0.0,9.0,1463.0,32.34,3.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'PassEndY', 'StandingSave', 'Longball', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 120, 124, 128, 36, 38, 217, 218]",True,308886.0,75.81,2.2440000000000007,,,,,,,,,,18.0,Fahd Moufi,True,Portimonense,Famalicao,0.0114447
2404781841.0,3.0,0.0,11.0,935.0,32.34,62.35600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX']","[91, 94, 95, 215]",True,400243.0,30.135,68.0,,,,,,,,,,,,,Portimonense,Famalicao,
2404781949.0,9.0,0.0,16.0,1463.0,80.22000000000001,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Angle', 'Zone', 'ThrowIn']","[91, 212, 35, 37, 217]",True,308886.0,77.59500000000001,9.588000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Famalicao,-0.0035479100000000013
2404781981.0,10.0,0.0,19.0,1463.0,77.59500000000001,9.588000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,345275.0,77.49,2.652,,,,,,,,,,10.0,Shoya Nakajima,False,Portimonense,Famalicao,-0.0027939199999999983
2404781997.0,11.0,0.0,21.0,1463.0,78.22500000000002,2.3120000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'Chipped', 'Angle', 'PassEndX', 'PassEndY', 'StandingSave']","[91, 120, 29, 124, 36, 37, 217, 218]",True,308886.0,92.4,4.692,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Famalicao,0.013629430000000001
2404782003.0,5.0,0.0,22.0,935.0,18.480000000000004,66.436,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,400243.0,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404782117.0,13.0,0.0,26.0,1463.0,92.82000000000001,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'PassEndX', 'Length', 'Zone', 'Angle', 'PassEndY']","[91, 212, 35, 37, 217]",True,308886.0,73.185,6.256000000000001,,,,,,,,,,18.0,Fahd Moufi,False,Portimonense,Famalicao,-0.013629430000000001
,,0.0,26.0,,73.185,6.256000000000001,,,Carry,,,,,422208.0,70.35000000000002,7.072000000000001,,,,,,,,,,6.0,Henrique Jocú,False,Portimonense,Famalicao,-0.00377069
2404782119.0,14.0,0.0,28.0,1463.0,70.35000000000001,7.072000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 70]",True,422208.0,,,,,,,,,,,,6.0,Henrique Jocú,,Portimonense,Famalicao,
2404782753.0,13.0,0.0,28.0,935.0,34.65,60.928,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 142]",True,297245.0,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404782801.0,17.0,0.0,29.0,1463.0,68.46000000000001,13.396,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'OtherBodyPart', 'StandingSave']",[91],True,422208.0,,,,,,,,,,,,6.0,Henrique Jocú,,Portimonense,Famalicao,
2404782145.0,7.0,0.0,30.0,935.0,27.51,54.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,316532.0,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404782251.0,8.0,0.0,30.0,935.0,27.51,54.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,316532.0,57.960000000000015,60.724000000000004,,,,,,,,,,,,True,Portimonense,Famalicao,0.00531214
2404782255.0,9.0,0.0,37.0,935.0,76.65,43.79200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['StandingSave', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,297245.0,,,,,,,,,,,,,,,Portimonense,Famalicao,
2404782297.0,15.0,0.0,37.0,1463.0,28.35,24.208,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Defensive', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,116103.0,,,,,,,,,,,,76.0,Carlinhos,,Portimonense,Famalicao,
2404782335.0,10.0,0.0,40.0,935.0,75.705,51.06800000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,316532.0,72.55499999999999,65.62,,,,,,,,,,,,False,Portimonense,Famalicao,-0.0027939199999999983
2404782399.0,11.0,0.0,42.0,935.0,72.55499999999999,65.62,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Longball', 'PassEndY', 'Angle', 'StandingSave', 'Zone']","[91, 120, 128, 36, 38, 217, 218]",True,243271.0,105.0,49.980000000000004,,,,,,,,,,,,True,Portimonense,Famalicao,0.04320465999999999
