id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2376361063.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376361059.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376403837.0,636.0,0.0,0.0,1463.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376403857.0,1028.0,0.0,0.0,290.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376327273.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'TeamFormation', 'PlayerPosition', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376328303.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Portimonense,
2376361081.0,3.0,0.0,0.0,290.0,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 37, 216, 218]",True,369398.0,45.78,34.068000000000005,,,,,,,,,,9.0,Fran Navarro,False,Gil Vicente,Portimonense,0.0
,,0.0,0.0,,45.78,34.068000000000005,,,Carry,,,,,322643.0,47.98500000000002,32.368,,,,,,,,,,8.0,Pedrinho,False,Gil Vicente,Portimonense,0.0
2376361099.0,4.0,0.0,1.0,290.0,47.98500000000002,32.368,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,322643.0,43.26000000000001,10.812000000000001,,,,,,,,,,8.0,Pedrinho,False,Gil Vicente,Portimonense,-0.0026987899999999995
2376361117.0,5.0,0.0,3.0,290.0,42.63,11.492000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,404281.0,27.72,18.496000000000002,,,,,,,,,,2.0,Zé Carlos,False,Gil Vicente,Portimonense,-0.0021341499999999996
,,0.0,3.0,,27.72,18.496000000000002,,,Carry,,,,,334129.0,27.09000000000001,21.624000000000002,,,,,,,,,,3.0,Lucas Cunha,False,Gil Vicente,Portimonense,0.0
2376361133.0,6.0,0.0,6.0,290.0,27.09000000000001,21.624000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,334129.0,26.775000000000002,46.51200000000001,,,,,,,,,,3.0,Lucas Cunha,False,Gil Vicente,Portimonense,0.0
