id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2384095689.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384095675.0,2.0,0.0,0.0,292.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384272267.0,687.0,0.0,0.0,292.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384272293.0,903.0,0.0,0.0,290.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2383995991.0,1.0,0.0,0.0,292.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2383998027.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'InvolvedPlayers', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384095799.0,3.0,0.0,0.0,292.0,52.29,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'StandingSave', 'PassEndX', 'Angle', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,400848.0,34.125,34.88400000000001,,,,,,,,,,,,False,Gil Vicente,Belenenses SAD,-0.0035222199999999995
2384096281.0,4.0,0.0,2.0,292.0,33.915,35.02000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Chipped', 'Longball', 'PassEndX', 'PassEndY', 'Length', 'Zone']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,70884.0,74.76,62.96800000000002,,,,,,,,,,,,True,Gil Vicente,Belenenses SAD,0.00989753
2384096269.0,3.0,0.0,4.0,290.0,32.76,13.260000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 63]",True,,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384096297.0,5.0,0.0,4.0,292.0,72.24,54.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Offensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']",[64],False,383185.0,,,,,,,,,,,,,,,Gil Vicente,Belenenses SAD,
2384096565.0,4.0,0.0,25.0,290.0,29.71500000000001,17.204,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'FreekickTaken', 'PassEndY', 'Length', 'Zone', 'StandingSave', 'PassEndX']","[91, 117, 30, 132, 36, 37, 216, 218]",True,334129.0,36.12,24.34400000000001,,,,,,,,,,3.0,Lucas Cunha,False,Gil Vicente,Belenenses SAD,0.0015871199999999992
2384096605.0,5.0,0.0,26.0,290.0,36.12,24.34400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,331609.0,27.72,18.156000000000002,,,,,,,,,,21.0,Vitor Carvalho,False,Gil Vicente,Belenenses SAD,0.0
