id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2317346691.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317346697.0,2.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317365405.0,766.0,0.0,0.0,122.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317365437.0,959.0,0.0,0.0,290.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317327949.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317330819.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'JerseyNumber', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Boavista,
2317346703.0,3.0,0.0,0.0,290.0,52.185,33.66000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[90, 116, 29, 34, 36, 215, 217]",True,369398.0,47.88,35.90400000000001,,,,,,,,,,9.0,Fran Navarro,False,Gil Vicente,Boavista,0.0
,,0.0,0.0,,47.88,35.90400000000001,,,Carry,,,,,322643.0,47.565,33.11600000000001,,,,,,,,,,8.0,Pedrinho,False,Gil Vicente,Boavista,0.0
2317346719.0,4.0,0.0,1.0,290.0,47.565,33.11600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[90, 118, 116, 29, 35, 37, 215, 217]",True,322643.0,66.88500000000002,17.544,,,,,,,,,,8.0,Pedrinho,True,Gil Vicente,Boavista,0.004505340000000002
,,0.0,1.0,,66.88500000000002,17.544,,,Carry,,,,,402797.0,68.14500000000001,15.912000000000004,,,,,,,,,,10.0,Kanya Fujimoto,False,Gil Vicente,Boavista,-0.0006478500000000019
2317346727.0,5.0,0.0,4.0,290.0,68.14500000000001,15.912000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Angle', 'Length']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,402797.0,72.34500000000001,2.5840000000000005,,,,,,,,,,10.0,Kanya Fujimoto,False,Gil Vicente,Boavista,0.0025178200000000005
2317346731.0,6.0,0.0,7.0,290.0,72.55499999999999,3.3320000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'Zone']","[90, 118, 116, 29, 34, 36, 215, 217]",True,345380.0,67.2,7.752000000000001,,,,,,,,,,7.0,Bilel Aouacheria,False,Gil Vicente,Boavista,-0.00377069
2317346737.0,7.0,0.0,8.0,290.0,67.095,7.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Angle', 'Length']","[90, 118, 116, 29, 204, 35, 37, 216, 217]",True,402797.0,70.77000000000001,3.196,,,,,,,,,,10.0,Kanya Fujimoto,False,Gil Vicente,Boavista,0.00377069
2317346749.0,8.0,0.0,9.0,290.0,71.08500000000001,2.9920000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'PassEndY', 'StandingSave']","[90, 118, 116, 29, 34, 36, 215, 217]",True,345380.0,57.855000000000004,3.5360000000000005,,,,,,,,,,7.0,Bilel Aouacheria,False,Gil Vicente,Boavista,-0.006485330000000001
