id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2443478043.0,19.0,2.0,1.0,296,30.87,23.052,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,71268.0,39.69,25.636000000000003,,,,,,,,,,,,False,Braga,Sporting,0.00152184
2443478087.0,20.0,2.0,2.0,296,38.955000000000005,29.648000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,409279.0,30.87,50.388,,,,,,,,,,,,False,Braga,Sporting,-0.00203156
2443478151.0,21.0,2.0,6.0,296,41.685,57.188,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,283978.0,59.745000000000005,63.988,,,,,,,,,,,,False,Braga,Sporting,0.002588769999999999
2443478217.0,22.0,2.0,10.0,296,61.32,57.25600000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Length', 'Chipped', 'PassEndX', 'Longball', 'PassEndY', 'Angle']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,296364.0,76.23,6.664000000000001,,,,,,,,,,,,False,Braga,Sporting,0.0025178200000000005
2443478245.0,23.0,2.0,14.0,296,79.59,10.132000000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Angle', 'RightFoot', 'Chipped', 'Cross', 'Zone', 'PassEndY', 'Length']","[91, 137, 124, 126, 36, 37, 217, 218]",True,362352.0,94.5,29.444,,,,,,,,,,,,True,Braga,Sporting,
2443478305.0,12.0,2.0,15.0,288,10.605,42.84,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[91, 94, 95, 215]",True,422882.0,12.915000000000001,61.404,,,,,,,,,,4.0,Sikou Niakaté,,Braga,Sporting,
2443478321.0,13.0,2.0,18.0,288,13.440000000000001,61.47200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 70]",True,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Sporting,
2443478329.0,24.0,2.0,18.0,296,91.56,6.5280000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[91, 143]",True,368409.0,,,,,,,,,,,,,,,Braga,Sporting,
2443478547.0,15.0,2.0,28.0,288,26.565,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'PassEndY', 'Zone', 'PassEndX', 'Length']","[91, 212, 36, 38, 215]",True,140118.0,34.964999999999996,55.35200000000001,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Sporting,0.0008183100000000009
2443478689.0,16.0,2.0,29.0,288,34.964999999999996,55.35200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,381792.0,44.94,44.676,,,,,,,,,,8.0,Al Musrati,False,Braga,Sporting,0.003696379999999999
,,2.0,29.0,288,44.94,44.676,,,Carry,,,,,300483.0,47.04,44.336000000000006,,,,,,,,,,23.0,Simon Banza,False,Braga,Sporting,0.0
2443478701.0,17.0,2.0,31.0,288,47.04,44.336000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Offensive', 'Foul', 'OppositeRelatedEvent']","[91, 63]",True,300483.0,,,,,,,,,,,,23.0,Simon Banza,,Braga,Sporting,
2443478589.0,26.0,2.0,31.0,296,57.96000000000001,23.664,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Foul', 'Zone', 'OppositeRelatedEvent', 'Defensive']",[64],False,394933.0,,,,,,,,,,,,,,,Braga,Sporting,
2443484153.0,72.0,2.0,45.0,288,46.62,46.376000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'FreekickTaken', 'Length', 'Angle']","[91, 117, 30, 132, 36, 37, 216, 218]",True,322689.0,48.93000000000001,63.03600000000001,,,,,,,,,,10.0,André Horta,False,Braga,Sporting,-0.0018078399999999998
,,2.0,45.0,288,48.93000000000001,63.03600000000001,,,Carry,,,,,140118.0,73.605,60.11200000000001,,,,,,,,,,6.0,Nuno Sequeira,True,Braga,Sporting,0.00873785
2443478791.0,18.0,2.0,48.0,288,73.605,60.11200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'PassEndX', 'Length', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,140118.0,75.705,56.236000000000004,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Sporting,0.0027939199999999983
2443478799.0,19.0,2.0,49.0,288,75.705,56.236000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 120, 29, 36, 37, 217, 218]",True,407949.0,80.64,61.336000000000006,,,,,,,,,,99.0,Vítor Oliveira,False,Braga,Sporting,
2443478835.0,27.0,2.0,51.0,296,15.959999999999999,8.704,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[91, 94, 95, 215]",True,395992.0,19.635,0.0,,,,,,,,,,,,,Braga,Sporting,
2443478915.0,21.0,2.0,54.0,288,78.22500000000001,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle']","[91, 212, 35, 38, 216]",True,127130.0,67.62,60.79200000000001,,,,,,,,,,21.0,Ricardo Horta,False,Braga,Sporting,-0.00377069
2443478929.0,22.0,2.0,58.0,288,66.675,61.268,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length']","[91, 119, 117, 30, 35, 38, 216, 218]",True,322689.0,58.589999999999996,49.504000000000005,,,,,,,,,,10.0,André Horta,False,Braga,Sporting,-0.0005946400000000004
,,2.0,58.0,288,58.589999999999996,49.504000000000005,,,Carry,,,,,381792.0,56.910000000000004,44.268,,,,,,,,,,8.0,Al Musrati,False,Braga,Sporting,0.0
2443478961.0,23.0,3.0,0.0,288,56.910000000000004,44.268,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,381792.0,50.925000000000004,14.824000000000002,,,,,,,,,,8.0,Al Musrati,False,Braga,Sporting,-0.003010559999999999
2443479007.0,24.0,3.0,3.0,288,50.925000000000004,14.824000000000002,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,363935.0,58.275000000000006,3.3320000000000003,,,,,,,,,,3.0,Vítor Tormena,False,Braga,Sporting,0.0008905599999999986
2443479051.0,25.0,3.0,6.0,288,58.589999999999996,4.148,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Angle', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 120, 29, 36, 37, 217, 218]",True,384566.0,74.76,24.956000000000003,,,,,,,,,,2.0,Víctor Gómez,True,Braga,Sporting,
2443479059.0,29.0,3.0,8.0,296,28.035,39.57600000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,395992.0,,,,,,,,,,,,,,,Braga,Sporting,
2443479129.0,30.0,3.0,11.0,296,27.51,37.672000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,395992.0,3.3600000000000003,40.120000000000005,,,,,,,,,,,,False,Braga,Sporting,-0.0019132000000000003
2443479143.0,31.0,3.0,15.0,296,3.045,38.760000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,7.14,22.508000000000003,,,,,,,,,,,,False,Braga,Sporting,-0.0005306600000000005
2443479183.0,32.0,3.0,17.0,296,6.510000000000001,22.032,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,395992.0,12.81,4.42,,,,,,,,,,,,False,Braga,Sporting,-0.0010837399999999997
2443479191.0,33.0,3.0,20.0,296,16.275000000000002,2.9920000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Offensive', 'Angle', 'Length', 'OppositeRelatedEvent', 'PassEndX', 'StandingSave', 'PassEndY']","[91, 118, 120, 29, 36, 37, 215, 218]",True,362352.0,16.905,3.2640000000000002,,,,,,,,,,,,False,Braga,Sporting,
2443479211.0,26.0,3.0,20.0,288,90.09,64.60000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 60]",True,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Sporting,
,,3.0,20.0,288,90.09,64.60000000000001,,,Carry,,,,,127130.0,87.57000000000001,63.580000000000005,,,,,,,,,,21.0,Ricardo Horta,False,Braga,Sporting,0.0
2443479213.0,27.0,3.0,21.0,288,87.57000000000001,63.580000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Sporting,
2443479229.0,28.0,3.0,21.0,288,87.57000000000001,63.580000000000005,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,127130.0,79.17000000000002,57.800000000000004,,,,,,,,,,21.0,Ricardo Horta,False,Braga,Sporting,-0.005318000000000003
2443479245.0,29.0,3.0,23.0,288,79.17000000000002,57.800000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,322689.0,74.235,47.328,,,,,,,,,,10.0,André Horta,False,Braga,Sporting,-0.00541032
2443479273.0,30.0,3.0,24.0,288,74.235,47.328,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Zone', 'Length', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,381792.0,82.425,41.14,,,,,,,,,,8.0,Al Musrati,False,Braga,Sporting,0.010990860000000002
2443479279.0,31.0,3.0,25.0,288,82.32000000000001,39.916000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['Zone', 'StandingSave']","[91, 69]",True,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Sporting,
2443479389.0,34.0,3.0,25.0,296,20.475,24.276000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave', 'PassEndY']","[91, 94, 95, 216]",True,71268.0,37.065,30.124,,,,,,,,,,,,,Braga,Sporting,
2443479363.0,32.0,3.0,27.0,288,73.71000000000001,42.5,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Chipped', 'PassEndY', 'Longball', 'Length', 'PassEndX', 'Angle', 'StandingSave']","[91, 120, 124, 128, 36, 37, 217, 218]",True,363935.0,105.0,64.328,,,,,,,,,,3.0,Vítor Tormena,False,Braga,Sporting,
2443479713.0,36.0,3.0,52.0,296,5.25,34.272,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndY', 'PassEndX', 'GoalKick', 'Length']","[91, 117, 30, 36, 38, 215, 218]",True,23285.0,12.915000000000001,4.828,,,,,,,,,,,,False,Braga,Sporting,-0.0016144000000000002
2443479727.0,37.0,3.0,56.0,296,21.315,3.808,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'StandingSave', 'Angle', 'Chipped', 'Zone', 'PassEndY']","[91, 118, 120, 29, 124, 36, 37, 215, 218]",True,362352.0,28.455000000000002,4.6240000000000006,,,,,,,,,,,,False,Braga,Sporting,
2443479743.0,34.0,3.0,56.0,288,69.92999999999999,60.31600000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['OtherBodyPart', 'Zone', 'StandingSave']",[91],True,127130.0,,,,,,,,,,,,21.0,Ricardo Horta,,Braga,Sporting,
2443479843.0,39.0,4.0,5.0,296,29.294999999999998,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'ThrowIn', 'Zone', 'PassEndY', 'Angle']","[91, 212, 35, 37, 215]",True,362352.0,27.72,9.996,,,,,,,,,,,,False,Braga,Sporting,-0.0003527700000000005
2443479855.0,40.0,4.0,6.0,296,27.930000000000003,9.996,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,409279.0,25.935,4.216,,,,,,,,,,,,False,Braga,Sporting,-0.0021463600000000017
2443479957.0,41.0,4.0,7.0,296,25.935,4.216,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Longball', 'Length', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 120, 128, 36, 37, 217, 218]",True,362352.0,105.0,8.296,,,,,,,,,,,,True,Braga,Sporting,
2443480237.0,37.0,4.0,29.0,288,4.620000000000001,36.312000000000005,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'GoalKick', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,296521.0,5.1450000000000005,46.92,,,,,,,,,,1.0,Matheus,False,Braga,Sporting,-0.0005306600000000005
2443480265.0,38.0,4.0,30.0,288,5.1450000000000005,46.92,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,422882.0,3.2550000000000003,36.04,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Sporting,0.0005306600000000005
,,4.0,30.0,288,3.2550000000000003,36.04,,,Carry,,,,,296521.0,4.7250000000000005,38.148,,,,,,,,,,1.0,Matheus,False,Braga,Sporting,0.0
2443480313.0,39.0,4.0,33.0,288,4.7250000000000005,38.148,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'PassEndX', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,296521.0,3.045,49.57200000000001,,,,,,,,,,1.0,Matheus,False,Braga,Sporting,-0.0005306600000000005
,,4.0,33.0,288,3.045,49.57200000000001,,,Carry,,,,,422882.0,3.465,54.808,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Sporting,-0.0013791799999999998
2443480339.0,40.0,4.0,34.0,288,3.465,54.808,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,422882.0,10.815000000000001,64.60000000000001,,,,,,,,,,4.0,Sikou Niakaté,False,Braga,Sporting,-0.0011176900000000002
2443480365.0,41.0,4.0,37.0,288,10.815000000000001,64.60000000000001,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Offensive', 'OppositeRelatedEvent', 'StandingSave', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 118, 120, 29, 36, 37, 215, 218]",True,140118.0,12.600000000000001,64.87200000000001,,,,,,,,,,6.0,Nuno Sequeira,False,Braga,Sporting,
2443480359.0,43.0,4.0,37.0,296,91.14,2.3800000000000003,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']","[91, 60]",True,362352.0,,,,,,,,,,,,,,,Braga,Sporting,
2443480397.0,42.0,4.0,37.0,288,10.5,65.688,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,140118.0,,,,,,,,,,,,6.0,Nuno Sequeira,,Braga,Sporting,
2443480747.0,45.0,4.0,56.0,296,95.44500000000001,0.0,4.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'ThrowIn', 'PassEndX', 'Length', 'Angle']","[91, 212, 35, 37, 217]",True,362352.0,90.92999999999999,7.956,,,,,,,,,,,,False,Braga,Sporting,0.0
