id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,isGoal,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2408239199.0,2.0,0.0,0.0,296.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408239207.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408301891.0,910.0,0.0,0.0,296.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408301895.0,724.0,0.0,0.0,299.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408202791.0,1.0,0.0,0.0,296.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408204103.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Sporting,Benfica,
2408239215.0,3.0,0.0,0.0,296.0,52.71000000000002,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,135563.0,37.905,45.696000000000005,,,,,,,,,,,,False,Sporting,Benfica,-0.00215424
2408239237.0,4.0,0.0,1.0,296.0,37.905,45.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[91, 117, 30, 38, 216, 218]",True,395992.0,37.905,36.04,,,,,,,,,,,,False,Sporting,Benfica,-6.527999999999916e-05
2408239267.0,5.0,0.0,4.0,296.0,37.905,36.04,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 216, 218]",True,71268.0,39.27000000000001,50.25200000000001,,,,,,,,,,,,False,Sporting,Benfica,6.527999999999916e-05
2408239293.0,6.0,0.0,9.0,296.0,46.83000000000001,50.456,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Zone', 'PassEndX', 'StandingSave', 'Angle', 'Longball', 'Length', 'PassEndY']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,395992.0,76.125,5.236000000000001,,,,,,,,,,,,True,Sporting,Benfica,0.00693001
