id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2378509797.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378509801.0,2.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378540785.0,907.0,0.0,0.0,299.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378540813.0,818.0,0.0,0.0,290.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378506199.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378506633.0,1.0,0.0,0.0,290.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378509803.0,3.0,0.0,0.0,299.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 36, 38, 216, 218]",True,407139.0,54.495,31.688,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Gil Vicente,0.0020492999999999987
2378509807.0,4.0,0.0,0.0,299.0,54.39,31.688,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'StandingSave', 'Zone', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,142318.0,33.39,43.316,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Gil Vicente,-0.005790659999999998
2378509825.0,5.0,0.0,2.0,299.0,33.39,43.45200000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,21778.0,37.8,62.15200000000001,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Gil Vicente,0.00015804999999999986
2378509829.0,6.0,0.0,5.0,299.0,37.905,61.336000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,27.51,46.376000000000005,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Gil Vicente,-0.00015804999999999986
2378509841.0,7.0,0.0,8.0,299.0,27.405,46.376000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,21778.0,27.195,22.508000000000003,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Gil Vicente,0.00109158
,,0.0,8.0,,27.195,22.508000000000003,,,Carry,,,,,75691.0,26.669999999999998,19.448000000000004,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Gil Vicente,0.00109158
2378509845.0,8.0,0.0,11.0,299.0,26.669999999999998,19.448000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,75691.0,31.60500000000001,3.6040000000000014,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Gil Vicente,-0.0002364500000000009
2378509849.0,9.0,0.0,12.0,299.0,30.66,3.3320000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'PassEndX', 'PassEndY', 'Length', 'StandingSave']","[91, 118, 120, 29, 36, 37, 216, 218]",True,106151.0,43.155,3.808,,,,,,,,,,34.0,André Almeida,False,Benfica,Gil Vicente,0.0014860800000000007
2378509859.0,3.0,0.0,13.0,290.0,57.855000000000004,64.87200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Angle', 'StandingSave', 'Length', 'Longball', 'Zone']","[91, 120, 128, 36, 37, 216, 218]",True,322733.0,63.52500000000001,68.0,,,,,,,,,,,,False,Benfica,Gil Vicente,0.002714640000000001
2378509895.0,11.0,0.0,28.0,299.0,46.410000000000004,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'Longball', 'ThrowIn', 'PassEndY', 'PassEndX']","[91, 212, 36, 37, 216]",True,106151.0,69.405,5.032000000000001,,,,,,,,,,34.0,André Almeida,True,Benfica,Gil Vicente,0.00496716
2378509897.0,12.0,0.0,29.0,299.0,69.405,5.032000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['LayOff', 'StandingSave', 'PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,395802.0,61.11000000000002,6.0520000000000005,,,,,,,,,,88.0,Gonçalo Ramos,False,Benfica,Gil Vicente,-0.002714640000000001
2378509905.0,13.0,0.0,31.0,299.0,61.005,6.188000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Length', 'Angle']","[91, 119, 117, 30, 35, 38, 216, 218]",True,343029.0,55.230000000000004,3.3320000000000003,,,,,,,,,,17.0,Diogo Gonçalves,False,Benfica,Gil Vicente,0.0
2378509913.0,14.0,0.0,32.0,299.0,55.230000000000004,3.196,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,106151.0,36.54,27.812000000000005,,,,,,,,,,34.0,André Almeida,False,Benfica,Gil Vicente,-0.0021094999999999985
,,0.0,32.0,,36.54,27.812000000000005,,,Carry,,,,,21778.0,35.385000000000005,33.52400000000001,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Gil Vicente,0.0
2378509919.0,15.0,0.0,35.0,299.0,35.385000000000005,33.52400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,21778.0,56.175000000000004,40.732,,,,,,,,,,5.0,Jan Vertonghen,True,Benfica,Gil Vicente,0.005571519999999998
2378509929.0,5.0,0.0,38.0,290.0,49.77,28.968000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 60]",True,144360.0,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378509921.0,16.0,0.0,38.0,299.0,56.07,41.752,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Offensive', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'PassEndX', 'OppositeRelatedEvent']","[91, 120, 29, 35, 37, 216, 218]",True,407139.0,55.44,43.86000000000002,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Gil Vicente,-3.931999999999894e-05
2378509943.0,17.0,0.0,44.0,299.0,46.515,54.196000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,407139.0,51.03,66.436,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Gil Vicente,-0.0013619600000000006
,,0.0,44.0,,51.03,66.436,,,Carry,,,,,107252.0,49.035000000000004,64.66800000000002,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Gil Vicente,0.0
2378509957.0,18.0,0.0,46.0,299.0,49.035000000000004,64.66800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,32.550000000000004,48.144,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Gil Vicente,-0.0013788199999999994
,,0.0,46.0,,32.550000000000004,48.144,,,Carry,,,,,21778.0,35.910000000000004,51.952000000000005,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Gil Vicente,0.0010425699999999996
2378509963.0,19.0,0.0,49.0,299.0,35.910000000000004,51.952000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,21778.0,58.27500000000001,64.60000000000001,,,,,,,,,,5.0,Jan Vertonghen,True,Benfica,Gil Vicente,0.0041410599999999985
2378509973.0,20.0,0.0,51.0,299.0,58.27500000000001,64.60000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'StandingSave', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,146760.0,71.715,64.464,,,,,,,,,,7.0,Éverton,True,Benfica,Gil Vicente,0.006485330000000001
,,0.0,51.0,,71.715,64.464,,,Carry,,,,,407139.0,83.16000000000003,54.604,,,,,,,,,,55.0,Paulo Bernardo,True,Benfica,Gil Vicente,0.008311429999999998
2378509977.0,21.0,0.0,56.0,299.0,83.16000000000003,54.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 120, 29, 35, 38, 217, 218]",True,407139.0,81.16500000000002,45.08400000000002,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Gil Vicente,-0.0009806999999999975
2378509981.0,6.0,0.0,57.0,290.0,24.99,24.14,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone']","[91, 94, 95, 215]",True,322643.0,33.6,0.0,,,,,,,,,,,,,Benfica,Gil Vicente,
2378510003.0,23.0,1.0,16.0,299.0,67.83,68.0,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'ThrowIn', 'PassEndX', 'Zone']","[91, 212, 35, 38, 216]",True,107252.0,55.545,53.924,,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Gil Vicente,-0.0013324699999999988
2378510011.0,24.0,1.0,17.0,299.0,55.33500000000002,53.516000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,142318.0,48.615,25.432000000000002,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Gil Vicente,-0.0018268500000000014
,,1.0,17.0,,48.615,25.432000000000002,,,Carry,,,,,75691.0,63.21000000000002,18.428,,,,,,,,,,30.0,Nicolás Otamendi,True,Benfica,Gil Vicente,0.005060040000000002
2378510029.0,25.0,1.0,20.0,299.0,63.21000000000002,18.428,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,75691.0,76.44,1.904,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Gil Vicente,0.0018699699999999986
,,1.0,20.0,,76.44,1.904,,,Carry,,,,,343029.0,70.875,7.752000000000001,,,,,,,,,,17.0,Diogo Gonçalves,False,Benfica,Gil Vicente,0.0
2378510039.0,26.0,1.0,25.0,299.0,70.875,7.752000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Length', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,343029.0,76.44,4.216,,,,,,,,,,17.0,Diogo Gonçalves,False,Benfica,Gil Vicente,0.0
2378510043.0,27.0,1.0,27.0,299.0,75.915,4.0120000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 53]",True,106151.0,,,,,,,,,,,,34.0,André Almeida,,Benfica,Gil Vicente,
2378510049.0,8.0,1.0,27.0,290.0,29.085,63.988,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'Defensive', 'OppositeRelatedEvent', 'Zone']","[91, 142]",True,381594.0,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378510047.0,28.0,1.0,27.0,299.0,76.33500000000001,4.148,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[91],True,106151.0,,,,,,,,,,,,34.0,André Almeida,,Benfica,Gil Vicente,
2378510245.0,19.0,1.0,28.0,290.0,36.330000000000005,66.096,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'StandingSave', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,381594.0,42.73500000000002,58.07200000000001,,,,,,,,,,,,False,Benfica,Gil Vicente,0.0023706000000000005
2378510063.0,9.0,1.0,29.0,290.0,42.105,57.8,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,369398.0,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378510065.0,10.0,1.0,29.0,290.0,42.0,57.800000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Length', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,369398.0,31.5,56.236,,,,,,,,,,,,False,Benfica,Gil Vicente,-0.0015522899999999996
2378510079.0,11.0,1.0,31.0,290.0,31.185000000000002,56.16800000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,322643.0,40.32,49.912000000000006,,,,,,,,,,,,False,Benfica,Gil Vicente,0.002096839999999999
2378510081.0,12.0,1.0,33.0,290.0,41.16,45.764,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'StandingSave', 'OppositeRelatedEvent', 'Offensive']","[91, 53]",True,402797.0,,,,,,,,,,,,,,,Benfica,Gil Vicente,
2378510087.0,29.0,1.0,33.0,299.0,63.84,22.236000000000004,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Defensive', 'StandingSave', 'Zone', 'OppositeRelatedEvent']","[91, 142]",True,407139.0,,,,,,,,,,,,55.0,Paulo Bernardo,,Benfica,Gil Vicente,
2378510099.0,13.0,1.0,34.0,290.0,41.58000000000001,42.228,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Longball', 'Angle', 'PassEndY', 'Length', 'StandingSave']","[91, 117, 127, 35, 38, 215, 218]",True,402797.0,32.235,9.996000000000002,,,,,,,,,,,,False,Benfica,Gil Vicente,-0.00203156
2378510109.0,14.0,1.0,38.0,290.0,32.76,7.072000000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,404281.0,45.99,5.576,,,,,,,,,,,,False,Benfica,Gil Vicente,0.0027068500000000002
2378510111.0,15.0,1.0,42.0,290.0,43.050000000000004,8.092,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Length', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,328057.0,24.885,13.396000000000006,,,,,,,,,,,,False,Benfica,Gil Vicente,-0.0018388500000000012
