id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,cardType,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2366296267.0,2.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366296263.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366342001.0,768.0,0.0,0.0,935.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366342075.0,950.0,0.0,0.0,299.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366242307.0,1.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'TeamPlayerFormation', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366242629.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'CaptainPlayerId', 'TeamPlayerFormation', 'JerseyNumber', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Famalicao,Benfica,
2366296283.0,3.0,0.0,0.0,299.0,52.605000000000004,34.20400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Angle', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,142318.0,55.65000000000001,33.048,,,,,,,,,,28.0,Julian Weigl,False,Famalicao,Benfica,0.0020492999999999987
2366296309.0,4.0,0.0,2.0,299.0,55.65000000000001,31.96,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,125476.0,44.20500000000001,21.692,,,,,,,,,,20.0,João Mário,False,Famalicao,Benfica,-0.004203539999999999
2366296325.0,5.0,0.0,4.0,299.0,44.730000000000004,21.080000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'Chipped', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 120, 124, 128, 36, 38, 217, 218]",True,106151.0,83.16000000000003,8.5,,,,,,,,,,34.0,André Almeida,True,Famalicao,Benfica,0.01327184
2366296343.0,3.0,0.0,7.0,935.0,29.294999999999998,56.03200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndY', 'Length', 'Angle', 'Zone', 'PassEndX']","[91, 118, 120, 29, 139, 36, 37, 215, 218]",True,243271.0,34.125,68.0,,,,,,,,,,,,False,Famalicao,Benfica,-0.0008183100000000009
