id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,cardType,isOwnGoal,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
,,1.0,5.0,,32.025,24.14,,,Carry,,,,,75691.0,33.81,28.08400000000001,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense,0.0002191399999999996
2373896275.0,25.0,1.0,8.0,299.0,33.81,28.08400000000001,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Length', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,36.64500000000001,48.07600000000001,,,,,,,,,,,30.0,Nicolás Otamendi,False,Benfica,Moreirense,0.0013679799999999995
,,1.0,8.0,,36.64500000000001,48.07600000000001,,,Carry,,,,,376916.0,57.645,43.656000000000006,,,,,,,,,,,91.0,Morato,True,Benfica,Moreirense,0.00416422
2373896297.0,26.0,1.0,15.0,299.0,57.645,43.656000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,376916.0,57.855000000000004,30.668000000000003,,,,,,,,,,,91.0,Morato,False,Benfica,Moreirense,3.931999999999894e-05
2373896337.0,27.0,1.0,16.0,299.0,57.855000000000004,30.668000000000003,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 35, 38, 216, 218]",True,407139.0,56.175000000000004,23.32400000000001,,,,,,,,,,,55.0,Paulo Bernardo,False,Benfica,Moreirense,-3.931999999999894e-05
,,1.0,16.0,,56.175000000000004,23.32400000000001,,,Carry,,,,,142318.0,61.005,19.516000000000002,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense,0.0
2373896363.0,28.0,1.0,18.0,299.0,61.005,19.516000000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,142318.0,75.705,4.556,,,,,,,,,,,28.0,Julian Weigl,False,Benfica,Moreirense,0.004365330000000001
,,1.0,18.0,,75.705,4.556,,,Carry,,,,,119542.0,77.59500000000001,5.304,,,,,,,,,,,2.0,Gilberto,False,Benfica,Moreirense,0.0
2373896367.0,29.0,1.0,22.0,299.0,77.59500000000001,5.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 70]",True,119542.0,,,,,,,,,,,,,2.0,Gilberto,,Benfica,Moreirense,
2373896371.0,4.0,1.0,22.0,108.0,27.405,62.696000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Defensive', 'Zone']","[91, 142]",True,392742.0,,,,,,,,,,,,,,,,Benfica,Moreirense,
