id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2410778257.0,2.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410778267.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410863699.0,1188.0,0.0,0.0,299.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410863707.0,767.0,0.0,0.0,935.0,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410741733.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410744669.0,1.0,0.0,0.0,935.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'JerseyNumber', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,Benfica,Famalicao,
2410778281.0,3.0,0.0,0.0,935.0,52.71000000000002,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,361962.0,39.165,35.63200000000002,,,,,,,,,,,False,Benfica,Famalicao,-0.002219519999999999
2410778313.0,4.0,0.0,2.0,935.0,45.675000000000004,35.63200000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Chipped', 'Angle', 'Zone', 'Longball', 'Length', 'PassEndY', 'StandingSave']","[91, 119, 117, 124, 127, 205, 36, 37, 217, 218]",True,344716.0,70.03500000000001,65.008,,,,,,,,,,,False,Benfica,Famalicao,0.00260462
2410778325.0,5.0,0.0,5.0,935.0,70.56,64.80400000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'HeadPass', 'Zone', 'Angle', 'PassEndX']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,243271.0,74.55,41.956,,,,,,,,,,,True,Benfica,Famalicao,0.002630199999999999
2410778363.0,6.0,0.0,7.0,935.0,74.235,37.33200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Chipped', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX']","[91, 120, 29, 124, 36, 37, 217, 218]",True,361962.0,103.11000000000001,39.30400000000001,,,,,,,,,,,True,Benfica,Famalicao,0.23360213
2410778375.0,3.0,0.0,11.0,299.0,2.415,29.308000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,110273.0,,,,,,,,,,,99.0,Odysseas Vlachodimos,,Benfica,Famalicao,
2410778451.0,4.0,0.0,12.0,299.0,9.135,39.168000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'StandingSave', 'KeeperThrow', 'PassEndY', 'Angle']","[91, 36, 37, 215, 218]",True,110273.0,24.78,64.87200000000001,,,,,,,,,99.0,Odysseas Vlachodimos,False,Benfica,Famalicao,-0.0009620200000000009
,,0.0,12.0,,24.78,64.87200000000001,,,Carry,,,,,107252.0,35.28,62.764000000000024,,,,,,,,,3.0,Alejandro Grimaldo,True,Benfica,Famalicao,0.0013280500000000008
2410778483.0,5.0,0.0,17.0,299.0,35.28,62.764000000000024,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,107252.0,33.705000000000005,51.74800000000002,,,,,,,,,3.0,Alejandro Grimaldo,False,Benfica,Famalicao,0.0008183100000000009
,,0.0,17.0,,33.705000000000005,51.74800000000002,,,Carry,,,,,142318.0,34.125,49.980000000000004,,,,,,,,,28.0,Julian Weigl,False,Benfica,Famalicao,0.00050972
2410778497.0,6.0,0.0,19.0,299.0,34.125,49.980000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,142318.0,20.685,48.348000000000006,,,,,,,,,28.0,Julian Weigl,False,Benfica,Famalicao,-0.00109158
,,0.0,19.0,,20.685,48.348000000000006,,,Carry,,,,,21778.0,21.0,45.96800000000002,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Famalicao,0.0
2410778519.0,7.0,0.0,21.0,299.0,21.0,45.96800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,21778.0,20.895,21.488000000000003,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Famalicao,0.0
