id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2325187381.0,2.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325187371.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325272399.0,1159.0,0.0,0.0,299.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325272419.0,639.0,0.0,0.0,8071.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325135231.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'CaptainPlayerId', 'JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325139513.0,1.0,0.0,0.0,8071.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Benfica,Tondela,
2325187393.0,3.0,0.0,0.0,299.0,52.395,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'Angle']","[90, 118, 116, 29, 35, 37, 215, 217]",True,105161.0,53.445,31.552,,,,,,,,,,11.0,Soualiho Meité,False,Benfica,Tondela,0.0020492999999999987
2325187429.0,4.0,0.0,1.0,299.0,54.075,30.736000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Zone', 'Angle', 'PassEndY', 'Length']","[90, 118, 116, 29, 35, 37, 215, 217]",True,125476.0,58.695,6.800000000000002,,,,,,,,,,20.0,João Mário,False,Benfica,Tondela,-0.0021593199999999993
,,0.0,1.0,,58.695,6.800000000000002,,,Carry,,,,,81928.0,59.95500000000001,5.848,,,,,,,,,,21.0,Pizzi,False,Benfica,Tondela,0.0
2325187453.0,5.0,0.0,5.0,299.0,59.95500000000001,5.848,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[90, 116, 29, 34, 36, 215, 217]",True,81928.0,38.745,20.128000000000004,,,,,,,,,,21.0,Pizzi,False,Benfica,Tondela,-0.0020442199999999994
,,0.0,5.0,,38.745,20.128000000000004,,,Carry,,,,,300640.0,37.065,23.732,,,,,,,,,,4.0,Lucas Veríssimo,False,Benfica,Tondela,0.0
2325187489.0,6.0,0.0,8.0,299.0,37.065,23.732,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Angle', 'Length', 'Zone', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,300640.0,34.965,42.024,,,,,,,,,,4.0,Lucas Veríssimo,False,Benfica,Tondela,-0.0013679799999999995
,,0.0,8.0,,34.965,42.024,,,Carry,,,,,21778.0,36.015,44.47200000000001,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Tondela,0.0013679799999999995
2325187527.0,7.0,0.0,11.0,299.0,36.015,44.47200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Zone', 'Angle']","[90, 116, 29, 34, 37, 215, 217]",True,21778.0,35.07,23.32400000000001,,,,,,,,,,5.0,Jan Vertonghen,False,Benfica,Tondela,0.0
,,0.0,11.0,,35.07,23.32400000000001,,,Carry,,,,,300640.0,36.330000000000005,20.944000000000003,,,,,,,,,,4.0,Lucas Veríssimo,False,Benfica,Tondela,0.0015871199999999992
2325187551.0,8.0,0.0,14.0,299.0,36.330000000000005,20.944000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,300640.0,41.265,5.848,,,,,,,,,,4.0,Lucas Veríssimo,False,Benfica,Tondela,-0.0014290699999999993
,,0.0,14.0,,41.265,5.848,,,Carry,,,,,106151.0,41.895,3.808,,,,,,,,,,34.0,André Almeida,False,Benfica,Tondela,0.0
2325187569.0,9.0,0.0,17.0,299.0,41.895,3.808,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Chipped', 'Zone', 'PassEndX', 'PassEndY', 'Angle', 'Length', 'StandingSave']","[90, 119, 28, 123, 35, 36, 215, 217]",True,106151.0,67.935,6.256000000000002,,,,,,,,,,34.0,André Almeida,True,Benfica,Tondela,0.0061879299999999995
2325187599.0,3.0,0.0,19.0,8071.0,31.08,59.50000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,['Zone'],"[90, 68]",True,394932.0,,,,,,,,,,,,,,,Benfica,Tondela,
2325187605.0,10.0,0.0,21.0,299.0,65.415,5.984000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[90],True,395802.0,,,,,,,,,,,,88.0,Gonçalo Ramos,,Benfica,Tondela,
2325187615.0,4.0,0.0,22.0,8071.0,32.865,60.52,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,394932.0,,,,,,,,,,,,,,,Benfica,Tondela,
2325817207.0,646.0,0.0,23.0,8071.0,30.765,64.66800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'PassEndX', 'Length', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,394932.0,36.435,61.54000000000001,,,,,,,,,,,,False,Benfica,Tondela,0.0014860800000000007
2325817319.0,647.0,0.0,23.0,8071.0,36.225,61.744,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,380894.0,28.455000000000002,62.90000000000001,,,,,,,,,,,,False,Benfica,Tondela,-0.0014860800000000007
2325187661.0,5.0,0.0,24.0,8071.0,31.290000000000006,63.30800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'Length', 'PassEndY', 'Angle']","[90, 116, 29, 34, 37, 214, 217]",True,369863.0,29.71500000000001,55.62400000000001,,,,,,,,,,,,False,Benfica,Tondela,0.0008183100000000009
2325187685.0,6.0,0.0,26.0,8071.0,33.495,54.94400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY']","[90, 116, 29, 35, 36, 214, 217]",True,116223.0,34.965,62.084000000000024,,,,,,,,,,,,False,Benfica,Tondela,-0.0008183100000000009
2325817421.0,648.0,0.0,27.0,8071.0,32.865,60.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'PassEndY']","[90, 116, 29, 35, 37, 215, 217]",True,369863.0,36.225,50.93200000000001,,,,,,,,,,,,False,Benfica,Tondela,0.00291515
2325187695.0,7.0,0.0,27.0,8071.0,36.015,51.00000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone', 'StandingSave']","[90, 117, 119, 28, 35, 37, 215, 217]",True,116223.0,43.68000000000002,43.316,,,,,,,,,,,,False,Benfica,Tondela,0.0005445499999999995
2325187691.0,11.0,0.0,29.0,299.0,61.95,24.208,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,105161.0,,,,,,,,,,,,11.0,Soualiho Meité,,Benfica,Tondela,
2325187717.0,12.0,0.0,30.0,299.0,61.74,25.364000000000008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[90, 118, 116, 29, 35, 36, 215, 217]",True,105161.0,66.675,33.25200000000001,,,,,,,,,,11.0,Soualiho Meité,False,Benfica,Tondela,0.0006193799999999992
,,0.0,30.0,,66.675,33.25200000000001,,,Carry,,,,,146760.0,69.92999999999999,36.856,,,,,,,,,,7.0,Éverton,False,Benfica,Tondela,0.0
2325187767.0,13.0,0.0,32.0,299.0,69.92999999999999,36.856,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Length', 'Zone', 'Angle', 'PassEndX', 'PassEndY', 'Longball']","[90, 119, 127, 35, 36, 216, 217]",True,146760.0,78.54000000000002,68.0,,,,,,,,,,7.0,Éverton,False,Benfica,Tondela,0.0012505899999999993
2325188021.0,9.0,0.0,49.0,8071.0,26.775000000000002,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Length', 'Longball', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[90, 211, 35, 36, 215]",True,394930.0,44.730000000000004,12.648,,,,,,,,,,,,False,Benfica,Tondela,0.004068810000000001
2325188025.0,10.0,0.0,52.0,8071.0,44.415,19.176,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[90, 68]",True,307550.0,,,,,,,,,,,,,,,Benfica,Tondela,
2325188037.0,15.0,0.0,54.0,299.0,57.75,46.648,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,81928.0,,,,,,,,,,,,21.0,Pizzi,,Benfica,Tondela,
2325188077.0,16.0,0.0,55.0,299.0,57.75,46.64800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[90, 118, 116, 29, 35, 36, 215, 217]",True,81928.0,63.105000000000004,48.07600000000001,,,,,,,,,,21.0,Pizzi,False,Benfica,Tondela,0.002495360000000002
,,0.0,55.0,,63.105000000000004,48.07600000000001,,,Carry,,,,,146760.0,64.68,51.136,,,,,,,,,,7.0,Éverton,False,Benfica,Tondela,-0.0006478500000000019
2325188081.0,17.0,0.0,56.0,299.0,64.68,51.136,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Zone', 'Foul', 'OppositeRelatedEvent', 'Offensive']","[90, 62]",True,146760.0,,,,,,,,,,,,7.0,Éverton,,Benfica,Tondela,
2325188097.0,11.0,0.0,56.0,8071.0,40.32,16.864,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'StandingSave', 'Zone', 'Defensive', 'OppositeRelatedEvent']",[63],False,91775.0,,,,,,,,,,,,,,,Benfica,Tondela,
2325188103.0,18.0,0.0,58.0,299.0,64.89,46.64800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'FreekickTaken', 'Zone', 'PassEndX', 'StandingSave', 'Length', 'Angle']","[90, 118, 116, 29, 131, 35, 37, 215, 217]",True,146760.0,68.88,40.528000000000006,,,,,,,,,,7.0,Éverton,False,Benfica,Tondela,0.0006193799999999992
,,0.0,58.0,,68.88,40.528000000000006,,,Carry,,,,,395802.0,70.56,41.61600000000001,,,,,,,,,,88.0,Gonçalo Ramos,False,Benfica,Tondela,0.0038807899999999985
2325188109.0,19.0,0.0,59.0,299.0,70.56,41.61600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[90, 69]",True,395802.0,,,,,,,,,,,,88.0,Gonçalo Ramos,,Benfica,Tondela,
2325189947.0,31.0,1.0,0.0,8071.0,34.44,26.384,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[90, 141]",True,392017.0,,,,,,,,,,,,,,,Benfica,Tondela,
2325819481.0,1166.0,1.0,0.0,299.0,71.505,43.52,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[90],True,395802.0,,,,,,,,,,,,88.0,Gonçalo Ramos,,Benfica,Tondela,
