id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2419881069.0,2.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419881063.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419904549.0,787.0,0.0,0.0,299.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419904555.0,848.0,0.0,0.0,786.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419868743.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419869017.0,1.0,0.0,0.0,786.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Pacos de Ferreira,Benfica,
2419881079.0,3.0,0.0,0.0,299.0,52.71000000000002,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Zone', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,424769.0,41.37,38.556,,,,,,,,,,39.0,Henrique Araújo,False,Pacos de Ferreira,Benfica,-0.002219519999999999
2419881101.0,4.0,0.0,1.0,299.0,41.37,38.556,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndY', 'StandingSave', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,105161.0,33.6,64.19200000000001,,,,,,,,,,11.0,Soualiho Meité,False,Pacos de Ferreira,Benfica,-0.002849870000000001
,,0.0,1.0,,33.6,64.19200000000001,,,Carry,,,,,437686.0,34.335000000000015,62.016000000000005,,,,,,,,,,57.0,Sandro Cruz,False,Pacos de Ferreira,Benfica,0.0
2419881113.0,5.0,0.0,6.0,299.0,34.335000000000015,62.016000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'Angle']","[91, 117, 30, 35, 38, 215, 218]",True,437686.0,24.57,52.02,,,,,,,,,,57.0,Sandro Cruz,False,Pacos de Ferreira,Benfica,-0.0003527700000000005
2419881127.0,6.0,0.0,8.0,299.0,25.30500000000001,50.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 36, 38, 215, 218]",True,376916.0,26.88000000000001,26.04400000000001,,,,,,,,,,91.0,Morato,False,Pacos de Ferreira,Benfica,0.0013107199999999996
