id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2458868025.0,2.0,0.0,264,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458868003.0,2.0,0.0,290,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458946535.0,739.0,0.0,264,,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458946549.0,939.0,0.0,290,,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458841999.0,1.0,0.0,290,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers']",[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458844165.0,1.0,0.0,264,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'TeamFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId']",[],False,0.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458868073.0,3.0,0.0,290,369398.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,0.0,31.71,35.836000000000006,,,,,,,,,,9.0,Fran Navarro,False,Maritimo,Gil Vicente,-0.005571519999999998
,,0.0,290,331609.0,31.71,35.836000000000006,,,Carry,,,,,0.0,31.395,37.332,,,,,,,,,,21.0,Vitor Carvalho,False,Maritimo,Gil Vicente,0.0
2458868127.0,4.0,0.0,290,331609.0,31.395,37.332,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,2.0,41.265,58.480000000000004,,,,,,,,,,21.0,Vitor Carvalho,False,Maritimo,Gil Vicente,0.00082343
,,0.0,290,426502.0,41.265,58.480000000000004,,,Carry,,,,,2.0,49.665,59.092000000000006,,,,,,,,,,72.0,Tomás Araújo,False,Maritimo,Gil Vicente,0.00033624999999999974
2458868151.0,5.0,0.0,290,426502.0,49.665,59.092000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 36, 38, 216, 218]",True,8.0,55.125,51.068,,,,,,,,,,72.0,Tomás Araújo,False,Maritimo,Gil Vicente,0.0022727300000000006
2458868169.0,6.0,0.0,290,135350.0,54.915,50.864000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,9.0,45.78,56.03200000000001,,,,,,,,,,25.0,Pedro Tiba,False,Maritimo,Gil Vicente,-0.003010559999999999
2458868207.0,7.0,0.0,290,426502.0,45.36000000000001,55.01200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Zone', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,11.0,36.225,42.160000000000004,,,,,,,,,,72.0,Tomás Araújo,False,Maritimo,Gil Vicente,-0.00121894
,,0.0,290,331609.0,36.225,42.160000000000004,,,Carry,,,,,11.0,35.385000000000005,38.964,,,,,,,,,,21.0,Vitor Carvalho,False,Maritimo,Gil Vicente,-0.0013027000000000004
2458868243.0,8.0,0.0,290,331609.0,35.385000000000005,38.964,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndY', 'PassEndX', 'Length', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,14.0,41.265,19.176000000000002,,,,,,,,,,21.0,Vitor Carvalho,False,Maritimo,Gil Vicente,6.527999999999916e-05
,,0.0,290,334129.0,41.265,19.176000000000002,,,Carry,,,,,14.0,42.21000000000001,12.172,,,,,,,,,,3.0,Lucas Cunha,False,Maritimo,Gil Vicente,-0.0005445499999999995
2458868251.0,9.0,0.0,290,334129.0,42.21000000000001,12.172,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Offensive', 'Zone', 'PassEndX', 'OppositeRelatedEvent', 'Angle', 'StandingSave', 'PassEndY', 'Length']","[91, 118, 120, 29, 36, 38, 216, 218]",True,17.0,43.47,12.036,,,,,,,,,,3.0,Lucas Cunha,False,Maritimo,Gil Vicente,
2458868271.0,3.0,0.0,264,121726.0,62.895,59.29600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 60]",True,17.0,,,,,,,,,,,,,,,Maritimo,Gil Vicente,
2458868343.0,11.0,0.0,290,444938.0,51.03,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'Length', 'PassEndX', 'ThrowIn', 'PassEndY']","[91, 212, 35, 37, 216]",True,21.0,37.905,8.772,,,,,,,,,,78.0,Danilo Veiga,False,Maritimo,Gil Vicente,-0.0012207699999999995
,,0.0,290,334129.0,37.905,8.772,,,Carry,,,,,21.0,35.28,11.424000000000001,,,,,,,,,,3.0,Lucas Cunha,False,Maritimo,Gil Vicente,-0.0015522899999999996
