id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,cardType,relatedEventId,relatedPlayerId,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2493880561.0,2.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493880577.0,2.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493905431.0,718.0,0.0,0.0,251,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493905439.0,902.0,0.0,0.0,290,0.0,0.0,9.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493870411.0,1.0,0.0,0.0,251,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamFormation', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493870419.0,1.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'JerseyNumber', 'PlayerPosition', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
2493880573.0,3.0,0.0,0.0,290,52.605000000000004,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle']","[91, 117, 30, 35, 37, 216, 218]",True,369398.0,43.155,40.596000000000004,,,,,,,,,,9.0,Fran Navarro,False,Gil Vicente,Santa Clara,-0.004268819999999998
2493880587.0,4.0,0.0,1.0,290,43.155,40.392,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,144360.0,42.21000000000001,35.632000000000005,,,,,,,,,,8.0,Giorgi Aburjania,False,Gil Vicente,Santa Clara,0.0
,,0.0,1.0,290,42.21000000000001,35.632000000000005,,,Carry,,,,,331609.0,47.145,31.348000000000003,,,,,,,,,,21.0,Vitor Carvalho,False,Gil Vicente,Santa Clara,0.002219519999999999
2493880611.0,5.0,0.0,6.0,290,47.145,31.348000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,331609.0,43.785000000000004,51.952000000000005,,,,,,,,,,21.0,Vitor Carvalho,False,Gil Vicente,Santa Clara,-0.0026987899999999995
2493880633.0,6.0,0.0,9.0,290,43.785000000000004,51.952000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'Zone', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,426502.0,40.425000000000004,29.308000000000003,,,,,,,,,,72.0,Tomás Araújo,False,Gil Vicente,Santa Clara,-0.00121894
,,0.0,9.0,290,40.425000000000004,29.308000000000003,,,Carry,,,,,334129.0,40.95,27.608000000000004,,,,,,,,,,3.0,Lucas Cunha,False,Gil Vicente,Santa Clara,0.0
2493880641.0,7.0,0.0,11.0,290,40.95,27.608000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 216, 218]",True,334129.0,44.625,7.208,,,,,,,,,,3.0,Lucas Cunha,False,Gil Vicente,Santa Clara,-0.0013637900000000001
2493880647.0,8.0,0.0,13.0,290,44.625,7.208,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Length']","[91, 119, 117, 30, 36, 38, 216, 218]",True,322735.0,58.17,3.128,,,,,,,,,,15.0,Carraça,False,Gil Vicente,Santa Clara,0.002252519999999999
2493880653.0,9.0,0.0,15.0,290,58.17,2.9920000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Zone', 'OppositeRelatedEvent', 'PassEndX', 'PassEndY', 'Angle']","[91, 119, 117, 30, 35, 37, 216, 218]",True,244655.0,56.910000000000004,6.596,,,,,,,,,,77.0,Murilo Souza,False,Gil Vicente,Santa Clara,0.0
,,0.0,15.0,290,56.910000000000004,6.596,,,Carry,,,,,322735.0,54.6,15.164000000000001,,,,,,,,,,15.0,Carraça,False,Gil Vicente,Santa Clara,0.001382170000000002
2493880667.0,10.0,0.0,16.0,290,54.6,15.164000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Offensive', 'StandingSave', 'PassEndX', 'OppositeRelatedEvent', 'Zone', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,322735.0,56.28,15.436,,,,,,,,,,15.0,Carraça,False,Gil Vicente,Santa Clara,
2493880663.0,3.0,0.0,16.0,251,46.725,57.732000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['OppositeRelatedEvent', 'Defensive', 'StandingSave', 'Zone']","[91, 60]",True,449875.0,,,,,,,,,,,,,,,Gil Vicente,Santa Clara,
