id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2465122705.0,2.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465122523.0,2.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465216439.0,754.0,0.0,0.0,290,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465216473.0,1004.0,0.0,0.0,296,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465103835.0,1.0,0.0,0.0,296,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'TeamFormation', 'JerseyNumber', 'TeamPlayerFormation', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465104291.0,1.0,0.0,0.0,290,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'CaptainPlayerId', 'TeamFormation', 'InvolvedPlayers', 'PlayerPosition', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465122559.0,3.0,0.0,0.0,296,52.395,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'Length', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 216, 218]",True,135563.0,41.685,31.96,,,,,,,,,,,,False,Sporting,Gil Vicente,-0.004268819999999998
2465122575.0,4.0,0.0,1.0,296,41.580000000000005,32.368,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'PassEndY', 'Zone', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,408962.0,30.345,34.612,,,,,,,,,,,,False,Sporting,Gil Vicente,-0.0013027000000000004
2465122589.0,5.0,0.0,3.0,296,28.77,32.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,425882.0,31.080000000000002,18.360000000000003,,,,,,,,,,,,False,Sporting,Gil Vicente,-0.0002191399999999996
2465122593.0,6.0,0.0,5.0,296,31.080000000000002,18.02,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,395992.0,35.910000000000004,23.256000000000004,,,,,,,,,,,,False,Sporting,Gil Vicente,0.0
2465122599.0,7.0,0.0,6.0,296,35.49,22.44,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,408962.0,32.97,9.316,,,,,,,,,,,,False,Sporting,Gil Vicente,-0.00291515
2465122623.0,8.0,0.0,8.0,296,32.550000000000004,8.296,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,395992.0,43.47,4.0120000000000005,,,,,,,,,,,,False,Sporting,Gil Vicente,0.0014860800000000007
2465122651.0,9.0,0.0,10.0,296,43.575,4.216,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 36, 37, 216, 218]",True,109474.0,60.69,15.844000000000001,,,,,,,,,,,,True,Sporting,Gil Vicente,0.004855460000000001
2465122655.0,10.0,0.0,11.0,296,58.17,18.088,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Length', 'StandingSave', 'Angle', 'Zone', 'PassEndY']","[91, 120, 29, 36, 37, 216, 218]",True,135563.0,66.57000000000001,21.896000000000004,,,,,,,,,,,,False,Sporting,Gil Vicente,
2465122725.0,3.0,0.0,14.0,290,39.69,48.75600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,334129.0,,,,,,,,,,,,3.0,Lucas Cunha,,Sporting,Gil Vicente,
2465122733.0,4.0,0.0,14.0,290,39.69,48.75600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'PassEndX', 'Length', 'Angle', 'Zone', 'PassEndY', 'StandingSave']","[91, 120, 128, 36, 37, 216, 218]",True,334129.0,68.565,62.220000000000006,,,,,,,,,,3.0,Lucas Cunha,True,Sporting,Gil Vicente,
2465122693.0,11.0,0.0,17.0,296,31.815,7.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Zone', 'Angle', 'HeadPass', 'PassEndX', 'StandingSave']","[91, 118, 120, 29, 139, 36, 38, 216, 218]",True,395992.0,35.385000000000005,6.664000000000001,,,,,,,,,,,,False,Sporting,Gil Vicente,
2465160947.0,371.0,0.0,17.0,290,71.08500000000001,62.56,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Head', 'Zone', 'StandingSave']",[91],True,369398.0,,,,,,,,,,,,9.0,Fran Navarro,,Sporting,Gil Vicente,
2465147219.0,374.0,0.0,18.0,296,38.535000000000004,5.304,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,109474.0,,,,,,,,,,,,,,,Sporting,Gil Vicente,
2465161097.0,372.0,0.0,18.0,290,66.465,62.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,444939.0,,,,,,,,,,,,17.0,Kevin Villodres,,Sporting,Gil Vicente,
