id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2513087429.0,6.0,0.0,297,10105.0,72.97500000000001,62.900000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Zone', 'PassEndX', 'HeadPass', 'Length', 'PassEndY']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,5.0,81.58500000000001,51.748,,,,,,,,,,,,True,Porto,Gil Vicente,0.008311429999999998
2513087435.0,7.0,0.0,297,342857.0,81.58500000000001,51.748,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'OtherBodyPart', 'Zone']","[91, 69]",True,7.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513112447.0,431.0,0.0,297,358801.0,80.53500000000001,60.52,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,7.0,81.06,53.992000000000004,,,,,,,,,,,,False,Porto,Gil Vicente,0.0019695999999999984
2513087439.0,4.0,0.0,290,144360.0,23.31,17.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[197, 200]",False,8.0,,,,,,,,,,,,8.0,Giorgi Aburjania,,Porto,Gil Vicente,
2513087449.0,8.0,0.0,297,342857.0,81.69,51.00000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[198, 199]",False,8.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513087441.0,5.0,0.0,290,144360.0,23.205000000000002,17.68,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['HeadPass', 'PassEndX', 'Zone', 'Length', 'PassEndY', 'Angle']","[91, 118, 120, 29, 139, 36, 37, 215, 218]",True,8.0,30.555000000000003,20.672,,,,,,,,,,8.0,Giorgi Aburjania,False,Porto,Gil Vicente,
2513087515.0,9.0,0.0,297,120608.0,80.64,46.784,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['Zone', 'PassEndY', 'PassEndX', 'StandingSave', 'GoalDisallowed', 'PlayerCaughtOffside']","[91, 217]",True,10.0,93.45,42.568000000000005,,,,,,,,,,,,,Porto,Gil Vicente,
2513087531.0,6.0,0.0,290,135962.0,20.37,29.036000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[62],False,10.0,,,,,,,,,,,,26.0,Rúben Fernandes,,Porto,Gil Vicente,
2513087737.0,7.0,0.0,290,362746.0,19.11,26.860000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Longball', 'FreekickTaken', 'Angle', 'Length', 'Zone', 'IndirectFreekickTaken', 'Chipped', 'PassEndY']","[91, 119, 117, 124, 127, 132, 36, 38, 216, 218]",True,46.0,58.48500000000001,3.196,,,,,,,,,,42.0,Andrew,True,Porto,Gil Vicente,0.00457047
2513087743.0,8.0,0.0,290,244655.0,58.48500000000001,3.196,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Longball', 'PassEndX', 'Angle', 'Length', 'StandingSave', 'Zone']","[91, 119, 117, 127, 36, 37, 216, 218]",True,49.0,58.695,32.776,,,,,,,,,,77.0,Murilo Souza,False,Porto,Gil Vicente,0.0021593199999999993
,,0.0,290,425187.0,58.695,32.776,,,Carry,,,,,49.0,60.165,32.096000000000004,,,,,,,,,,20.0,Juan Manuel Boselli,False,Porto,Gil Vicente,0.0
2513087751.0,9.0,0.0,290,425187.0,60.165,32.096000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,51.0,,,,,,,,,,,,20.0,Juan Manuel Boselli,,Porto,Gil Vicente,
2513087749.0,10.0,0.0,297,338791.0,44.83500000000001,35.904,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[198, 200]",False,51.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513087759.0,10.0,0.0,290,425187.0,58.695,32.776,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'PassEndX', 'HeadPass', 'PassEndY', 'Angle', 'Length']","[91, 120, 29, 139, 36, 38, 216, 218]",True,52.0,69.615,26.452,,,,,,,,,,20.0,Juan Manuel Boselli,True,Porto,Gil Vicente,
2513087775.0,11.0,0.0,297,28521.0,35.595,38.080000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'HeadPass', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 117, 30, 139, 36, 38, 216, 218]",True,53.0,36.015,28.084,,,,,,,,,,,,False,Porto,Gil Vicente,-0.0013027000000000004
2513087779.0,12.0,0.0,297,395173.0,36.225,28.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,54.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513087801.0,13.0,0.0,297,395173.0,36.225,28.084,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'Zone', 'PassEndY', 'Chipped', 'PassEndX']","[91, 119, 117, 30, 124, 36, 37, 216, 218]",True,54.0,60.375,47.056000000000004,,,,,,,,,,,,True,Porto,Gil Vicente,0.004229499999999999
2513087809.0,14.0,0.0,297,358801.0,63.945,47.19200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 199]",False,57.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513087807.0,11.0,0.0,290,404281.0,41.055,20.808000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Defensive', 'Zone']","[198, 200]",False,57.0,,,,,,,,,,,,2.0,Zé Carlos,,Porto,Gil Vicente,
2513087821.0,15.0,0.0,297,358801.0,60.375,47.056000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'HeadPass', 'Angle']","[91, 120, 29, 139, 36, 38, 216, 218]",True,57.0,62.685,45.016000000000005,,,,,,,,,,,,False,Porto,Gil Vicente,
2513087819.0,12.0,0.0,290,404281.0,37.48500000000001,20.740000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['OtherBodyPart', 'Zone']",[91],True,57.0,,,,,,,,,,,,2.0,Zé Carlos,,Porto,Gil Vicente,
2513098515.0,11009.0,0.0,297,358801.0,93.45,42.568000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[61],False,,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088157.0,19.0,1.0,297,114301.0,47.565,33.048,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'Angle', 'StandingSave']","[91, 117, 30, 35, 37, 216, 218]",True,40.0,45.464999999999996,55.760000000000005,,,,,,,,,,,,False,Porto,Gil Vicente,-0.0010005799999999992
2513088169.0,20.0,1.0,297,351744.0,44.730000000000004,55.148,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'Length', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,43.0,34.02,43.656000000000006,,,,,,,,,,,,False,Porto,Gil Vicente,-0.00274078
2513088207.0,21.0,1.0,297,28521.0,33.81,40.528000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'PassEndY', 'Chipped', 'Length', 'Angle', 'Zone', 'Longball']","[91, 120, 124, 128, 36, 38, 216, 218]",True,46.0,65.415,0.0,,,,,,,,,,,,True,Porto,Gil Vicente,
2513088313.0,15.0,2.0,290,243271.0,45.464999999999996,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Longball', 'PassEndY', 'Angle', 'ThrowIn', 'Zone', 'PassEndX']","[91, 212, 36, 38, 216]",True,3.0,66.57000000000001,62.220000000000006,,,,,,,,,,19.0,Adrián Marín,True,Porto,Gil Vicente,
2513088341.0,24.0,2.0,297,114301.0,39.375,8.5,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'PassEndY', 'HeadPass', 'Length', 'PassEndX']","[91, 117, 30, 139, 36, 38, 216, 218]",True,5.0,47.775,4.760000000000001,,,,,,,,,,,,False,Porto,Gil Vicente,0.0012207699999999995
2513088349.0,25.0,2.0,297,338791.0,47.46000000000001,4.488,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,6.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088359.0,26.0,2.0,297,338791.0,45.045,3.4000000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,7.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088443.0,18.0,2.0,290,243271.0,62.580000000000005,68.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Longball', 'PassEndX', 'Angle', 'Length', 'ThrowIn', 'Zone']","[91, 212, 35, 38, 216]",True,16.0,38.43,60.588,,,,,,,,,,19.0,Adrián Marín,False,Porto,Gil Vicente,-0.006187929999999996
2513088481.0,19.0,2.0,290,135962.0,38.22,59.568,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,20.0,15.959999999999999,37.672000000000004,,,,,,,,,,26.0,Rúben Fernandes,False,Porto,Gil Vicente,-0.0004354500000000004
,,2.0,290,362746.0,15.959999999999999,37.672000000000004,,,Carry,,,,,20.0,18.69,35.292,,,,,,,,,,42.0,Andrew,False,Porto,Gil Vicente,0.0
2513088499.0,20.0,2.0,290,362746.0,18.69,35.292,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,24.0,17.01,17.884,,,,,,,,,,42.0,Andrew,False,Porto,Gil Vicente,-0.0003880399999999992
2513088519.0,21.0,2.0,290,426502.0,17.325,17.612000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,26.0,25.935,2.3120000000000003,,,,,,,,,,72.0,Tomás Araújo,False,Porto,Gil Vicente,-0.0013289100000000009
2513088545.0,22.0,2.0,290,404281.0,27.195,2.788,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'PassEndX', 'Longball', 'Chipped', 'PassEndY', 'StandingSave', 'Length']","[91, 120, 124, 128, 36, 37, 216, 218]",True,28.0,67.83,3.74,,,,,,,,,,2.0,Zé Carlos,True,Porto,Gil Vicente,
2513088565.0,28.0,2.0,297,28521.0,36.855000000000004,59.160000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'PassEndX', 'Zone', 'Length', 'HeadPass']","[91, 117, 30, 139, 36, 38, 216, 218]",True,30.0,44.205000000000005,51.408,,,,,,,,,,,,False,Porto,Gil Vicente,0.0
2513088573.0,29.0,2.0,297,114301.0,44.205000000000005,51.272000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,31.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088587.0,30.0,2.0,297,114301.0,44.205000000000005,51.272000000000006,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,32.0,57.225,48.55200000000001,,,,,,,,,,,,False,Porto,Gil Vicente,0.003010559999999999
2513088603.0,31.0,2.0,297,120608.0,51.345,49.504000000000005,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,34.0,44.415,47.056000000000004,,,,,,,,,,,,False,Porto,Gil Vicente,-0.00159954
2513088615.0,32.0,2.0,297,114301.0,44.415,46.784,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle', 'PassEndY']","[91, 120, 29, 36, 38, 216, 218]",True,35.0,62.685,42.772000000000006,,,,,,,,,,,,True,Porto,Gil Vicente,
2513088623.0,23.0,2.0,290,426502.0,42.525,24.616000000000003,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['Zone', 'StandingSave']","[91, 101, 56]",True,36.0,,,,,,,,,,,,72.0,Tomás Araújo,,Porto,Gil Vicente,
2513463017.0,1013.0,2.0,290,144360.0,49.35,22.372,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,37.0,,,,,,,,,,,,8.0,Giorgi Aburjania,,Porto,Gil Vicente,
2513088691.0,25.0,2.0,290,144360.0,45.885000000000005,19.856,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'PassEndY', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,37.0,70.03500000000001,31.552,,,,,,,,,,8.0,Giorgi Aburjania,True,Porto,Gil Vicente,0.00956021
,,2.0,290,144360.0,49.35,22.372,,,Carry,,,,,37.0,45.885000000000005,19.856,,,,,,,,,,8.0,Giorgi Aburjania,False,Porto,Gil Vicente,0.0
2513088745.0,26.0,2.0,290,425187.0,70.455,31.144000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,40.0,84.525,8.704,,,,,,,,,,20.0,Juan Manuel Boselli,False,Porto,Gil Vicente,0.0037116300000000005
,,2.0,290,244655.0,84.525,8.704,,,Carry,,,,,40.0,87.465,18.836000000000002,,,,,,,,,,77.0,Murilo Souza,True,Porto,Gil Vicente,0.025378660000000004
2513088747.0,27.0,2.0,290,244655.0,87.465,18.836000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Angle', 'OppositeRelatedEvent', 'Length', 'Offensive']","[91, 120, 29, 35, 37, 217, 218]",True,46.0,86.73,22.168000000000003,,,,,,,,,,77.0,Murilo Souza,False,Porto,Gil Vicente,
2513088761.0,33.0,2.0,297,120608.0,17.325,49.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'StandingSave', 'OppositeRelatedEvent', 'Defensive']","[91, 60]",True,46.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513112445.0,404.0,2.0,290,244655.0,84.21000000000001,17.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,46.0,,,,,,,,,,,,77.0,Murilo Souza,,Porto,Gil Vicente,
2513088773.0,34.0,2.0,297,120608.0,21.525000000000002,49.776,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,47.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088839.0,35.0,2.0,297,120608.0,24.36,48.55200000000001,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,48.0,31.919999999999998,43.18,,,,,,,,,,,,False,Porto,Gil Vicente,0.00109158
2513088855.0,36.0,2.0,297,342857.0,54.81,37.74,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Offensive', 'StandingSave', 'OppositeRelatedEvent', 'Zone']","[91, 53]",True,53.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088859.0,28.0,2.0,290,144360.0,50.19,30.26,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent', 'StandingSave']","[91, 142]",True,53.0,,,,,,,,,,,,8.0,Giorgi Aburjania,,Porto,Gil Vicente,
2513088869.0,37.0,2.0,297,342857.0,52.815,38.42,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,53.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513088879.0,29.0,2.0,290,426502.0,40.845,27.268000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,55.0,,,,,,,,,,,,72.0,Tomás Araújo,,Porto,Gil Vicente,
2513088887.0,30.0,2.0,290,426502.0,40.845,27.268000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'Zone', 'PassEndY', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,56.0,48.405,29.104,,,,,,,,,,72.0,Tomás Araújo,False,Porto,Gil Vicente,0.002219519999999999
2513088901.0,31.0,2.0,290,135350.0,48.405,29.104,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Zone', 'PassEndX', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,57.0,41.475,28.084,,,,,,,,,,25.0,Pedro Tiba,False,Porto,Gil Vicente,-0.002219519999999999
2513088927.0,32.0,2.0,290,426502.0,41.895,28.220000000000002,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 35, 37, 215, 218]",True,59.0,19.845,36.244,,,,,,,,,,72.0,Tomás Araújo,False,Porto,Gil Vicente,-0.0024609700000000016
2513088943.0,33.0,3.0,290,362746.0,19.845,36.244,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Angle', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 37, 216, 218]",True,1.0,35.910000000000004,61.336000000000006,,,,,,,,,,42.0,Andrew,False,Porto,Gil Vicente,-0.0003888999999999993
,,3.0,290,243271.0,35.910000000000004,61.336000000000006,,,Carry,,,,,1.0,35.385000000000005,64.05600000000001,,,,,,,,,,19.0,Adrián Marín,False,Porto,Gil Vicente,-0.0014860800000000007
2513088971.0,34.0,3.0,290,243271.0,35.385000000000005,64.05600000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'PassEndX']","[91, 120, 29, 36, 37, 216, 218]",True,4.0,61.214999999999996,66.23200000000001,,,,,,,,,,19.0,Adrián Marín,True,Porto,Gil Vicente,
2513088975.0,38.0,3.0,297,10105.0,42.105000000000004,4.352,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,6.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513089135.0,36.0,3.0,290,243271.0,63.63,68.0,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Zone', 'Angle', 'ThrowIn', 'PassEndX']","[91, 212, 36, 38, 217]",True,25.0,78.12,61.540000000000006,,,,,,,,,,19.0,Adrián Marín,True,Porto,Gil Vicente,0.0037706900000000036
2513089159.0,37.0,3.0,290,369398.0,78.12,61.540000000000006,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'Zone', 'HeadPass', 'StandingSave', 'PassEndY', 'PassEndX']","[91, 119, 117, 30, 139, 205, 36, 38, 217, 218]",True,26.0,83.685,60.79200000000001,,,,,,,,,,9.0,Fran Navarro,False,Porto,Gil Vicente,0.00634183
,,3.0,290,425187.0,83.685,60.79200000000001,,,Carry,,,,,26.0,80.01,60.928,,,,,,,,,,20.0,Juan Manuel Boselli,False,Porto,Gil Vicente,0.0
2513089167.0,38.0,3.0,290,425187.0,80.01,60.928,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Offensive']","[197, 199]",False,27.0,,,,,,,,,,,,20.0,Juan Manuel Boselli,,Porto,Gil Vicente,
2513089157.0,40.0,3.0,297,395173.0,24.990000000000002,7.072000000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[198, 200]",False,27.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513089191.0,39.0,3.0,290,425187.0,83.58,60.79200000000001,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'HeadPass', 'Length', 'Zone', 'PassEndY', 'PassEndX']","[91, 120, 29, 139, 36, 38, 217, 218]",True,27.0,93.45,47.53200000000001,,,,,,,,,,20.0,Juan Manuel Boselli,True,Porto,Gil Vicente,
2513089201.0,41.0,3.0,297,10105.0,11.025,22.1,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,30.0,,,,,,,,,,,,,,,Porto,Gil Vicente,
2513089221.0,42.0,3.0,297,10105.0,11.025,22.1,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'PassEndX', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,31.0,32.13,30.192,,,,,,,,,,,,False,Porto,Gil Vicente,0.0015463100000000004
2513089235.0,43.0,3.0,297,358801.0,32.235,30.328000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'LayOff', 'Zone', 'Angle', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,33.0,27.3,27.948000000000004,,,,,,,,,,,,False,Porto,Gil Vicente,-0.0011582700000000012
2513089243.0,44.0,3.0,297,351744.0,27.3,27.948000000000004,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndY', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,34.0,44.415,24.956000000000003,,,,,,,,,,,,False,Porto,Gil Vicente,0.0013679799999999995
2513089259.0,45.0,3.0,297,120608.0,48.089999999999996,25.840000000000003,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'PassEndY', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,36.0,55.755,37.06,,,,,,,,,,,,False,Porto,Gil Vicente,0.0020492999999999987
2513089309.0,46.0,3.0,297,358801.0,56.595,36.652,3.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,37.0,73.815,25.228,,,,,,,,,,,,True,Porto,Gil Vicente,0.0072271200000000035
