id,eventId,minute,teamId,playerId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2359864929.0,2.0,0.0,122.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359864933.0,2.0,0.0,5948.0,,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359919335.0,823.0,0.0,122.0,,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359919341.0,883.0,0.0,5948.0,,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359840937.0,1.0,0.0,5948.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['JerseyNumber', 'InvolvedPlayers', 'CaptainPlayerId', 'PlayerPosition', 'TeamFormation', 'TeamPlayerFormation']",[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359842739.0,1.0,0.0,122.0,,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'TeamPlayerFormation', 'CaptainPlayerId', 'JerseyNumber', 'PlayerPosition', 'InvolvedPlayers']",[],False,0.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359864949.0,3.0,0.0,122.0,404198.0,52.605000000000004,33.93200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Angle', 'Length', 'PassEndY']","[90, 116, 29, 34, 36, 215, 217]",True,0.0,51.55500000000002,35.36,,,,,,,,,,,,False,Arouca,Boavista,0.0
2359864963.0,3.0,0.0,5948.0,322648.0,45.36000000000001,37.672,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'StandingSave']",[90],True,2.0,,,,,,,,,,,,21.0,Leandro Silva,,Arouca,Boavista,
2359864957.0,4.0,0.0,122.0,342705.0,58.065,30.872,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'StandingSave', 'Length', 'PassEndY', 'PassEndX']","[90, 119, 28, 35, 37, 215, 217]",True,2.0,62.685,26.38400000000001,,,,,,,,,,,,False,Arouca,Boavista,0.0030754200000000023
2359864971.0,4.0,0.0,5948.0,316658.0,37.065,24.752,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,3.0,,,,,,,,,,,,18.0,Eboue Kouassi,,Arouca,Boavista,
2359864987.0,5.0,0.0,5948.0,316658.0,36.64500000000001,23.8,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX']","[90, 116, 29, 35, 36, 215, 217]",True,3.0,42.21000000000002,25.976000000000003,,,,,,,,,,18.0,Eboue Kouassi,False,Arouca,Boavista,-6.527999999999916e-05
2359864999.0,6.0,0.0,5948.0,243573.0,42.105000000000004,25.636000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Length', 'Angle', 'StandingSave']","[90, 116, 29, 35, 37, 215, 217]",True,4.0,42.525,12.58,,,,,,,,,,20.0,Pedro Moreira,False,Arouca,Boavista,-0.0004792700000000004
,,0.0,,298402.0,42.525,12.58,,,Carry,,,,,4.0,45.78,16.388,,,,,,,,,,10.0,André Bukia,False,Arouca,Boavista,0.0016982100000000003
2359865011.0,7.0,0.0,5948.0,298402.0,45.78,16.388,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,7.0,26.145,8.636000000000003,,,,,,,,,,10.0,André Bukia,False,Arouca,Boavista,-0.004421580000000001
,,0.0,,416503.0,26.145,8.636000000000003,,,Carry,,,,,7.0,29.61,9.860000000000001,,,,,,,,,,72.0,Thales,False,Arouca,Boavista,0.0011710800000000014
2359865029.0,8.0,0.0,5948.0,416503.0,29.61,9.860000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Length', 'PassEndY', 'Angle', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,9.0,22.575,17.204,,,,,,,,,,72.0,Thales,False,Arouca,Boavista,-0.00058186
,,0.0,,326486.0,22.575,17.204,,,Carry,,,,,9.0,24.885,15.028000000000002,,,,,,,,,,13.0,João Basso,False,Arouca,Boavista,-0.0005892200000000014
2359865035.0,9.0,0.0,5948.0,326486.0,24.885,15.028000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Angle', 'Zone', 'PassEndX', 'Length', 'PassEndY', 'StandingSave']","[90, 117, 119, 28, 35, 36, 215, 217]",True,12.0,39.585000000000015,15.368000000000002,,,,,,,,,,13.0,João Basso,False,Arouca,Boavista,0.002723370000000001
2359865039.0,5.0,0.0,122.0,423076.0,65.625,52.02,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Interception,Successful,"['StandingSave', 'Zone']","[90, 100, 55]",True,13.0,,,,,,,,,,,,,,,Arouca,Boavista,
2360857379.0,830.0,0.0,122.0,280768.0,75.915,61.540000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Offensive']","[90, 53]",True,16.0,,,,,,,,,,,,,,,Arouca,Boavista,
2360857381.0,902.0,0.0,5948.0,243573.0,29.085,6.460000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']",[54],False,16.0,,,,,,,,,,,,20.0,Pedro Moreira,,Arouca,Boavista,
2359865105.0,6.0,0.0,122.0,280768.0,73.08,60.11200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'Zone', 'OppositeRelatedEvent']","[90, 62]",True,19.0,,,,,,,,,,,,,,,Arouca,Boavista,
2359865097.0,10.0,0.0,5948.0,243573.0,31.92,7.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['StandingSave', 'Defensive', 'Zone', 'Foul', 'OppositeRelatedEvent']",[63],False,19.0,,,,,,,,,,,,20.0,Pedro Moreira,,Arouca,Boavista,
2359865351.0,7.0,0.0,122.0,400992.0,68.25,62.628,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsidePass,Successful,"['Cross', 'OppositeRelatedEvent', 'PassEndX', 'LeftFoot', 'Longball', 'StandingSave', 'FreekickTaken', 'Zone', 'PassEndY', 'PlayerCaughtOffside']","[90, 216]",True,46.0,97.23,32.368,,,,,,,,,,,,,Arouca,Boavista,
2359865475.0,15.0,0.0,5948.0,326486.0,14.385,29.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideProvoked,Successful,[],[61],False,46.0,,,,,,,,,,,,13.0,João Basso,,Arouca,Boavista,
2359876351.0,11007.0,0.0,122.0,342705.0,97.23,32.368,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",OffsideGiven,Unsuccessful,[],[60],False,,,,,,,,,,,,,,,,Arouca,Boavista,
2359865705.0,16.0,1.0,5948.0,423351.0,10.5,29.92,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['FreekickTaken', 'IndirectFreekickTaken', 'Angle', 'Length', 'StandingSave', 'Zone', 'PassEndY', 'PassEndX']","[90, 116, 29, 131, 35, 37, 214, 217]",True,25.0,23.835,14.144000000000002,,,,,,,,,,30.0,Norbert Haymamba,False,Arouca,Boavista,-0.0014034000000000008
