id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,isGoal,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2404026159.0,2.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2404026169.0,2.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2404125969.0,853.0,0.0,0.0,5948.0,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2404125991.0,848.0,0.0,0.0,122.0,0.0,0.0,8.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2403987765.0,1.0,0.0,0.0,122.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'TeamFormation', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2403989525.0,1.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition', 'TeamFormation', 'JerseyNumber', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Boavista,Arouca,
2404026195.0,3.0,0.0,0.0,5948.0,52.5,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,351703.0,40.74,42.364000000000004,,,,,,,,,,7.0,André Silva,False,Boavista,Arouca,-0.002219519999999999
2404026221.0,4.0,0.0,1.0,5948.0,40.74,42.364000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,322648.0,25.62,29.716000000000005,,,,,,,,,,21.0,Leandro Silva,False,Boavista,Arouca,-0.0024609700000000016
2404026297.0,5.0,0.0,4.0,5948.0,25.62,29.716000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,401804.0,24.46500000000001,16.252,,,,,,,,,,44.0,Nino Galovic,False,Boavista,Arouca,-0.0007416699999999998
,,0.0,4.0,,24.46500000000001,16.252,,,Carry,,,,,326486.0,24.78,12.444,,,,,,,,,,13.0,João Basso,False,Boavista,Arouca,0.0
