id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2337437477.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337437471.0,2.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337529687.0,918.0,0.0,0.0,264.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337529715.0,762.0,0.0,0.0,108.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337423837.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'CaptainPlayerId', 'JerseyNumber', 'TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337425399.0,1.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'TeamFormation', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,Maritimo,Moreirense,
2337437513.0,3.0,0.0,0.0,108.0,52.395,33.79600000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[90, 116, 29, 34, 37, 214, 217]",True,363792.0,27.615000000000002,25.772000000000002,,,,,,,,,9.0,André Luís,False,Maritimo,Moreirense,-0.004680490000000001
2337437539.0,4.0,0.0,3.0,108.0,27.93000000000001,25.70400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Longball', 'Zone', 'PassEndY', 'StandingSave', 'Length']","[90, 119, 127, 35, 36, 216, 217]",True,322792.0,77.59500000000001,57.18800000000002,,,,,,,,,3.0,Lazar Rosic,True,Maritimo,Moreirense,0.012691449999999998
2337437571.0,3.0,0.0,5.0,264.0,36.960000000000015,16.66,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'HeadPass', 'Zone', 'PassEndY', 'Length']","[90, 116, 29, 138, 35, 37, 215, 217]",True,101952.0,42.42,12.104,,,,,,,,,,,False,Maritimo,Moreirense,0.0
2337437579.0,4.0,0.0,7.0,264.0,41.580000000000005,11.9,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[92],False,335707.0,,,,,,,,,,,,,,Maritimo,Moreirense,
2337437601.0,5.0,0.0,8.0,264.0,40.635000000000005,12.512000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle', 'StandingSave']","[90, 116, 29, 34, 36, 214, 217]",True,335707.0,25.30500000000001,19.312,,,,,,,,,,,False,Maritimo,Moreirense,-0.0021341499999999996
2337437615.0,6.0,0.0,10.0,264.0,23.52,19.312,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[90, 116, 29, 34, 36, 214, 217]",True,137058.0,16.905,38.21600000000001,,,,,,,,,,,False,Maritimo,Moreirense,0.0008141799999999994
2337437623.0,7.0,0.0,13.0,264.0,16.905,39.78,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndY', 'PassEndX', 'Zone', 'StandingSave']","[90, 116, 29, 35, 36, 214, 217]",True,345713.0,22.68000000000001,56.57600000000001,,,,,,,,,,,False,Maritimo,Moreirense,-0.0014034000000000008
