name,minutes,playerId,team
Filipe Soares,1008,380781.0,Moreirense
Steven Vitória,1230,121484.0,Moreirense
Fábio Pacheco,1294,322766.0,Moreirense
Lazar Rosic,1260,322792.0,Moreirense
Felipe Pires,1139,261990.0,Moreirense
Rafael Martins,1253,135347.0,Moreirense
Paulinho,1159,122089.0,Moreirense
Yan,898,318686.0,Moreirense
Abdu Conté,1377,367812.0,Moreirense
Artur Jorge,954,328016.0,Moreirense
Mateus Pasinato,540,380780.0,Moreirense
André Luís,535,363792.0,Moreirense
Gonçalo Franco,550,401148.0,Moreirense
Ibrahima Camará,915,370018.0,Moreirense
Rodrigo Conceição,240,422950.0,Moreirense
Derik Lacerda,229,407306.0,Moreirense
Walterson,999,325220.0,Moreirense
Pedro Amador,124,392742.0,Moreirense
Pablo Santos,360,342769.0,Moreirense
Kewin,1080,408374.0,Moreirense
Matheus Silva,23,401149.0,Moreirense
Nikola Jambor,93,361910.0,Moreirense
Sori Mané,170,301498.0,Moreirense
Abdoulaye Ba,90,83058.0,Moreirense
Rúben Ramos,202,421984.0,Moreirense
Jefferson Galego,13,403863.0,Moreirense
Godfried Frimpong,85,421985.0,Moreirense
