id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,relatedEventId,relatedPlayerId,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2410596519.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410596539.0,2.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410754535.0,833.0,0.0,0.0,1463.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410754585.0,799.0,0.0,0.0,108.0,0.0,0.0,6.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410512047.0,1.0,0.0,0.0,108.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'TeamPlayerFormation', 'CaptainPlayerId', 'TeamFormation', 'JerseyNumber', 'InvolvedPlayers']",[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410513861.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['PlayerPosition', 'InvolvedPlayers', 'TeamPlayerFormation', 'JerseyNumber', 'CaptainPlayerId', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Portimonense,Moreirense,
2410596599.0,3.0,0.0,0.0,1463.0,52.71000000000002,34.20400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'Zone', 'StandingSave', 'Length', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,345275.0,39.9,39.78,,,,,,,,,,,,False,Portimonense,Moreirense,-0.002219519999999999
2410596665.0,4.0,0.0,2.0,1463.0,39.9,39.78,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Zone', 'PassEndY', 'Angle', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,116103.0,32.025,23.052,,,,,,,,,,,,False,Portimonense,Moreirense,-0.00152184
2411691481.0,841.0,0.0,2.0,1463.0,38.535,30.192,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Zone', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,422208.0,37.48500000000001,39.168000000000006,,,,,,,,,,,,False,Portimonense,Moreirense,0.0
2411691851.0,842.0,0.0,5.0,1463.0,38.32500000000001,41.34400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,116103.0,27.405,22.372,,,,,,,,,,,,False,Portimonense,Moreirense,-0.00261342
2410596745.0,5.0,0.0,8.0,1463.0,32.025,23.052,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,360107.0,31.5,46.71600000000001,,,,,,,,,,,,False,Portimonense,Moreirense,0.0
2410596865.0,6.0,0.0,11.0,1463.0,30.450000000000006,47.32800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'Length', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,422207.0,48.825,64.66800000000002,,,,,,,,,,,,False,Portimonense,Moreirense,0.0013788199999999994
2410596935.0,7.0,0.0,14.0,1463.0,49.245,64.32800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'Angle', 'StandingSave', 'PassEndX', 'PassEndY']","[91, 117, 30, 35, 38, 215, 218]",True,422209.0,26.35500000000001,47.6,,,,,,,,,,,,False,Portimonense,Moreirense,-0.0024703999999999993
2410597003.0,8.0,0.0,17.0,1463.0,26.25,46.036000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,422207.0,24.885,22.712,,,,,,,,,,,,False,Portimonense,Moreirense,0.0
