id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,isGoal,shirtNo,name,progressive,homeTeam,awayTeam,xT
2420339893.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420339919.0,2.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420412569.0,763.0,0.0,0.0,264.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420412597.0,790.0,0.0,0.0,1463.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420306659.0,1.0,0.0,0.0,1463.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420307275.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'TeamFormation', 'PlayerPosition', 'JerseyNumber', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420339923.0,3.0,0.0,0.0,264.0,52.71000000000002,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'StandingSave', 'Length', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,241843.0,33.495,20.06,,,,,,,,,,95.0,Joel Tagueu,False,Maritimo,Portimonense,-0.003741359999999999
2420339957.0,4.0,0.0,3.0,264.0,33.495,20.06,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'Angle', 'Length', 'PassEndY', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,137058.0,36.015,3.74,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Portimonense,0.00015804999999999986
2420340019.0,5.0,0.0,5.0,264.0,36.015,3.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone']","[91, 117, 30, 35, 37, 215, 218]",True,137656.0,29.19,18.156000000000002,,,,,,,,,,24.0,Clésio,False,Maritimo,Portimonense,0.0013280300000000009
2420340043.0,6.0,0.0,7.0,264.0,29.19,18.156000000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,137058.0,33.39,3.74,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Portimonense,-0.0013280300000000009
2420340071.0,7.0,0.0,9.0,264.0,33.495,4.692,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Length']","[91, 117, 30, 36, 38, 216, 218]",True,137656.0,38.745,4.488000000000001,,,,,,,,,,24.0,Clésio,False,Maritimo,Portimonense,0.0014860800000000007
,,0.0,9.0,,38.745,4.488000000000001,,,Carry,,,,,357533.0,41.265,1.36,,,,,,,,,,8.0,Rafik Guitane,False,Maritimo,Portimonense,0.0
2420340101.0,8.0,0.0,10.0,264.0,41.265,1.36,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Angle', 'PassEndX', 'PassEndY', 'Zone']","[91, 118, 120, 29, 35, 37, 216, 218]",True,357533.0,35.595,13.804000000000002,,,,,,,,,,8.0,Rafik Guitane,False,Maritimo,Portimonense,-0.0006677699999999998
2420340095.0,3.0,0.0,11.0,1463.0,66.78,54.604,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,345275.0,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420340125.0,4.0,0.0,11.0,1463.0,68.04000000000002,54.74,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,345275.0,71.82000000000001,63.98800000000002,,,,,,,,,,,,False,Maritimo,Portimonense,0.0025178200000000005
2420340127.0,5.0,0.0,14.0,1463.0,73.71000000000001,64.396,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'Zone']","[91, 69]",True,108374.0,,,,,,,,,,,,,,,Maritimo,Portimonense,
2420340167.0,9.0,0.0,15.0,264.0,21.105000000000004,2.584,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,137656.0,,,,,,,,,,,,24.0,Clésio,,Maritimo,Portimonense,
2420340183.0,10.0,0.0,15.0,264.0,28.980000000000004,2.3800000000000003,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive']","[91, 70]",True,137656.0,,,,,,,,,,,,24.0,Clésio,,Maritimo,Portimonense,
,,0.0,15.0,,21.10500000000001,2.5840000000000005,,,Carry,,,,,137656.0,28.98000000000001,2.3800000000000003,,,,,,,,,,24.0,Clésio,False,Maritimo,Portimonense,0.0013280500000000008
2420340203.0,6.0,0.0,16.0,1463.0,76.02000000000001,65.62,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['OppositeRelatedEvent', 'Zone', 'StandingSave', 'Offensive']","[91, 143]",True,108374.0,,,,,,,,,,,,,,,Maritimo,Portimonense,
