id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,relatedEventId,relatedPlayerId,cardType,shirtNo,name,progressive,homeTeam,awayTeam,xT
2414152217.0,2.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414152223.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414235553.0,796.0,0.0,0.0,264.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414235565.0,850.0,0.0,0.0,299.0,0.0,0.0,10.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414084421.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'TeamFormation', 'PlayerPosition', 'TeamPlayerFormation', 'InvolvedPlayers', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414085459.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'InvolvedPlayers', 'TeamPlayerFormation', 'PlayerPosition', 'CaptainPlayerId', 'JerseyNumber']",[],False,,,,,,,,,,,,,,,,Maritimo,Benfica,
2414152239.0,3.0,0.0,0.0,299.0,52.29,34.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Angle', 'PassEndX', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,142318.0,37.59,43.45200000000002,,,,,,,,,,,,False,Maritimo,Benfica,-0.00215424
2414152251.0,4.0,0.0,2.0,299.0,36.015,42.77200000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY', 'Longball', 'PassEndX']","[91, 117, 127, 36, 38, 216, 218]",True,21778.0,43.155,7.684000000000001,,,,,,,,,,,,False,Maritimo,Benfica,-0.0014290699999999993
2414152279.0,5.0,0.0,5.0,299.0,43.155,7.004000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'Zone', 'Length']","[91, 117, 30, 35, 37, 216, 218]",True,106151.0,36.015,21.012,,,,,,,,,,,,False,Maritimo,Benfica,0.0014290699999999993
2414152323.0,6.0,0.0,8.0,299.0,33.6,24.888,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,75691.0,40.32,44.676,,,,,,,,,,,,False,Maritimo,Benfica,0.0015871199999999992
2414152337.0,7.0,0.0,11.0,299.0,42.0,47.80400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Angle', 'Zone', 'PassEndY', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,21778.0,46.83000000000001,62.83200000000001,,,,,,,,,,,,False,Maritimo,Benfica,-0.0002082999999999998
2414152369.0,8.0,0.0,13.0,299.0,47.25,63.64800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Angle', 'PassEndX', 'StandingSave', 'Length', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,437686.0,37.065,48.348000000000006,,,,,,,,,,,,False,Maritimo,Benfica,0.0002082999999999998
2414152403.0,9.0,0.0,20.0,299.0,43.365,49.368000000000016,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,21778.0,48.089999999999996,64.26000000000002,,,,,,,,,,,,False,Maritimo,Benfica,-0.0002082999999999998
2414152449.0,10.0,0.0,23.0,299.0,47.88,65.28,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 120, 29, 36, 37, 217, 218]",True,437686.0,71.19,65.552,,,,,,,,,,,,True,Maritimo,Benfica,0.00873785
2414152477.0,3.0,0.0,27.0,264.0,30.135,2.108,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['PassEndX', 'Angle', 'StandingSave', 'Length', 'PassEndY', 'Zone']","[91, 94, 95, 215]",True,422005.0,32.76,1.564,,,,,,,,,,4.0,Matheus Costa,,Maritimo,Benfica,
2414152483.0,12.0,0.0,27.0,299.0,68.67000000000002,66.708,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,146760.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414152567.0,5.0,0.0,39.0,264.0,31.185000000000002,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'PassEndY', 'ThrowIn', 'Length']","[91, 212, 36, 37, 216]",True,101952.0,40.635000000000005,6.256000000000002,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Benfica,0.0014860800000000007
,,0.0,39.0,,40.635000000000005,6.256000000000002,,,Carry,,,,,241843.0,44.94,4.896000000000001,,,,,,,,,,95.0,Joel Tagueu,False,Maritimo,Benfica,0.0012207699999999995
2414152575.0,6.0,0.0,42.0,264.0,44.94,4.896000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'Foul']","[91, 63]",True,241843.0,,,,,,,,,,,,95.0,Joel Tagueu,,Maritimo,Benfica,
2414152609.0,16.0,0.0,42.0,299.0,60.06,63.104,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Defensive', 'Foul', 'StandingSave', 'Zone', 'OppositeRelatedEvent']",[64],False,142318.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414152767.0,7.0,0.0,59.0,264.0,42.0,6.392,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'Angle', 'PassEndY', 'Longball', 'PassEndX', 'FreekickTaken']","[91, 117, 127, 132, 35, 37, 215, 218]",True,101952.0,28.035,43.656000000000006,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Benfica,-0.00015804999999999986
2414152783.0,8.0,1.0,2.0,264.0,28.035,43.656000000000006,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave']","[91, 117, 30, 36, 37, 216, 218]",True,137058.0,47.565,45.96800000000002,,,,,,,,,,5.0,Zainadine Júnior,False,Maritimo,Benfica,0.003186659999999999
2414152787.0,9.0,1.0,3.0,264.0,47.565,45.96800000000002,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Zone', 'Length', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle']","[91, 118, 120, 29, 35, 37, 216, 218]",True,121726.0,41.055,50.864000000000004,,,,,,,,,,12.0,Edgar Costa,False,Maritimo,Benfica,-0.00159954
2414152795.0,10.0,1.0,5.0,264.0,36.12,50.864,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,137058.0,,,,,,,,,,,,5.0,Zainadine Júnior,,Maritimo,Benfica,
2414152797.0,17.0,1.0,5.0,299.0,68.88,17.136,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone', 'StandingSave']","[91, 54]",True,299375.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414153437.0,12.0,1.0,5.0,264.0,40.425,45.764,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Error,Successful,['LeadingToGoal'],[98],False,121726.0,,,,,,,,,,,,12.0,Edgar Costa,,Maritimo,Benfica,
2414152801.0,18.0,1.0,7.0,299.0,76.65,18.972,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,299375.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414152821.0,19.0,1.0,8.0,299.0,82.53,22.304,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",SavedShot,Successful,"['GoalMouthZ', 'RegularPlay', 'StandingSave', 'LowLeft', 'GoalMouthY', 'Zone', 'OppositeRelatedEvent', 'LeftFoot', 'OutOfBoxCentre', 'BlockedY', 'BlockedX']","[91, 9, 10, 2, 3, 13]",True,299375.0,,,97.7,46.8,12.0,52.5,True,,,,,,,,Maritimo,Benfica,
2414152825.0,11.0,1.0,9.0,264.0,5.04,35.632000000000005,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Save,Successful,"['Zone', 'DivingSave', 'OppositeRelatedEvent', 'ParriedDanger', 'Hands', 'KeeperSaveObox']","[91, 108, 113, 83, 77, 79, 82]",True,74433.0,,,,,,,,,,,,48.0,Paulo Victor,,Maritimo,Benfica,
2414152859.0,20.0,1.0,11.0,299.0,92.29500000000002,37.128,1.0,"{'value': 1, 'displayName': 'FirstHalf'}",Goal,Successful,"['BigChance', 'BoxCentre', 'Zone', 'GoalMouthZ', 'RegularPlay', 'Head', 'GoalMouthY', 'LowRight']","[91, 24, 9, 10, 202, 1, 3, 14, 17, 19, 27]",True,400828.0,,,,,15.2,47.6,True,True,,,,,,,Maritimo,Benfica,
2414153445.0,13.0,2.0,14.0,264.0,52.71000000000002,33.728,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'StandingSave', 'Zone', 'Angle', 'PassEndY']","[91, 117, 30, 35, 38, 216, 218]",True,121726.0,42.0,23.256000000000004,,,,,,,,,,12.0,Edgar Costa,False,Maritimo,Benfica,-0.00215424
2414153459.0,14.0,2.0,16.0,264.0,42.0,23.256000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'Longball', 'PassEndX', 'Zone', 'Angle', 'PassEndY']","[91, 119, 117, 127, 36, 38, 216, 218]",True,123359.0,68.25,3.196,,,,,,,,,,10.0,Stefano Beltrame,True,Maritimo,Benfica,0.00475886
,,2.0,16.0,,68.25,3.196,,,Carry,,,,,101952.0,91.56,2.4480000000000004,,,,,,,,,,2.0,Claudio Winck,True,Maritimo,Benfica,0.01740012
2414153487.0,15.0,2.0,24.0,264.0,91.56,2.4480000000000004,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,101952.0,,,,,,,,,,,,2.0,Claudio Winck,,Maritimo,Benfica,
2414153511.0,21.0,2.0,24.0,299.0,13.44,65.552,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive', 'StandingSave']","[91, 143]",True,146760.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414153649.0,20.0,2.0,34.0,264.0,87.57000000000001,2.176,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 70]",True,123359.0,,,,,,,,,,,,10.0,Stefano Beltrame,,Maritimo,Benfica,
2414153601.0,17.0,2.0,34.0,264.0,88.72500000000001,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Angle', 'PassEndX', 'Length', 'Zone', 'PassEndY']","[91, 212, 36, 37, 217]",True,101952.0,89.46000000000001,1.7000000000000004,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Benfica,0.0
,,2.0,34.0,,89.46000000000001,1.7000000000000004,,,Carry,,,,,123359.0,87.57000000000001,2.176,,,,,,,,,,10.0,Stefano Beltrame,False,Maritimo,Benfica,-0.007287600000000002
2414153635.0,23.0,2.0,35.0,299.0,17.430000000000003,65.824,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']","[91, 143]",True,437686.0,,,,,,,,,,,,,,,Maritimo,Benfica,
2414153687.0,22.0,2.0,41.0,264.0,88.62,0.0,2.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'ThrowIn', 'Angle', 'PassEndX']","[91, 212, 35, 37, 217]",True,101952.0,81.58500000000001,7.548,,,,,,,,,,2.0,Claudio Winck,False,Maritimo,Benfica,-0.007287600000000002
