id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isGoal,isShot,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2368712739.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368712747.0,3.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368776293.0,932.0,0.0,0.0,299.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368776299.0,753.0,0.0,0.0,264.0,0.0,0.0,5.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368685485.0,1.0,0.0,0.0,299.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamPlayerFormation', 'JerseyNumber', 'PlayerPosition', 'CaptainPlayerId', 'InvolvedPlayers', 'TeamFormation']",[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368687203.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['InvolvedPlayers', 'PlayerPosition', 'TeamPlayerFormation', 'JerseyNumber', 'TeamFormation', 'CaptainPlayerId']",[],False,,,,,,,,,,,,,,,,Benfica,Maritimo,
2368712759.0,3.0,0.0,0.0,264.0,52.395,34.068000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'PassEndX', 'Length', 'Angle', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,241843.0,39.375,33.93200000000001,,,,,,,,,,95.0,Joel Tagueu,False,Benfica,Maritimo,-0.002219519999999999
2368712805.0,4.0,0.0,2.0,264.0,39.165,34.61200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'PassEndX', 'Zone', 'StandingSave', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,282241.0,34.65,56.57600000000001,,,,,,,,,,15.0,Iván Rossi,False,Benfica,Maritimo,-0.00203156
,,0.0,2.0,,34.65,56.57600000000001,,,Carry,,,,,329366.0,34.65,62.96800000000002,,,,,,,,,,94.0,Vitor Costa,False,Benfica,Maritimo,-0.0008183100000000009
2368712811.0,5.0,0.0,5.0,264.0,34.65,62.96800000000002,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'PassEndX', 'Zone', 'PassEndY', 'Longball', 'Angle', 'Chipped', 'Length']","[91, 120, 124, 128, 36, 37, 217, 218]",True,329366.0,77.175,68.0,,,,,,,,,,94.0,Vitor Costa,True,Benfica,Maritimo,0.0114447
2368712861.0,5.0,0.0,8.0,299.0,45.15,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['ThrowIn', 'Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone']","[91, 212, 36, 37, 216]",True,119542.0,46.83000000000001,5.644000000000001,,,,,,,,,,,,False,Benfica,Maritimo,0.0
2368712873.0,6.0,0.0,9.0,299.0,46.83000000000001,5.644000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Chipped', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX', 'Length']","[91, 117, 30, 124, 35, 37, 215, 218]",True,142318.0,30.975,10.336000000000002,,,,,,,,,,,,False,Benfica,Maritimo,-0.0018885399999999993
2368712887.0,7.0,0.0,13.0,299.0,31.395,15.912000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,106151.0,27.615000000000002,29.512,,,,,,,,,,,,False,Benfica,Maritimo,-0.0004294100000000016
2368712907.0,8.0,0.0,16.0,299.0,30.240000000000002,28.696000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,75691.0,38.32500000000001,9.316,,,,,,,,,,,,False,Benfica,Maritimo,0.00082343
