id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,isGoal,cardType,blockedX,blockedY,shirtNo,name,progressive,homeTeam,awayTeam,xT
2382701673.0,2.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382701671.0,2.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Start,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382730029.0,858.0,0.0,0.0,5948.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382730033.0,660.0,0.0,0.0,264.0,0.0,0.0,7.0,"{'value': 14, 'displayName': 'PostGame'}",End,Successful,[],[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382688907.0,1.0,0.0,0.0,5948.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['CaptainPlayerId', 'InvolvedPlayers', 'PlayerPosition', 'JerseyNumber', 'TeamFormation', 'TeamPlayerFormation']",[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382689457.0,1.0,0.0,0.0,264.0,0.0,0.0,0.0,"{'value': 16, 'displayName': 'PreMatch'}",FormationSet,Successful,"['TeamFormation', 'JerseyNumber', 'CaptainPlayerId', 'TeamPlayerFormation', 'InvolvedPlayers', 'PlayerPosition']",[],False,,,,,,,,,,,,,,,,Arouca,Maritimo,
2382701689.0,3.0,0.0,0.0,264.0,51.03,33.184,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'Zone', 'PassEndY', 'PassEndX']","[91, 117, 30, 35, 38, 216, 218]",True,403771.0,40.425,27.268000000000008,,,,,,,,,,9.0,Ali Alipour,False,Arouca,Maritimo,-0.002219519999999999
,,0.0,0.0,,40.425,27.268000000000008,,,Carry,,,,,123359.0,42.21000000000002,25.364000000000008,,,,,,,,,,10.0,Stefano Beltrame,False,Arouca,Maritimo,6.527999999999916e-05
2382701717.0,4.0,0.0,2.0,264.0,42.21000000000002,25.364000000000008,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Length', 'PassEndX', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 35, 38, 215, 218]",True,123359.0,30.765,9.588000000000001,,,,,,,,,,10.0,Stefano Beltrame,False,Arouca,Maritimo,-0.002096839999999999
,,0.0,2.0,,30.765,9.588000000000001,,,Carry,,,,,422005.0,33.075,14.892000000000005,,,,,,,,,,4.0,Matheus Costa,False,Arouca,Maritimo,0.0
2382701735.0,5.0,0.0,8.0,264.0,33.075,14.892000000000005,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'Angle', 'Length', 'StandingSave', 'PassEndY']","[91, 117, 30, 35, 37, 215, 218]",True,422005.0,25.725,35.42800000000001,,,,,,,,,,4.0,Matheus Costa,False,Arouca,Maritimo,-0.0004294100000000016
,,0.0,8.0,,25.725,35.42800000000001,,,Carry,,,,,345713.0,24.675,39.98400000000001,,,,,,,,,,66.0,Léo Andrade,False,Arouca,Maritimo,0.0
2382701761.0,6.0,0.0,11.0,264.0,24.675,39.98400000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'StandingSave', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 36, 37, 216, 218]",True,345713.0,44.415,46.30800000000002,,,,,,,,,,66.0,Léo Andrade,False,Arouca,Maritimo,0.0025262500000000007
,,0.0,11.0,,44.415,46.30800000000002,,,Carry,,,,,241843.0,43.785000000000004,51.476000000000006,,,,,,,,,,95.0,Joel Tagueu,False,Arouca,Maritimo,-0.0005445499999999995
2382701793.0,7.0,0.0,15.0,264.0,43.785000000000004,51.476000000000006,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'StandingSave', 'PassEndX', 'Angle', 'PassEndY', 'Zone']","[91, 117, 30, 36, 37, 216, 218]",True,241843.0,50.295,64.80400000000002,,,,,,,,,,95.0,Joel Tagueu,False,Arouca,Maritimo,0.00033624999999999974
,,0.0,15.0,,50.295,64.80400000000002,,,Carry,,,,,114188.0,59.85,62.83200000000001,,,,,,,,,,93.0,Henrique,True,Arouca,Maritimo,0.002252519999999999
2382701797.0,8.0,0.0,18.0,264.0,59.85,62.83200000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'Offensive']","[91, 63]",True,114188.0,,,,,,,,,,,,93.0,Henrique,,Arouca,Maritimo,
2382701791.0,3.0,0.0,18.0,5948.0,45.15,5.168,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Defensive', 'Foul']",[64],False,298402.0,,,,,,,,,,,,,,,Arouca,Maritimo,
2382701853.0,9.0,0.0,28.0,264.0,60.27,60.724000000000004,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'Length', 'FreekickTaken', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY']","[91, 119, 117, 30, 132, 35, 37, 216, 218]",True,282241.0,59.22,64.60000000000001,,,,,,,,,,15.0,Iván Rossi,False,Arouca,Maritimo,0.0
2382701873.0,10.0,0.0,30.0,264.0,59.22,64.60000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,329366.0,85.78500000000003,64.66800000000002,,,,,,,,,,94.0,Vitor Costa,True,Arouca,Maritimo,0.01282716
,,0.0,30.0,,85.78500000000003,64.66800000000002,,,Carry,,,,,114188.0,74.76,65.96000000000001,,,,,,,,,,93.0,Henrique,False,Arouca,Maritimo,-0.00634183
2382701879.0,11.0,0.0,33.0,264.0,74.76,65.96000000000001,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Dispossessed,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[91, 70]",True,114188.0,,,,,,,,,,,,93.0,Henrique,,Arouca,Maritimo,
2382701865.0,4.0,0.0,33.0,5948.0,30.24,2.04,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Unsuccessful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 142]",True,416503.0,,,,,,,,,,,,,,,Arouca,Maritimo,
2382701899.0,13.0,0.0,34.0,264.0,87.36000000000001,66.504,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,['Zone'],[91],True,114188.0,,,,,,,,,,,,93.0,Henrique,,Arouca,Maritimo,
2382701971.0,6.0,0.0,46.0,5948.0,22.785,0.0,0.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'Zone', 'ThrowIn']","[91, 212, 35, 37, 215]",True,416503.0,14.91,11.22,,,,,,,,,,,,False,Arouca,Maritimo,0.00033735000000000015
